,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Factory ECU calibrations are the result of person-years of work to meet a bewildering number of often-conflicting requirements for a production vehicle, including but not limited to:Factory ECU calibrations are the result of person-years of work to meet a bewildering number of often-conflicting requirements for a production vehicle, including but not limited to:For just one example, running an engine fuel mixture very lean - which is possible under low-load conditions with direct injection - is a tremendous help to fuel consumption, but raises exhaust gas temperatures (EGTs), which produces more oxides of nitrogen (NOx) emissions, which are difficult to after-treat as it’s a reduction reaction rather than an oxidation reaction.So using an aftermarket calibration to boost performance or accommodate hardware mods like ported heads, bigger injectors, some form of boost, less-restrictive intake and exhaust, etc., will change that balance. Often, the first thing to go with an aftermarket cal is emissions compliance. And the next thing that takes a hit will be durability/longevity, unless a lot of hardware is upgraded to live safely with increased power output from the engine, at which point we’re not just talking about a simple reflash.One of the long-running memes of the hot-rodding world is that the OEMs “deliberately detune” their offerings and you can “unlock” that built-in performance with a simple calibration change. There’s a grain of truth: yes, you can see power gains doing that. But you’ll pay a price in a number of other areas to do so.And if you’re under warranty, be prepared to kiss any coverage of the powertrain (engine/transmisison/final drive) goodbye. Anyone who says the Magnusson-Moss Warranty Act protects your warranty if you mod your vehicle is lying to you. The MMWA exists to allow car owners to get regular routine service of things like oil and air filters, brake pads, etc., from sources other than franchised dealers, using “equivalent to standard” parts. It doesn’t cover modifications, at all.And “flashing it back to stock” before taking it to the dealer for service may not prevent them from detecting your mods, as there’s a checksum value associated with the original ECM cal that will most likely be different.Some of the better aftermarket shops and suppliers will offer what amounts to a replacement warranty for the portions of the OEM warranty their products void. For the rest, though, “you pays your money and you takes your chances”. Something to keep in mind if you want to modify an under-warranty vehicle.(Funny story: back in the day, I worked on a high-performance vehicle program for a large OEM. It so happened that on this particular engine, a couple of popular mods would cause particular problems - underdrive pulleys would cause overheats due to greatly - like 40% lower - reduced coolant flow, and a centrifugal supercharger or nitrous could crack piston ring lands or pound one or two connecting rod bearings into mulch if pushed past a very low limit. We had a number of owners discover these things the hard way, and a few tried to get warranty replacement engines. The dealer techs would call the hotline, and we’d walk them through inspecting the dead engines for some tell-tale signs of mods. Far more often than not, we’d catch it then. And the VIN would be flagged in the computer, and the customer would be told we knew they’d modded the car and caused the problem, and they’d be offered a very good price on a new engine.(One slipped by until the owner came back to the dealer to ask if he could get his high-flow injectors, aluminum flywheel, and dual-disc racing clutch back from the dead engine, which had already been shipped back to us at HQ. We took a look at his engine once it arrived, and sure enough, high-flow injectors, aluminum flywheel, racing clutch. And 2 pistons with broken ring lands and 3 connecting rod bearings essentially extruded into an aluminum/copper/tin foil (with a lot of it in the oil sump). Needless to say, his warranty claim was reviewed and rejected.(And one poor schnook showed up at his dealer with the car on a trailer, the blower, nitrous bottle, and drag radials still on the car. The dealer didn’t even bother calling us at the time, and just told him they’d be happy to sell him a new engine, flagged the VIN in the computer, and when he decided to not buy a new engine, he left. Over the next 3 months, he hauled that car - now minus the drag tires, blower, and nitrous system - to easily 2 dozen dealers in an ever-increasing radius from his home until one finally took pity on him and told him about his VIN being flagged, and thus no dealer would ever warranty that thing. He eventually went back to his selling dealer and bought an engine.(What were the tell-tales? For the pulleys, it would be tool marks on the crank damper bolt, water pump pulley bolts, and alternator pulley bolt, as well as a different-color sealer applied to the crankshaft bolt. And very very cooked - maybe even with melted electrodes - spark plugs in a couple of cylinders. For blowers, same deal with the crank damper bolt, plus there were a few bolt bosses on the engine’s front cover that were unused in this application , but were still present in the cover, and the blower brackets used them. Installing a steel bolt into an aluminmum cover leaves a witness mark in/on the cover. Nitrous was easy - pull up the trunk mat and look for the mounting holes for the bottle brackets or a hole for the nitrous hose. As some systems are “dry” and don’t require tapping the fuel plumbing, that was the easiest and most reliable way to find evidence of nitrous use. Well, that and the bottom-end knock in the engine. :D(And of course almost all of these folks flashed their ECUs, so a quick OBD-II checksum dump added an additional tell-tale.)",349 followers,Shaun Love,853,119,2.3M,https://www.quora.com/Is-there-any-disadvantages-to-ECU-tuning-remapping-I-doubt-you-can-increase-horsepower-and-fuel-economy-that-easily-without-seriously-costing-you-something-right
1,"AI is quite stupid and often trained on biased but convenient datasets. We’re pretty good at adding rules to make AI look intelligent, but AI mostly combines look-up tables and a couple algorithms. At the rate we’re going in the field, I doubt the singularity will happen at any point without significant progress. It certainly won’t be in my lifetime.",UNKNOWN,Ben Y. Zhao,1.2K,1.3K,33.6M,https://www.quora.com/Is-there-any-disadvantages-to-ECU-tuning-remapping-I-doubt-you-can-increase-horsepower-and-fuel-economy-that-easily-without-seriously-costing-you-something-right
2,"As a 68-year-old recently retired Silicon Valley engineer with a M.S. in Computer Science from Texas A&M University that focused on AI, I have a surprising answer for you to that question. We are no closer to strong AI today then we were in the 1970s. It is not clear that we will ever be closer. That is the reason why the field has shifted to machine learning. That field has entirety different goals than strong AI.The assumption that human-style thinking is algorithmic and independent of the underlying hardware is probably false. Nothing short of an organic biological brain in an actual humanAs a 68-year-old recently retired Silicon Valley engineer with a M.S. in Computer Science from Texas A&M University that focused on AI, I have a surprising answer for you to that question. We are no closer to strong AI today then we were in the 1970s. It is not clear that we will ever be closer. That is the reason why the field has shifted to machine learning. That field has entirety different goals than strong AI.The assumption that human-style thinking is algorithmic and independent of the underlying hardware is probably false. Nothing short of an organic biological brain in an actual human will ever replicate what we humans are doing when we are thinking. A majority of people in my field now believe this.It’s time to move on folks.C’est la vie.","284,819 followers",James Altucher,989,878,91.6M,https://www.quora.com/Which-company-do-you-think-will-be-the-first-to-create-the-singularity-for-artificial-intelligence
3,"Still very far, in my opinion. Let me explain.Around 50 years ago AI and related problems were thought to be easy and computer scientists were optimistic to solve them within a few years. There was even a famous professor who had said that “computer vision” is an easy problem, which can be solved by a graduate student during a summer internship. In those days computer scientists were doing many far-fetched promises, for example to NASA and to US military. The research in last 50 years showed us that these problems are actually more difficult than scientists thought. All those unfulfilled promiStill very far, in my opinion. Let me explain.Around 50 years ago AI and related problems were thought to be easy and computer scientists were optimistic to solve them within a few years. There was even a famous professor who had said that “computer vision” is an easy problem, which can be solved by a graduate student during a summer internship. In those days computer scientists were doing many far-fetched promises, for example to NASA and to US military. The research in last 50 years showed us that these problems are actually more difficult than scientists thought. All those unfulfilled promises caused a distrust towards the AI field and fundings were decreased for a long period, which is referred to as “AI winter”.Now we have “deep learning” and another period of optimism has emerged. Deep learning really seems to achieve many difficult tasks and already causing revolutionary changes in many different industries. Thousands of start-up companies have emerged that are based on deep learning technologies and big companies have started pouring money into the field. Some are already getting quick return of their investments. Face recognition technology is just one already working example, but there are many others.But I think in the following years a similar kind of enlightenment will occur: we will understand that the AI problem is even more difficult than we think it is today. In the following years I expect people will start to recognize that developing a general AI is one of the most difficult problems in science, along with understanding the brain. And we will understand that some of the current promises are far-fetched.Because, if you look at the problems that deep learning (or in general machine learning) is solving, they are all kinds of problems that brain does automatically. We don’t know how we recognize faces, our brains just do it automatically. And this is only one part of brain function. And it is the most primitive one. The more interesting, and the more complicated side of our intelligence is our reasoning. The things that we are doing consciously, not automatically. Our “thinking” ability. Just an example: we watch a movie and think on it, solve causal relations between events, reason why some character behaved like that, draw conclusions, etc. We have not seen a huge progress at such reasoning part yet in AI.Evolution of animal brain took billions of years, over countless number of trials and errors. Even then, the most advanced brains in nature, such as dogs, or cats, are very limited in capabilities such as reasoning and analyzing. Only humans have reached that level so far, and that is with thousands of years of cultural evolution added to the biological evolution. Now we are trying to mimic the result of all this process of billions of years, just by doing a few decades of research. The bitter fact is, the only example to the intelligence level we aim is the human intelligence, and we are still far from understanding how it works.To sum up, we thought that AI problem was easy 50 years ago, and things proved that we were wrong. Now we start thinking “it is difficult but can be solved soon with some more research”, which will also be proved to be wrong within a few years. Soon we will understand that developing a general AI is an extremely difficult problem, which will require at least (optimistically) several decades of more research, and will probably require understanding the human brain.",36 followers,Adam Ambrozy,579,0,0,https://www.quora.com/Which-company-do-you-think-will-be-the-first-to-create-the-singularity-for-artificial-intelligence
4,"Elon Musk’s argument:However, the argument seems to lack an understanding ofA quick example:1. What is the probability that a fair coin toss results in heads?2. If you are told a red team is playing a blue team at soccer this afternoon, and you are asked to predict the result - what is theElon Musk’s argument:However, the argument seems to lack an understanding ofA quick example:1. What is the probability that a fair coin toss results in heads?2. If you are told a red team is playing a blue team at soccer this afternoon, and you are asked to predict the result - what is the probability that the blue team will win?3. If you are now told that the “blue team” is the French national soccer team, and the “red team” is made up of local school children, what is the probability that the blue team will win?….What’s going on here? Whilst in examples 1. and 2. both probabilities are 50% at face-value, they are actually quite different.As you can see above, whilst both probabilities are stated as 50%, the meta-probabilities are shown by the curves. The curves reveal that the coin toss result is known to be a 50% chance fairly accurately, but the soccer game result is known to be 50% with a large amount of uncertainty.In example 3. we acquire more information about the teams playing, and this allows us to make a better prediction of the result. In other words:So whilst I agree that: “I’m not pretending to know whether we live in base reality or in a simulation. But I can say that the",82 followers,Jonathan Armstrong,9.2K,0,0,https://www.quora.com/Is-there-any-disadvantages-to-ECU-tuning-remapping-I-doubt-you-can-increase-horsepower-and-fuel-economy-that-easily-without-seriously-costing-you-something-right
5,"“Do we only really exist as a brain in a jar and our lives are hallucinations?Is this universe universe simply the product of super intelligent being’s imagination?Was this universe created by two giants giving high fives so hard that it spawns a big bang that grew into our universe?Point being, right now, it’s just speculation, so who knows? Even the laws of space and time as we know them are products of our universe. It’s possible those don’t even exist outside. It’s all very“Do we only really exist as a brain in a jar and our lives are hallucinations?Is this universe universe simply the product of super intelligent being’s imagination?Was this universe created by two giants giving high fives so hard that it spawns a big bang that grew into our universe?Point being, right now, it’s just speculation, so who knows? Even the laws of space and time as we know them are products of our universe. It’s possible those don’t even exist outside. It’s all very","21,738 followers",Glyn Williams,12.4K,9.1K,53M,https://www.quora.com/Which-company-do-you-think-will-be-the-first-to-create-the-singularity-for-artificial-intelligence
6,"I’m working towards a PhD right now, but I formerly spent a few years working on algorithms and software related to missiles.When you go about designing new algorithms for missiles, an obvious step you need to take is testing your algorithms and seeing how they perform relative to some desirable metrics. Suppose we have an air-to-ground weapon that we want to test to see how well it is performing against some metrics. We know this weapon will have some latitude-longitude-altitude (LLA) position, the target will have an LLA position, the target will have some specified velocity, the missile wilI’m working towards a PhD right now, but I formerly spent a few years working on algorithms and software related to missiles.When you go about designing new algorithms for missiles, an obvious step you need to take is testing your algorithms and seeing how they perform relative to some desirable metrics. Suppose we have an air-to-ground weapon that we want to test to see how well it is performing against some metrics. We know this weapon will have some latitude-longitude-altitude (LLA) position, the target will have an LLA position, the target will have some specified velocity, the missile will have some initial velocity and heading, and there will be some wind profile that needs to be taken into account. We also know that there is variance in the weapon properties (like mass, inertia, control surface locations, propellant mass, etc) and quantities based on sensor measurements (like target velocity, wind velocity, missile launch velocity, etc).How can we even hope to adequately test a new algorithm when there’s so many possible situations we should run into? Not to mention, flight mechanics of a weapon are nonlinear and in turn can be extremely sensitive to initial conditions. We certainly do not want to do physical tests just to see if a new algorithm is good enough, that would be much too expensive and have a much larger estimate variance for the number of samples you could practically obtain. No, instead we need to useNow as you can imagine, performing an adequate performance study includes doing millions of Monte Carlo simulations just to get a reasonable estimate of our weapon’s performance with the new algorithm(s). For a high fidelity simulation, each Monte Carlo sim could take a non-trivial amount of time, say two seconds on average. If you need to perform 250 million simulations to get a sufficient estimate of our performance, we are looking at running for over 15 years in CPU time, which divided across a cluster with 2000 processors is going to take on the order of a few days to complete.Say you dump this performance study to your cluster and sit back and let it run for a few days while you do something else, in turn passively generating a large dataset of information tied to those 250 million simulations. The day comes and you must now post process this dataset and extract the information you need to crunch a range of performance metrics.You sit thereNopeI was a new, young guy on a team comprised of people at least 8 years older than myself, some being 40 years older. Nobody knew me yet or really thought I would bring anything drastically new to the table, essentially meaning they were constantly giving me skeptical looks.They sat me down and made sure I could get up and running with their tools and process. What they did not realize was I get bored really quick and liked to minimize this sort of thing happening.As the young blood, they wanted me to get familiar with running these performance tests since I would depend on them to test algorithms I developed down the road. Made sense. Unfortunately, I did not have a lot more to do, leaving me super bored since generating and processing the data took so long. I sat there studying things and developing skills that might be useful down the road while I waited, until I started to really get fed up with the data analysis process.Why in the world were we taking days to just load our dataset for processing?I investigated the kinds of metrics we cared about and realized that, generally speaking, most metrics were on a per-simulation basis. In our analysis, we would then pool them together at different subspaces of our test space to gather interesting statistical insights. Any other metrics were basically reducing a subset of our data into a single value, which could be done at run-time in Matlab, if necessary. My mind immediately thought about our cluster that we could take advantage of and my previous distributed computing experience lit up a great idea! I came to the realization that writing aWith the embarrassingly parallel nature of our metrics, I quickly put together a distributed code in C++ using my down time spent waiting for things to run. I did not tell anyone on my team about my plan because I wanted to make sure it worked before I tried to sell the idea.. it’s much easier to sell ideas to people who do not trust you yet if you can show it works.I built this distributed code to make effective use of our SLURM cluster and generate the desired metrics, dumping the results into a single memory-light file for Matlab to work with. Amazingly, this new software reduced the data analysis runtime from a few days to literally less than a second! If we assume the new analysis took a second and the normal analysis took 2 days, we are talking about aSoon after, I went to my supervisor and pitched my new tool. He was shocked and soon, this tool became the new standard on my team.From that point on, people started to take me much more seriously and I was",18 followers,Christian Howard,1.4K,933,1.8M,https://www.quora.com/Is-there-any-disadvantages-to-ECU-tuning-remapping-I-doubt-you-can-increase-horsepower-and-fuel-economy-that-easily-without-seriously-costing-you-something-right
7,Our new Royalty and Copyright monthly batch system was ridiculously slow (and also a bit prone to crashing but that's a different story). I was asked to look at it and try to improve it. When I examined it I discover that the authors had designed quite a clever database with 8 flat files and 4 indices and then written a single module for all the other programs to use to access it. This was in the days before real databases. VSAM was the best we had and he had stored the entire database on one VSAM file.I guessed that because of this the access module everyone on the system was using was unableOur new Royalty and Copyright monthly batch system was ridiculously slow (and also a bit prone to crashing but that's a different story). I was asked to look at it and try to improve it. When I examined it I discover that the authors had designed quite a clever database with 8 flat files and 4 indices and then written a single module for all the other programs to use to access it. This was in the days before real databases. VSAM was the best we had and he had stored the entire database on one VSAM file.I guessed that because of this the access module everyone on the system was using was unable to use its buffers efficently and was spending all its time thrashing around the disk.I Rewrote the database access module into 8 sub programs each doing exactly what they did before just one sub-program for each record type. I was able to crib most of the code and this allowed each record type to have its own buffer which should make it run fare more efficiently.So I implemented it and about 8:00 that night I got a call saying that the ops thought there was something wrong with the system. It had finished in under 15 minutes . They were used to the monthly run taking several hours. They took a little convincing that that could be correct.I got some Kudos for that.,3 followers,Steve Baker,4K,27.3K,162.4M,https://www.quora.com/Which-company-do-you-think-will-be-the-first-to-create-the-singularity-for-artificial-intelligence
8,"In my master thesis, I developed a scheduling algorithm for the machine shop of a manufacturing company. The algorithm was inferred using reinforcement learning.Once a work order was given priority on a machine, it was scheduled according to the Just-In-Time principle. That is, the algorithm would prefer to start the work order on the machine as late as possible while still being able to finish it before the deadline.I wrote an algorithm that would find the latest point in time that the machine still had capacity to finish the work order. It ran in a few hundred milliseconds. Fine. Done.To getIn my master thesis, I developed a scheduling algorithm for the machine shop of a manufacturing company. The algorithm was inferred using reinforcement learning.Once a work order was given priority on a machine, it was scheduled according to the Just-In-Time principle. That is, the algorithm would prefer to start the work order on the machine as late as possible while still being able to finish it before the deadline.I wrote an algorithm that would find the latest point in time that the machine still had capacity to finish the work order. It ran in a few hundred milliseconds. Fine. Done.To get training data, I was simulating the scheduling of work orders and varying execution times of those work orders across all the machines in the machine shop using discrete-event simulation. For each iteration in my reinforcement learning, I needed to simulate months of work in the machine shop.I fired up the training experiment, and it was… slow. How slow? Well, I did some back-of-the-envelope calculations, and realized that my training experiment would take about half a year to finish! By that time, my thesis deadline would have passed. Something had to be done.I inspected my code, and to my surprise, the CPU hog was the innocent-looking algorithm that found the latest starting point according to JIT.In a panicked coding session that lasted long into the night, I was finally able to get the running time down to less than a millisecond, which meant the experiment would","1,249 followers",Rishabh Agrahari,7.9K,0,0,https://www.quora.com/Which-company-do-you-think-will-be-the-first-to-create-the-singularity-for-artificial-intelligence
9,"One of my earliest speedups of this sort was when I had just graduated from college and was working at Lockheed in their space systems division.We had a very large piece of FORTRAN code that took a whole lot of parameters - up to a million, and usually a few tens of thousands - that described a specific type of satellite, loaded them into an array, and then ran a simulation of them in a whole bunch of satelliteOne of my earliest speedups of this sort was when I had just graduated from college and was working at Lockheed in their space systems division.We had a very large piece of FORTRAN code that took a whole lot of parameters - up to a million, and usually a few tens of thousands - that described a specific type of satellite, loaded them into an array, and then ran a simulation of them in a whole bunch of satelliteThe problem was it was very slow, and running a satellite configuration through a largish package of constellations took about a week on a dedicatedI was asked to speed it up.Everyone figured that the big performance problem was deep in the constellation simulator code, which had a ton of complex physics and orbital mechanics algorithms, and they were considering various options for rewriting it in assembly, running the sim on aOK, so I start looking at the code.And I notice that the level of the code above where it initializes the results array, it has a big loop to set the array to 0. The array had a million entries and was a double-precision array, so it took (slightly less than) 8MB of RAM, which was a big deal in the Vax 11/780 days.And then the sim did its thing.The number of results were an output of the sim.And there was a call to a sort routine. It actually took the array and the number of results, and sorted the results array.…but…it sorted the whole frikin’ results array! UsingI immediately recoded the sort routine to use aThis improved performance to the point where a whole sim package could be run in about 45 minutes, versus a week. And it hadn’t occurred to them that something on the “periphery” of the core work of the sim would have such a massive impact. (And this was long enough ago that profilers and such were not all that commonly used.)The aerospace engineers did a very careful code-review as they couldn’t believe that I didn’t break something someplace.But after they did, everyone was happy, except an engineer who was looking forward to his very own Cray X-MP to play with.It ran fast enough that we were able to bid on several satellite contracts that people didn’t think we could bid on as the sim would take too long to get the bid prepared in time.",627 followers,Dipt Chaudhary,9.5K,0,0,https://www.quora.com/Which-company-do-you-think-will-be-the-first-to-create-the-singularity-for-artificial-intelligence
