,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Space travel needs power for propulsion and for operations.  Nuclear fission can provide both.  How to make electricity with reactors is well known, so I'll concentrate on propulsion.Short answer:Long answer:Space travel needs power for propulsion and for operations.  Nuclear fission can provide both.  How to make electricity with reactors is well known, so I'll concentrate on propulsion.Short answer:Long answer:The rocket equation tells usWhat exhaust velocity is fission capable of?  The nuclear-thermal rockets mentioned above all use heat from a reactor to accelerate a gas propellant.  Naturally, the heavier the propellant, the slower it will exit the rocket when heated by a given amount.  Hence, lightweight hydrogen gas is often chosen.But the revolutionary dusty plasma reactor of Sheldon & ClarkThoriumTo burn thorium directly we need to use fast neutrons.  It should be possible to run a nuclear-thermal rocket on fast neutrons (though we might need to swap the hydrogen propellant for helium, since the former gas is a neutron moderator).  The dusty plasma reactor is generally assumed to run on slow neutrons, since then the plasma can be made much smaller.  To burn thorium with slow neutrons we first need to transmute (""breed"") it into uranium-233.  While breeding nuclear fuel in flight would certainly complicate engine design, it may turn out to be feasible.It is certainly the case that, if weAside: What about Fusion?The only fusion reaction that releases charged products more energetically than fission is D-He3 (about 13% light speed).  He3 doesn't occur on Earth, so it would have to be bred in flight.  And the D-He3 reaction is very hard to achieve.So fusion has some promise, but unlike fission-powered rockets, we don't yet have the technology to make it work.* Assuming 100% engine efficiency, a one-way fission-powered trip on the ISS to Proxima Centauri would take ~ 40 years and require 25kt U-235.  That is a majority of the 39kt currently recoverable worldwide: http://world-nuclear.org/info/inf75.html","2,201 followers",Iain McClatchie,668,411,2.8M,https://www.quora.com/Could-thorium-reactors-be-used-for-space-travel
1,"He-3 fusion does have some advantages.Fusion reactions produce easier to shield radiation than the penetrating gamma radiation produced by most forms of nuclear fission. The more common neutron fusion reactions like Deuterium-Tritium (DT) or Deuterium-Deuterium (DD) produce energetic neutrons that while dangerous, can be blocked by relatively light and relatively inexpensive materials like Borated High Density PolyethylenHe-3 fusion does have some advantages.Fusion reactions produce easier to shield radiation than the penetrating gamma radiation produced by most forms of nuclear fission. The more common neutron fusion reactions like Deuterium-Tritium (DT) or Deuterium-Deuterium (DD) produce energetic neutrons that while dangerous, can be blocked by relatively light and relatively inexpensive materials like Borated High Density Polyethylene Plastic, which can be conveniently cast into custom shapes as needed to safely shield a neutron producing fusion reactor.There are also aneutronic fusion reactions that occur at higher temperatures and plasma pressures like p-B11 and D-He3 that produce charged particles like protons or alpha particles instead of neutrons. Charged particles like protons can be efficiently collected on screens and plates and used to directly produce electricity by magneto-hydrodynamic energy converters at very high efficiencies and with no moving parts to wear out. At least one current fusion experiment, Dense Plasma Focus fusion at LPP Fusion , has achieved the high temperatures and confinement times needed to produce aneutronic fusion (LPP Fusion is currently working on improving plasma pressure - the last condition it needs to satisfy to achieve the requirements for aneutronic fusion). Fission ignited Fusion also can reach the fusion triple-product needed to produce aneutronic fusion (but no fusion experiments with aneutronic fuels were ever conducted by Test program to my knowledge).Even if you achieve the extreme simultaneous requirements for D-He3 or He3-He3 fusion, fusion cross sections and fusion reaction rates for neutron producing fusion reactions like D-T and D-D fusion are much more attractive, by many orders of magnitude, than for the He3 reactions.A graph of fusion reaction cross section for different fusion reactions versus temperature (keV)-The D-He3 reaction has better fusion reaction rates at lower temperatures, but it is not totally aneutronic and still produces some fast 14.1 MeV neutrons that have to be shielded to provide operator safety.It may not be necessary to go to the moon to obtain secure supplies of He-3Manufacturing (2.3 x 10^13 metric tons) of He3 worldwide from modified D-D fusion of sea water would open up many fusion application that are now not seriously considered, including fueling nuclear fusion based transportation (fusion powered ships, planes, trains, cars, and rockets to the stars).The fusion reaction that has the best fusion reaction rates at temperatures we know how to produce in machines we know how to build is the followingD + He3 -> He-4 + proton (18.3 MeV energy) (aneutronic)The reaction rates for D+He3 fusion is comparable to D-D fusion, and the D+He3 fusion reaction has the advantage of producing mostly charged protons that are easy to shield and easy to use to directly convert fusion energy into electrical energy at high efficiency.In the space advocacy community, it is not uncommon to encounter supporters of going to the moon to obtain He3 fuel. What is generally not mentioned is the fact that it may be possible to manufacture He3 more cheaply on earth by tuning D-D fusion reactors to produce both energy and He3 fuel as they operate while burning ubiquitous Deuterium fuel obtained from sea water.Terrestrially rare He3 can potentially be produced in stationary earth bound D-D fusion reactor that operates with the fusion side-chain suppressed that normally burns He3 in situ.The D-D fusion reaction has two branches that occur with nearly equal probability:D + D	→ T	+ 1HD + D	→ 3He	+ nBy properly tuning the operating conditions of a D-D ICF fusion reactor, it should be possible to make the ICF fusion reactor produce both fusion energy and He3 fuel.Manufacturing (2.3 x 10^13 metric tons) of He3 worldwide from modified D-D fusion of sea water would open up many fusion application that are now not seriously considered, including fueling nuclear fusion based transportation.Note: The amount of Deuterium in seawater is very vast (4.6 x 10^13 metric tons). The amount of He3 that could be produced from a modified form of D-D fusion that suppresses the He3 sidechain is similarly vast (2.3 x 10^13 metric tons).D-D fusion normally produces He3D-D Fusion of Deuterium fuel produces energy through four reactions:D + D -> He-3 + n + 3.268 MeVD + D -> T + p + 4.03 MeV(side chains)D + T -> He-4 + n + 17.588 MeVHe-3 + D -> He-4 + p + 18.34 MeVThe net effect of these four fusion reactions taken together is:6 D -> 2 He-4 + 2p + 2n + 43.243 MeVSince He3 reactions occur at higher temperatures and plasma pressures, it should be possible to configure a D-D fusion reactor to operate just below the conditions needed to burn He3 at high reaction rates and make such a D-D fusion reactor an He3 fuel manufacturing facility.Most fusion analysts only consider the D + He3 fusion reaction among He3 fuel burning fusion reactions because it has among the highest fusion reaction rates of aneutronic fusion reactions. It might be valuable, however, to mention another aneutronic He-3 fusion reaction that has several exceptional characteristics that may one day make it very important.Helium3-Helium3 fusionHe3 + He3-> He4 + 2 protons + 12.86 MeV (energy)He3-He3 fusion produces only charged protons and energy (no difficult to shield neutrons at all).What are some of the characteristics of He3-He3 fusion that makes it exceptional?Charged Protons produced from He3-He3 fusion can be collected on light weight grids and screens and used to directly power electric motors that actually drive the wheels of a nuclear car. Neutronless He3-He3 fusion does not require an expensive precision turbine-generator to convert nuclear heat into electricity (for He3-He3 fusion, lower cost and lighter weight direct collection of charged particles on grids suffices).Collecting He3 from D-D fusion reactors adjusted to suppress He3 fusion allows this He3 aneutronic fusion fuel to be produced significantly more cheaply than going into space for it.Inertial Confinement Fusion operates using by far the highest density fusion plasma and this is significant from the standpoint of building a small and economic power reactor. The power that can be drawn from a burning plasma at fusion conditions is proportional to the square of the density of the fusion plasma. The denser the fusion plasma, the more energy that can be extracted from it.Inertial Confinement Fusion power plants that employ He3-He3 fusion could be small if desired (both in physical size and in power output). Teaming stationary D-D fusion reactors tuned to produce energy and He3 fuel with smaller mobile reactors burning He3 aneutronic fuel for fusion transportation applications would cover a large portion of mankind’s need for reliable and clean energy and could usher in an exciting new technical age and an end to worldwide energy scarcity and poverty that typically results from lack of access to energy.Sometime within the next decade we should see experimentally whether a tuned ICF D-D fusion reactor using abundant and cheap non-radioactive Deuterium separated from the world's oceans is capable of producing significant quantities of He-3 fuel which can be scavenged from the debris left in the evacuated ICF fusion chamber following a power producing fusion shot.","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/Could-thorium-reactors-be-used-for-space-travel
2,"Helium 3 based fusion, to me, is attractive because of the possibility of direct energy conversion. This is a method by which one runs the charged particles up an electric field potential, extracting the kinetic energy with very high efficiency. Thermodynamic efficiency still applies, but the effective temperature is so high that the theoretical limit is over 99%.Helium 3 based fusion is ten or more times more difficult than DT based fusion.And, then, you still have to do it cheaply. Fusion seems to have gone down the rabbit hole of big science with the last experiment, ITER, estimated at 22 bHelium 3 based fusion, to me, is attractive because of the possibility of direct energy conversion. This is a method by which one runs the charged particles up an electric field potential, extracting the kinetic energy with very high efficiency. Thermodynamic efficiency still applies, but the effective temperature is so high that the theoretical limit is over 99%.Helium 3 based fusion is ten or more times more difficult than DT based fusion.And, then, you still have to do it cheaply. Fusion seems to have gone down the rabbit hole of big science with the last experiment, ITER, estimated at 22 billion dollars. Make a power plant out of that … what do you do, estimate it at double the cost of the proof of principle experiment? Triple? Ten times?","220,146 followers",Franklin Veaux,3.2K,47.3K,779.4M,https://www.quora.com/If-we-were-able-to-successfully-harvest-helium-3-from-the-Moon-would-fusion-power-become-viable
3,"In many years of science writing and of work for many of the largest global high-tech corporations, I haveI have",5 followers,Jake Williams,9.9K,3.2K,76.5M,https://www.quora.com/If-we-were-able-to-successfully-harvest-helium-3-from-the-Moon-would-fusion-power-become-viable
4,"Voyager 1It contains a gold platedHere are 3 interesting facts :1.These are Hindi, Punjabi, Urdu, Bengali, Gujarati, Oriya, Marathi, Telugu, Kannada & Rajasthani.2.Voyager 1It contains a gold platedHere are 3 interesting facts :1.These are Hindi, Punjabi, Urdu, Bengali, Gujarati, Oriya, Marathi, Telugu, Kannada & Rajasthani.2.3.The song chosen from India was “P.s. Even after all this, aliens are interested in visiting USA only.Keshav (V).",5 followers,Keshav Verma,19.6K,66,1.6M,https://www.quora.com/Could-thorium-reactors-be-used-for-space-travel
5,I'm going to tell you one of your legal rights which you might not be aware ofYou can step into any hotel (including 5 star and 7 star hotel) for having water or using the washroomThe restaurant staff wouldn't be aware of this right but this is legal and you can try it 😉Thank you and ole upvote the answer if you liked it 🙏I'm going to tell you one of your legal rights which you might not be aware ofYou can step into any hotel (including 5 star and 7 star hotel) for having water or using the washroomThe restaurant staff wouldn't be aware of this right but this is legal and you can try it 😉Thank you and ole upvote the answer if you liked it 🙏,0 followers,Ultimate Legend,7.5K,0,0,https://www.quora.com/If-we-were-able-to-successfully-harvest-helium-3-from-the-Moon-would-fusion-power-become-viable
6,"Here we go..1.The word,2.India is the largest producer of3.India is the second-largest supplier of4.India5.Born in Goa on August 23, 1943, Faria also holds the distinguished title of becoming the6.In 2017, India produced 1.4 millioHere we go..1.The word,2.India is the largest producer of3.India is the second-largest supplier of4.India5.Born in Goa on August 23, 1943, Faria also holds the distinguished title of becoming the6.In 2017, India produced 1.4 million tonnes of7.India is the second largest publisher of8.The game of9.India is projected to be the10.India has manyEdit-Thanks for views, upvotes, shares and suggestions… 🙏🙏🙏11.Chess12.India consumes13.14. India is a major producer of15.An Indian model, actor, television personality, winner of16.India is lagrest producer of17.India is largest producer of18.India is largest producer of19.Cultivated for at least20.India is the largest producer ofEdit 2(07/08/2020)21.The22.23.Ellora is a UNESCO World Heritage Site located in the Aurangabad district of Maharashtra, India. It is24.25.26.27.28.29.30.India is theThanks for upvotes, views, suggestions 🙏🙏.Rohit More's answer to Can you share some screenshots which deserve 2.5k likes?",94 followers,Rohit More,5.8K,55,3.3M,https://www.quora.com/If-we-were-able-to-successfully-harvest-helium-3-from-the-Moon-would-fusion-power-become-viable
7,"Hey passerby,I guess you know or maybe you don’t that, India is generally portrayed in a bad light by western media houses and especially by the European media.I read somewhere that quite a large amount of people in western and northern countries seeOne of these many things which they show to their people that really shocked me isTo all those blindfolded viewers have a look at this:-A foreigner woman was being assaulted by a man when teeHey passerby,I guess you know or maybe you don’t that, India is generally portrayed in a bad light by western media houses and especially by the European media.I read somewhere that quite a large amount of people in western and northern countries seeOne of these many things which they show to their people that really shocked me isTo all those blindfolded viewers have a look at this:-A foreigner woman was being assaulted by a man when teens playing in the nearby park heard her screams.On seeing them coming he flee away from the scene as fast as he couldSeeing this those brave teenagers ran after the manThey caught him, gave him a few blows, dragged him to the spot where the lady was and handed him over to the police.I will not go into the details of how in 2016, 6 lakh cases(far greater than 39 thousand that of India) of sexual assault were reported in England and Wales alone and of which only 18% were legally reported.*special mention-If there are scoundrels in our country, there are a lot more brave maniacs too.I know the problem of women safety is real and crucial and how it is robbing India of a huge amount of talented women.But the thing is, media around the globe is keeping its viewers far from the reality for their own and government benefits.I will be happy to read your reviews,Edit-Why will I even do that!! (I brought the matter into attention rather than uploading screenshots of funny memes)I would like to clear that,Now I will definitely write about it in a separate answer.Have some decency writing reviews. Constructional reviews are always welcome. I guess there must be a reason Quora collapsed your comments.-ThanksEdit 2 -Peace",0 followers,Kunwar,6.1K,53,617.8K,https://www.quora.com/If-we-were-able-to-successfully-harvest-helium-3-from-the-Moon-would-fusion-power-become-viable
8,"Unfortunately, most of the Indian history in our Text Books, comes from our invaders. A bigger tragedy is the continued propagation of it by our lazy historians. There’s more to Indian History than Morley Minto reforms and the Razia Sultan’s horse..1.) That how Martial Arts and Zen buddhism were founded in China by an Indian?- Bodhidharma, a Pallava prince from Kanchipuram in Southern IndiaUnfortunately, most of the Indian history in our Text Books, comes from our invaders. A bigger tragedy is the continued propagation of it by our lazy historians. There’s more to Indian History than Morley Minto reforms and the Razia Sultan’s horse..1.) That how Martial Arts and Zen buddhism were founded in China by an Indian?- Bodhidharma, a Pallava prince from Kanchipuram in Southern India..2.) That how the Britishers took away the control of India from the Marathas and not the Mughals- Can you name the war that the Mughals fought against the British? You cannot because there was none. WhenYes, Marathas and not Mughals were the dominant power, when the British entered India. Marathas ruled over an Empire larger than that of Akbar, dominating India for over 75 years, and we wouldn’t even have known about Bajirao, had there not been that Bollywood Movie by Sanjay Leela Bhansali.There was a famous saying (Kahawat) for the Mughal Emperor Shah Alam II who reigned soon after Alamgir II -The British had to face the Mighty Marathas and not the Mughals in the first major war for the control of the Indian Sub-continent -It took the conceit, treachery, manipulation and 44 long years of war against the Marathas for Britishers to finally consolidate the British Empire in India...3.) That why was there a 150 year gap between Md. Ghazni and Md Ghori’s invasion into India?- Because of theIt was a clean sweep for Suhal Dev, with almost every member of the invading turk army killed or captured. Salar Masud himself was killed and buried along with his horses near the battlefield, where his Mazar stands till this day.The defeat left the invaders shell shocked and ensured that..4.) That how the Ahoms of present day Assam were responsible for the downfall of the Mighty Mughals?- If you’re not from the North-East of India, it is highly possible that you’ve never heard about the famousKnowing very well that he was facing a much larger army, Lachit Borphukan devised an ingenious plan which involved drawing the attackers to Saraighat, where Brahmaputra was narrow, and the river bank was surrounded by Hills. The approaching Mughal army on boats was completely decimated by the Ahom army with Archers hidden in the hills and just 7 war boats in the waters.TheEvery year, the best passing out cadet of..5.) That how Marthanda Varma of Travancore, defeated the mightiest empire of the day, and is the reason why I am not writing this article in Dutch language today?- We’ve never been taught in our history text books about theWhen the Dutch governor of Ceylon (Sri Lanka),On February 4, 1741, the Dutch forces launched an assault hoping to unseat Varma. In response, Marthanda Varma’s army surrounded the attackers and laid a siege cutting down their supply lines. The siege ended on August 5, 1741, with an unconditional surrenderThe Dutch East India Company commander and his lieutenant were captured and later employed to train and modernise the Army of Travancore and build forts. The Dutch signed the treaty of Mavellikara, formalising their defeat.Note..6.) That how there is almost no evidence of Ashoka becoming a pacifist after the Kalinga war?- According to the famous Sri lankan chronicle,In fact the Ashokan edicts and decreesAshoka went on to see the decline of his Empire within his lifetime..7.) That how the Indian Navy is also responsible for the Independance of India-The Flag officer J.H. Godfrey (The Inspiration behind the ‘M’ character in the James Bond series by Ian Fleming - Thank youThe British had to offer incentives and make promises to convince the Revolting Navy men, to surrender. Clement Attlee was forced to immediately announce the Cabinet Mission to India and hastened the process of independenceThe members of the ‘Bombay Mutiny’ (as it was officially called) were not taken back into the Indian Navy even after the Indian Independence the next yearA Ganesh Chaturthi Idol being taken for Visarjan after the Royal Indian Navy mutiny, 1946, Bombay, India...In the end, I would like to leave you withUpdate 1:",0 followers,Naman Chakraborty,17.5K,342,36.5M,https://www.quora.com/What-are-some-facts-about-India-that-Indians-are-generally-unaware-of-1
9,"Most commonly ignored facts are about my home,Most commonly ignored facts are about my home,Adding few more points as requested,The heritage of these islands are quite rich and old. Experience it once, you’ll know why. :)Picture credit: GoogleFoot note:Stay blessed!Eye candy for you guys:Check their documentary on Andamans too!On a funny note,Rahul Rao's answer to What are the biggest misconceptions that Indians have about India?Thank you @imanotherindian for publishing my answer. *Cough*Credits*Cough*Most commonly ignored facts about Andaman and Nicobar IslandsBy the way, We started a small page on Facebook to share your memories and stories from Andaman. If you guys are interested, please share it with us and we’ll publish it.Andaman Diaries | Facebook",581 followers,Rahul Rao,29.9K,59,1.1M,https://www.quora.com/What-are-some-facts-about-India-that-Indians-are-generally-unaware-of-1
