,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Scale.That one is quite small as supercomputers go. It’s also not finished, as you can see the covers are off the back two racks, and there is still a stack of packaging against the back wall.That’s about a quarter of a large one (you’re looking out from the center towards one corner). Yes, this is a Google cluster, and yes, it does count. It’s a different approach, but of similar performance to the research machines.Scale.That one is quite small as supercomputers go. It’s also not finished, as you can see the covers are off the back two racks, and there is still a stack of packaging against the back wall.That’s about a quarter of a large one (you’re looking out from the center towards one corner). Yes, this is a Google cluster, and yes, it does count. It’s a different approach, but of similar performance to the research machines.",197 followers,Darren Beyer,2.4K,58,1.1M,https://www.quora.com/How-is-a-supercomputer-different-from-a-personal-computer
1,"Since bits mean doubling, two 32 bit processors would be a 33 bit processor, not a 64 bit one:)Actually, the trade off between multiple cores and bigger processors is very subtle, and for many applications two separate cores might well be better than one bigger one.It depends.",5 followers,Wasim Momin,1.1K,0,0,https://www.quora.com/How-is-a-supercomputer-different-from-a-personal-computer
2,"There are many reasons that I've mentioned inFor the second question, you can't combine two 32-bit CPUs. Yes they of course cThere are many reasons that I've mentioned inFor the second question, you can't combine two 32-bit CPUs. Yes they of course can operate separately, so many parallel calculations can be done just like in multicore CPUs. Many servers and super computers work this way. But you cannot simply combine the results of those CPUs. Try adding two 20-digit numbers but split the first 10 digits to your friend and you do the calculations for the remaining 10 digits. Can you just concatenate the results into a new long number? Yes, but it's not the result of the other 20-digit addition anymore. That's what ""separately"" above means.","3,652 followers",Anthony Yeh,3.5K,392,4.3M,https://www.quora.com/Why-do-we-need-a-64bit-processor-Would-it-be-possible-to-combine-two-32bit-CPUs
3,"China has a very advanced AI program that has been going on for years. It is comparable if not better and more advanced than what exists in the Western world.China always has one thing going for it. When the US barred China from joining their Space Station Program, China went in alone and caught in no time. The same thing happened for the Super Computer program. When the US refused China’s particiChina has a very advanced AI program that has been going on for years. It is comparable if not better and more advanced than what exists in the Western world.China always has one thing going for it. When the US barred China from joining their Space Station Program, China went in alone and caught in no time. The same thing happened for the Super Computer program. When the US refused China’s participation, China had to develop it alone without any help fr...","2,538 followers",Carter Alston,11.8K,149,1.4M,https://www.quora.com/How-is-a-supercomputer-different-from-a-personal-computer
4,"China has some but not nearly enough. It’s been a question of whether or not they could lead a competing AGI project. It has been assumed that if AGI theory were published then everyone would want to build a prototype. The US could easily have two projects, probably two in Europe, one in Japan, and one in China. I think China could eventually get one working but it might take years longer than the US or European efforts.","284,817 followers",James Altucher,989,878,91.6M,https://www.quora.com/Why-do-we-need-a-64bit-processor-Would-it-be-possible-to-combine-two-32bit-CPUs
5,"China has a population of around 1 billion, there are Chinese experts in everything. Not all of them are in China (e.g.I’m from Scotland (pop. ~ 5 million), there are some experts there too.School of InformaticsA workshop to celebrate the life of Rev Thomas Bayes",UNKNOWN,Ben Y. Zhao,1.2K,1.3K,33.6M,https://www.quora.com/Why-do-we-need-a-64bit-processor-Would-it-be-possible-to-combine-two-32bit-CPUs
6,see Huawei phone and their gov’t security system and that will point to YES,"35,477 followers",Yann LeCun,7K,0,0,https://www.quora.com/Does-China-have-AI-expertise
7,"Suppose there’s a job that requires the kind of ultra uber geek skills that only one person in aIn China, you would be one of thirteen applicants for the job.",36 followers,Adam Ambrozy,579,0,0,https://www.quora.com/Does-China-have-AI-expertise
8,Did you know that majority of the “made in China” stickers are actually made in ...,"135,255 followers",Hector Quintanilla,3.1K,1.2K,88.3M,https://www.quora.com/Does-China-have-AI-expertise
9,I would think they don’t run Linux.What does that have to do with how much programming experience they have?,"1,674 followers",Alexandre Strube,14.1K,1.1K,3.9M,https://www.quora.com/How-is-a-supercomputer-different-from-a-personal-computer
