,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Been in fusion for ~10 years…. in November of 2014, I did a detailed survey ofIn terms ofIn terms of international fusion funding, I do not have the numbers. Fusion funding in Europe is good (mainly through the EU and Britain). Finally, I was at a fusioBeen in fusion for ~10 years…. in November of 2014, I did a detailed survey ofIn terms ofIn terms of international fusion funding, I do not have the numbers. Fusion funding in Europe is good (mainly through the EU and Britain). Finally, I was at a fusion conference in DC in December and saw that China is making a renewed push into fusion and fission. Specifically, I saw a speaker from a new institute called INEST which was part of theBelow is every approach to fusion power, I know about, explained, shamelessly stolen fromLaser Fusion:This is using laser (or particle beams) to squash a pellet of fusion fuel like frozen isotopes of hydrogen. Here are the basic steps:So this is obviously a short time frame (hundreds of picoseconds). There are also “plays” off of these different approaches, including:B.E.Pinches:Pinches were the first ever man-made controlled fusion devices - i.e. not an atomic bombBasically (in the Theta Pinch) you apply a voltage across a low pressure plasma. A spark crosses the gap, making a magnetic field that compresses the plasma.Here are your variations on the concept:A.B.D.E.F.G.Magnetic Confinement:A. Tokamak:The major problem with looping plasma is the scattering effects. Material bounces off one another – most of the collisions not leading to fusion – and the scattering sends material into the wall. Different machines try to mitigate plasma scattering by shaping the magnetic geometry.B.C. Stellorator:D.D.F.Inertial Electrostatic ConfinementThis concept uses an electric field to heat ions to fusion conditions. The most basic IEC device is the fusor. This is how they work.A.Fusors are - by far and away - the simplest, cheapest, smallest and easiest to build fusion devices in the world – no contest. Teenage kids can build them for a few thousands of dollars in their garages. They can run for thousands of hours continuously. Over 75 amateurs in North America have fused the atom with these machines. We have had reports of amateurs reaching 1E11 neutrons per second on a 100 watts of power using a fusor.C.Other Approaches:A.B.D. Lockheed Martin/Compact Fusion Reactor/Cusp Containment:","220,147 followers",Franklin Veaux,3.2K,47.3K,779.4M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
1,"A long time ago. You can, if you’re a reasonably good mechanic and you’re careful, do it in your garage.Build a Fusion Reactor [ https://www.instructables.com/id/Build-A-Fusion-Reactor/ ]The problem is they run at net negative power: you have to put more energy in to keep the reaction confined than you get out.If you’re asking about fusion power, that’s an entirely different kettle of fish. We donA long time ago. You can, if you’re a reasonably good mechanic and you’re careful, do it in your garage.Build a Fusion Reactor [ https://www.instructables.com/id/Build-A-Fusion-Reactor/ ]The problem is they run at net negative power: you have to put more energy in to keep the reaction confined than you get out.If you’re asking about fusion power, that’s an entirely different kettle of fish. We don’t yet know h...","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
2,"Yes, there is a considerable amount of research going into fusion power. The largest single project is the Iter project,The problem is that fusion power has proved to be a hugely difficult problem. The research is hard, and has many difficulties. Hence it rarely makes it into the news. Not because it is not going on, but because it is so difficult thatYes, there is a considerable amount of research going into fusion power. The largest single project is the Iter project,The problem is that fusion power has proved to be a hugely difficult problem. The research is hard, and has many difficulties. Hence it rarely makes it into the news. Not because it is not going on, but because it is so difficult that newsworthy results rarely appear.",UNKNOWN,Viktor T. Toth,1.8K,8.6K,115.1M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
3,Cheaper power would make it more economical to electrically decompose the waste to ionized plasma and seperate the toxic waste down to basic chemicals.,0 followers,John Holmes,814,1.2K,777.1K,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
4,NO. A fusion ‘reactor’ burns water and hydrogen. A Seed and Blanket Breeder Reactor is more suitable for disposing of old nuclear waste.,"3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
5,"I used to work on fusion simulation codes (particle in cell) with the US National Labs when I was at NVIDIA, and I was very interested in seeing if we could solve the problems with fusion and picked the scientist and engineers' brains endlessly. My former father-in-law also worked at Lawrence Berkeley Labs, and was an engineer designing superconducting coil magnets and had decades of experience working with fusion researchers, even though his primary application was particle accelerators. From having many long conversations with these very intelligent and qualified people I realized that thereI used to work on fusion simulation codes (particle in cell) with the US National Labs when I was at NVIDIA, and I was very interested in seeing if we could solve the problems with fusion and picked the scientist and engineers' brains endlessly. My former father-in-law also worked at Lawrence Berkeley Labs, and was an engineer designing superconducting coil magnets and had decades of experience working with fusion researchers, even though his primary application was particle accelerators. From having many long conversations with these very intelligent and qualified people I realized that there are some really hard problems that block practical fusion, with no immediate solutions in sight.The only place we know of working, large-scale, energy-generating fusion reactions is at the center of a star, where the gravity of the massive star creates the necessary density, temperature, and time being held in that state at the core for fusion reactions to run continuously. This is called the Lawson criteria, and is hard to achieve. All of the layers of the star above that act as an energy exchanger, converting all the gamma rays and fast neutrons at the core into progressively less energetic wavelengths of light and motion of nuclei (heat) so by the time they reach the surface of the star, that energy is emitted as IR and visible light that heats and powers our planet's biosphere, and can provide photovoltaic energy to us as well. All of our efforts in fusion have been to try and reproduce this process on earth, in a small reactor that can provide practical energy.First I will talk aboutThe first problem with magnetic confinement is fundamental - no matter how strong or well formed the magnetic field containing the plasma is, it will always leak, as positive nuclei or ions spiralling around the magnetic field lines collide and scatter, eventually drifting out of the containment field. The only known solution is to make the reactor larger so the scattering ions take longer to travel to the plasma boundary, and thus more fusion can happen during that time. Pretty brute force.The world's most advanced magnetic confinement fusion power plant is ITER, which, to reduce the ion scattering problem mentioned above, is 6-stories tall and about the same dimension in diameter, containing the mass of 3 Eiffel towers, and it is still not expected to be large enough to contain a plasma long enough to sustain burning and produce continuous energy generation.A more practical problem is how do we extract the energy? Most of the energy in deuterium-tritium fusion reactions is released in fast, high-energy neutrons, which (because they are neutral, and have no electric charge) are not confined by the magnetic field, don't heat up the plasma, and have to be stopped by a thick shield, which then heats up, and can vaporize water to steam in order to power turbines and electrical generators. The problem is the constant bombardment by neutrons makes the shield material degrade with time, and become very radioactive, posing a problem for removal and disposal.Also, deuterium-tritium fusion reactions are currently used because they take place at the lowest energies and at the lowest plasma temperatures of all the possible fusion fuels, and thus are easier to ignite and keep lit. However, tritium is not found naturally in any significant quantities and needs to be manufactured in nuclear reactors. With today's production capacity, we just cannot make enough tritium to power even ITER continuously. We could use better fuels, like Helium-3 or Boron-11, which do not emit neutrons and thus 'burn clean', but the plasma temperature must be much higher and the confinement much better to ignite fusion and sustain it with these fuels. And while Boron-11 is plentiful, Helium-3 is so rare that scientists think that the best source of it is lunar regolith that has been irradiated for billions of years on the moon's surface. Any energy generation infrastructure that requires a regular supply of a moon-based fuel, even as energy dense as He3, will probably never work out.A proposed solution to the Tritium deficit is to construct the shield surrounding the reactor with lithium, which is abundant, and fissions into tritium when struck by neutrons, thereby 'breeding' tritium within the reactor itself. Of course, this comes with its own set of problems of how to capture, purify, and contain the tritium after it is released into the tokamak reaction chamber from the walls.Another issue is that when all of the superconducting magnets in ITER are running at full current (160,000 amps) to create the 13 Tesla toroidal magnetic field (13x that in an MRI machine) and to create the other plasma-shaping and heating fields, they are storing 60 GigaJoules, or around 12 Tons of TNT worth of energy. This is because the 180 kilometers of superconducting Niobium-Tin wires in all these massive magnet coils can carry enormous electrical current when supercooled with liquid helium.More info on the ITER magnets:But, if that cooling fails, the superconductor heats up, quenches, and becomes a normal conductor, and can no longer carry that enormous current. With 160,000 amps suddenly meeting resistance, the coil rapidly vaporizes, and causes a meltdown of the other coils, with a total energy release of 12 tons of TNT. This is very undesirable, especially when those coils are wrapped around a highly radioactive shield that also vaporizes and is expelled into the atmosphere. There are fault-detection systems, but it takes a while to dissipate that amount of energy safely, and there may not be enough time to react quickly enough in the event of a catastrophic magnet coil failure.So, some gotchas left to solve for practical fusion energy generation with magnetic confinement, with some perhaps not so easily solved.Inertial confinement fusionIt also has many of the same problems with energy conversion to electricity, and much worse wear and tear on the shielding from these small nuclear fusion explosions being set off, which also trashes all the precision equipment needed to hold the fuel pellet in the focus of the converging laser beams with extreme accuracy. So, a lot of practical damage control problems before inertial confinement fusion is a practical source of energy generation.While these problems may be solved, practical application is still a very long way off, and currently the main application of inertial confinement fusion is as an experimental testbed for calibrating computer codes used to simulate and design thermonuclear fusion weapons. As horrific as these weapons may be, the simulation codes developed for designing them (sorry maintaining them), are the one of the greatest tools for innovation in fusion energy. There is a hydrodynamics code which simulates the behavior of the fissile (and fusion) materials under extreme conditions of pressure and temperature, as well as transport codes that model neutron transport and scattering in the materials under these conditions, and many other bits and bobs. They are all standard numerical techniques, and the really classified part is the integration and calibration of all these codes with previous nuclear weapon tests from the past, and with these small scale simulations in the present.Electrostatic Confinement FusionBasically you need a vacuum container the size of a basketball and a pump to empty it. You put a small spherical wire cage the size of a golf ball in the center, and a larger wire cage the size of a bowling ball around it. You then pump out all the air, and apply a very large (10,000V) electrical potential between the two cages, with the small negative cathode at the center, and the positive anode at the periphery.Then you open a valve and let in a very small amount of Deuterium gas (commercially available) into the vacuum chamber, and it ionizes in the large voltage potential, the D+ ions in the periphery experience a very strong electric field (100K V/m), and are rapidly accelerated towards the center of the reactor, with enough energy to collide and fuse the deuterium nuclei (no tritium required). This fusion can be measured with an external neutron counter.Theoretically, power generation would be simple, as the fusion products consisting of highly energetic He3 and (few) H3 ions could be decelerated in an electric field and the current from that used to generate electricity directly.Here is ECG Herman’s excellent thesis paper on designing and constructing a Farnsworth Fusor:Although they seem like a obvious winners due to their simplicity and effectiveness, ECF reactors have several things limiting scaling:a) There is a limit to the deuterium gas density before performance degrades, so generation capacity is limited.b) Deuterium ions tend to collide with the wire cage cathode in the center, which absorbs them, heating the cage, and causing energy loss and contamination from metal atoms being dislodged.c) As the deuterium ions oscillate back and forth through the center, each time they change direction, they emit bremsstrahlung radiation, or photons of light, losing energy (this is how your dentist’s x-ray machine works).d) Scattering tends to reduce the nice, radial trajectories of the ions into a Maxwellian distribution over time, reducing the fusion that occurs.There has been work in using electromagnets at the periphery to try and hold a ball of electrons in the center, eliminating the need for a central cage… akaThermonuclear WeaponsIn the Teller-Ulam, two-stage, thermonuclear weapon, a spherical plutonium fission primary (with deuterium-tritium fusion fuel at the core to boost it) is imploded by conventional explosives, the plutonium is crushed far beyond critical density, fissions and detonates. The initial radiation released is contained and focused onto the fusion secondary to implode it, ignite fusion, and detonate it. I just mention this to illustrate the enormous energy needed to really reach the Lawson criteria in a large scale, but nuclear weapons kind of freak me out, so I'm going to refer you to the link to the Wikipedia article about them if you want to read more:Thermonuclear weapon - WikipediaSo, in summary, we should not shut down or stop building today's fission nuclear reactors, as commercial fusion reactors are not only far in the future, but also produce radioactive waste (their shielding, which needs to be periodically replaced), and Tokamaks can melt down catastrophically and explode if there is a cooling failure in the magnet coils during full power operation. They also do not run on seawater, like some say. We need expensive and difficult to produce tritium (which is also radioactive) to ignite fusion at the temperatures and densities that today's tokamak magnetic fields can produce.To advance fusion energy in your career, I think the best fields to study would be physics (classical, electrodynamics, plasma, quantum, nuclear…) and computer science, with a focus on numerical simulation. The actual physical fusion reactors are so expensive and time-consuming to build, test, and operate, that you may only get to iterate designs once or twice in a career, but computer simulations can take us in so many different directions more cheaply and easily by comparison.Perhaps there is some exotic stellarator magnetic confinement design, or advanced Farnsworth electrostatic confinement design that has not been explored in depth, that will turn out to hold the key to fusion energy. Simulation is probably the best first step to find it, unless you have a few billion dollars and several hundred kilometers of Niobium-Tin wire and helium cooling tubing to play with.Brent","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
6,"Fusion has many significant advantages when used in direct nuclear vehicle propulsion.I believe a multi-axle all wheel drive exploratory vehicle powered by He3-He3 fusion for space planetary exploration might happen in the next two decades - perhaps before any terrestrial fusion vehicle application.Mankind is in possession of a practical fusion technology that produces fusion energy with gain (more energy out of the fusion reaction than is required to bring fusion plasma to fusion conditions). The currently practical fusion technology is called fission-fusion, where nuclear fission is used toFusion has many significant advantages when used in direct nuclear vehicle propulsion.I believe a multi-axle all wheel drive exploratory vehicle powered by He3-He3 fusion for space planetary exploration might happen in the next two decades - perhaps before any terrestrial fusion vehicle application.Mankind is in possession of a practical fusion technology that produces fusion energy with gain (more energy out of the fusion reaction than is required to bring fusion plasma to fusion conditions). The currently practical fusion technology is called fission-fusion, where nuclear fission is used to reliably produce the conditions for fusion.Mankind came into possession of a practical way of generating energy from fusion over 50 years ago with the Ivy-Mike nuclear test that produced fusion energy from pure Deuterium via DD fusion. Practical fusion will always be 50+ years ago (not 50 years away). Today, there are designs for smaller pure fusion devices designed to make clean energy (not blast effects) from pure DD fusion of Deuterium separated from sea water. One such design is called mini-Mike which is designed to produce a small predictable controlled energy yield of 250 GJ.It is widely perceived that commercial forms of nuclear fusion are currently ~50 years away (and always will be) - but the reality is that such widespread and excessive pessimism about fusion is not justified.The energy needed to ignite an inertially confined thermonuclear fusion reaction in liquid (or solid) deuterium-tritium (DT) is not that large; it is on the order of not more than 20 MJ or about the same amount of chemical energy stored in about 2.5 cups of automotive gasoline.The problem is that this energy for ICF fusion ignition must be compressed in space (focused down to an area less than a 2 mm) and in time (to less than 3 nanoseconds).Note: Deuterium separated from sea water is totally non-radioactive and fusion of this fuel produces only totally non-radioactive nuclear waste (helium).Fusion has many significant advantages when used in direct nuclear vehicle propulsion and may ultimately have advantages over gas and diesel cars -1) Fusion has no critical mass requirement; all that a fusion reaction requires is the right conditions be met (temperature, plasma density, and confinement time) to support fusion. As a result, very tiny fusion power plants can potentially be built.2) Fusion fuels are widely available in space. Hydrogen and an isotope of hydrogen called deuterium are the most abundant elements in the universe. Hydrogen is fully 10^10 times more abundant by atoms in the universe than any combination of fission fuels (U233, U235, and Pu239).3) When fusion fails to work, it tends to just flame out, and serious accidents and melt downs do not tend to happen4) Neutrons and gammas produced by fission reactors are hard to shield for vehicle or nuclear propulsion applications. Charged particles like protons produced from He3-He3 fusion are somewhat easier and more cost effective to shield. A combination of magnetic fields and electrostatic fields can be used to provide a low mass solution for biological shielding needed to provide excellent operator safety for mobile He3-He3 Inertial Confinement fusion reactors. Aneutronic fusion reactions like p-B11 and D-He3 are other good possibilities for fusion car applications and deserve close attention from designers.Helium3-Helium3 fusionHe3 + He3-> He4 + 2 protons + 12.86 MeV (energy)He3-He3 fusion produces only charged protons and energy (no difficult to shield neutrons at all).Charged Protons produced from He3-He3 fusion can be collected on light weight grids and screens and used to directly power electric motors that actually drive the wheels of a nuclear car. Neutronless He3-He3 fusion does not require an expensive precision turbine-generator to convert nuclear heat into electricity (for He3-He3 fusion, lower cost and lighter weight direct collection of charged particles on grids suffices).He3 fusion fuel is rare on earth but can be obtained from processing lunar regolith or potentially by synthetically manufacturing He3 in specially tuned D-D fusion reactors here on earth.A properly tuned D-D inertial confinement fusion reactor may be able to produce He3 on earth (so we may not have to go to the moon for it).D-D fusion is a practical reaction for energy production from inertial confinementIt is proposed (but not yet experimentally demonstrated) that there are a range of conditions (temperature, plasma density, and confinement time) that ICF D-D fusion reactors can be operated at that suppress the following D-D fusion side chainHe-3 + D -> He-4 + p + 18.34 MeVThis D-D fusion sidechain occurs at higher temperaturesand normally consumes the He3 produced inside a D-D fusion reactor. By properly tuning the operating conditions of a D-D ICF fusion reactor, it should be possible to make the ICF fusion reactor produce both fusion energy and He3 fuel.Manufacturing (2.3 x 10^13 metric tons) of He3 worldwide from modified D-D fusion of sea water would open up many fusion application that are now not seriously considered, including fueling nuclear fusion based transportation.Note: The amount of Deuterium in seawater is very vast (4.6 x 10^13 metric tons). The amount of He3 that could be produced from a modified form of D-D fusion that suppresses the He3 sidechain is similarly vast (2.3 x 10^13 metric tons).D-D fusion normally produces He3D-D Fusion of Deuterium fuel produces energy through four reactions:D + D -> He-3 + n + 3.268 MeVD + D -> T + p + 4.03 MeV(side chains)D + T -> He-4 + n + 17.588 MeVHe-3 + D -> He-4 + p + 18.34 MeVThe net effect of these four fusion reactions taken together is:6 D -> 2 He-4 + 2p + 2n + 43.243 MeVWill there ever be fusion cars?Early Magnetic Confinement Fusion power plants are likely to be very large and very stationary. ICF fusion power plants will probably be smaller than MCF fusion and may ultimately be of a size that could be installed in certain transportation vehicles (ships, trains, planes, trucks, and ultimately cars). What will probably be the most practical way to fusion powered vehicles (of a sort) for perhaps the next fifty years is to use stationary fusion power plants to produce electricity and then to use nuclear fusion produced electricity to charge conventional electric vehicles with storage batteries.Comparison of major fusion fuel cycles (including He3-He3)Chart of fusion fuels for mobile reactors and nuclear propulsion ----------","5,352 followers",Valerio Cietto,1.1K,2.4K,9.1M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
7,"Why don’t we have fusion cars ?Firstly, because there is no such thing as useful fusion. No reactors that put out more useful energy than they take in over time. Car-makers can’t make a car with a power source that simply does not exist. They can make concept drawings of them, but they may as well be plans to build a real-life Thunderbird 2.Secondly, nuclear fusion power is likely to involve power plants significantly larger than existing nuclear fission power plants. Just as you can’t practically put a working nuclear fission reactor in a car, so you would struggle to put the hypothetical nucWhy don’t we have fusion cars ?Firstly, because there is no such thing as useful fusion. No reactors that put out more useful energy than they take in over time. Car-makers can’t make a car with a power source that simply does not exist. They can make concept drawings of them, but they may as well be plans to build a real-life Thunderbird 2.Secondly, nuclear fusion power is likely to involve power plants significantly larger than existing nuclear fission power plants. Just as you can’t practically put a working nuclear fission reactor in a car, so you would struggle to put the hypothetical nuclear fusion reactor in a car.If we ever get to the stage of making a “Mr Fusion” device, like the one in the “Back to the Future” movies, with 1.21 Gigawatts of power from something the size of a kitchen appliance, the entire energy landscape will change. Don’t hold your breath.In an indirect way, you can have a fusion powered vehicle today. Buy a Tesla or PHEV and charge the vehicle with solar power (Solar fusion power). Viola; fusion powered car.",3 followers,Mike Huang,1.3K,246,1.3M,https://www.quora.com/Is-anyone-working-on-nuclear-fusion-power
8,"Oddly enough Ford did build a nuclear power car. It was a concept car called the NucleonSee belowThey had a non-working mockup (not fully functional yet) and everything back in 1958. Then reality kicked in:Oddly enough Ford did build a nuclear power car. It was a concept car called the NucleonSee belowThey had a non-working mockup (not fully functional yet) and everything back in 1958. Then reality kicked in:Just so you know it would work the same way as US sub reactors work. Steam engines, turbine and batteriesProps to Steve Jones for pointing out that the mock-up was not functional nor had an IC yet to make it a prototype.",3 followers,Steve Baker,6.5K,27.3K,162.3M,https://www.quora.com/If-we-develop-a-fusion-reactor-would-we-be-able-to-burn-up-a-lot-of-wastedump-material
9,"We don’t have fusion cars because we don’t have fusion of any kind. There have been some successful experiments, but we have yet to generate any useful power from an artificial nuclear fusion device. The technology just isn’t there yet.",0 followers,Jeff Mwangi,6.3K,182,4.2M,https://www.quora.com/If-we-develop-a-fusion-reactor-would-we-be-able-to-burn-up-a-lot-of-wastedump-material
