,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"It is a very difficult problem that has been underestimated for many years. Back when I was a student in the 1960s, fusion energy was going to be commercially viable in 20 or 30 years. Today, the estimate is still 20 or 30 years which leads to the joke:Fusion energy is the energy source of the future,But seriously, trying to confine high temperature plasmas at a high enough density for a long enough time to achieve break even fusion energy generation is just very difficult. Plasma has many different kinds of instabilities and the physics isIt is a very difficult problem that has been underestimated for many years. Back when I was a student in the 1960s, fusion energy was going to be commercially viable in 20 or 30 years. Today, the estimate is still 20 or 30 years which leads to the joke:Fusion energy is the energy source of the future,But seriously, trying to confine high temperature plasmas at a high enough density for a long enough time to achieve break even fusion energy generation is just very difficult. Plasma has many different kinds of instabilities and the physics is very nonlinear. The sun and stars have fusion energy generation because the gravity of the star confines and heats the hydrogen to very high temperatures and very high densities - we simply do not have the luxury of a gravitational confinement bottle, so we have to do it with magnetic fields or lasers.The easiest way to utilize fusion energy is to use solar energy! Solar energy includes solar photovoltaic energy, solar thermal, hydroelectric power, wind and wave power - the ultimate source of all these energy generation methods is the fusion energy generated in the sun.",UNKNOWN,Viktor T. Toth,1.8K,8.6K,115.1M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
1,"The fundamental problem with controlled fusion can be summed up in one phrase:Really, fusion is easy. You can make a device that does a lot of fusion cheaply in your garageThe problem is scalability and self-sustainability. To get enough energy density to make it economical, you need to deal with high density plasmas, which is hard. Not just because they're nasty things, but because they're incredibly hard to make and study. The only natural source is in the center ofThe fundamental problem with controlled fusion can be summed up in one phrase:Really, fusion is easy. You can make a device that does a lot of fusion cheaply in your garageThe problem is scalability and self-sustainability. To get enough energy density to make it economical, you need to deal with high density plasmas, which is hard. Not just because they're nasty things, but because they're incredibly hard to make and study. The only natural source is in the center ofWhat most people don't seem to understand is that fusion research is mostly fundamental/pure science, because we simply don't know enough about these things to get to the engineering problems that we'll have to solve to do them practically.To put this in perspective, when 10 billion is spent on the","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
2,"That is hard to answer.  First you should realize that there are many approaches to fusion.  Below is aMagnetic Confinement Fusion (MCF):Quasi-Stable Structures:Inertial Confinement Fusion (ICF):PinchThat is hard to answer.  First you should realize that there are many approaches to fusion.  Below is aMagnetic Confinement Fusion (MCF):Quasi-Stable Structures:Inertial Confinement Fusion (ICF):Pinches:Hybrids:In terms ofBad/Junk/Fruitless Approaches:So the most honest answer is: we do not know how close or far away fusion power is, but that does not mean we should fail to try.","105,625 followers",Dave Consiglio,508,6.8K,91.4M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
3,"There are a few issues with fusion, but first, we need to exploreFusion is possible throughThere are a few issues with fusion, but first, we need to exploreFusion is possible throughOn Earth, we don't have gravity to do this for us, so we've thought about (for a very long time) using artificially created forces. Unfortunately, it doesn't seem like we can do this in a controlled manner. That is, we can get things to fuse, but can't sustain the reaction. Thus, we've turned to magnetic confinement fusion.MCF uses a big tube called a tokamak and spins fusable materials along in it. Then, we bombard it with tons of energy, for example, in the form of radio waves, which causes it to heat up. At a certain heat, these materials electrically separate and can be controlled by a magnetic field (magnetic confinement).The idea of fusion reactors is to start the process, and use the excess energy to fuel (sustain) the reaction, as well as extract extra energy. This has been difficult because of the extremely high temperatures required, among other more technical issues. Funding, also, seems to be a major problem (as in all scientific research).The ITER is supposed to be operational in 2018, and if I'm not mistaken, is supposed to be sustainable, although not extractable.Hope that helps.","220,153 followers",Franklin Veaux,1.6K,47.3K,779.4M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
4,"Edit: Fun qualification - I worked on one of the 13 mini tokamak reactors supplied by the DOE to various research facilities ca 2006. We were analyzing the plasma confinement problem, looking for a workable chaotic/turbulent solution.We’ll get there. I have no idea when we’ll get there and wouldn’t dare hazard a guess. I think 2040 is promising for some economical demonstrations. Commercialization would be the next step.You may have heard the old joke about Fusion being 50 years away. Well, there are two really good reasons why it seems to always be 50 years away, and I’ll throw in a bonus reaEdit: Fun qualification - I worked on one of the 13 mini tokamak reactors supplied by the DOE to various research facilities ca 2006. We were analyzing the plasma confinement problem, looking for a workable chaotic/turbulent solution.We’ll get there. I have no idea when we’ll get there and wouldn’t dare hazard a guess. I think 2040 is promising for some economical demonstrations. Commercialization would be the next step.You may have heard the old joke about Fusion being 50 years away. Well, there are two really good reasons why it seems to always be 50 years away, and I’ll throw in a bonus reason.#2This is an image of US nuclear fusion funding with dollar amounts normalized to 2001 values. Notice anything around the 1980s mark? The US is currently funding fusion development at about the same level as we were in 1975, plus some funding towards the international ITER project.Is it really surprising that asking a researcher how far out fusion was, yielded the same answer in the 80s, 90s, and the 2000s? Kind of hard to predict timelines when your budget keeps getting slashed.It’s like:This is noisy but illustrates the problem nicely (twitter:@wikkit Nov 19)Based on trends here and milestones completed it’s very possible that viable, economical power was only 2–3 “Manhattan Projects” away. The Manhattan project cost less than $30B in 2020 USD.Welp that’s depressing….…moving on to #3 - lack of known pathThese are the main current approaches to Fusion -During my undergraduate days, I was able to work with a mini-tokamak study project. Look for the “Tokamak” entry in the network. Now realize that I was supporting one branch of study, namely the plasma dynamics for the excitation/confinement problem of that single box.If I may make a leap between sciences, “Solving Fusion” is the “Curing Cancer” of physics. It’s a large-scale problem with a multitude of fronts, all of which are being attacked by different people/teams all across the globe. Developments on a huge scale are needed across several engineering, mathematical, and computational disciplines.Bringing us nicely to #1 - Shifting Goalposts.What’s a shifting goalpost? Derived fromFor various versions of “something” we’ve actually accomplished quite a lot.Do it:Sooooooo close!1920–1930: Mankind begins to understand the stars and the atom.1940–1970: Prototypes, proliferation of studies, first reactions.1970–1980: Emergence of International Cooperations, JET1980–2000: JET completed, ITER formed2000–2010: US drops out of ITER, realizes it can’t keep up with EU developments, rejoins.2010–2020: Path to Economical viability2020 and beyond:So, we’ve come pretty far and with some decent funding, we could likely close the gap. For the time being the US is funding fusion research at below “fusion never” levels, luckily for us, there are world leaders interested in actually getting there.But, you know, those brown kids ain’t gonna drone strike themselves /s",15 followers,Mike Miller,541,10.7K,51M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
5,"Controlled nuclear fusion is hard because it tries to accomplish something that has not been done anywhere else in the universe. While fusion reactors are commonly compared to the sun, the ITER fusion reactor is actually trying to beat the sun by four orders of magnitude!Controlled nuclear fusion is hard because it tries to accomplish something that has not been done anywhere else in the universe. While fusion reactors are commonly compared to the sun, the ITER fusion reactor is actually trying to beat the sun by four orders of magnitude!",1 follower,Rodney Price,719,3.7K,10.4M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
6,"It’s virtually certain there would beIn a fission reactor the control rods are made out of what are called “neutron poisons”, materials that absorb neutrons. This stops them from being absorbed in the fuel, which slows down or stops the chain reaction.There are no existing antimatter reactors, but they’d all eventually require antimatter to annihilate with matter, releasing energy. You couldn’t have a control rod that absorbed the antimatter (unless the rods themselves were made out ofIt’s virtually certain there would beIn a fission reactor the control rods are made out of what are called “neutron poisons”, materials that absorb neutrons. This stops them from being absorbed in the fuel, which slows down or stops the chain reaction.There are no existing antimatter reactors, but they’d all eventually require antimatter to annihilate with matter, releasing energy. You couldn’t have a control rod that absorbed the antimatter (unless the rods themselves were made out of antimatter, I suppose) because they absorption of that antimatter would just be the annihilation you’re trying to stop.It’s conceivable there could be some exotic physical interaction that led to the creation of the antimatter, which was intended to immediately annihilate, and perhaps a control rod-like device could stop the","220,153 followers",Franklin Veaux,1.9K,47.3K,779.4M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
7,"While anyone can speculate, the truth is that no one on earth knows the answer to this Quora question for certain.Several recent trends can be observed -More privatWhile anyone can speculate, the truth is that no one on earth knows the answer to this Quora question for certain.Several recent trends can be observed -More private companies are entering the fusion field using a combination of private and public funding to finance their fusion research. Venture capital firms have committed large sums to fusion research in hopes that timely profits can be obtained from fusion development.Plasma density is fusion’s “high ground” for commercial competitivenessI believe that the quest to build competitive commercial fusion reactors tends to favor approaches to fusion that are able to use the densest fusion plasma. This is a result of the fact that the power that can be drawn from burning fusion plasma is proportional to the square of the plasma ion density. Approaches to fusion that use dense plasma can be physically smaller and still produce the same amount of fusion energy. Fusion approaches that can only operate using very low density plasma (ion density around 10^14 - 10^15 ions per cubic centimenter) typically have to be scaled to HUGE size to approach break-even energy operation.The following graphic show the typical plasma ion density employed in current fusion experiments.You will note that Magnetic Confinement Fusion tokamak and stellarators operate using plasma that is 10^11 times less dense than Inertial Confinement Fusion experiments. This difference in density of operating plasma gives Inertial Confinement Fusion a competitive advantage (smaller and less costly commercial power plant).Picture comparing the fusion chamber volume of ICF and MCF fusion. Both fusion technologies are capable of producing fusion power but the technology that uses the densest fusion plasma tends to be physically smaller and less costly.Nations that support development of experiments featuring mid to high plasma density will have a competitive commercial advantage over nations who primarily invest in low plasma density fusion technology.No bucks = No buck rogersSome nations are currently doing a better job than others in investing in fusion development.China is currently doing the best job over all in investing in a range of new fusion experiments of differing size and technology. Asian nations are graduating more PhD engineers and physicists today than individual Western nations but Europe collectively graduates more PhDs than Asia.England, for its size, is also investing strongly in fusion and has a vigorous private and public fusion program.Huge amounts of incredibly skillful creative design and innovation have been lavished on the problems involved in bringing to reality practical forms of commercial nuclear fusion. Which ever nation finds success in the commercial fusion quest will provide a huge benefit to all other nations on the planet.Prevailing trends currently in force to internationalize fusion efforts are laudable and hopefully will continue.Private fusion startups located in nations around the world stand an excellent chance of bringing to reality small commercial forms of fusion that can form the basis of competitive fusion power generation and a new fusion nuclear industry.","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
8,"Fusion reactors don’t exist yet, and likely won’t for 20–30 years (as always). As such, an infinite number of them would be required, or zero.Of course, the Sun is a giant ball of fusion in the sky that gives us far more energy in the form of sunshine and resultant wind than we could possible use. But that’s way too easy, isn’t it.",0 followers,John Holmes,814,1.2K,777.2K,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
9,"The answer is: It depends.The answer is: It depends.For aneutronic (or mostly aneutronic) designs, the Q can be a bit lower (I have heard 8 or so), because aneutronic reactions release their energy as charged particles. These can then been directly converted to electricity, which can be more efficient than a steam plant. In addition to this, aneutronic reactors suffer from less neutron damage and that lowers service costs and service down times. This is even more true for reactor designs that are more compact, like the one by Helion Energy or Lawrenceville Plasma Physics. The lack of moving parts in the power conversion system is an added benefit that further reduces service times and overall plant cost.Finally, there is another option, that is (in my opinion) unfortunately getting too little attention. That is fusion- fission- hybrids. These reactor designs use neutrons produced by the fusion reaction to drive a fission reaction in a blanket of (mostly or entirely) fertile fuel. Here the fission reaction does most of the work. The advantage over traditional fission reactor designs is that the fission core would be sub critical. So when the fusion reactor is turned, off, the fission reaction ends. So there can not be a meltdown. It can also be used to “burn” nuclear waste, which further reduces costs. For a fusion- fission- hybrid, you can get away even with a Q significantly below 1 for the fusion part (and assumptions here vary, but go from 0.3 to 1). The fission part would raise the overall Q to about 50, if I remember correctly.","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/What-is-the-problem-with-controlled-fusion-Why-is-it-so-difficult-to-harness-energy-from-fusion-on-earth-How-long-do-we-have-to-wait-before-we-see-a-fusion-based-power-plant
