,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Mankind currently is in possession of a practical working fusion technology that could form the technical basis of fusion power plants that could be built today.(A laser irradiates a D-T filled beryllium micro-sphere on the left, which initiates a D-T fusion implosion which in turn launches a radiative shock detonation wave down a pressurized liquid deuterium-filled tube.)It is widely perceived that commercial forms of nuclear fusion are currently ~50 years away (and always will be) - but the reality is that such widespread and excessive pessimism about fusion isMankind came intMankind currently is in possession of a practical working fusion technology that could form the technical basis of fusion power plants that could be built today.(A laser irradiates a D-T filled beryllium micro-sphere on the left, which initiates a D-T fusion implosion which in turn launches a radiative shock detonation wave down a pressurized liquid deuterium-filled tube.)It is widely perceived that commercial forms of nuclear fusion are currently ~50 years away (and always will be) - but the reality is that such widespread and excessive pessimism about fusion isMankind came into possession of a practical way of generating energy from fusion over 50 years ago with the Ivy-Mike nuclear test of 1952 that produced fusion energy from pure Deuterium via DD fusion while using nuclear fission to reliably bring Deuterium fusion plasma to fusion conditions.There is an existing practical fusion technology that efficiently produces large industrially significant amounts of fusion energy on demand - we just do not choose to develop it and commercially use it (perhaps because of its military origins and the fact that Congressional legislators and managers in charge of fusion funding seem to reflect a public preference for approaches to nuclear fusion that promise [but to date do not yet deliver] continuous smooth fusion power as opposed to fusion power reliably produced in short controlled pulses).The energy needed to ignite an inertially confined thermonuclear fusion reaction in liquid (or solid) deuterium-tritium (DT) is not that large; it is on the order of not more than 20 MJ or about the same amount of chemical energy stored in about 2.5 cups of automotive gasoline.The problem is that this energy must be compressed in space (focused down to an area less than a 2 mm) and in time (to less than 3 nanoseconds).“Pure Inertial Confinement Fusion that does not use nuclear fission to produce the conditions for fusion is today driver limited.It is still not experimentally possible to build a laser (or ion particle accelerator) large enough to produce DT fusion ignition. Still, many people, including Congress, would like to know for certain if inertial confinement fusion will ultimately work and actually produce net energy from fusion. To answer this question, in the final few years on underground nuclear testing, both LANL and LLNL designed a series of test shots called Halite-Centurion. Halite-Centurion series shots were fusion related add on shots piggy-backed onto shots already on the schedule. These shots were designed to utilize a small portion of the X-rays produced from the primary of an experimental device through a line of sight to a remote fusion experiment housed some distance away in the underground experimental test canister. Lasers and Ion-beam fusion drivers such as were available at that time (1980 - 1992) could not provide the driver energy required to produce fusion ignition - but X-rays from a remotely ignited fission device could provide the driver energy needed (>20 MJ energy delivered into a spot of about 2 mm in a time of less than 3 nanoseconds) .Halite-Centurion fusion experiments in the Nevada desert worked and reliably and repeatedly and produced full fusion ignition of small sub-gram samples of DT fuel (in small filled spheres). These experiments were once classified but DOE allowed senior scientist Dr. John Lindl to declassify and reveal about half of the fusion related project information.Inertial confinement fusion is the only form of fusion that has to date been proven to work in actual field experiments (not just in computer simulations). Halite-Centurion series shots were fusion related add on shots piggy-backed onto DOE-DOD shots already on the schedule. These shots were designed to utilize a small portion of the X-rays produced from the primary of an experimental device through a line of sight to ignite a remote fusion experiment housed remotely some distance away in the underground experimental test canister.Once classified Halite-Centurion test shots experimentally proved that small DT filled spheres could be ignited and brought to full fusion ignition using an intense beam of X-rays.ICF fusion has already beenIf fusion drivers are designed that sufficiently resemble the characteristics and performance of X-ray driver used in Halite-Centurion experiments, there is no question that full fusion ignition with fusion energy gain will be practically achieved. Practical fusion is not a matter of guesswork or conjecture but has already been------While wanting to avoid excessive controversy, I would like to point out the following historical facts.Ivy-Mike fission-fusion ICF technology worked the very first time it was tried in 1952.Ivy-Mike ICF fission-fusion technology has historically never failed to work while producing fusion energy with enormous energy gain.Fission-fusion ICF technology was the basis of the first thermonuclear weapons in the US arsenal. Adapting fission-fusion technology to be pure hybrid DT-DD fusion opens up many new applications in economical power generation.Fission-fusion technology worked the first time it was tried and produced huge amounts of net energy with engineering fusion gain not only greater than one but greater than 10^5 or 100,000X (and has never failed in over 800 underground tests at the Nevada Test Site).Rather than placing our faith in scaling laws while we build ever larger and more expensive MCF fusion experiments while trying to achieve break even energy generation -Why not go back to the field and adapt proven Inertial Confinement Fusion technology to operate as pure fusion, employing a modern fusion driver (laser or particle accelerator) capable of delivering in excess of 20 MJ to the fusion capsule while avoiding use of a fission primary?Why not adapt and modify working ICF fusion technology that has never failed in the field rather than sink all current fusion funding into Magnetic Confinement Fusion approaches which in hundreds of MCF fusion devices around the world and in hundreds of thousands of shots has consistently failed to even once produce break-even fusion energy?References -NY Times article published at the time of Halite-Centurion field tests -The following document contains what Senior LLNL researcher John Lindl was permitted to release publicly regarding Halite-Centurion ICF by DOE“Development of the Indirect Drive Approach to Inertial Confinement Fusion and the Target Physics Basis for Ignition and Gain” John Lindl. Page: 3937. AIP Physics of Plasma. American Institute of Physics, 14 June 1995.——————-Establishing and then permanently keeping fusion conditions continuously for indefinite spans of time is the dream of Magnetic Confinement devices like tokamaks, but after decades of experience with over 200 historical tokamak experiments, it has so far has not proved possible to keep fusion conditions allowing any significant production of fusion power for longer than a maximum of around 5 seconds (The Joint European Torus Experiment in England still holds the record for longest continuous plasma burn while generating more than 1% of designed full power). in 1997, JET produced 16 mega watts of fusion power while consuming a total input power of 24 mega watts for about a second and 5 MW for 5 seconds – momentarily achieving a 65% ratio of fusion energy output to the energy input that must be drawn from an external source to power the tokamak experiment and bring the fusion plasma to fusion conditions.To date fusion machines engineered to produce continuous plasma burns have proven only to be good for intermittent energy production for a few seconds. Why not find greater long term overall system reliability in practical fusion systems that only have to achieve fusion conditions for a few nanoseconds to work (as per their design) and form a reliable power plant technology from it?Picture of a light ion beam molten salt cooled Inertial Confinement Fusion power plantMany of the leading current fusion systems propose to operate in this ""pulse mode"" style of operation. This includesNIFSandia z-pinchOmega LaserNRL Laser ExperimentLawrenceville Plasma Physics Dense Plasma Focusall of which produce power in small discrete pulses.","220,151 followers",Franklin Veaux,1.2K,47.3K,779.4M,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
1,"Oh, finally an easy questionIt seems that finding a suitable technology for containing , and more importantly, managing the absurd amount of thermal energy produced when combining atoms into a new element is proving to be absurd in and of itself.I know it does work in the Sun... And I am a physicist and love the possibilities, but the sun has 93 million miles o...","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
2,"The main problems are:So a better question might be, why do so many think that fusion is so promising?TheThe main problems are:So a better question might be, why do so many think that fusion is so promising?The answer is ignorance. Fighting words! Bear with me.There are reasons for funding projects like ITER. But the prospect of building a nuclear fusion power station isn’t necessarily one of them.Food for thought?",0 followers,John Holmes,814,1.2K,777.1K,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
3,"The US needs to invest in Next Generation nuclear reactor prototypes. Many designs are available to be tested. Generation 4 Reactors are highly resistant to meltdowns. Current nuclear reactors have a very good record . Especially in the US that is the worlds largest user of nuclear energy.This needs to be done soon as other countries are planning to build Gen 4 reactor prototypes. Gen 4 Prototypes may give us vital options for low carbon energy.Generation 4 reactors can be much safer, cleaner, cheaper and smaller than current PWR, Pressurizes Water Reactors with Metal fuel rods containing enriThe US needs to invest in Next Generation nuclear reactor prototypes. Many designs are available to be tested. Generation 4 Reactors are highly resistant to meltdowns. Current nuclear reactors have a very good record . Especially in the US that is the worlds largest user of nuclear energy.This needs to be done soon as other countries are planning to build Gen 4 reactor prototypes. Gen 4 Prototypes may give us vital options for low carbon energy.Generation 4 reactors can be much safer, cleaner, cheaper and smaller than current PWR, Pressurizes Water Reactors with Metal fuel rods containing enriched Uranium fuel. Though these reactors are very safe they are highly inefficient, creating to much waste and leaving most of the Uranium fuel wasted when fuel rods are replaced.Generation 4 reactors could use different fuels like nuclear waste, mining waste and even unused weapons material.China is building Next Generation fission reactors using some US research and designs. As US industries and government will not build new prototypes. China has just started operation of a prototype Gen 4, gas cooled, pebble bed reactor. The spherical pebbles use highly heat resistant materials such as carbons, ceramic, silicon carbides and other materials able to withstand heat over 1000 degrees. Heat that would destroy current PWR reactors.China will likely soon have a Molten Salt Reactor, MSR, possibly with Thorium fuel. And sodium-cooled WAve reactor using waste depleted Uranium as fuel. A type of breeder reactor. Breeder reactors can actually produce more nuclear fuel. Some breeder reactors have been developed but are not common.MSR reactors are potentially revolutionary with very high efficiency, little waste, very safe, small, possibly using efficient factory production of small and modular reactors. The US has a number of these designs and has done plenty of past research. Much of which China is using to build there own MSR reactors. One prototype should be in operation soon. With China also breaking records with Fusion reactors the US is being left far behind.A Chinese research Fusion reactor has produced plasma heated to 3 times the temp of the sun for 100 seconds. Temperatures that would melt any known material. Or turn them into plasma itself. The US and China are part of the international ITER Fusion reactor in France. Costing over $10 billion and it should be completed in 2025. But it is very far from producing cheap, low carbon power. Generation power could be far cheaper and sooner.China and India have the world largest growth in energy demand. Large renewable projects are not able to keep up. India and China are planning over 50 new reactors to meet demand. India has large Thorium deposits and want to use that to fuel its new reactors.The world needs safer nuclear technology. And the US should be leading the world. The US has the technology and resources. But large coal, gas and oil companies have powerful lobby groups to stop development.Current US reactors should remain online as long as they are cost-effective and safe. Closing down working reactors is hugely wasteful. And the US needs this vital low carbon energy. But they should be replaced with Gen 4 reactors if prototypes are successful.At the moment prototypes are vital. And could be an important option for low carbon energy.PWR reactors are complicated and need huge amounts of safety features to keep them safe. That makes them very expensive. Most of the expensive and dirty enriched Uranium fuel becomes waste. Years of high grade nuclear waste can now be used as fuel.But the US does not need to build Gen 4 reactors. We can soon be buying them from China.",30 followers,Andy Christian,1.3K,13.5K,3M,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
4,The gov’t “supports” new reactor technology by approving those new designs. AP1000 is a new reactor design and several are in service or being built. Several SMR designs are due to be approved soon. The gov’t (US) also supports new reactor plants with loan guarantees. The DoE also operates several national labs that are working on molten salt and other reactor tech. Can’t ask for much more than that.,33 followers,Matthew Lee,3.7K,548,11.5M,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
5,"Yes it is time and forgive me for being cynical, but there seems to be little appetite for infrastructure development in the US let alone something where a competing political party will likely take credit for when it eventually comes online.Democracy has its downside lol.","105,625 followers",Dave Consiglio,4.4K,6.8K,91.4M,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
6,"Of course. But politicians respond to public sentiment. And with hyped TV series like Chernobyl, that sentiment is going the wrong way. There is a credible conspiracy theory that the US supported HBO in creating this series. The intent was to discredit the Russians as incompetent because they are now beating us, mainly Westinghouse, in the advanced reactor field. See:Russia’s Nuclear Power Exports Are Booming - The Moscow TimesIt all has to do with money.",308 followers,Rich Sobocinski,937,691,1.8M,https://www.quora.com/Given-the-huge-advances-in-nuclear-energy-technology-and-new-plants-installed-on-aircraft-carriers-over-the-last-50-years-is-it-time-for-the-federal-government-to-support-new-safe-utility-nuclear-power-generators-to
7,"It looks like a lot of companies are working on liquid salt modular reactors. Many of them receive support or research contracts from their governments. That includes the USA.The campanies uses technology of various degree of sophistication. Some companies aim to use existing techology in order to speed up deployment.Even if the technology is known, there is still a lot of work in designing a working reactor and power generator. And we are talking about years. In fact at least a decade so far.ThorCon in USA is in a process to build a 500MW reactor in Indonesia with an option to extend it to aIt looks like a lot of companies are working on liquid salt modular reactors. Many of them receive support or research contracts from their governments. That includes the USA.The campanies uses technology of various degree of sophistication. Some companies aim to use existing techology in order to speed up deployment.Even if the technology is known, there is still a lot of work in designing a working reactor and power generator. And we are talking about years. In fact at least a decade so far.ThorCon in USA is in a process to build a 500MW reactor in Indonesia with an option to extend it to a 3 500MW facility. Terresstial Energy in Canada is working to get approval for their reactor designs.ThorCon is aiming for a cost of 3 cents per kW/h while coal is at 5 cents.So if the reactors are successful, we can expect a lot of these reactors to be built since they will outcompete coal/gas/petrol. If the existing power companies will not build them, new competitors will pop up all over the place. Owning such a power station is a license to print money.","3,665 followers",William Mook,910,9.3K,12.6M,https://www.quora.com/Given-the-huge-advances-in-nuclear-energy-technology-and-new-plants-installed-on-aircraft-carriers-over-the-last-50-years-is-it-time-for-the-federal-government-to-support-new-safe-utility-nuclear-power-generators-to
8,"RE:I think it’s time for the US Federal Government to support the research needed to finish the development of anForget aircraft carrier and submarine reactors. Our current water-cool, solid fuel reactors are designs already based on that military technology. They work and are safe, but they are expensive, inefRE:I think it’s time for the US Federal Government to support the research needed to finish the development of anForget aircraft carrier and submarine reactors. Our current water-cool, solid fuel reactors are designs already based on that military technology. They work and are safe, but they are expensive, inefficient, and inflexible.Half a century agoIn one of the worst technological blunders ever made (if not THE worst), the MSRE was shut down in favor of funding a paper design for aI don’t feel like writing about the MSRE and its follow-ons again. Here is a pointer to what I’ve already written about it:Jeff Barry's answer to The uranium-thorium molten salt reactor was tested and proven fifty years ago. Why was that stopped and never restarted?","29,754 followers",Tomaž Vargazon,6.8K,7.6K,248.6M,https://www.quora.com/Given-the-huge-advances-in-nuclear-energy-technology-and-new-plants-installed-on-aircraft-carriers-over-the-last-50-years-is-it-time-for-the-federal-government-to-support-new-safe-utility-nuclear-power-generators-to
9,"Will nuclear fusion be achieved within the next 20 years?Nuclear fusion has been achieved. You can build a nuclear fusion reactor in your garage if you have the right equipment and expertise (or friends with …).However, USEFUL fusion, the kind that puts out more useable energy than it takes in is still in the future (other than that big fusion reactor that rises in the East every morning).I think the most likely experiment to result in self-sustaining, useful fusion is ITER. Because size matters in fusion. I could be wrong and one of the many compact fusion experiments mWill nuclear fusion be achieved within the next 20 years?Nuclear fusion has been achieved. You can build a nuclear fusion reactor in your garage if you have the right equipment and expertise (or friends with …).However, USEFUL fusion, the kind that puts out more useable energy than it takes in is still in the future (other than that big fusion reactor that rises in the East every morning).I think the most likely experiment to result in self-sustaining, useful fusion is ITER. Because size matters in fusion. I could be wrong and one of the many compact fusion experiments might actually come up with the goods - but I don’t see it myself.The timeline for ITER has fusion happening around 2035. Which is inside 20 years. However, ITER is a long way from a working nuclear fusion power plant. It is, in effect, a very large and very expensive laboratory experiment. ITER’s own timeline for building a working nuclear fusion power plant (PROTO) has this happening some time after 2050. Which is more than 20 years away. More than 30 years away.","220,151 followers",Franklin Veaux,3.2K,47.3K,779.4M,https://www.quora.com/What-is-the-delay-in-bringing-online-fusion-reactors-for-energy-production
