,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Called the Experimental Advanced Superconducting Tokamak (EAST), this 'artificial sun' has been created by heating electrically charged gas, or plasma to 120 million degrees Celsius for 101 seconds and 160 million degrees Celsius for 20 seconds. This is ten times hotter than the 15 million degrees Celsius temperature at the Sun's core.Unlike fission reactors where atoms are split to release energy, fusion reactors generate energy by fusing atoms together by colliding atoms at extremely high temperatures and pressures. When the atoms fuse into plasma, they release energy that can be harnessed tCalled the Experimental Advanced Superconducting Tokamak (EAST), this 'artificial sun' has been created by heating electrically charged gas, or plasma to 120 million degrees Celsius for 101 seconds and 160 million degrees Celsius for 20 seconds. This is ten times hotter than the 15 million degrees Celsius temperature at the Sun's core.Unlike fission reactors where atoms are split to release energy, fusion reactors generate energy by fusing atoms together by colliding atoms at extremely high temperatures and pressures. When the atoms fuse into plasma, they release energy that can be harnessed to generate electricity.Double-edged swordAs with most technologies, nuclear fusion is a double-edged sword finding use in hydrogen bombs. But used benignly, it offers several advantages. Just half a kilogram of fusion fuel would produce the same amount of energy as four million kilogram of fossil fuels. Also, it does not leave behind any highly radioactive waste as churned out by conventional nuclear power stations and is thus considered to be the future of clean energy.Another benefit is that fusion reactors run on something as cheap as deuterium, an isotope of hydrogen—a virtually endless fuel source that can be separated from seawater by electrolysis. Compare this with the complex and expensive methods required to extract uranium-235 from its sources for fission reactors, and it is easy to see why fusion energy is the holy grail of nuclear power research.","68,551 followers",Kanthaswamy Balasubramaniam,1.6K,17.3K,410.8M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
1,"Many possessions with the nations will be double edged swords/ knives/ cello tapes / snakes with two heads which can be used for murders or suicides.Many dams across rivers can be damaged if enemy decides.So also are key bridges of trains, high traffic roads, satellites in the hands of full surveillance and interception methods. The artificial sun can help as per their plans for internal help in many forms or for focussing even the reflection on enemies through satellites.There were legends where reflection of sun rays and their concentration helped in winning wars. One need not go up to laserMany possessions with the nations will be double edged swords/ knives/ cello tapes / snakes with two heads which can be used for murders or suicides.Many dams across rivers can be damaged if enemy decides.So also are key bridges of trains, high traffic roads, satellites in the hands of full surveillance and interception methods. The artificial sun can help as per their plans for internal help in many forms or for focussing even the reflection on enemies through satellites.There were legends where reflection of sun rays and their concentration helped in winning wars. One need not go up to lasers.But unfortunately all possible counter parts of China including possible India will repel/ reply or just answer in a more damaging way. Peace loving nation does not need this much of trouble for seeing this big brightness.","9,064 followers",Allan Steinhardt,1.1K,2.3K,5.2M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
2,"Yes, because it represents a major step forward in the direction of a sustainable fusion generator. According to official sources, China'sYes, because it represents a major step forward in the direction of a sustainable fusion generator. According to official sources, China's",0 followers,Jacob Weeks,1K,83,1.7M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
3,"Dangerous to the immediate locality (such as the building holding the device) perhaps, but not dangerous to someone standing a kilometer away.The amount of material undergoing fusion at any one moment is truly miniscule … only a few grams. The entire plasma within the toroid is about 1000 cubic meters … but that’s only a cube 10x10x10 meters (33x33x33 feet) on a side, roughly the volume of a two-story house (with basement). And that’s “hot gas”.If simply released into the environment, it would rapidly (a) rise up (hot air rises, and it’s isotopes of hydrogen, so it’s far “lighter than air”) (bDangerous to the immediate locality (such as the building holding the device) perhaps, but not dangerous to someone standing a kilometer away.The amount of material undergoing fusion at any one moment is truly miniscule … only a few grams. The entire plasma within the toroid is about 1000 cubic meters … but that’s only a cube 10x10x10 meters (33x33x33 feet) on a side, roughly the volume of a two-story house (with basement). And that’s “hot gas”.If simply released into the environment, it would rapidly (a) rise up (hot air rises, and it’s isotopes of hydrogen, so it’s far “lighter than air”) (b) mix with the surrounding air (transferring/losing its heat) and (c) have the potential to ignite if there’s a spark nearby.Since the plasma will most likely contain tritium, it will be radioactive … if it burned the resulting “water” would also be radioactive with a 12 year half-life. That would be of far more concern than the simple heat.Check out the Wikipedia article onThe",0 followers,John Holmes,814,1.2K,777.2K,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
4,"Q “Aren't potential fusion reactors very dangerous since they generate so much heat? What if the heat escapes?”The same could be said of any thermal power station, whether heated by fossil fuels, nuclear fission or fusion. However, of these, the uncontrolled release of heat energy is going to be the lowest with fusion power. That’s because the reaction will stop the instant the extreme conditions required to maintain fusion are lost. On current designs, the total amount of thermal energy stored at any one time in the reaction vessel will be relatively low, as it has to be confined to the fuelQ “Aren't potential fusion reactors very dangerous since they generate so much heat? What if the heat escapes?”The same could be said of any thermal power station, whether heated by fossil fuels, nuclear fission or fusion. However, of these, the uncontrolled release of heat energy is going to be the lowest with fusion power. That’s because the reaction will stop the instant the extreme conditions required to maintain fusion are lost. On current designs, the total amount of thermal energy stored at any one time in the reaction vessel will be relatively low, as it has to be confined to the fuel itself in the form of a plasma (those designs that use laser implosion are even less dangerous in that respect). At any one point, the amount of fuel will be very low, so even thought the temperatures are enormous, the very low mass means that the amount of thermal energy present is not that great.The vast majority of any thermal energy stored will be in the steam generation system, and those systems are common to all thermal power generating systems, and we aren’t kept awake at night by the possible danger of an explosive release of steam from that source.In contrast, fission reactors operate at abut 300 C, which might not sound much, but they contain a great deal of mass. Not just the fuel itself, but the moderators, the primary circuit coolant (which is usually water, but can be gas or even liquid sodium in some designs). Some contain large amounts of graphite too, and all have ways of holding the fuel charge itself. What’s more, even if the reactor is turned off, the fuel doesn’t stop creating heat - it will continue to do so in quite large quantities due to decay processes. That’s what happened at Fukushima, when the primary cooling circuit failed, the decay heat from the fuel wasn’t being taken away, and it was that which caused an explosion.What’s worse, with a fission reactor, what is released in such an explosion contains a lot of radioactive isotopes. With a fusion reaction, this simply doesn’t happen; once the fusion process stops no more heat is generated and the level of radioactive isotopes will be vastly lower. Mostly it will be the effects of irradiating the containment vessel with neutrons, but that isn’t going to be spread around the environment. There will be some very light radioactive isotopes released, such as tritium, but the total amounts will be very small and rapidly diluted and will offer a minimal threat.With a fossil fuel thermal power station, there will also be a large mass operating around that 300C level, and where the fuel is burnt, a great deal higher. However, we don’t generally worry about it, but in principle there is a lot of fuel still about which could continue to burn, although the design of such stations is such that there should be no significant chance of more fuel being added to a failed generator.",UNKNOWN,Robert Frost,1.3K,9.4K,195.4M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
5,"A small modular reactor (SMR) is what you may be referring to. Nuclear power plants now are very big structures able to produce about 1200 MW electricity per unit. This conventional design allows two to ten units in one premise producing electricity. But a lot of work is being done to make these units smaller and modular. So that these can be used in smaller spaces and remote areas. Though conventional plants have a very high energy density, it is easy to see the benefits of the small reactors spread over a larger area. Scientists and engineers have made various improvements to the small reactA small modular reactor (SMR) is what you may be referring to. Nuclear power plants now are very big structures able to produce about 1200 MW electricity per unit. This conventional design allows two to ten units in one premise producing electricity. But a lot of work is being done to make these units smaller and modular. So that these can be used in smaller spaces and remote areas. Though conventional plants have a very high energy density, it is easy to see the benefits of the small reactors spread over a larger area. Scientists and engineers have made various improvements to the small reactor design. But still, they are far behind on producing commercial modular reactors.Beyond the technical difficulties of making small reactors, it's necessary to understand that most of the space taken by a reactor is actually safety barriers and other equipment necessary to convert the heat, rather than the reactor itself. And it's easier to protect the nuclear materials and ease the transportation of fuels and waste when it is in a specific region rather than many in numbers and in different places (Industry has very very tough regulations in place to protect nuclear materials).here are some links that might be helpfulSmall Modular Reactor - SMRRadioisotope thermoelectric generator - Wikipedia","29,755 followers",Tomaž Vargazon,6.8K,7.6K,248.6M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
6,Brookings Institute outlined how to convert to nuclear to displace fossil fuels;* declassify nuclear secretsBrookings Institute outlined how to convert to nuclear to displace fossil fuels;* declassify nuclear secrets* Build reactors that are progressively larger over t...,"3,404 followers",Michael Karnerfors,587,4.6K,9.2M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
7,"yes, that is the essence of the NuScale Small Modular Reactor design.NuScale Power | SMR Nuclear Technologyyes, that is the essence of the NuScale Small Modular Reactor design.NuScale Power | SMR Nuclear Technology","3,657 followers",Brent Oster,3.6K,357,1.8M,https://www.quora.com/Will-Chinas-artificial-sun-be-a-double-edged-sword
8,Pent up frustration and joy.Perhaps the question is thinking of the white stuff that comes out the top of the cooling towers? That is steam.,"105,625 followers",Dave Consiglio,4.4K,6.8K,91.4M,https://www.quora.com/Arent-potential-fusion-reactors-very-dangerous-since-they-generate-so-much-heat-What-if-the-heat-escapes
9,"Nuclear power stations utilizes the fission process of Uranium-235. Since natural uranium only consists of 0.3% U-235 it has to be converted to uranium hexafluoride gas and enriched to approximately 3% using gaseous centrifugation and diffusion. It is then converted to uranium oxide pellets.Each U-235 atom that fission releases on average 2.5 neutrons and 200 MeV of energy in the form of heat. The additional neutrons created by the fission process causes a cascade effect producing more fission processes. The fission process is controlled using rods containing a material with high absorption crNuclear power stations utilizes the fission process of Uranium-235. Since natural uranium only consists of 0.3% U-235 it has to be converted to uranium hexafluoride gas and enriched to approximately 3% using gaseous centrifugation and diffusion. It is then converted to uranium oxide pellets.Each U-235 atom that fission releases on average 2.5 neutrons and 200 MeV of energy in the form of heat. The additional neutrons created by the fission process causes a cascade effect producing more fission processes. The fission process is controlled using rods containing a material with high absorption cross-section for thermal neutron, such as hafnium, and cadmium. This prevents the neutrons from being absorbed by other U-235 atoms.This heat is then transferred to water which turns to steam and is used to turn a generator that converts the mechanical (kinetic) energy of the rotor to electrical energy.Below is a typical reactor design in the US known as a Pressurized Water Reactor, PWR. If you notice it utilizes two independent water systems to prevent potential release of radioactive fission byproducts to the environment.Nuclear plants run approximately 18 months before needing to refuel. During the refueling process a third of the fuel is removed and replaced with new fuel. Below is a typical core reload diagram. The reload pattern is critical to ensure that the core heats up evenly and you avoid flux tilt. Flux tilt or power tilt, is a specific type of core power distribution problem that could result from a non-symmetrical variation of core power in one quadrant of the reactor core. So you can see there is a lot of science and mathematics that goes into, not only the design, but the operation of a nuclear power station.Each square represents a fuel assembly that contain uranium oxide pellets.A typical fuel assembly remains in the reactor core for 4.5 years.I worked for over 35 years in the nuclear industry and personally believe that the production of clean reliable electricity using nuclear energy was one of man’s greatest achievements in leaning to control his world for the betterment of mankind.","1,399 followers",Allen Inks,745,2.8K,4.5M,https://www.quora.com/Arent-potential-fusion-reactors-very-dangerous-since-they-generate-so-much-heat-What-if-the-heat-escapes
