,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Yes, I’ll tell you how to earn $200 worth of crypto within 1.5 hours.This is thanks to Morpher, a crypto company that contracted to write about them. I get tons of requests like this, but I only do it very rarely, because there is nothing special about those companies and I want to keep quality high for my followers.What is so special about Morpher? Well, first they offered to make a special for the Quora community and they are very interested in getting feedback from Quora users and learn what other features you would like to see.Secondly, you can trade the 500 most popular stocks like Apple,Yes, I’ll tell you how to earn $200 worth of crypto within 1.5 hours.This is thanks to Morpher, a crypto company that contracted to write about them. I get tons of requests like this, but I only do it very rarely, because there is nothing special about those companies and I want to keep quality high for my followers.What is so special about Morpher? Well, first they offered to make a special for the Quora community and they are very interested in getting feedback from Quora users and learn what other features you would like to see.Secondly, you can trade the 500 most popular stocks like Apple, Tesla, Facebook and the most known cryptos like Bitcoin, Ethereum, BAT, Commodities like oil, corn or gold and Forex 24/7 around the clock and with 0 trading fees on their platform. No other platform has that, because trading stocks is closed during the night and comes with lots of restrictions.But how do they do that if that’s so difficult?They create synthetic assets that allow you to hold the contract to a stock or even a fraction of a stock without actually having to physically own it. This allows them to bypass the current restrictions of liquidity problems and stock market openings and closes. Very smart in my opinion.They are also a legit company that resides in Austria and that is backed by Tim Draper, a billionaire and Crypto enthusiast. That is a very good combination.Ok, but how do I get that $200 now Marius!Well, you need two friends for that. Here is what you need to do:This is a total of $124 for around one hour of watching videos and answering a quiz.You are welcome, always at your service.Do you know other ways or airdrops where you can earn $50 in crypto quickly? Let me know in the comments and I’ll add it to this answer, maybe we can reach $500 that everyone can earn just in a few hours!","69,771 followers",Marius Kramer,1.6K,2K,192.8M,https://www.quora.com/Do-you-know-a-way-to-get-free-cryptocurrency
1,There is a way you can not only get free crypto but also stay healthy while you earn.Go to Google store and download Sweatcoin. It's a free app that converts your steps to crypto while you walk.There is more to it. Visit their official website to learn more.There is a way you can not only get free crypto but also stay healthy while you earn.Go to Google store and download Sweatcoin. It's a free app that converts your steps to crypto while you walk.There is more to it. Visit their official website to learn more.,"3,397 followers",Raymond Scottman,1.1K,0,0,https://www.quora.com/Do-you-know-a-way-to-get-free-cryptocurrency
2,Run a scam. That has worked many times in the past.,19 followers,Eric Muller,709,0,0,https://www.quora.com/Do-you-know-a-way-to-get-free-cryptocurrency
3,"Yes, these are generally referred to as “alt-coins”. I do some writing for Dentacoin and Smartlands, each of which could be considered as “in its infancy” and each of which seems to have a solid business plan.",0 followers,Glen Boston,655,71,1.7M,https://www.quora.com/Do-you-know-a-way-to-get-free-cryptocurrency
4,"By a long shot - for now, at least.It’s got the longest history, the largest market cap, and significant market dominance.Nothing else even comes close.That could change at some point in the future - but there aren’t any contenders on the horizon, currently.",2 followers,Kelly Pearson,1.7K,0,0,https://www.quora.com/Do-you-know-a-way-to-get-free-cryptocurrency
5,"I'd suggest checking out the “CoinCap” app. There are over 800 cryptocurrencies or tokens being tracked and you can view descending prices. You'll find that after ~30 the remainder are under $20. The majority of these are actually fractions of a dollar or even a penny. The difficulty is choosing a good investment. There are still a lot of scams in this space. Before choosing to invest, it is highly recommended to research the cryptocurrency or token to determine whether it is legitimate and whether it has potential value. Before investing in any small market cap coin, I’d research what its purI'd suggest checking out the “CoinCap” app. There are over 800 cryptocurrencies or tokens being tracked and you can view descending prices. You'll find that after ~30 the remainder are under $20. The majority of these are actually fractions of a dollar or even a penny. The difficulty is choosing a good investment. There are still a lot of scams in this space. Before choosing to invest, it is highly recommended to research the cryptocurrency or token to determine whether it is legitimate and whether it has potential value. Before investing in any small market cap coin, I’d research what its purpose is (white paper), the legitimacy of the team working on it, and any news I can find on it. I'd track for a while before throwing my money at anything that seems legit.","99,872 followers",Alcatraz Dey,9K,1.4K,68M,https://www.quora.com/Do-you-know-a-way-to-get-free-cryptocurrency
6,"IOTA is your coin. It has is infinitely scaleable and has NO FEES! This means that you can send 1/1000th of a cent to someone… doesn’t sound like a big deal, but this technology can CHANGE EVERYTHING.It enables streaming electricity from your neighbor’s solar panels… renting out your wifi to passing drones by the byte… getting paid by social media sites to post quality content…. So many new business models will emerge from free and decentralized iOTA micro-transactions.IOTA is still cheap but it will go up fast",0 followers,Melissa Aldridge,501,0,0,https://www.quora.com/Are-there-any-cryptocurrencies-less-than-20-I-want-something-that-is-in-its-infancy-yet-shows-potential-like-Bitcoin
7,"The volatile nature of the cryptocurrency market needs no introduction after its staggering gains in 2017 and subsequent losses of 2018. Looking at the market as a whole, however, gives us a bigger picture of who were the biggest losers and which coins were the best at storing value.TOTAL MARKET CAP STILL 11 TIMES BIGGER THAN IN 2017The total cryptocurrency market capitalization hit highs of a staggering $830bn in the week commencing January 7, 2018, some $813bn – or nearly fifty times that of the same week in 2017 which stood at $17bn, with Bitcoin $3903.73 +0.05%accounting for 35% of the totThe volatile nature of the cryptocurrency market needs no introduction after its staggering gains in 2017 and subsequent losses of 2018. Looking at the market as a whole, however, gives us a bigger picture of who were the biggest losers and which coins were the best at storing value.TOTAL MARKET CAP STILL 11 TIMES BIGGER THAN IN 2017The total cryptocurrency market capitalization hit highs of a staggering $830bn in the week commencing January 7, 2018, some $813bn – or nearly fifty times that of the same week in 2017 which stood at $17bn, with Bitcoin $3903.73 +0.05%accounting for 35% of the total market share.Nine months on and the euphoria that took hold at the end of 2017 has been replaced with despair and total capitulation of many investors. Total market cap now standing at $187bn; a staggering $643bn or 77% lower than highs earlier in 2018.It is important to note that while the 2017 hype cycle has somewhat reversed, the total market cap is still 11 times what it was at the start of 2017.Whilst some of the latecomers to the 2017 market are the biggest value losers, many investors in the space are still waist-deep in gains.TOTAL MARKET CAP 2018Bitcoin $3903.73 +0.05% has lost the greatest total value of $179 bn, representing a reduction of ‘only’ 62% from the highs seen earlier in the year, however, compared toHaving spectacularly inflated and subsequently deflated, we can take a closer look at the biggest losers in the market:Ripple $0.31590 -0.02%, NEM $0.04209 -0.14%Cardano 00, and TRON $0.02315 -0.4% haveRipple, Ethereum $137.817 -0.24% and Bitcoin Cash $131.563 -0.8% have lost a staggeringThe only top coin to ‘outperform’ Bitcoin isBITCOIN DOMINANCEWhile the remainder of the market appears to be continuing to fall, Bitcoin has represented a relative flight to safety for many investors.",6 followers,Ryan Burner,735,0,0,https://www.quora.com/Are-there-any-cryptocurrencies-less-than-20-I-want-something-that-is-in-its-infancy-yet-shows-potential-like-Bitcoin
8,"What you see below the screen is the RSI indicator. It shows the power of a movement (either up or down) and the strength supporting the movement of the price.Now as you see on the chart from point 1 to point 2 the price was rising but take a look at the RSI asWhat you see below the screen is the RSI indicator. It shows the power of a movement (either up or down) and the strength supporting the movement of the price.Now as you see on the chart from point 1 to point 2 the price was rising but take a look at the RSI as it’s falling from point 1 to point 2. Now the question is “Why the heck it the price going up but the RSI falling down?”.Well this is called Divergence. The real reason that this divergence showed up here is that the big (smart) money pulled out of the market at point 1 (Either all of the big smart money or a big chunk of it). Then after point 1 the price decreased for two weeks as you can see on the chart. Now that the big whales are out, the small fish came swimming and put their money in so the price goes up to point 2 but there’s a difference between price reaching point 1 and price reaching point 2. The difference is that for example 10 rich whales invested 10 billion dollars in bitcoin so it reached point 1, then they pulled out their money and the small fish came to play so 100,000 normal people invested 10 billion in bitcoin and it rose again to point 2. Do you see the difference? 10 rich smart whales don’t panic, they know what they’re doing, but 100,000 average traders who are looking to make a quick buck will panic with the first sign of danger. so from point 1 to point 2 those big whales pulled out of the market so slow and subtle that those fish didn’t suspect a thing. They kept buying the overpriced bitcoin and the whales were happy to sell at the top. One red candle shows up, the fish panic and sell like crazy and the rest is history.That divergence is the real reason why the prices dropped but there’s no reason to panic. Heavy drops are good for the market. The funny part is that now while the fish are panicking and selling their valuable assets those whales would enter again and buy the cheap coins to get ready for the $100k bitcoin (remember bitcoin dropped from $20k to $3200 to get ready for the $40k, $50k and $60k.",0 followers,Glen Boston,704,71,1.7M,https://www.quora.com/Are-there-any-cryptocurrencies-less-than-20-I-want-something-that-is-in-its-infancy-yet-shows-potential-like-Bitcoin
9,"Have a look at the naga coin$1 each at the moment, but I haven’t done much homework on this as yet but it may be worth a small gamble",27 followers,Benjamin Price,1.2K,0,0,https://www.quora.com/Are-there-any-cryptocurrencies-less-than-20-I-want-something-that-is-in-its-infancy-yet-shows-potential-like-Bitcoin
