,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Voyager’s primary computer actually works at a speed of 575 trillion calculations perA 'flop' in computer terms is a single floating point operation, in other words a single calculation. 500 trillion or 500,000,000,000,000 calculations would translate as 500 teraflops. Most personal CPUs are in the Gigaflop range with Intel breaking into the teraflop range with a $2000 18 core CPU chip.Rounded up to flops (floating point operations, which is what each calculation is) this means VoyageVoyager’s primary computer actually works at a speed of 575 trillion calculations perA 'flop' in computer terms is a single floating point operation, in other words a single calculation. 500 trillion or 500,000,000,000,000 calculations would translate as 500 teraflops. Most personal CPUs are in the Gigaflop range with Intel breaking into the teraflop range with a $2000 18 core CPU chip.Rounded up to flops (floating point operations, which is what each calculation is) this means Voyager’s computer has a load speed of about 575 zettaflops, or 575 sextillion calculations per second. Or 575 with 21 zeroes.Compared to some of the fastest computers on Earth right now, Voyager’s computer isAs powerful as Summit is, it’sThis is your 122-quarillion calculations per second beast.What could make the kick even harder is that Voyager’s cores are part of its multirole function. So it can carry out scientific data but also calculate all kinds of trajectories and simulations. Summit on the other hand was designed for the US department of Energy for its Oak Ridge laboratory, one of the DoE’s top laboratories.To put it in perspective, Voyager’s computer was asked to guess what hadrasaurs would most likely look like they had 65 million years more. Not only was the computer able to work it out in a minute or so, it came up with a creature almost identical to what Voyager had in its sickbay at the time.65 million years of genetic drift and adaptational likelihood, then working out the most likely outcome all done in a few minutes.EDIT: I had a whole different answer to this before I discovered Voyager’s computer actually works at over 500 trillion calculations perEDIT 2: Oak Ridge might not be the largest or the most well-funded but it’s pretty high up there.",90 followers,Igor Nedeljkovic,1.9K,693,690.1K,https://www.quora.com/Are-todays-super-computers-at-122-3-petaflops-per-second-faster-than-the-Star-Trek-Voyager-computer-at-500-trillion-calculations-per-second
1,122.3 petaflops per secondStar Trek computers operate on a quantum-type computing system called “duotronics” (later multitronics) originally created by Dr. Richard Daystrom (“The Ultimate Computer”).So multitronic/isolinear calculations are far more precise than binary ones.,12 followers,Marc Lawrence,1K,12.5K,145.9M,https://www.quora.com/Are-todays-super-computers-at-122-3-petaflops-per-second-faster-than-the-Star-Trek-Voyager-computer-at-500-trillion-calculations-per-second
2,Latent Dirichlet Allocation.The first paper fromMight have a look there:Latent Dirichlet Allocation.The first paper fromMight have a look there:,"3,324 followers",Duane Rich,1K,0,0,https://www.quora.com/Are-todays-super-computers-at-122-3-petaflops-per-second-faster-than-the-Star-Trek-Voyager-computer-at-500-trillion-calculations-per-second
3,"Update!If you enjoy the answer below, I recommend you check out my YouTube channel,____________________________________________t-SNEHalfway through reading theFirst, let’s state a specific problem this monster solves. I give you a set of high dimensional points, each representing the grey scale of all pixels of an image of a handwritten digit. So this iUpdate!If you enjoy the answer below, I recommend you check out my YouTube channel,____________________________________________t-SNEHalfway through reading theFirst, let’s state a specific problem this monster solves. I give you a set of high dimensional points, each representing the grey scale of all pixels of an image of a handwritten digit. So this is one data point:Now, you have to return to me an informative 2D scatter plot of points, each of which represents one of the given images. It needs to be informative in the sense that it has well separated groupings, each representing 0,1,2,… 9. Here’s the tricky part; when I hand you those original points/images, I don’t label which one is which digit (and you can’t do it yourself!). All the computer gets is a big list of lists of numbers - no labels, no help.Think about that. These given images can vary over an exponentially huge range of possibilities and we have to cram those possibilities into a 2D space, preserving the character that separates digits. It’s like me asking you to re-write the work of Shakespeare, but with only 5 words and preserving his nuanced message on love. Oh, and you don’t know the meanings of the words!There are really two components to the insight to make this possible, the first of which isn’t specific to t-SNE. That is, a digit in a high dimensional space is aSo two images are likely to be the same digit if you can make small, incremental, linear changes to one and eventually arrive at the other. A 2 and an 8 are different because if you were to morph one into the other, you’d have to make an ugly, nonlinear change at some point. That simple, descriptive, almost vague rule is what traces the wild, high dimensional boundary that separates a 2 vs a 3, a 5 vs a 4, etc... I would have never guessed!But even with that insight, how do we actually create this super reduced, super representative scatter plot? Well, t-SNE characterizes the high-D and low-D spaces in terms of a distance metric between their points. (In this case, a distance metric is some funky function of a Euclidean distance). It produces a mapping (from high-D points to low-D points) such that the the distance metric between points in the low-D space produces similar outputs to the distance metric in the high-D space. So points that are far/close in the high-D space remain so in the low-D space, according to their respective metrics. In high-D, we use a Gaussian probability distribution and in low-D, we use a student t-distribution. The magic comes from the fact that the difference between these metrics mirrors the intrinsic changes to Euclidean distances as you move from high to low dimensions. This is incredibly useful! Optimizing the similarity of the output of these different metrics guides our mapping to focus precisely on the structure of the data and ignore the unavoidable/uninteresting changes inherent to reducing the dimension of a space.The consequence is that the dimensions that are ultimately chosen move youLet’s take a second here. First, we characterized digits as manifolds. Then we decide to speak of spaces in terms of their distance metrics. Then we pulled the Gaussian and student-t out of our asses and optimized a mapping such that they produce similar outputs for the high-D and low-D points. The result is to cluster points together that can be transformed into each other by successive small, simple changes. That’s extremely clever.Sources[1] Maaten, L. and G. Hinton, (2008)","6,306 followers",Muni Sreenivas Pydi,1K,150,2.1M,https://www.quora.com/Are-todays-super-computers-at-122-3-petaflops-per-second-faster-than-the-Star-Trek-Voyager-computer-at-500-trillion-calculations-per-second
4,"Ensembles--bagging, boosting, stacking, superlearners, subsembles... The ability to exploit diversity to drive down prediction error and bias is an amazing development that has changed how machine learning research is done.","3,324 followers",Duane Rich,551,0,0,https://www.quora.com/What-do-you-think-is-the-most-clever-machine-learning-algorithm
5,"Good question! People are always obsessed with the best model, the best algorithm, etc.Lets start with the most fundamental problem in machine learning - linear regression - and see if we can find the ‘Finding the best linear regressor is often cast as the following optimization problem which seeks a linear model withminimizeWhat happens if instead of minimizingGood question! People are always obsessed with the best model, the best algorithm, etc.Lets start with the most fundamental problem in machine learning - linear regression - and see if we can find the ‘Finding the best linear regressor is often cast as the following optimization problem which seeks a linear model withminimizeWhat happens if instead of minimizing the least squares error, we try to maximize it?maximizeYou may notice quickly that the least squares objective above does not have a maximum: by choosing the weights large enough you can make the objective as large as you want. But is this the end? Have we hit a brick wall? Not yet!Remember regularization?Least squares regression is sometimes regularized by adding the termmaximizeThere's still one problem: in regular linear regression the bias weightmaximizeAlright! we now have a maximization problem that we can solve e.g., by taking gradientOkay, enough math! Lets see our algorithm in action for a toy regression dataset, with three values forYup - ours is a lousy algorithm indeed!","5,853 followers",Jonathan Devor,1K,2.9K,11.5M,https://www.quora.com/What-do-you-think-is-the-most-clever-machine-learning-algorithm
6,"A lot would the best asnwer I can give you on the first part of your questionSupport Vector MachineSupport Vector Machine (SVM)SVM distinguishes classes by drawing aA lot would the best asnwer I can give you on the first part of your questionSupport Vector MachineSupport Vector Machine (SVM)SVM distinguishes classes by drawing aDecision boundary is drawn in a way that the distance to support vectors are maximized.The data points are not always linearly separable like in the figure above. In these cases, SVM usesKernel function is kind of a similarity measure. The inputs are original features and the output is a similarity measure in the new feature space. Similarity here means a degree of closeness. It is a costly operation to actually transform data points to a high-dimensional feature space. The algorithm does not actually transform the data points to a new, high dimensional feature space. Kernelized SVM compute decision boundaries in terms of similarity measures in a high-dimensional feature space without actually doing a transformation. I think this is why it is also calledSVM is especially effective in cases where number of dimensions are more than the number of samples. When finding the decision boundary, SVM uses a subset of training points rather than all points which makes it memory efficient. On the other hand, training time increases for large datasets which negatively effects the performance.","6,306 followers",Muni Sreenivas Pydi,687,150,2.1M,https://www.quora.com/What-do-you-think-is-the-most-clever-machine-learning-algorithm
7,The most common and popular algorithms for Machine Learning are:,30 followers,Robin Thomas,5.9K,731,13.7M,https://www.quora.com/What-do-you-think-is-the-most-clever-machine-learning-algorithm
8,This is a diagram that I borrowed from the internetContinue ReadingThis is a diagram that I borrowed from the internet99,0 followers,Lyken Syu,595,0,0,https://www.quora.com/What-do-you-think-is-the-most-clever-machine-learning-algorithm
9,"Over the brief time I’ve spent studying the mathematics of machine learning, I’ve come to a realization that might seem absurd to the layman:(Almost) every concept in machine learning gets mathematically more involved, the deeper you study it. Each concept is like a fractal, exhibiting ever increasing layers of complexity as you zoom into the specifics. [*]To illustrate this point, allow me to consider the simple task ofNow, let’s analyzeOver the brief time I’ve spent studying the mathematics of machine learning, I’ve come to a realization that might seem absurd to the layman:(Almost) every concept in machine learning gets mathematically more involved, the deeper you study it. Each concept is like a fractal, exhibiting ever increasing layers of complexity as you zoom into the specifics. [*]To illustrate this point, allow me to consider the simple task ofNow, let’s analyze the simplest variant of the k-NN algorithm i.e. 1-NN algorithm, withThe 1-NN algorithm classifies a test data point to be of the same class as that of its nearest neighbor. That is all. Pretty straightforward, right? Well, we’ll see.The first layer of complexity in studying the 1-NN algorithm comes from its output. It turns out that the decision boundary for the 1-NN algorithm is aIf you zoom in a bit more on this problem, you’ll see that Voronoi tessellation is actually a geometric dual for[Voronoi tessellation is shown in red, while its dual, Delaunay triangulation, is shown in black.]Now, let’s zoom out and consider another layer of complexity in studying 1-NN, specifically its statistical aspects. Suppose we implement 1-NN on a random set of training data points. How well does its performance generalize to the test set? Ideally, we would like to compare its error rate to that of the Bayes optimal classifier. This analysis was first done in the seminal paper by Cover and Hart in 1967.If you zoom in a bit more, you’ll realize the need for a non-asymptotic bound (which means a bound for finite training set size) on the error rate for 1-NN. Here’s a theorem that gives such a result from Shai Shalev-Shwartz and Shai Ben-David’s ML textbook:[My apologies for not type-setting this :|]Proving results like these require a grasp onZooming in further, you’ll notice that all the known results in error bounds work under quite restrictive assumptions on the smoothness of the conditional probability density. Also, the bounds scale up with the number of dimensions! Is it possible to derive tighter bounds under a more general setting? Is the ‘curse of dimensionality’ that is evident from the theorem above just an artifact of the analysis, or is there a deeper truth here? All these are open research problems.…and that’s not even the end of it! I’m currently studying ML theory, so I’ll mention some of the recent research directions in this area related to 1-NN. Just last year, there was a paperSo, what is the most mathematically involved machine learning algorithm? It is every one of them! You just need to see it with the right set of eyes.[*] I suspect that the statement is true for most fields of science and engineering, but I don’t feel qualified enough to make this claim.","37,422 followers",Xavier Amatriain,1.2K,297,8.4M,https://www.quora.com/What-do-you-think-is-the-most-clever-machine-learning-algorithm
