,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"In the 18-19th century, English and French aristocrats, “gentlemen of sciences,” took hobbies as amateur scientists and funded their own research creating some major breakthroughs and inventions that would change the world and benefit the humankind.In contrast, Russian aristocrats were extremely selfish and spent their time gambling their property and assets away in games of cards, screwed around, duelled and drank non-stop, all of which had been depicted in great detail by Russian writers in their novels.They had badly mistreated their serfs, which eventually led to a communist revolution wheIn the 18-19th century, English and French aristocrats, “gentlemen of sciences,” took hobbies as amateur scientists and funded their own research creating some major breakthroughs and inventions that would change the world and benefit the humankind.In contrast, Russian aristocrats were extremely selfish and spent their time gambling their property and assets away in games of cards, screwed around, duelled and drank non-stop, all of which had been depicted in great detail by Russian writers in their novels.They had badly mistreated their serfs, which eventually led to a communist revolution when a gang of thugs who called themselves Bolsheviks exterminated or drove into exile the entire good-for-nothing aristocratic class.In the 21st century, oligarchs are the new aristocracy.In the West, Bill Gates whose Windows OS and Microsoft Office helped bring personal computers to every office and every home , works tireless on improving living conditions in poor countries. He has also created a fund that has donated billions of dollars to various causes around the world.Jeff Bezos built the first online market place turning it into a high-tech platform that has changed forever the way people shop. His business model has been emulated by many including Russia’s Wildberries and Ozon.Unsatisfied with his achievements, Bezos has funded a private space company and and became the second person to reach suborbital space aboard his all-civilian rocket ship.The first person was another oligarch Sir Richard Branson who had followed on the footsteps of his English predecessors to fund a scientific project for the benefit of the mankind.Roman Abramovich is the ‘best’ oligarch Russia has produced in 30 years. He unlike the rest of the Russian oligarchs, at least donates his money to various causes. Roman is our Jeff Bezos and Bill Gates rolled into one.Roman didn’t build any high-tech company. He didn’t send any rocket to space. He bought for pennies assets of the Soviet oil industry and then through cunning schemes enriched himself beyond any measure and kept his riches by becoming Putin’s agent of influence in London.Roman recently bought his 6th super-yacht for half a billion dollars. It is a marvel of German engineering and Italian design. Not a single part was manufactured in Russia.Now try not to laugh. According to Roman, his greatest achievement in life has been….Football Club Chelsea he purchased in 2004!Yes, the pinnacle of Russia’s most prominent oligarch’s life achievements was to have eleven grownup men wearing shorts run around a lawn with a leather ball. 🙉This is another half a billion super-yacht of another good for nothing Russian oligarch Mordashov who had leached off Soviet extraction industry and ‘forgot’ to share with his compatriots. No, the super-yacht was not built in Russia either. It couldn’t have.And look at the city of Cherepovets, the source of his wealth.Mordashov hasn’t invested a penny into it. He does not care to bring his Soviet steel mills to modern ecological standards that look like a set from a dystopian movie.Mordashov doesn’t dabble in science. He didn’t creat any space company. He enjoys his luxurious lifestyle like his predecessors and to hell with the serfs who live hand to mouth.According to Noam Chomsky, “Education is learning to spot signs of history repeating itself”. As such, Russians are not an educated people.They must have been put on Earth to give a valuable lesson how NOT to live one’s life.Be thankful that there is Russia, the idiot of the world.","43,142 followers",Misha Firer,1K,1.3K,132.5M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
1,"Scarlet Honeyeater, Hasties Swamp National Park, Atherton Tablelands, Far North Queensland. #scarlethoneyeater #honeyeater #qldparksJewel like colours in the above image - a photo of a honeyeater nourished by the nectar of a spectacular bloom, and other images, often provided by ABC - Australia’s national broadcaster, on their website is a go to site to feel grateful.Join me while I share some recent images.Feel free to visit ABC’s website yourself to connect with more images which will spark gratitude.#bird #birdwatching #hunting #maroubrabeach #abcmyphoto #newhollandhoneyeater #birdphotograpScarlet Honeyeater, Hasties Swamp National Park, Atherton Tablelands, Far North Queensland. #scarlethoneyeater #honeyeater #qldparksJewel like colours in the above image - a photo of a honeyeater nourished by the nectar of a spectacular bloom, and other images, often provided by ABC - Australia’s national broadcaster, on their website is a go to site to feel grateful.Join me while I share some recent images.Feel free to visit ABC’s website yourself to connect with more images which will spark gratitude.#bird #birdwatching #hunting #maroubrabeach #abcmyphoto #newhollandhoneyeater #birdphotography #wildlifeLook at this gem 💎 of a place and the prehistoric resident 🐊 that guards it! It sure feels like we’ve stepped back in time and into a real-life Jurassic Park here at Cape Tribulation!SFeeling blue at Bibra Lake Reserve. 💙 #wrensday #happywrensdaySuperb fairywren Royal Park, Melbourne Australia #royalparkmelbourne #parksvictoria #ausgeo #abcmyphoto #bird #birdsKookaburra 🐥 basking under the Kookaburra 🐥 basking under the rising sun ☀ and the waning moon 🌔 #kookaburra #birds #birdwatching #birding #OzbirdsPurple Haze On the advice of the wonderful wanderlust73 I popped in to see the wisteria at old parliament house and as promised they are stunning.I do love to shoot flowers backlit by the sun but this morning was overcast and gloomy. However, much to my surprise the blooms looked magical in the low light giving them a mysterious, otherworldly feel. #purple #blossoms #wisteria #spring #oldparliamenthouseNight beauty - Tasmania. Aurora AustralisThis image is my trophy for an 11hr mission photographing a vulnerable species here in the South Australian Riverland.It’s been far too long since I posted a Purple-crowned Fairy-wren,A galah on a gum in front of a rainbow.Eastern Rosella in the last of the wisteriaI hope you enjoyed, and feel grateful, along with me the magnificent imagery in these nature photographs located courtesy of the link below.DO NOT SHARE TO MONETISED QUORA SPACES.",UNKNOWN,Sammy ( هيثم محمد بركات ),777,656,3.2M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
2,appreciation to the merciful !appreciation to the merciful !,"6,325 followers",Emmanuella Onyeajam,19.7K,289,23.7M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
3,"Not sure why, but today I’m all about a mother’s love, and have noticed it everywhere — humans, new baby birds being fed outside my window —I made this image visiting a hill tribe village, played with it a little to simplify the story, and it came to mind. Mothers.Not sure why, but today I’m all about a mother’s love, and have noticed it everywhere — humans, new baby birds being fed outside my window —I made this image visiting a hill tribe village, played with it a little to simplify the story, and it came to mind. Mothers.","15,115 followers",Inam Tanveer Talks,9K,494,47.6M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
4,"I am thankful I grew up poor but got to eat the best tasting food anywhere in the world. The picture above shows coco bread which is a savory/buttery type pastry that is similar to rolls but way softer and way more stimulating on your salivary glands. People tend to look down on the poor life but sometimes it’s the best life to get you started granted you have the basic necessities.Poor life had taught me that simplicity in life is very much enjoyable especially with people who also came from your situation.The poor life teaches humility, gratitude and appreciation for the things that other fiI am thankful I grew up poor but got to eat the best tasting food anywhere in the world. The picture above shows coco bread which is a savory/buttery type pastry that is similar to rolls but way softer and way more stimulating on your salivary glands. People tend to look down on the poor life but sometimes it’s the best life to get you started granted you have the basic necessities.Poor life had taught me that simplicity in life is very much enjoyable especially with people who also came from your situation.The poor life teaches humility, gratitude and appreciation for the things that other financially secured or wealthy persons take lightly.A mean look at this? One time it was described as a poor persons food but now everyone loves it. Being poor might not be ideal but it does provide some of the best memories.",115 followers,Ankit Gaikwad,34.5K,0,0,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
5,"Hey 💬The fact that you can afford to sit and consume content on quora and scroll your feed endlessly📱Since you ‘re reading this answer , this certainly means you have a decent smartphone and enough 4G data .Yes , these are some things/luxuries for which you should be forever grateful . We tend to take these things for granted and continue to lament endlessly for some frivolous things 😒Instance 1.Last week I went out with my friends to grab a coffee . While we were were on our way back to hostel , we were as usual deeply ingrossed into our respective phones , looking for some *aesthetic gramHey 💬The fact that you can afford to sit and consume content on quora and scroll your feed endlessly📱Since you ‘re reading this answer , this certainly means you have a decent smartphone and enough 4G data .Yes , these are some things/luxuries for which you should be forever grateful . We tend to take these things for granted and continue to lament endlessly for some frivolous things 😒Instance 1.Last week I went out with my friends to grab a coffee . While we were were on our way back to hostel , we were as usual deeply ingrossed into our respective phones , looking for some *aesthetic gram worthy pictures * . Next moment , on the red light this lil boy walked upto us (barefoot with balloons in his little soiled hands) and all he wanted was to get his picture clicked .He went like “didi , ek photo lelo hmari “ . Obviously we did click his picture :Just look at this cute faceAfter seeing his picture , I could literally see , how amazed he was more than being just happy . If *It did hit me , it really did , because other day I was complaining my father to get a new phone which had better camera and what not .Instance 2 .This is picture of chai wale uncle(in his late50's)Yeah , he's quite popular . What he does different is , he serves tea directly on the table with the biggest and the sweetest smile ever. He literally *Literally he works so hard day in day out , serving tea around college , hostel and hospital premises. Overthat if you are craving for tea in between , he's just a call away .We have never seen him complaining be it rainy or sunny , all he does is “ beta chai…… , paise chahe agle saal dedena ……☕“Here we are loathing our lives , while we already have lot on our plates 😐So , here's a little message :Everything we do should be a result of our gratitude for what God has done for us ☮Happy reading you guys ❤Be more grateful 🙏Spread the word !",25 followers,Saranya Ravichandran,16.3K,311,39.1M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
6,"Thank you for asking.My dogs.The fearless girl statue on Wall Street, New York City.The moon in love with the sun, concept.The color lavender, in nature.HummingbirdWords of strengthRandom gesturesThank you for asking.My dogs.The fearless girl statue on Wall Street, New York City.The moon in love with the sun, concept.The color lavender, in nature.HummingbirdWords of strengthRandom gestures",470 followers,Sourabh Joshi,45K,0,0,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
7,Be thankful!!. Where Afganis are at War and we are peacefully sitting home.Be thankful!!. Where Afganis are at War and we are peacefully sitting home.,2 followers,Richard Muller,2.9K,2.3K,201.9M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
8,Be thankful for what u have because some people wish for what u have💖Be thankful for what u have because some people wish for what u have💖,0 followers,Anuja Singh Rajput,24.7K,118,509.5K,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
9,"I don't know if I have photos that would make you feel thankful, but these make me thankful to be aliveYes all mine… smhI don't know if I have photos that would make you feel thankful, but these make me thankful to be aliveYes all mine… smh","14,492 followers",Jeremy Markeith Thompson,4.3K,1.9K,29M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
10,"Fibrodysplasia ossificans progressiva (FOP) is a disease when extra bone develops outside the skeleton in soft tissues, such as in muscles. The excess bone can form spontaneously but it usually starts by injury or trauma.An event as mild as a vaccination can cause bones to develop. And Surgery to remove them is impossible because surgery can cause more bone to form.See how bad it is ? This is the skeleton of someone with the disease..Be thankful if you don’t have such disease and healthy enough to lead a normal life. Be thankful for the normalness.Fibrodysplasia ossificans progressiva (FOP) is a disease when extra bone develops outside the skeleton in soft tissues, such as in muscles. The excess bone can form spontaneously but it usually starts by injury or trauma.An event as mild as a vaccination can cause bones to develop. And Surgery to remove them is impossible because surgery can cause more bone to form.See how bad it is ? This is the skeleton of someone with the disease..Be thankful if you don’t have such disease and healthy enough to lead a normal life. Be thankful for the normalness.",189 followers,Himanshu Sharma,13.4K,0,0,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
11,999,"42,515 followers",Eva Kor,27.2K,0,0,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
12,"This is a photo taken by Kevin Carter in 1993 of a vulture waiting on a poor little boy to die. This experience haunted him so much that he took his own life in 1994.Portions of Carter's suicide note read:“I'm really, really sorry. The pain of life overrides the joy to the point that joy does not exist. ...depressed ... without phone ... money for rent ... money for child support ... money for debts ... money!!! ... I am haunted by the vivid memories of killings & corpses & anger & pain ... of starving or wounded children, of trigger-happy madmen, often police, of killer executioners ... I havThis is a photo taken by Kevin Carter in 1993 of a vulture waiting on a poor little boy to die. This experience haunted him so much that he took his own life in 1994.Portions of Carter's suicide note read:“I'm really, really sorry. The pain of life overrides the joy to the point that joy does not exist. ...depressed ... without phone ... money for rent ... money for child support ... money for debts ... money!!! ... I am haunted by the vivid memories of killings & corpses & anger & pain ... of starving or wounded children, of trigger-happy madmen, often police, of killer executioners ... I have gone to join Ken if I am that lucky.”The final line is a reference to his recently deceased colleague Ken Oosterbroek.",577 followers,Tanisha Belkar,43.9K,0,0,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
13,"Life is a journey, not a raceLife is a journey, not a race",459 followers,Brad Einarsen,24K,59,745.4K,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
14,"It was just about yesterday when there was a heavy rain in Mumbai. Floods everywhere. Some people were stuck in office, traffic, schools or college.Who offered them food?The local Vada pav vendors!Where were McDonald's, KFC, Dominos, etc who looted us like anything but haven't seen a single outlet who distributed free burger or pizza or anything?On the other hand, the Vada pav and tea sellers who earn to run their family distributed free vada pav, tea, etc.Hats off to those people and shame on those multi national food joints.Definitely, something to think about.Edit 1It was just about yesterday when there was a heavy rain in Mumbai. Floods everywhere. Some people were stuck in office, traffic, schools or college.Who offered them food?The local Vada pav vendors!Where were McDonald's, KFC, Dominos, etc who looted us like anything but haven't seen a single outlet who distributed free burger or pizza or anything?On the other hand, the Vada pav and tea sellers who earn to run their family distributed free vada pav, tea, etc.Hats off to those people and shame on those multi national food joints.Definitely, something to think about.Edit 1Image source : Google",75 followers,Umaya Walpola,776,154,107K,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
15,"During my childhood, my parents went through a lot of financial crisis. It was one thing after another.First, my grandfather fell sick. My father spent a lot of money on him, but we couldn’t save him. He passed away when I was in kindergarten.Then, before my father could get out of the financial issues from his medical bills, his business partner cheated on him. So, he lost a lot of money.Again, before we could get out of that, my grandmother fell sick and we spent a lot of money. But, unfortunately she passed away fighting cancer.In spite of all this, my father always made every passing day bDuring my childhood, my parents went through a lot of financial crisis. It was one thing after another.First, my grandfather fell sick. My father spent a lot of money on him, but we couldn’t save him. He passed away when I was in kindergarten.Then, before my father could get out of the financial issues from his medical bills, his business partner cheated on him. So, he lost a lot of money.Again, before we could get out of that, my grandmother fell sick and we spent a lot of money. But, unfortunately she passed away fighting cancer.In spite of all this, my father always made every passing day better for us. I used to see all my school friends go on trips during summer holidays with their family. Few went on International trips as well. For us, even a trip to our hometown was a luxury. We were not able to afford such things in our life. An International trip was a dream!We had a snack quota of 5 Indian rupees, every evening. I used to go in the evening to buy snacks for me and my elder sister using that 5 rupees. I still remember, one day, I got something for 6 rupees. It was 1 rupee more than what we were supposed to use. I bought it along with other groceries and went back home.I was so worried I overused the money. I told my mom that I will compensate it with buying stuff for 1 rupee lesser the next day. She hugged me and cried.That day has distinctively stayed on my head.Fast forward to few years later.I scored good marks. I got into a good college. I got a good job. I moved to another company with a better salary. I bought them a house.I took them on a domestic flight. TheirThen, I moved to Paris and now I am bringing them here for few days. Yes, theyThey’re going to be on theirYou ask me, “what makes me happy?”I say, “it’s to surprise andGiving back to parents is not an obligation guys, it’s one of the most important purpose of our life! :)",45 followers,Tina Bauer,14.6K,792,29.4M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
16,"If you live with a roof on top, can sleep peacefully at night and having a family can support your life. Then be grateful.[1]If you live in a country with no war and with good economy and good government. Then be grateful[2]If you have a job, making good money and have a family to go home. Then be grateful.If you go to college and you do not worry for tuition. Be grateful. Beacause other student work their ass off to provide for themselves while studying.If you have complete body structures, or with no disability, can breathe a fresh air and could wake up with no life threat. Then be grateful.NotIf you live with a roof on top, can sleep peacefully at night and having a family can support your life. Then be grateful.[1]If you live in a country with no war and with good economy and good government. Then be grateful[2]If you have a job, making good money and have a family to go home. Then be grateful.If you go to college and you do not worry for tuition. Be grateful. Beacause other student work their ass off to provide for themselves while studying.If you have complete body structures, or with no disability, can breathe a fresh air and could wake up with no life threat. Then be grateful.Not everyone have all of these. There is always someone somewhere wishing and always wanting your life you thought you wouldn’t have. Be grateful for your life you have right now because everyone has not the same priviledge as yours.P.s. Image credit to all rightful owners. No copyright infingment intended.P.s.s. The image above used are only for visual representation. No party are intended to offend.","56,788 followers",Flavian Mwasi,1.9K,677,73M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
17,What made you grateful to be you today?I. I have not lost my entire head of hair.2. My heartbeat was normal for one hour thus far today.3. I believe in Jesus.4. I am blessed with the kindest daughter in the world. :)5. I am blessed with precious friends.6. I am blessed with Quora.7 The sweet birds are singing outside.8. I have gained three pounds!9. I smell Chicken/Vegetable Teriyaki!10. I have the most incredible patients .11. I held my final published paperback in my hands.12. I see a light at the end of the tunnel.What made you grateful to be you today?I. I have not lost my entire head of hair.2. My heartbeat was normal for one hour thus far today.3. I believe in Jesus.4. I am blessed with the kindest daughter in the world. :)5. I am blessed with precious friends.6. I am blessed with Quora.7 The sweet birds are singing outside.8. I have gained three pounds!9. I smell Chicken/Vegetable Teriyaki!10. I have the most incredible patients .11. I held my final published paperback in my hands.12. I see a light at the end of the tunnel.,"246,637 followers",Dushka Zapata,1.3K,8.5K,231.5M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
18,"3 months prior to my Sister's wedding :On random Sunday morning me and my sister were having conversation.She: It's less than 100 days now!Me: Hoho! I'll be the most happiest guy on that day.I am getting rid of you.I don't have to take the permissions for everything from that day.She : Is that so? Will you cry on my bidaai?Me: My Happiness will be at its peak at that time.Even I'll play “Gadi wala aaya” song at time.She : I am pretty sure you'll be the one who'll cry the most.Me: Let's see!10 days prior to the wedding :I don't know I started becoming emotional.I started to make myself busy in3 months prior to my Sister's wedding :On random Sunday morning me and my sister were having conversation.She: It's less than 100 days now!Me: Hoho! I'll be the most happiest guy on that day.I am getting rid of you.I don't have to take the permissions for everything from that day.She : Is that so? Will you cry on my bidaai?Me: My Happiness will be at its peak at that time.Even I'll play “Gadi wala aaya” song at time.She : I am pretty sure you'll be the one who'll cry the most.Me: Let's see!10 days prior to the wedding :I don't know I started becoming emotional.I started to make myself busy in marriage works.On marriage day :I became quite emotional. And then I saw my sister in her wedding dress. She was looking like younger version of my mom.Tears started coming from my eyes.As you could see..I was controlling my emotions and she pulled my cheeks and started consoling me.After marriage she started meeting everyone during Bidaai ritual and I was hiding in public so that I could control myself and make myself not to cry.She came and stood in front of me as I was wiping my tears and said “ what happened to your song which you thought of singing ?”I bursted out.I literally cried for straight 2 hours.Somewhere between this busy life of college,internship etc. I miss her atleast once in a day thinking it's never gonna be like before.As she said I was the one who cried the most.This answer is dedicated to all the sisters from their beloved brothers!~",UNKNOWN,Pallab Roy Chowdhury (GENERAL non Ews),6.1K,355,20.6M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
19,"Loneliness is the pain that our genes provide when we are not participating in the kind of social behavior that is responsible for our civilization. Just as a burn on the skin tells us that we should take our hand out of the fire, loneliness is the pain that tells us to interact more with other people.Recall the great scene in the movie(“… not minding” is what Lawrence said in theLoneliness is the pain that our genes provide when we are not participating in the kind of social behavior that is responsible for our civilization. Just as a burn on the skin tells us that we should take our hand out of the fire, loneliness is the pain that tells us to interact more with other people.Recall the great scene in the movie(“… not minding” is what Lawrence said in the movie. Did Lawrence actually say those words anywhere, in his writings? Did someone overhear him say it? Or was that just the imagination of the scriptwriter?)In some ways, loneliness is the greatest pain of all. This is known by prison officials, who recognize that the worst torture they can give to a prisoner is solitary confinement. Depriving the prisoner of interaction with murderers and rapists is considered punishment. Yet some people prefer loneliness. My father-in-law lived in the wilderness, essentially alone except for brief hikes to a store to buy flour and lard , for two decades.Loneliness has a cure, but it is not always easy. It really doesn’t matter whom you interact with. Just find somebody; almost anyone will do. Some people find pets sufficient. I suspect loneliness is often a result of the fact that you don’t","90,938 followers",Divyansh Mundra,6.4K,1.2K,61.7M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
20,It is the mindset that makes a difference:I)IIIII)IV)V)VIAnd last but not the leastImage credit:It is the mindset that makes a difference:I)IIIII)IV)V)VIAnd last but not the leastImage credit:,0 followers,Shadma Khatoon,11.1K,0,0,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
21,The cute smile on her face❤️Being human is the source to happiness 🙂The cute smile on her face❤️Being human is the source to happiness 🙂,3 followers,Seema Bhatt,30.2K,203,9M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
22,"I was dating a white girl. She invited me to her cousin's wedding rehearsal. I'm the only Black person there. At the dinner, some of her family members begin a very uncomfortable conversation with me about Black American slang. It's not really a conversation. It's their belief that only Black people use slang. And they think I should be the sole Black representative. I try to change the conversation to how all Americans use slang. But they keep ignoring that.During the conversation, one of the cousin's white friends turns to me and says, ""Aye yo Jeremy, when we get back to the crib (house), weI was dating a white girl. She invited me to her cousin's wedding rehearsal. I'm the only Black person there. At the dinner, some of her family members begin a very uncomfortable conversation with me about Black American slang. It's not really a conversation. It's their belief that only Black people use slang. And they think I should be the sole Black representative. I try to change the conversation to how all Americans use slang. But they keep ignoring that.During the conversation, one of the cousin's white friends turns to me and says, ""Aye yo Jeremy, when we get back to the crib (house), we gone get on da puta (computer), yo!"". I'm ready to explode. It's written all over my face. Some of the people sitting near me get up and leave. I finally explode. I'm asking why are you making this out to be only a Black thing. I'm lead out into the hallway by two women. They're trying to get me to calm down. I keep telling them this was a setup. But they keep telling me that they never knew I'd respond this way. And they were part of the conversation.Eventually, I calmed down. I went back inside for the dinner. But the mood had completely changed. I was now the bad guy. Nobody would acknowledge me. I vowed to never place myself into another situation like this for the rest of my life. Needless to say, I shortly stopped dating the woman. She blamed me too for their behavior towards me.","135,214 followers",Hector Quintanilla,18.4K,1.2K,88.2M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
23,"I was at the City Bus bay, waiting to board the bus to another city.During my wait, I saw a transgender happily collecting money from passers by.(Image courtesy - Google )She came to me and asked for money for which I clearly refused.SheISheThe moment she pinched, I finallyAfter falling 5 meters awaySheFortunately my bus arriI was at the City Bus bay, waiting to board the bus to another city.During my wait, I saw a transgender happily collecting money from passers by.(Image courtesy - Google )She came to me and asked for money for which I clearly refused.SheISheThe moment she pinched, I finallyAfter falling 5 meters awaySheFortunately my bus arrived and I left the spot within 5 mins else her gang also would had pinched me.A pinch at an inappropriate place may result in a punch at the most appropriate place!",0 followers,Rashmi Raval,838,3.3K,2.6M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
24,"I have faced some very tough times. When I was 10 years old, my twin sister and I were used in medical experiments by Dr. Josef Mengele at Auschwitz. He injected me with a deadly germ and a few days later he came to the sick barrack where I was sent. He never even examined me. He looked at my fever chart and declared, laughing sarcastically, ""Too bad, she's so young - she has only two weeks to live."" At that time I knew he was right - I was very ill. But I refused to die. I made a silent pledge: That I will prove Mengele wrong, that I will survive, and I will be reunited with Miriam.For the nI have faced some very tough times. When I was 10 years old, my twin sister and I were used in medical experiments by Dr. Josef Mengele at Auschwitz. He injected me with a deadly germ and a few days later he came to the sick barrack where I was sent. He never even examined me. He looked at my fever chart and declared, laughing sarcastically, ""Too bad, she's so young - she has only two weeks to live."" At that time I knew he was right - I was very ill. But I refused to die. I made a silent pledge: That I will prove Mengele wrong, that I will survive, and I will be reunited with Miriam.For the next two weeks I was between life and death. I have only one memory - crawling on the barrack floor, because I no longer could walk. There was a faucet on the other end of the barrack. As I was crawling, I would fade in and out of consciousness. I just kept thinking,When my son had cancer, I couldn't get him to accept the fact that he had to fight for his life, thatThe fact that I have overcome so much adversity in my life helps me to have hope during tough times. I believe if I could survive Auschwitz, if I could survive crawling on the barrack floor between life and death, I could probably survive anything. Basically that is the way we gain confidence in our ability. When we overcome one difficulty and one hardship, we can build on that when any other hardship comes along in life. I also like the fact that people who hear me speak  can tune in and feel inspired. They see that I could do it, and they realize they can overcome whatever they are trying to overcome too. That is helpful to realize, that maybe each of us can help others overcome by sharing our stories.You can also look for ideas on YouTube and the Internet for people who have overcome tough times. You will find a story that fits your situation. Then when you are inspired, DO something. Make a commitment to yourself. Make a promise and keep it close by. If you get off track, don’t feel guilty - we all do it. Just get right back on it.",3 followers,Geetanjali Singh,14.3K,95,3.9M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
25,"There's this girl I used to know. She wore short clothes and crop tops.Let's name her X.Due to this, she constantly kept on adjusting her top etc.One day, my friend remarked her that if she herself is so uncomfortable with crop tops, she shouldn't wear one. To this, she kept on lecturing her that it's her choice of clothes and no one on this earth has the right to question this and tell her what to do.Next day, we were all waiting for our parents outside, when a girl of our class came and stood beside us. She was wearing a kurta. X suddenly went up to her and said- “ What kind of clothes are yThere's this girl I used to know. She wore short clothes and crop tops.Let's name her X.Due to this, she constantly kept on adjusting her top etc.One day, my friend remarked her that if she herself is so uncomfortable with crop tops, she shouldn't wear one. To this, she kept on lecturing her that it's her choice of clothes and no one on this earth has the right to question this and tell her what to do.Next day, we were all waiting for our parents outside, when a girl of our class came and stood beside us. She was wearing a kurta. X suddenly went up to her and said- “ What kind of clothes are you wearing? Seriously? It's 2015 man!”All I want to say to her is, that if you have the right to wear whatever you want, so do others.This hypocrisy disgusts me. It's a choice to wear whatever you want. If you don't want to be judged for yours, stop judging others for theirs.","15,115 followers",Inam Tanveer Talks,3.2K,494,47.6M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
26,"Because they’re more intelligent and far wiser than primitive, 20th century Terrans. Here’s a bit of wisdom from a 20th century Terran who was far ahead of his time: “A human being should be able to change a diaper, plan an invasion, butcher a hog, conn a ship, design a building, write a sonnet, balance accounts, build a wall, set a bone, comfort the dying, take orders, give orders, cooperate, act alone, solve equations, analyze a new problem, pitch manure, program a computer, cook a tasty meal, fight efficiently, die gallantly. Specialization is for insects!” - Robert Heinlein",1 follower,Ronald Mills,782,1.7K,3.2M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
27,"‘inexperienced' is an awfully vague term. Even Ensign Kim, the ‘rookie' of the crew, was a graduate of Starfleet Academy, which is four years of training. And Starfleet academy is more like a conventional military academy and not just some community college: the training is intense, and focuses greatly on specific tasks they will be dealing with in active duty. So harry Kim had a couple years of training, thousands of hours logged in simulators, before taking his post. (And keep in mind he wasnt dropped into the deep end of things and expected to perform as someone more experienced…Voyager's f‘inexperienced' is an awfully vague term. Even Ensign Kim, the ‘rookie' of the crew, was a graduate of Starfleet Academy, which is four years of training. And Starfleet academy is more like a conventional military academy and not just some community college: the training is intense, and focuses greatly on specific tasks they will be dealing with in active duty. So harry Kim had a couple years of training, thousands of hours logged in simulators, before taking his post. (And keep in mind he wasnt dropped into the deep end of things and expected to perform as someone more experienced…Voyager's first mission was to hunt down pirates in the raggedy backwoods of space.)Wesley Crusher was something of a statistical outlier: he was a child prodigy, excelling at math and science and starship operations. Capable of mapping out the rerouting of antimatter flows in his head where other engineers would need weeks to figure out the configuration, capable of turning plants into warp fuel…able to bend space and time with his mind.",12 followers,Marc Lawrence,1K,12.5K,145.9M,https://www.quora.com/What-are-some-images-that-make-you-feel-grateful
