,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Blockchain is making waves in every industry. There is much more to Blockchain solutions than just cryptocurrencies. And today, we will explore other parts where Blockchain is giving extraordinary results.Supply Chain ManagementIn the supply chain management department, Blockchain solution technology defines the meaning of cost-effectiveness. Blockchain helps trace the movement of goods, their origin, the quantity of the product, and so on. This clarifies B2B ecosystems where their product has reached and if it is safe and intact. In short, Blockchain solutions simplify processes such as ownerBlockchain is making waves in every industry. There is much more to Blockchain solutions than just cryptocurrencies. And today, we will explore other parts where Blockchain is giving extraordinary results.Supply Chain ManagementIn the supply chain management department, Blockchain solution technology defines the meaning of cost-effectiveness. Blockchain helps trace the movement of goods, their origin, the quantity of the product, and so on. This clarifies B2B ecosystems where their product has reached and if it is safe and intact. In short, Blockchain solutions simplify processes such as ownership transfer, production process assurance, and payments.Quality AssuranceQuality assurance is a crucial part. And blockchain Lms play an even more significant role in enhancing the entire process along the supply chain. A blockchain system leads you to the point of origin, eventually making it easier for businesses to analyze. For instance: in the food sector, blockchain LMS can assist in tracking the source of the product, batch information, and other details necessary for quality assurance and safety.VotingThe voting system has been an issue of concern for almost every country worldwide. Blockchain has also managed to create a pattern of trust and value in the voting system. Currently, governments in different parts of the world are exploring different ways blockchain solutions can be integrated to create more efficient voting methods.There are other sectors where blockchain solutions are changing, such as healthcare, stock exchange, energy supply, and others.",2 followers,Kelly Pearson,1.7K,0,0,https://www.quora.com/What-are-the-advantages-of-blockchain-outside-of-cryptocurrencies
1,It’s not likely.,0 followers,Dharnidhar M,821,60,2.3M,https://www.quora.com/What-are-the-advantages-of-blockchain-outside-of-cryptocurrencies
2,"Orginally answered:-Orginally answered:-13. The quote which is widely known my Nikola Tesla fans14. This picture was fake. It was done to draw attention and attract people. It was trick photography using double exposure. He himself have said that.15.If you know all of these, then you have known 1% ofPs:","16,312 followers",Alexander Farrugia,3K,3.2K,21.1M,https://www.quora.com/What-do-we-know-about-the-Tesla-Pi-phone
3,The persons who defineπ(Image taken fromThe persons who defineπ(Image taken from,753 followers,David Henderson,836,778,31.6M,https://www.quora.com/What-do-we-know-about-the-Tesla-Pi-phone
4,"There is no definite answer to it.That’s because it is software. It might break down tomorrow but the chances are very less and if it doesn’t then it will exist for almost eternity.But if you want to know till when it will be mined before getting exhausted and all 21 million coins will be mined then the answer is 2140.If you drill down mathematically and try to get projections for the ending of rewards in Bitcoin mining, you will get these figures suggesting that last Bitcoin will be mined in theOf course, none of us will be alive at that time, but it marvels me, how Satoshi NakamotThere is no definite answer to it.That’s because it is software. It might break down tomorrow but the chances are very less and if it doesn’t then it will exist for almost eternity.But if you want to know till when it will be mined before getting exhausted and all 21 million coins will be mined then the answer is 2140.If you drill down mathematically and try to get projections for the ending of rewards in Bitcoin mining, you will get these figures suggesting that last Bitcoin will be mined in theOf course, none of us will be alive at that time, but it marvels me, how Satoshi Nakamoto was able to programme digital scarcity in Bitcoin by the use of proof of work and maths.If you found this answer helpful, please give an upvote. Reach out to me if you want to talk more about it as my goal in 2019 is to help atleast 1000 people get in crypto :)Adios !!",2 followers,Kelly Pearson,1.7K,0,0,https://www.quora.com/What-are-the-advantages-of-blockchain-outside-of-cryptocurrencies
5,"Realistically Bitcoin is likely to be around for a long time, it has barely begun to be used, so unless it simply never gets adopted for some reason, we are in the baby stages of Bitcoin at just about a decade in now. Though of course it is by no means guaranteed that it will be around for generations to come, and really we can’t be more sure of that until it actually starts getting adopted for spRealistically Bitcoin is likely to be around for a long time, it has barely begun to be used, so unless it simply never gets adopted for some reason, we are in the baby stages of Bitcoin at just about a decade in now. Though of course it is by no means guaranteed that it will be around for generations to come, and really we can’t be more sure of that until it actually starts getting adopted for spending by the mass market, which will probably happen gradually over the next decade, with the Lightning Network likely being the catalyst for that.It’s unlikely another crypto will takes its place, and it has a use case that nothing else outside of crypto provides. My only concern is...",18 followers,Albert Brown,602,0,0,https://www.quora.com/What-do-we-know-about-the-Tesla-Pi-phone
6,"""There are two bubbles: We have a stock market bubble, and we have a bond market bubble,"" said the former Federal Reserve chairman Alan Greenspan.""In our search for new stand-alone businesses, the key qualities we seek are durable competitive strengths; able and high-grade management; good returns on the net tangible assets required to operate the business; opportunities for internal growth at attractive returns; and, finally, a sensible purchase price.""There are two bubbles: We have a stock market bubble, and we have a bond market bubble,"" said the former Federal Reserve chairman Alan Greenspan.""In our search for new stand-alone businesses, the key qualities we seek are durable competitive strengths; able and high-grade management; good returns on the net tangible assets required to operate the business; opportunities for internal growth at attractive returns; and, finally, a sensible purchase price.I would also argue we have a real estate, cryptocurrency and startup bubble.Any time we find ourselves at the top of the market, we should consider taking our profits and reinvesting them in investments that are uncorrelated to broader capital markets and macroeconomic factors.Uncorrelated assets can offset your exposure to market fluctuations. Some examples include:",18 followers,Asim Qureshi,23.6K,996,155.3M,https://www.quora.com/What-are-the-advantages-of-blockchain-outside-of-cryptocurrencies
7,I wish I knew. People who make bets on these things and are correct make a bundle if they’re wrong they lose much as bettors do in Las Vegas. Instead of trying to time the market you could employ an investment strategy that works for you. One way to offset risk is with time. The longer your investment horizon the easier it is to ride out the bumps. More than five years let’s you invest more into equities. Maybe invest at a steady pace so during downturns your money buys more and in upturns you’re making money on what you’ve already invested and keep some cash handy to invest during extra big dI wish I knew. People who make bets on these things and are correct make a bundle if they’re wrong they lose much as bettors do in Las Vegas. Instead of trying to time the market you could employ an investment strategy that works for you. One way to offset risk is with time. The longer your investment horizon the easier it is to ride out the bumps. More than five years let’s you invest more into equities. Maybe invest at a steady pace so during downturns your money buys more and in upturns you’re making money on what you’ve already invested and keep some cash handy to invest during extra big downturns. Diversification helps too by asset class but too much and your investments become diluted. Be wary of some mutual funds. The fees and the way they’re treated for taxes can kill you.Good investing is difficult because it’s counterintuitive to what we feel. When the market tanks we get scared and want to sell yet that’s a great time to buy. When the market is up we what to buy more yet it might be a good time to take some profits. It was difficult but I put money into the market in 2008 and it has worked out well.Buy low and sell high sounds easier than it actually is to do.,326 followers,Anubhav Jain,2.9K,4.4K,123.3M,https://www.quora.com/What-do-we-know-about-the-Tesla-Pi-phone
8,"You can never really know.However, my personal view is that we have another 15 to 20 months to run in this economic cycle, based on today’s data. I have an extensive dashboard of indicators I watch very closely (and I can’t give away all my secrets ;-) ). That said, there are some fairly widely-known indicators which help estimate our point in the economic cycle.YIELD CURVEYou can see that short-term yields tend to push upward (red in chart above) and squeeze long-term yields during recessionary times. We call this an “inverted yield curve” because short-term yields pay more than long-term, whYou can never really know.However, my personal view is that we have another 15 to 20 months to run in this economic cycle, based on today’s data. I have an extensive dashboard of indicators I watch very closely (and I can’t give away all my secrets ;-) ). That said, there are some fairly widely-known indicators which help estimate our point in the economic cycle.YIELD CURVEYou can see that short-term yields tend to push upward (red in chart above) and squeeze long-term yields during recessionary times. We call this an “inverted yield curve” because short-term yields pay more than long-term, which is a weird situation.This indicator is so ubiquitous, that the Federal Reserve Bank of New York publishes a monthly “recession indicator” on their website. You can access it for free:UNEMPLOYMENT RATEAnother indicator to watch is the headline unemployment rate relative to its 12-month moving average. While this is a noisy indicator, when the rate crosses above its MA, you should be checking your dashboard closely for other things which may signal a slowdown. It is easy to see that unemployment tends to tick up about 10–12 months prior to an official recession.Currently the UER looks okay. No klaxon sounding here.…And that’s all I’m gonna give you…I’d recommend doing lots of research, though, to build your own dashboard of indicators. But that is only half the equation—you’ll need a process to understand what you need to do when you get red blinky lights and klaxons going off!Only with a cohesive strategy should you put money at risk. If you don't have one, build one or pay someone who has one you like.—This is not investment advice. I am just a guy answering a question on the internet. Do your own research!","35,788 followers",Rafael Eliassen,9.2K,631,35.9M,https://www.quora.com/What-do-we-know-about-the-Tesla-Pi-phone
9,"One of my former executives made a great analogy of financial crises: You can compare this to an earthquake in the SF Bay area. You know it’s going to happen, but you don’t know the exact moment and you don’t know the exact magnitude.The same goes for financial crises. There is tension building in markets, but when and how it will release is uncertain.But how do we know tension is building?, you might ask.For years the central banks (FED, ECB) have been giving away free money.One of my former executives made a great analogy of financial crises: You can compare this to an earthquake in the SF Bay area. You know it’s going to happen, but you don’t know the exact moment and you don’t know the exact magnitude.The same goes for financial crises. There is tension building in markets, but when and how it will release is uncertain.But how do we know tension is building?, you might ask.For years the central banks (FED, ECB) have been giving away free money.Since the central banks cannot continue to give away free money, interest rates have to rise. This will have downward pressure on the currently issued (low rate) bonds.But it’s unlikely the stock market will benefit from this change, with the increase of interest rates corporate loans (either public traded or obtained from banks) will be more expensive as well. Money will be more expensive to obtain.Is there a safe place? Sure, there is one extremely safe investment, but it has a backdraw: cash.Timing is everything and everybody gets it wrong.But, given what we know from previous dips in the market: over time the market recovers. If you have plenty of time you can keep your investments, have the dip carve away some value and the rise up recover it.I can’t advice you, but now at least you know where the market is heading and based on your portfolio make some assessments of your actual risk.",793 followers,Patrick Bendahan,779,476,1.2M,https://www.quora.com/What-do-we-know-about-the-Tesla-Pi-phone
