,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"So in my opinion, you've given too much and too little information at the same time.With any writing, I believe you should avoid solid numbers unless you are one hundred percent sure that you need them, they are correct and logical, and they mesh with every other detail. Otherwise readers will pick up on it and poke and prod and tear that tiny plot hole wide open. Nothing sets people off faster than a number. I'd rephrase it as “twice the size of a man"" or something.If you want to include numbers, we need more. Velocity or more accurately acceleration is key in sci-fi space combat. Force is eqSo in my opinion, you've given too much and too little information at the same time.With any writing, I believe you should avoid solid numbers unless you are one hundred percent sure that you need them, they are correct and logical, and they mesh with every other detail. Otherwise readers will pick up on it and poke and prod and tear that tiny plot hole wide open. Nothing sets people off faster than a number. I'd rephrase it as “twice the size of a man"" or something.If you want to include numbers, we need more. Velocity or more accurately acceleration is key in sci-fi space combat. Force is equal to mass times acceleration. You have a rough size of your projectile, with its shape and composition you could gauge it's mass. Acceleration, and in space/sci-fi it's all about relative acceleration, depends on how you're firing the projectile (is it fired like a gun, does it have a rocket for continuous acceleration, railgun, some combination), and the velocity of both ships. If the projectile fires at 100m/s from a stationary ship and hits the enemy ship traveling at 99m/s in the same direction as the round, the net velocity is only 1m/s…not likely to do alot of damage. This then would effect tactics and ranges. So would need to be considered. Finally, payload. Is it a solid slug only doing kinetic damage? Does it have explosives? Radiation? Bio or Chem weapons? Heat? Electromagnetic pulse? Nuclear? All of these will add to the damage done by the projectile. They will do damage in different ways and be countered differently.A projectile that size could reasonably be expected to hit hard, you're basically throwing a truck at the target. But if you want to go “pure"" sci-fi, you need alot more information. How fast everything is moving will be a place to start. Otherwise, big heavy projectile moving fast is enough, you show how powerful it is when it hits something. If you don't mention the numbers, no one will care. They will see big bullet and big damage and accept that. What I would avoid is splitting the difference, if you give people a seed of “pure"" sci-fi style information then ignore it, or worse, contradict it, then you'll have people poking holes.",31 followers,Eric Gates,1.3K,153,560.9K,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
1,"Honestly, this doesn’t tell me anything. All I can see from the description is a fairly “fat” projectile like a pistol round. It doesn’t tell me how heavy it is. For all I know it could be hollow inside, or solid, or filled with explosives, and it could be launched at very slow speed with some guidance computer or it could be launched near the speed of light. Different combinations of those produce dramatically different damage.Even a small pellet travelling near the speed of light can be devastating. In real life, spacecraft have what is called Whipple shield that dissipates the impact energyHonestly, this doesn’t tell me anything. All I can see from the description is a fairly “fat” projectile like a pistol round. It doesn’t tell me how heavy it is. For all I know it could be hollow inside, or solid, or filled with explosives, and it could be launched at very slow speed with some guidance computer or it could be launched near the speed of light. Different combinations of those produce dramatically different damage.Even a small pellet travelling near the speed of light can be devastating. In real life, spacecraft have what is called Whipple shield that dissipates the impact energy of a tiny meteoroid which could otherwise punch holes in the spacecraft:A 300x600 mm projectile is definitely going to destroy any modern spacecraft, but it’s not necessarily that powerful assuming it is launched at realistic (far below the speed of light) speeds. In comparison, modern tank guns have a caliber of 120 mm. World War 2 battleships main guns typically have a caliber of 350–400 mm (14 to 16 inches). Modern anti-aircraft guns have a caliber between 20–30 mm typically.As for how powerful it is in your setting, you know it better than anyone else. In settings like Halo or Star Wars, this kind of projectile might be laughable. But in a realistic, hard-sci-fi setting though, like The Expanse, chances are a 300 mm projectile is way overkill.",0 followers,John Hinsley,516,3.5K,769K,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
2,"Depends on a lot of factors.Okay, so let’s talk mass and benchmarks. Right out of the gate, 300mm diameter and 600mm length isTheOne foot diameter and two feet long is demonstrably large enough to fit a kiloton fission warhead like the W54. It’s also large enouDepends on a lot of factors.Okay, so let’s talk mass and benchmarks. Right out of the gate, 300mm diameter and 600mm length isTheOne foot diameter and two feet long is demonstrably large enough to fit a kiloton fission warhead like the W54. It’s also large enough to fit a 100 kiloton thermonuclear warhead like the W91.So based on the size, it could be launching a ballistic nuclear warhead, perhaps even with a small terminal guidance package. It could also easily be a purely","3,242 followers",Lim Kagen,1.3K,2.1K,31M,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
3,"it says nothing about the weapon itself (aside from the size of the magazine to shoot those things)a bullet kills by Kinetic Energy (how fast is it moving, how massive it is, the equation is E=1/2mass*speed^2, higher E=better gun)good bullets would be something like a tungsten or uranium rod of given measures, moving at say 50 kilometers a second (for those city block wiping needs), and for space warfare, your gun should launch bullets at 100 km/sec to be able to shoot at something in a decent range (distances in space are huge, so much that your best defense from projectiles is moving your shit says nothing about the weapon itself (aside from the size of the magazine to shoot those things)a bullet kills by Kinetic Energy (how fast is it moving, how massive it is, the equation is E=1/2mass*speed^2, higher E=better gun)good bullets would be something like a tungsten or uranium rod of given measures, moving at say 50 kilometers a second (for those city block wiping needs), and for space warfare, your gun should launch bullets at 100 km/sec to be able to shoot at something in a decent range (distances in space are huge, so much that your best defense from projectiles is moving your ship at random)then there are other pain delivery mechanisms (does the shells go boom?/ contain something nasty?),you could shoot an aluminium shell filled with nanorobots programmed to chew the enemy ship apart, one hit, wait a couple hours and forget of your enemy, or fill it with antimatter (star trek photon torpedoes) and watch the beautifull boom…",UNKNOWN,Renan,962,150,222.2K,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
4,"Elon Musk’s argument:However, the argument seems to lack an understanding ofA quick example:1. What is the probability that a fair coin toss results in heads?2. If you are told a red team is playing a blue team at soccer this afternoon, and you are asked to predict the result - what is theElon Musk’s argument:However, the argument seems to lack an understanding ofA quick example:1. What is the probability that a fair coin toss results in heads?2. If you are told a red team is playing a blue team at soccer this afternoon, and you are asked to predict the result - what is the probability that the blue team will win?3. If you are now told that the “blue team” is the French national soccer team, and the “red team” is made up of local school children, what is the probability that the blue team will win?….What’s going on here? Whilst in examples 1. and 2. both probabilities are 50% at face-value, they are actually quite different.As you can see above, whilst both probabilities are stated as 50%, the meta-probabilities are shown by the curves. The curves reveal that the coin toss result is known to be a 50% chance fairly accurately, but the soccer game result is known to be 50% with a large amount of uncertainty.In example 3. we acquire more information about the teams playing, and this allows us to make a better prediction of the result. In other words:So whilst I agree that: “I’m not pretending to know whether we live in base reality or in a simulation. But I can say that the",82 followers,Jonathan Armstrong,9.2K,0,0,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
5,"We could be, but the odds are against it. Somebody does have to be first, and maybe it's us, but with billions of galaxies out there and billions of stars in each one, the chances are that another species has done it too. However, it's possible that they did it for a while and then gave it up. We might do that, just abandon human spaceflight because it's unprofitable in the long run.","21,731 followers",Glyn Williams,12.4K,9.1K,52.9M,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
6,Can you see what sort of ant is sitting on the leaf of a tree on the horizon?,102 followers,Vishal Detroja,11.1K,0,0,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
7,"Computer simulations for games often use optimisations.If the player is watching stuff, it is modelled realistically. But if no one is looking, a cheap approximate solution is used instead.  This trick saves a lot of CPU cycles.To discover if we are in a game, we need to look for an optimisation fingerprint. We need evidence that stuff behaves differently when no one is watching.In our universe, the double-slit experiment shows that light looks like a wave when no one is observing closely - but starts looking like particles when we take a closer look!It's obvious that modelling every bit ofComputer simulations for games often use optimisations.If the player is watching stuff, it is modelled realistically. But if no one is looking, a cheap approximate solution is used instead.  This trick saves a lot of CPU cycles.To discover if we are in a game, we need to look for an optimisation fingerprint. We need evidence that stuff behaves differently when no one is watching.In our universe, the double-slit experiment shows that light looks like a wave when no one is observing closely - but starts looking like particles when we take a closer look!It's obvious that modelling every bit of light as a particle is way expensive. So the universe switches to a more optimal wave representation to save cycles.Clearly then, we","135,215 followers",Hector Quintanilla,11.6K,1.2K,88.2M,https://www.quora.com/In-my-sci-fi-war-novel-my-space-battleships-use-a-gun-that-fires-a-projectile-600-mm-long-by-300-mm-in-diameter-Would-this-be-a-fairly-powerful-gun
8,"I can never decide which takes more hubris on our part — to think we may be the only living creatures in the entire universe, or to think we’d have a fucking clue how to evenHell, we’re still finding “new” life on our own planet all the time, after inhabiting it for 200,000 years![Images from internet]I can never decide which takes more hubris on our part — to think we may be the only living creatures in the entire universe, or to think we’d have a fucking clue how to evenHell, we’re still finding “new” life on our own planet all the time, after inhabiting it for 200,000 years![Images from internet]",1 follower,Kirk Scott,1.3K,13.3K,67.4M,https://www.quora.com/Have-any-scientists-been-successful-in-simulating-a-universe-with-intelligent-life
9,"I don’t know. And neither does anyone else.Lots of people think that life, even intelligent life, is “statistically” nearly inevitable. But there’s little or no basis for the “statistics” behind that - it’s mostly just wishful thinking.I wouldn’t be surprised if Earth had the only life (intelligent or not) in the entire universe. I also wouldn’t be surprised if life existed in most solar systems, and a good fraction of those contained intelligent life. With ZERO data to go on, it’s impossible to have any well-grounded expectations at all - so I have no expectations one way or the other.The simI don’t know. And neither does anyone else.Lots of people think that life, even intelligent life, is “statistically” nearly inevitable. But there’s little or no basis for the “statistics” behind that - it’s mostly just wishful thinking.I wouldn’t be surprised if Earth had the only life (intelligent or not) in the entire universe. I also wouldn’t be surprised if life existed in most solar systems, and a good fraction of those contained intelligent life. With ZERO data to go on, it’s impossible to have any well-grounded expectations at all - so I have no expectations one way or the other.The simple truth is,",1 follower,James Short,2.4K,598,7.6M,https://www.quora.com/Have-any-scientists-been-successful-in-simulating-a-universe-with-intelligent-life
10,"Leonardo of Pisa better known as Leonardo Fibonacci lived roughly from 1170–1240 and is considered to be ""the most talented Western mathematician of the Middle Ages.On journeys to Africa, Byzantium and Syria he came into contact with Arabic mathematics which in the Christian occident was largery unknown.In his book “Liber Abaci”which was published in 1202, he combined this knowledge with his own reflections, the book remanied unexcelled in the history of occidental mathematics and contributed among other things; Europe adopting the Arabic system of numbers.“Liber Abaci” contains a thought expeLeonardo of Pisa better known as Leonardo Fibonacci lived roughly from 1170–1240 and is considered to be ""the most talented Western mathematician of the Middle Ages.On journeys to Africa, Byzantium and Syria he came into contact with Arabic mathematics which in the Christian occident was largery unknown.In his book “Liber Abaci”which was published in 1202, he combined this knowledge with his own reflections, the book remanied unexcelled in the history of occidental mathematics and contributed among other things; Europe adopting the Arabic system of numbers.“Liber Abaci” contains a thought experiment which Fibonnaci himself probably regarded as pure curiosity and did not pursue further but which later was to become famous as the “Fibonnaci sequence”.Fibonnaci asked himself:To do this he assumed that none of the rabbits would die in the course of that year and that each pair of rabbits would produce exactly one more pair of both sexes per month which in turn would be fertile from the second month after birth.In his book “Liber Abaci” he writes:""Because the above-mentioned pair gives birth in the first month you can double it, so that there are two pairs after one month.""So at the end of the first month – and it is here that Fibonacci begins counting – there exist two pairs of rabbits.At the end of the second month the original pair has given birth to another pair, and the other pair became fertile. Now there are three pairs.Of these three pairs two in the third month are now fertile and one is not yet fertile, thus at the end of the next month two more pairs of rabbits are added, so now there exist altogether five pairs.Of these five pairs, three in turn become pregnant, so that in the fourth month there are eight pairs.To find out how many pairs of rabbits there are, Fibonacci observed, all you have to do is in each case to add up the sum of the pairs of rabbits of the two previous months.To begin with there is one pair of rabbits. After one month there are two pairs, after two months there is one plus two, or three pairs, after three months two plus three, or five, after four months three plus five, or eight and so on – until after eleven months 233 pairs of rabbits have resulted from the first pair.And Fibonacci writes:""When finally the 144 pairs are added to those born in the last month, in the end there are 377 pairs. And the above-mentioned pair have finally produced that many pairs at the end of one year.""Although Fibonacci's thought-experiment is based, of course, on unrealistic assumptions, it does describe the essential features of growth processes.While for Fibonacci his problem was thus solved, it was later discovered that the Fibonacci sequence also occurs in nature and in art – be it in the position of leaves of plants, in the spiral form of molluscs, in the structure of clouds in an area of low pressure and in paintings, the architecture of buildings and in music.It is also possible to approach the Fibonacci numbers geometrically.Let us assume a square whose sides measure 1. Beside it we construct a second square of the same size. We attach another square to it, which has the length 2. To this is added a square with the length of the side 3, one with a length of the side 5, one with the length of the side 8.It is not difficult to recognise the numbers of the Fibonacci sequence.Now we draw a quadrant in each square.The resultant a spiral called “The Fibonnaci spiral”.It can be clearly seen in the shell of the nautilus.in the leaf arrangement in plants,the pattern of the florets of a flower, the bracts of a pinecone,the scales of a pineapplein your finger bonein the galaxiesin your fingerprintto your hair whorlSo back to your question: Is the Universe intelligently designed?I say it is.Francis Bacon, the famous philosopher said that “Fibonacci and the sunflowerAll this is called “The fingerprint of God” and we are the detectives at the crime scene.God left proof in various forms that he exists.Who says my God has to fit some atheists criteria to exist?",18 followers,Asim Qureshi,31.5K,996,155.4M,https://www.quora.com/Have-any-scientists-been-successful-in-simulating-a-universe-with-intelligent-life
11,"How certain are you that there is intelligent life in the universe?The way you said it 100% because we are in the universe and we are intelligent.The way you meant it close to 100% because there are trillions and trillions of planets and while Earth is special, it’s not so special that we could reasonably assume that intelligent life developed only once.",0 followers,Gianni Giovanna,686,4.6K,61.5M,https://www.quora.com/Have-any-scientists-been-successful-in-simulating-a-universe-with-intelligent-life
