,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,Some science fiction technologies I see becoming a reality in this century.Space Exploration -MedicalRobotic and computing:Some science fiction technologies I see becoming a reality in this century.Space Exploration -MedicalRobotic and computing:,0 followers,Syed Asghar,1K,137,1.3M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
1,"I believe that the “Bussard Ramjet” is technologically feasible. That’s the idea that a spaceship could maintain acelleration constantly by “scooping up” combustible interstellar hydrogen using a huge scoop… A force-field.The idea was that the ship could acellerate continuously towards it’s goal without requiring on-board fuel, then turn around at the halfway point (and reverse the force field) to decelerate/brake for the second half of the journey so as not to overshoot.Very high fractions of lightspeed could conceivably be attained by constant 1-G acelleration.",0 followers,Tamara M,2.1K,101,14.1M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
2,"I’ll narrow down my answer to one specific SF source, Robert Forward’s novel ROCHEWORLD. His design for a laserbeam-propelled spaceship seems quite plausible to me. The beauty of it is that the ‘fuel’ used to propel the interstellar ship is laser light, beamed at a solar sail from a station in a kind of halo orbit above Mercury, where the down-pull of Mercury’s gravity is offset by the out-push of solar radiation on huge panels designed to soak up energy which is then beamed to a receiver station in the outer solar system (at the orbital distance of Saturn or Uranus, if I recall correctly) — aI’ll narrow down my answer to one specific SF source, Robert Forward’s novel ROCHEWORLD. His design for a laserbeam-propelled spaceship seems quite plausible to me. The beauty of it is that the ‘fuel’ used to propel the interstellar ship is laser light, beamed at a solar sail from a station in a kind of halo orbit above Mercury, where the down-pull of Mercury’s gravity is offset by the out-push of solar radiation on huge panels designed to soak up energy which is then beamed to a receiver station in the outer solar system (at the orbital distance of Saturn or Uranus, if I recall correctly) — a Fresnel lens that recollimates the slightly spread-out laser beam so as to aim it at the solar sail surrounding the spaceship. The sail is designed to receive the beam, which can accelerate away from the Sun as well as decelerate upon nearing its target star system.Mr. Forward provided terrific design plans for his fictional starship. I wholly recommend the ROCHEWORLD series. Its hard-SF background made it all-the-more enjoyable.",4 followers,Dan Bradbury,4.2K,21.7K,235.2M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
3,And some that haven't:,"19,547 followers",Ariel Williams,2.8K,2.8K,23.6M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
4,"I think if it were ever to happen, we will see it in China. American cities, if planned at all, are constantly growing, shrinking, and warping according to population shifts. We are dealing with cities that were first created by need and due to their access to water travel/transport or source areas that no longer produce (mining). The infrastructure is patched together new and old, and the American car-based lifestyle shuns easier, more economical mass transit such as light rail. The major metro area in which I live already fills the county, spills over into 2 neighboring states, has a two-yeaI think if it were ever to happen, we will see it in China. American cities, if planned at all, are constantly growing, shrinking, and warping according to population shifts. We are dealing with cities that were first created by need and due to their access to water travel/transport or source areas that no longer produce (mining). The infrastructure is patched together new and old, and the American car-based lifestyle shuns easier, more economical mass transit such as light rail. The major metro area in which I live already fills the county, spills over into 2 neighboring states, has a two-year major highway project that is still unfinished after 5+ years, and enthusiastically resists any sane improvement project because it doesn’t feelNow, the US Lamestream media and other politi-posers love to, every once in a while, point out what they call the ‘Ghost Cities’ of China: cities built that have a zero or minimal population. These are, in fact, cities built by a very forward-thinking government: whine about the communism all you like, theyI digress. To somewhat answer your question: If we do ever see",0 followers,Wayne Boyd,938,5.1K,13.6M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
5,"If I told you a teenage girl invented science fiction, would you believe me?18-year old Mary Shelley awoke from a terrifying nightmare and soon after, began writing Frankenstein which is viewed as theThat’s right! A teenage girl had a bizarre zombie dream and now we’ve got SOK I know I’m being over dramatic but seriously, Mary Shelley’sIf I told you a teenage girl invented science fiction, would you believe me?18-year old Mary Shelley awoke from a terrifying nightmare and soon after, began writing Frankenstein which is viewed as theThat’s right! A teenage girl had a bizarre zombie dream and now we’ve got SOK I know I’m being over dramatic but seriously, Mary Shelley’sIt’s important to note that science fiction did not start to become a popular genre until the 20th century and the word, “science” didn’t even exist in Mary Shelley’s time. Her inspiration forAt just 16, Mary ran away with the rebel poet Shelley. Shockingly, they lived together out of wedlock and she was ostracized by society.In Switzerland, she was a guest of Lord Byron’s and on one gloomy, rainy day, Lord Byron proposed a challenge to his bored guests: everyone would write a ghost story and they would all decide the winner.While the men quickly lost interest in the project, Mary created Frankenstein, a work that would change the face of English literature.I know there is going to be a bit of backlash on this answer so here’s a quote by Isaac Asimov, a prolific writer who popularized the science fiction genre.“Mary Shelley was the first to make use of a new finding of science which she advanced further to a logical extreme, and it is that which makes",0 followers,Ashok Bishnoi,12.8K,314,7.6M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
6,"I’m tired of seeing the thief that dances through the laser grid protecting an item. They started with thieves using hair spray or something to make stationary laser beams visible so they could avoid them. Then people started using special goggles or visors to see the beams. Then the beams became visible and started moving. Now thieves had to start dancing through the beams to get to the other side of the room or grab an object. At this point the lasers look like laser pointer beams scatter in dusty rooms or fog.On a side note, now, beams are starting to be visible in daylight. A room full ofI’m tired of seeing the thief that dances through the laser grid protecting an item. They started with thieves using hair spray or something to make stationary laser beams visible so they could avoid them. Then people started using special goggles or visors to see the beams. Then the beams became visible and started moving. Now thieves had to start dancing through the beams to get to the other side of the room or grab an object. At this point the lasers look like laser pointer beams scatter in dusty rooms or fog.On a side note, now, beams are starting to be visible in daylight. A room full of moving laser beams that coalesce in daylight will be blinding. Literally blinding. And the thieves never have laser safe eyewear. Not that it matters, but it’s also frustrating that the beams are visible and moving. There would need to be a receptor on the other end of the beam for it to consistently register that the beam was broken.",UNKNOWN,M. Machado,19.8K,0,0,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
7,"The useless guards clicheEither the protagonist or villain is able to take down a guard or small army within seconds through sheer melee power. Apparently, the guards were the best of the best yet still got their asses handed to them. TV shows are guilty of this as well. What was the point of guards if they can’t even survive to protect the person of interest? They blatantly miss the attacker and leave so many openings.We all know why these guys suck.These guys failed to defeat Zuko and Iroh (understandable because Uncle Iroh is OP) as an attempt to protect Princess Azula. No doubt these guysThe useless guards clicheEither the protagonist or villain is able to take down a guard or small army within seconds through sheer melee power. Apparently, the guards were the best of the best yet still got their asses handed to them. TV shows are guilty of this as well. What was the point of guards if they can’t even survive to protect the person of interest? They blatantly miss the attacker and leave so many openings.We all know why these guys suck.These guys failed to defeat Zuko and Iroh (understandable because Uncle Iroh is OP) as an attempt to protect Princess Azula. No doubt these guys would fail miserably if they rush to save Fire Lord Ozai.Thor is basically a human at peak physical condition, even more so than Captain America, as a depowered god. Wipes out other other physical condition humans without a sweat. Sure he’s 1500 years old, so I guess he wasn’t the best example, but I couldn’t think of anyone else.Never mind, here’s a great example. I don’t recall this guy taking combat classes in his first movie before the super serum. After super serum, he’s taking down a battalion like he’s done it his whole life.Next door neighbor girl isn’t the most beautiful yet a kind person the male protagonist doesn’t like romantically at first, but they look like this:Or thisShy next door neighborhood girl is supposedly unattractive yet they cast a beautiful woman with incredible bone structure who can easily pass as a supermodel or celebrity. Bonus: she doesn’t even know that she’s beautiful or doesn’t put much effort in her appearance yet you can tell by her perfectly manicured hands or carefully tousled hairstyle that says otherwise. According to movies, she’s not “beautiful” or anyone’s top list simply because she keeps to herself.Take off your glasses and style your hair, and suddenly you’re the most attractive person ever clicheFrom dorky sweet and introverted journalistTo super hunk with massive muscles.From unpopular dorky girl with glassesTo beloved royal beauty with no glasses.Female assassin who was orphaned at a younger age, grew up on the streets, tormented or scorned.All of these women had bad handouts in life so they had to toughen up. Yet every “hardened” female killer you see in movies, tv shows or video games have the same sad backgrounds in different phrases as if you have to have a shitty life to become a trained killer. Movies don’t stray from this. Some people don’t have shitty lives yet still killed people in their lives just because they can.Tiny slender woman beat down a whole group of buff dudes effortlessly while looking like a model doing so.Let’s be honest, men can easily overpower women. Yet you see 110–120 pound actresses beat down 10+ guys who are physically fit without messing up their hair or hardly getting scratches. When I was sparring with guys, they were holding back to avoid severely injuring me because one full power punch or kick would end me.The useless military and police clicheAlmost every movie that show the military or police force make them look like total idiots with high tech and guns. While in real life (there are some idiots in the police and military ranks) when it comes to dangerous situations they generally aren’t panicking or clueless. Similar to my useless guards, they are shown to be overpowered easily. Also, they’re shown to be unnecessarily aggressive or clueless as if they can’t think for themselves or why should they listen to the protagonist as they’re in a bloody war zone.For example, when Captain America was ordering the police to protect civilians at a certain location, the leader automatically retorted why should he listen to him. Um hello? Aliens are invading and terrorizing civilians, civilians you should be protecting instead of just pandering around. Only after Cap beats up a bunch of aliens in front of him is when he finally orders his men to do what Cap ordered him to do so.Either movies vastly underestimate how powerful and effective military weapons and air strikes are or they purposefully depower them when it comes to the military combating aliens or zombies, rendering their weapons almost useless.While we don’t know how advanced aliens would be in real life, it shouldn’t be that easy to wipe out the whole military force on Earth. Who knows, maybe it is.If there’s one thing all governments don’t fail to do unanimously, they spend a lot of money, time and effort into weapons of mass destruction. With the modern age evolving, it’s only natural for weapons to evolve as well and the more technology advances, so will our weapons. Those same weapons should have no problems wiping out walking flesh bags (zombies) and the world shouldn’t become an zombie apocalypse due to the military constantly evolving and scanning for threats.The government is pretty good at keeping things contained and hushed. If there was a zombie outbreak from their lab, it was probably most likely neutralized already and we didn’t even know it. Movies portray the military as inadequate to keep things contained and being virtually powerless or too late to stop them despite their arsenal while we know in real life it would be the opposite.",339 followers,Alex Robinson,2K,825,21.4M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
8,"I've said this many times before, but one I'm absolutely sick of:Glasses automatically mean a character is: intelligent, or nerdy, awkward, and “plain” or unattractive. The glasses always have to be there just to emphasize one or the other; if they aren't actually a “nerd” per se, they have to put glasses on them to show that they are smart. Then there's all of these “makeover” movies where the giI've said this many times before, but one I'm absolutely sick of:Glasses automatically mean a character is: intelligent, or nerdy, awkward, and “plain” or unattractive. The glasses always have to be there just to emphasize one or the other; if they aren't actually a “nerd” per se, they have to put glasses on them to show that they are smart. Then there's all of these “makeover” movies where the girl is considered plain or ugly until she ditches the glasses and OMG now she is the most beautiful woman on the entire planet.I don't think I've ev...","3,505 followers",Rivki,16.1K,67,6.4M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
9,"It was a conspiricy of a backstab that double crossed the setup of the inside job while the Director of the Agency was a enemy agent. Are all these movies written by the same person?Oh. I almost forgot about the slovenly, drunken, smelly, divorced, behind on his child support payments, emotionally wounded hero whom I wouldn't allow to cut my grass who is the only one who can save the earth.","5,599 followers",Shruthi Sailesh,2.1K,1K,6.7M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
10,Superman stays out of Gotham:Protagnist centered morality:Superman stays out of Gotham:Protagnist centered morality:Authority equals asskicking :Girl whose entire life revolves around men:,0 followers,Sam Bellerose,5.9K,0,0,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
11,"Plot armor.For example, in the 2014 filmIn the infamous Tiger engagement scene Fury is the only one who makes it. The other tanks flanking Fury get rekt one by one.",753 followers,David Henderson,866,779,31.6M,https://www.quora.com/What-future-technology-is-seen-in-Sci-Fi-that-is-possible-in-the-near-future
12,"It’s the future, so everybody moves at an incredibly efficient pace, is cold and unemotional and robotic. Technology is sterile and gleaming. Just once I’d love to see a futuristic movie that was funny, messy, emotional, where people moved and spoke normally.","3,338 followers",Eduardo Marqués Collado,4.2K,940,11.3M,https://www.quora.com/What-are-clich%C3%A9s-and-tropes-in-movies-that-you-are-tired-of-seeing
13,What I call “predictable stupidity.”,38 followers,Bram Haenen,669,5.1K,5.5M,https://www.quora.com/What-are-clich%C3%A9s-and-tropes-in-movies-that-you-are-tired-of-seeing
14,"This is a real space helmet:And this is a 100% legit, guaranteed to be in every scifi movie ever produced or to be produced in the future helmet:The difference? Internal lighting. Because you absolutely need internal lighting in your helmet to… to…Well, to show your million dollar star face EVERY FUCKING TIME he/she is on screen.I pity the fool who tries to use a helmet with internal lighting in real life. Might as well use a blindfold.This is a real space helmet:And this is a 100% legit, guaranteed to be in every scifi movie ever produced or to be produced in the future helmet:The difference? Internal lighting. Because you absolutely need internal lighting in your helmet to… to…Well, to show your million dollar star face EVERY FUCKING TIME he/she is on screen.I pity the fool who tries to use a helmet with internal lighting in real life. Might as well use a blindfold.",88 followers,Rachel London,887,0,0,https://www.quora.com/What-are-clich%C3%A9s-and-tropes-in-movies-that-you-are-tired-of-seeing
