"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Matter","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","i","xv","The prelims comprise: <list style=""bulleted"" xml:id=""l1""> <listItem> Half‐Title Page </listItem> <listItem> Title Page </listItem> <listItem> Copyright Page </listItem> <listItem> Dedication Page </listItem> <listItem> Table of Contents </listItem> <listItem> Preface </listItem> <listItem> Acknowledgments </listItem> </list>","","9781119011569","10.1002/9781119011583.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067149.pdf&bkn=10066952&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Bibliography","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","360","361","","","9781119011569","10.1002/9781119011583.biblio","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067224.pdf&bkn=10066952&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Behavioral segmentation methodology","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","112","142","This chapter presents a detailed methodological approach for behavioral segmentation. It covers all the phases of the approach from selecting the segmentation population and dimensions up to identifying actionable segments, profiling, evaluating, and deploying them.","","9781119011569","10.1002/9781119011583.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067209.pdf&bkn=10066952&pdfType=chapter","","Business;Behavioral sciences;Statistics;Sociology;Image segmentation;Data mining;Data models","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Segmentation algorithms","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","192","213","This chapter presents some of the most useful clustering algorithms used for behavioral segmentation: K‐means/K‐medoids and the TwoStep cluster algorithm. It also focuses on principal components analysis (PCA) which is often used as a dimensionality reduction step before clustering. The algorithms are presented in plain language with the use of three very popular data mining tools: IBM SPSS Modeler, RapidMiner, and Data Mining for Excel.","","9781119011569","10.1002/9781119011583.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067177.pdf&bkn=10066952&pdfType=chapter","","Correlation;Principal component analysis;Telephone sets;Telephony;Eigenvalues and eigenfunctions;Data mining;Data models","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Classification modeling methodology","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","21","111","This chapter presents a concise and clear step‐by‐step guide on designing a classification modeling process. It deals with critical issues such as defining the modeling/analysis level, the target event and population, and the modeling time frames. It also presents an overview of the data management tasks typically required to prepare the data for modeling. Finally, it shows how the proposed methodology can be applied on real business problems to optimize acquisition, cross‐/deep‐/up‐selling, and retention campaigns.","","9781119011569","10.1002/9781119011583.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067229.pdf&bkn=10066952&pdfType=chapter","","Data mining;Business;Data models;Analytical models;Task analysis;Statistics;Sociology","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Value segmentation and cross‐selling in retail","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","267","331","This chapter presents data mining applications in the retail industry. It explains how to gain customer insight by deriving informative KPIs from transactional data. It presents the basics of Recency, Frequency, and Monetary (RFM) cell segmentation. Finally, it presents in detail a cross‐selling case study for a direct marketing campaign using IBM SPSS Modeler, Data Mining for Excel, and RapidMiner.","","9781119011569","10.1002/9781119011583.ch7","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067200.pdf&bkn=10066952&pdfType=chapter","","Codes;Behavioral sciences;Data models;Data mining;Customer relationship management;Switches;Recording","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Classification algorithms","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","143","191","This chapter presents three of the most accurate and powerful classification algorithms: decision trees, support vector machines, and Bayesian networks. Their basic concepts, the underlying theory, their options/parameters, and their pros and cons are explained in plain language for the business users. The algorithms are presented with the use of three very popular data mining tools: IBM SPSS Modeler, RapidMiner, and Data Mining for Excel.","","9781119011569","10.1002/9781119011583.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066862.pdf&bkn=10066952&pdfType=chapter","","Decision trees;Classification algorithms;Training;Prediction algorithms;Statistics;Sociology;Predictive models","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","362","371","","","9781119011569","10.1002/9781119011583.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066864.pdf&bkn=10066952&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"A voluntary churn propensity model for credit card holders","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","215","266","This chapter presents in detail a churn modeling case study in banking. The business objective of this example is the identification of credit card holders with increased churn likelihood. All the steps of the procedure for building a voluntary churn model are explained in detail: the definition of the business objective and of the mining approach, the data preparation tasks, and the process of model building, evaluation, and deployment. The case study is presented using IBM SPSS Modeler, Data Mining for Excel, and RapidMiner.","","9781119011569","10.1002/9781119011583.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067206.pdf&bkn=10066952&pdfType=chapter","","Data models;Statistics;Sociology;Credit cards;Analytical models;Predictive models;Data mining","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"An overview of data mining","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","1","20","This chapter presents a brief overview of the main concepts of data mining. It introduces the main marketing applications supported by data mining models. It explains the main types of data mining models and algorithms. It also introduces a process model, a methodological framework for designing and implementing successful data mining projects.","","9781119011569","10.1002/9781119011583.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067137.pdf&bkn=10066952&pdfType=chapter","","Data mining;Data models;Business;Customer relationship management;Analytical models;Behavioral sciences;Predictive models","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
