,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Because the general public can’t be bothered to learn a new system and the politicians don’t have the backbone to push the issue.Most everyone in a technical / scientific role uses metric routinely. Everyone has some familiarity with it. Soda comes in 1L and 2L bottles, medication is dosed in ML and MG, our cars show both MPH and km/h. Almost every package has both US and metric units.People don’t like change, and there’s no real will to force it.",1 follower,Gordon Strathdee,4K,783,12.2M,2018,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
1,"Mark, the world uses Celsius. Only Bahamas, Belize, the Cayman Islands, Palau and the United States use Fahrenheit. The only serious effort needed is for the US to convert. The world is not going to convert for you.Mark, the world uses Celsius. Only Bahamas, Belize, the Cayman Islands, Palau and the United States use Fahrenheit. The only serious effort needed is for the US to convert. The world is not going to convert for you.","33,159 followers",Susanna Viljanen,4.9K,10.7K,164.9M,2019,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
2,"The US is the most technologically advanced nation there ever was, so obviously not! I had the privilege of living there for 4 years in the 90s. It was a little like a sci-fi movie when someone gets transported to the future - I would just wander about gazing at the technological marvels that surrounded me. Just to pick out some of the highlights:1) Domestic life - I was once visiting a friend’s house and their mother happened to be loading clothes into the washing machine. She turned to me and said, “Do you have washing machines in Scotland?” Obviously, I was forced to admit, that no we didn’The US is the most technologically advanced nation there ever was, so obviously not! I had the privilege of living there for 4 years in the 90s. It was a little like a sci-fi movie when someone gets transported to the future - I would just wander about gazing at the technological marvels that surrounded me. Just to pick out some of the highlights:1) Domestic life - I was once visiting a friend’s house and their mother happened to be loading clothes into the washing machine. She turned to me and said, “Do you have washing machines in Scotland?” Obviously, I was forced to admit, that no we didn’t. Instead we just went down to the river and bashed our clothes off rocks to clean them.2) Transport - I spent two weeks in the lovely town of Columbia. Missouri. There I amazed the locals with my insistence on using a strange outmoded form of transport known as “walking”. Locals would slow down as they passed in their modern cars, pointing and laughing. To them, it must have been like watching a live action version of the Flintstones.3) Voting – would you believe it, but in the UK we still vote by drawing a little X next to the candidate we want to vote for. No sign of the advanced electronic voting they have over in the states. Indeed, we are so old fashioned that we haven’t even outsourced our voting to the Russians yet!4) Guns – It may be hard for an American to believe but almost nobody in the UK owns their own guns. This means that if we have to rise up and overthrow our own government (currently seems like a good plan) then we will be armed with nothing more than some particularly well sharpened sarcasm.Still, perhaps one day we can hope to be as advanced as the US. And there is some hope, as we now have our very own version of Donald Trump as PM!4K",UNKNOWN,Shaun,13.8K,1.2K,883.4K,2019,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
3,"We were supposed to have converted everything to the metric system back in the late 1970’s, as per Jimmy Carters’s initiative. This would have brought us in line with the rest of the world, eliminated the need for two sets of standardized tools, made U.S. students up to date with scientific measures, saved money and let us all adopt an easier system to work with. When Reagan took office he immediately put the kibosh on any notion of progress, and declared a return to imperial standards. He also had the solar panels Carter installed atop the oval office tossed out, and scuttled all of the fuelWe were supposed to have converted everything to the metric system back in the late 1970’s, as per Jimmy Carters’s initiative. This would have brought us in line with the rest of the world, eliminated the need for two sets of standardized tools, made U.S. students up to date with scientific measures, saved money and let us all adopt an easier system to work with. When Reagan took office he immediately put the kibosh on any notion of progress, and declared a return to imperial standards. He also had the solar panels Carter installed atop the oval office tossed out, and scuttled all of the fuel economy requirements that Carter imposed on Detroit, ushering in a return to gas guzzling , high polluting, wasteful American excess.",12 followers,John Cate,653,14.4K,186.2M,2018,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
4,"Because we are not Americans. For us, the SI units are normal.Because we are not Americans. For us, the SI units are normal.",251 followers,Smith Jacobson,5.9K,1.2K,2.6M,2021,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
5,I have seen Americans who claim US customary is simpler and easier to understand than metric. I found the following on-line that demonstrates how well many Americans understand their own system of measurements.Those pesky fractions!I have seen Americans who claim US customary is simpler and easier to understand than metric. I found the following on-line that demonstrates how well many Americans understand their own system of measurements.Those pesky fractions!,"43,426 followers",Misha Firer,5.1K,1.3K,133.8M,2020,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
6,"You should have a look to this map: Blue countries use metric. Red countries need to catch on to metric, not the other way around!You should have a look to this map: Blue countries use metric. Red countries need to catch on to metric, not the other way around!","68,796 followers",Kanthaswamy Balasubramaniam,898,17.3K,413.6M,2020,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
7,"From a technical point of view, designing better chat and ride-sharing software is indeed an improvement. But what China needs is not such a technology.The most concerned by Chinese government isAn unfortunate fact is that about 10 million full-time college students graduate every year in China, which is one-sixth of the French population. In other words, the Chinese government needs to help college graduates equivalent to the entire French population find jobs every six years. Don't forget that in addition to full-time university graduates, there are many people who have obtainedFrom a technical point of view, designing better chat and ride-sharing software is indeed an improvement. But what China needs is not such a technology.The most concerned by Chinese government isAn unfortunate fact is that about 10 million full-time college students graduate every year in China, which is one-sixth of the French population. In other words, the Chinese government needs to help college graduates equivalent to the entire French population find jobs every six years. Don't forget that in addition to full-time university graduates, there are many people who have obtained college diplomas through part-time studies.The Chinese government’s attitude is clear: companies need to create jobs to absorb so many highly educated graduates. It is precisely because of the difficulty of employment that China has no way to promote the mechanization of agriculture-this will mean that about 600 million laborers will be released from the land, equivalent to the entire population of the United States.The Chinese government needs technology companies to create jobs, and try to attract as many people as possible to find employment. But technology companies, what have they done?Jack Ma's company tried toTencent bought a large amount of copyright forMeituan has formed aBaidu is notorious forA large number of industries are controlled by these technology companies, which eliminate jobs and create public opinion, thereby consolidating their position or transferring the illegitimate wealth squeezed from the Chinese people to overseas. Technology companies destroying jobs rather than creating jobs, and the unemployment rate and debt of young people have reached the level that the country must pay attention to.So they are regulated. When Jack Ma was under supervision, even a professor I knew who believed in democracy and opposed the Chinese government was celebrated about it.China needs technology companies such as Apple and Microsoft, not the feudal lords who bought the courts and the police and relied on the 996 work system to squeeze labor.",UNKNOWN,Shou'en Li,585,1K,8.8M,2021,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
8,"Thanks for the a2a. I think only time will tell if President Xi is right or not. Most here know that I have a lot of respect for President Xi and his strong leadership. I’m not sure I know enough about technology to answer this question.If his premise is correct, that having the most advanced technology is what makes a nation great, then I would also ask what the definition of advanced technology is. Advanced technology could be medical breakthroughs, economical breakthroughs, and nearly anything in between.Aren’t group chats and ride sharing apps also technology? And don’t apps like these genThanks for the a2a. I think only time will tell if President Xi is right or not. Most here know that I have a lot of respect for President Xi and his strong leadership. I’m not sure I know enough about technology to answer this question.If his premise is correct, that having the most advanced technology is what makes a nation great, then I would also ask what the definition of advanced technology is. Advanced technology could be medical breakthroughs, economical breakthroughs, and nearly anything in between.Aren’t group chats and ride sharing apps also technology? And don’t apps like these generate Chinese income? I would say advanced technology is a good thing if proper ethical standards are in place. Technology is amoral but tech creators are not.So there should be regulations, and even US tech giants like Bill Gates agree the industry needs some regulation. But what should these regulations be and who should issue and enforce them is my concern…and likely China’s concern.Take an app for example. Let’s say a new company in China launches something that is greater than WeChat, Facebook, PayPal, and Alipay combined. It blows up over night and makes tons of money in China. The company wants to branch out internationally. The company stores chat conversations and banking information for users in its servers.Now, say they export this app to the international community and people in the US use it. It becomes wildly popular in the US. Let’s say Chinese government officials have social media accounts on the app. We know from Eric Snowden’s leaks that the US spies on communication in the international community. So say the NSA starts monitoring Chinese officials through their social media? No clear regulations in place so it’s a free for all.But let’s say China places regulations on the tech industry so that it’s harder for foreign governments to gain Chinese information. What are those regulations? How far should they go? I don’t know, but balancing privacy and allowing the tech industry to grow and expand is a concern.How big is too big for a company to become? How much information is too much information? How much financial risk is okay and when should we say that’s enough? Will regulations cause the tech industry to stagnate? I don’t know, but these and other questions should be considered. Is Xi right this time? I can’t say.","36,844 followers",Sylvain Saurel,1.4K,6.2K,265.9M,2021,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
9,"Yes he is and China is looking like the only one in recent decades to actually help humanity get out of the cradle.Its kind of obvious to any person (barring the purposely ignorant ones like the flat earthers, climate change deniers, etc) that humans are screwing up Earth.If we cannot go out into space we will probably kill ourselves in the within this century maybe postpone it to the next century as we band aid problems. We are fortunate that human actions and weapons were much less destructive prior to the atomic bomb or we would have been extinct long before.Just reading a bit of history shYes he is and China is looking like the only one in recent decades to actually help humanity get out of the cradle.Its kind of obvious to any person (barring the purposely ignorant ones like the flat earthers, climate change deniers, etc) that humans are screwing up Earth.If we cannot go out into space we will probably kill ourselves in the within this century maybe postpone it to the next century as we band aid problems. We are fortunate that human actions and weapons were much less destructive prior to the atomic bomb or we would have been extinct long before.Just reading a bit of history shows how close humanity came to destroying themselves within the cold war decades with numerous accidents almost lighting the match and seeing how the current generation of armchair “generals” and COD “soldiers” think nukes are great for wars, if its not climate change that wipes out humanity, it will be nuclear war prodded by the morons among us.Of the countries that are doing space, the ones doing actively pushing space technology now are the Chinese. They also have practical and sustained investment goals such aswhile others are boasting of putting men on mars.I trust the ones who try walking baby steps for a start a lot more than the ones who instead try running as a newbornRide sharing, chat apps and such are “nice comforts” but it does nothing for humanity as a whole.Focusing on comfort techs will only lead to something i saw recently, a novel called 黄金原野 by 刘慈欣 where people are so comfortable that the masses lose the desire to go out into space, leaving humanity’s eggs all in one basket and vulnerable to extinction.Once humanity has the ability to settle on other planets, we will be so much less likely to all die from the choices of select morons, after which said morons can just do as they want including nuking each other and finding out why nukes were considered MAD during the cold war.",469 followers,Daniel Cohort,11.9K,377,1.2M,2021,https://www.quora.com/Why-does-an-advanced-technological-country-such-as-the-US-still-use-antiquated-units-of-measurement-like-Farenheit-feet-yards-gallons-pints-and-so-on
