,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,Oh! I think we are living in the most advanced technology you can imagine. The technology was kind of invented by people who are life but I feel with the corporations from the spirit world.Airplane travel used to be the luxury of the few become a common man's transportation. I was born in 1955. My father bought a car ford prefect EN 5344 in 1958. We were the very few car owners in those days in a small town called Jaffna. The car gave us incredible ability to move and visit with such ease. We did not have telephone in our house. My parents never had one at home.e until they parked away arroundOh! I think we are living in the most advanced technology you can imagine. The technology was kind of invented by people who are life but I feel with the corporations from the spirit world.Airplane travel used to be the luxury of the few become a common man's transportation. I was born in 1955. My father bought a car ford prefect EN 5344 in 1958. We were the very few car owners in those days in a small town called Jaffna. The car gave us incredible ability to move and visit with such ease. We did not have telephone in our house. My parents never had one at home.e until they parked away arround 2000.We had very very few photographs of us. Hardly any of our parents and grand parents. We do not know how our great grand parents looked like. Bicycle was a luxury for us students. Going to movie and having an ice cream was a treat.For me now at the age of 66 typing this answer in the phone is an incredible privilege. Having a chance to drive and own a Lexus car is a great blessing. Live a life with out thinking pay check to pay check is grace. Having a family away from home and still be cannot to them is incredibly enriching.When some people need money to come up in life when I could help from my experience is great reward for me.I had the privilege in the lock down time to join morning meditation of Dr. Yong in you tube is owsome. Listen to the only Begotten daughter of God over the internet is so wonderful.,"115,111 followers",Daveed Phoenix,3.1K,9.9K,160.5M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
1,"futurists are naturally mostly wrong. However, Obama just admitted UFOs are real the other day. And they are. As in ET ships visiting earth and now seem to be engaged in waking us up. That has far reaching implications. It will not be mediocre :)Cinema in the last 2 decades has been supernatural to prepare us. That’s a hint.",18 followers,Asim Qureshi,12.7K,996,156M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
2,"It is largely a matter of perspective.If you were to take a man of the 1880’s and expose him to today’s “mundane” technology (laptops, space travel, nuclear-powered ocean-going vehicles, etc.) he would be completely overwhelmed.I’m not sure what his choice of words would be in describing his experience, but “mediocre” would probably not be among them.Similarly, I feel confident that were we to visIt is largely a matter of perspective.If you were to take a man of the 1880’s and expose him to today’s “mundane” technology (laptops, space travel, nuclear-powered ocean-going vehicles, etc.) he would be completely overwhelmed.I’m not sure what his choice of words would be in describing his experience, but “mediocre” would probably not be among them.Similarly, I feel confident that were we to visit the future several centuries from now, we’d be similarly at a ...","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
3,"if it depends on humans, especially the ones who want to govern everything now, then the future will only be worse. in that case you will either keep working a random job that mashines can already do for many years, you die/have to fight, or you will have a neural link brain implant and (almost or fully) live in a computer simulation.out of experience I can speak clearly about this, for example a current trend is to get rid of people wif it depends on humans, especially the ones who want to govern everything now, then the future will only be worse. in that case you will either keep working a random job that mashines can already do for many years, you die/have to fight, or you will have a neural link brain implant and (almost or fully) live in a computer simulation.out of experience I can speak clearly about this, for example a current trend is to get rid of people who ask themselves questions and/or who have medical high intelligence. all these people who theoretically are super smart can now not even perfrom mediocre in schools because those, and the areas they are in are adapted to do the exact opposite from helping them. these are however the people that would cause large changes, if you don’t have them free to do what they want to experiment with and respected. than those things will almost never reach the public or many years later something based on it which is often less than the original.also looking to what the people on modern schools learn is really sorrowsome for the future, because even in m odern universities you are in general not allowed to think and they want you to just perform the steps for a speciffic method all aimed towards the standards of a speciffic company despite it being outdated, and actually being wrong or inefficient.This is all with a reasonHoweverSince when we assume a ideal future where all those restrictions end and everyone is allowed to properly invent, experiment, progress, learn, find, etc. than eventually magic will become the new lifestyle. all the high tech from movies might likely be there to, and ofcource especially early on bio or gene modding will certainly be used a lot which causes a much more dynamic species.",449 followers,Avinash Sorab,536,77,1.5M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
4,"Technology is expanding at an exponential rate every day.The problem is that human nature hasn’t progressed in any noticeable way in keeping up.So now what we see is, essentially, humans being provided with more deadly technology and misusing it in more destructive ways.C’est la vie . . . .",0 followers,Hatice Aslan,570,164,11.7M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
5,"Maybe, maybe not. The problem is that to reverse engineer something, you need to first figure out how it’s fundamentally working, and if it’s so advanced that you have no idea what it does or how it does it, you can’t reverse engineer it.We could certainly find out what material it is made of, etc.Even more so if it’s just a component. If you were to, for example, take a 386 processor out of an old PC, and teleport it back to the late 1800’s into the lab of someone working on electrical and electronics, they wouldn’t even know how to make it “do” something. Even if you gave them the specificatMaybe, maybe not. The problem is that to reverse engineer something, you need to first figure out how it’s fundamentally working, and if it’s so advanced that you have no idea what it does or how it does it, you can’t reverse engineer it.We could certainly find out what material it is made of, etc.Even more so if it’s just a component. If you were to, for example, take a 386 processor out of an old PC, and teleport it back to the late 1800’s into the lab of someone working on electrical and electronics, they wouldn’t even know how to make it “do” something. Even if you gave them the specifications and schematics for a basic system - it would just be complete gibberish to them (they’d be able to read the English words, but not understand the functionality, because most of the ideas in that wasn’t even available at the time - never mind implemented in some hardware). There is too many technological steps for them to understand even the concept, never mind reverse engineer it.Similarly, if you were to send a piece of titanium back to the 1700s, they’d figure out “it’s a bit like iron, but much lighter and sparks different when you heat it up” - but they would have no way of actually making titanium metal, even tho’ it’s about 10th most common element in the crust of this planet. It’s quite a lot more complex than making steel, copper, tin, lead, silver, etc from “rocks”. For example, it requires completely inert gas to be melted, not just “no oxygen”, but also “no nitrogen”. And even separating air into components wasn’t really a well known subject in the 1700s. So there’s several “technology jumps” between “having titanium in metal form” and “being able to come up with the process of how to make it”.",13 followers,David Reyes,1.8K,2.9K,11.5M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
6,Yes it would,UNKNOWN,Devin O'Keefe,21.8K,0,0,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
7,"Possible? Hard to say. Imagine a even a 16th century genius coming across an iPhone. They would have no chance to reverse engineer such a device. A 20th century group (Einstein, Fermi) might have a chance, but it would be like the Manhattan Project - it would take years, even decades, to develop the tools needed to explore the device in detail, even though the idea of “field effects” and particle physics were at hand.Technology “not of human origin” would still (likely) have to obey the established principles of physics. But that still leaves enormous leeway in what might be encountered.It isPossible? Hard to say. Imagine a even a 16th century genius coming across an iPhone. They would have no chance to reverse engineer such a device. A 20th century group (Einstein, Fermi) might have a chance, but it would be like the Manhattan Project - it would take years, even decades, to develop the tools needed to explore the device in detail, even though the idea of “field effects” and particle physics were at hand.Technology “not of human origin” would still (likely) have to obey the established principles of physics. But that still leaves enormous leeway in what might be encountered.It is really not “human origin” (or not) that matters, as much as the degree of advanced science that was applied and represented in the device or technology that would be the obstacle. An alien, extraterrestrial race, not terribly more advanced than ourselves, would still likely understand and apply principles of electrical circuitry, and that applied heat boils water. We would share the same periodic table, etc.","47,948 followers",Jedidiah Benhur Margoschis Wisely,4.3K,168,18.3M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
8,"It really would depend. If it was too far advanced, probably not. Just take a transistor for example. Take that back to say 1900. I have no doubt that they could work out what it did. But they wouldn't have a clue how to test it's composition to see what elements it's composed of, let alone how to make one. Things aren't just invented in a vacuum. You'll find that they are a progression, an advancement from earlier forms.",78 followers,Rajan Singh,1.5K,360,25.2M,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
9,"It might be possible to reverse engineer the technology but if it requires some exotic item to get it to work that is not naturally available or does not exist on Earth, we might only be able to use the reverse engineered item for a short time before it is no longer functional when the exotic matter that powers the device runs out and we can no longer get the item to work.Just the manufacturing of the item components might very well make it impossible to recreate since it might rely on a series of subsystems that would all need to be back engineered just to create a working prototype.",366 followers,Brett Alder,1.1K,0,0,2021,https://www.quora.com/Many-futurists-predict-futures-filled-with-very-advanced-technological-feats-but-is-there-more-of-a-chance-it-will-probably-be-just-as-mediocre-as-nowadays
