,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,Live porn performed on the wicket and played on the big screens or streamed to those on the ground. BYO alcohol. Topless drink servers. Lucky seat where the winner chooses a sex worker to enjoy in the lunch break. A $10000 luck seat.Would that get me to go? Nah.,29 followers,Tushar Verma,1.7K,85,8.8M,2019,https://www.quora.com/Which-are-the-upcoming-new-technologies-that-will-make-a-game-of-cricket-more-interesting
1,"Confidence in comms is likely among the highest of the segments because it has so much influence on other areas and moves so fast, however that makes it very competitive and full of hype. Privacy and security are controversial. What is promising may then be what is either going to be in the markets soon or is getting research grants. Besides the usual sectors of industrial, government, scientific, and so on, there are also scales from personal to enterprise. Newer implementations somehow have to integrate with existing, e.g. how 5G affects satellites and areas such as weather prediction, or whConfidence in comms is likely among the highest of the segments because it has so much influence on other areas and moves so fast, however that makes it very competitive and full of hype. Privacy and security are controversial. What is promising may then be what is either going to be in the markets soon or is getting research grants. Besides the usual sectors of industrial, government, scientific, and so on, there are also scales from personal to enterprise. Newer implementations somehow have to integrate with existing, e.g. how 5G affects satellites and areas such as weather prediction, or what wireless networks mean to vehicles, things, and control systems. Drone swarms mix skills like some for mapping and others for actions. A human operator can lead an autonomous group. Devices are upgraded in the field like for phones. Esports is reportedly doing very well. Hearables get various types of real-time data from earbuds. Voice and video are everywhere. New findings in biological nerve configurations in body and brain are often cited as exemplary. Brain-machine interfaces are still on the horizon. Machine learning has been expanding radically, including in translation which reportedly eases trade.See:IEEE Communications Society",469 followers,Daniel Cohort,11.9K,377,1.2M,2019,https://www.quora.com/Which-are-the-upcoming-new-technologies-that-will-make-a-game-of-cricket-more-interesting
2,"Yes. Just take a look at these :China put a man into space in 2003.China sent a land rover to the moon in 2013.China launched a space lab in 2011.Chinese supercomputer has been ranked No.1 in the Top500 list beating America for 6 consecutive times up to now. China builds the fastest computer in the world.China has a strong nuclear program.China has the longest high-speed rail system in the world. The design and development of the system is indigenous to China.China is the world leader in quantum communication. The first quantum communication satellite in the world was launched by China in 2016Yes. Just take a look at these :China put a man into space in 2003.China sent a land rover to the moon in 2013.China launched a space lab in 2011.Chinese supercomputer has been ranked No.1 in the Top500 list beating America for 6 consecutive times up to now. China builds the fastest computer in the world.China has a strong nuclear program.China has the longest high-speed rail system in the world. The design and development of the system is indigenous to China.China is the world leader in quantum communication. The first quantum communication satellite in the world was launched by China in 2016/8.China has indigenous version of American C-17 heavy lifter.China is taking on Boeing and Air-bus.Sometimes Silicon valley copies China for their mobile internet ideas.China is also the world’s largest exporter of smart phones, including iPhones.Chinese Jiao Long reached deeper than 7000 meters below the sea.China built the longest bridge in the world (more than 164 kilometers)Lenovo is the world’s No.1 PC makerDJI is the world’s No.1 drone makerBaidu is testing the Chinese autonomous driving carAlibaba is the world’s largest E-commerce platformPLAN surpassed Russian navy in surface vessel quality and capabilities","1,594 followers",Michael Van In,632,1.5K,2.9M,2018,https://www.quora.com/What-are-some-of-the-most-promising-upcoming-developments-in-communication-technology
3,I foresee a need and possibility of intelligent databases and data warehouses that can automatically compress and expand as needed by using some type of artificial intelligence.,UNKNOWN,Curious,2.7K,104,609.4K,2019,https://www.quora.com/What-are-some-of-the-most-promising-upcoming-developments-in-communication-technology
4,"I worked at four startups in two years.They all failed.And they were in four different markets: pharmaceuticals, real estate, crowdfunding, and the music industry.So I founded my own company, an online publication.A year later, that failed, too.Then I became the VP of Marketing for a mobile app company that failed.I lost all my money.Had zero job prospects.So I moved into my Dad’s tiny apartment.Without space, we slept in the same room.I got a job as a copywriter that paid $12 an hour. It was awful.At the same time, I made a decision to read for five hours every day on average.This led to 170I worked at four startups in two years.They all failed.And they were in four different markets: pharmaceuticals, real estate, crowdfunding, and the music industry.So I founded my own company, an online publication.A year later, that failed, too.Then I became the VP of Marketing for a mobile app company that failed.I lost all my money.Had zero job prospects.So I moved into my Dad’s tiny apartment.Without space, we slept in the same room.I got a job as a copywriter that paid $12 an hour. It was awful.At the same time, I made a decision to read for five hours every day on average.This led to 170 books read over the next year about psychology, business, and marketing.A few months after my copywriting gig, I had saved enough money to take a risk.To work at a Facebook software company where I got paid half.In eight months, I led their marketing.Landed a few clients, then wrote a book about Facebook marketing.Took that credibility, became the head of growth for a venture-backed company in San Francisco.Then the head of growth for a 50-million-dollar VC firm.Next the growth evangelist for one of the fast-growing SaaS companies.Today, I’m the co-founder and CEO of a multi-million-dollar company.Entirely bootstrapped.The lesson -Adopt the habit of persistency.Persistent enough to where you’ll pursue what you want no matter where you live, how much money you make, or connections you have.If you want results, do what 99% of people won’t.","44,113 followers",Josh Fechter,11.3K,591,17.7M,2018,https://www.quora.com/Which-are-the-upcoming-new-technologies-that-will-make-a-game-of-cricket-more-interesting
5,"When you are eating, you can close your eyes and taste the sweet, sour, bitter, salty flavors on your tongue, chew the food very slowly, trying to tell the difference between the spicy potato chips and the spicy curry, the sweet cheese from the sweet oatmeal.Image viaYou're gonna love eating alone.Chips can be chewed with your front teeth, and the cracking can be rhythmic.Carefully distinguish the food’s temperature, dry and wet, soft and hard, and its blend of several flavors.Without realizing it, you never know how far the sensory sensitivity can affect theWhen you are eating, you can close your eyes and taste the sweet, sour, bitter, salty flavors on your tongue, chew the food very slowly, trying to tell the difference between the spicy potato chips and the spicy curry, the sweet cheese from the sweet oatmeal.Image viaYou're gonna love eating alone.Chips can be chewed with your front teeth, and the cracking can be rhythmic.Carefully distinguish the food’s temperature, dry and wet, soft and hard, and its blend of several flavors.Without realizing it, you never know how far the sensory sensitivity can affect the human brain.2. Exercise Ciliary MusclesWhen your eyes are tired, look away (at least 5 meters away) for a few seconds, then quickly look at the tip of your nose for a few more seconds. Repeat this for 3-5 minutes, then close your eyes for a rest. This exercise can fully stretch the lens, relieve eye fatigue and increase eye flexibility. You can do this three to four times a day.Image via3. Eliminate DrowsinessPress down hard on your knees or push your elbows against the arms of your chair. This can promote blood circulation and make people more sensitive.Image via4. Curb Your AppetiteEvery two weeks I go on a light fasting, eating only bananas, drinking honey, milk, and porridge, which makes my body feel very relaxed.Image via5. Focus On Your BreathingClose your eyes. Focus your breathing. Inhale and exhale silently in your mind. When you find yourself a little distracted, refocus on your breathing. This repetitive attention training turns on high-speed patterns in the prefrontal cortex, which stabilizes areas of the brain that deal with stress and impulsivity.6. Feel The PainOne of my college teachers once said to me,it is better to suffer a little pain every day than to suffer a great pain all at once.Image viaLike Yoga, it's a little painful at first, but slowly as the body is stretched and blood circulates well, one's state of being is also elevated.Previous studies have also shown those with a greater sense of self-worth may be more likely to withstand pain.",1 follower,Kirk Scott,4.2K,13.4K,68.1M,2021,https://www.quora.com/What-are-some-of-the-most-promising-upcoming-developments-in-communication-technology
6,Some of the healthiest habits I have areSome of the healthiest habits I have are,"1,541 followers",Jinxing Shao,7.2K,0,0,2019,https://www.quora.com/What-are-some-of-the-most-promising-upcoming-developments-in-communication-technology
7,Walking.,13 followers,Oliver Truong,15K,61,1.5M,2017,https://www.quora.com/What-are-some-of-the-most-promising-upcoming-developments-in-communication-technology
8,"1. It forces you to live around people who consciously kill sentient beings against their will, cause massive environmental destruction and damage their own health and give logically flawed reasons to try to justify it and do not change no matter how good of a reason you provide.1. It forces you to live around people who consciously kill sentient beings against their will, cause massive environmental destruction and damage their own health and give logically flawed reasons to try to justify it and do not change no matter how good of a reason you provide.",236 followers,Vidhan Matolia,965,217,519.1K,2019,https://www.quora.com/How-long-could-millennials-live-with-healthy-habits-and-upcoming-life-extension-technology
9,"Just 30% of recent college grads hope to live to 85-100 years of age contrasted with 43% of people born after WW2. Overall.Presently ages 23 to 38, twenty to thirty year olds experience the ill effects of higher paces of actual infirmities, like hypertension and elevated cholesterol, as well as social medical conditions like discouragement when contrasted and the age before them. On the off chance that the pattern proceeds, recent college grads could have more limited future than Generation X.Twenty to thirty year olds report more pressure and have higher paces of nervousness than past ages. EJust 30% of recent college grads hope to live to 85-100 years of age contrasted with 43% of people born after WW2. Overall.Presently ages 23 to 38, twenty to thirty year olds experience the ill effects of higher paces of actual infirmities, like hypertension and elevated cholesterol, as well as social medical conditions like discouragement when contrasted and the age before them. On the off chance that the pattern proceeds, recent college grads could have more limited future than Generation X.Twenty to thirty year olds report more pressure and have higher paces of nervousness than past ages. Expanded pressure can influence chemical equilibrium and different cycles in your body, and raise risk for diabetes, hypertension, significant burdensome problem, and more medical issue. For what reason are twenty to thirty year olds so worried?","284,846 followers",James Altucher,9.5K,878,91.7M,2018,https://www.quora.com/How-long-could-millennials-live-with-healthy-habits-and-upcoming-life-extension-technology
