,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"You could finally have force fields!A cloud of various elements with magnetically charged cores, could be extruded in space and held in place with gravity from the generators.A reverse polarity electromagnetic field would then repel the particles to the degree where they hovered over the hull. By varying the size of the magnetic cores of the particles, layers of varying particles could be created.A grid of generators embedded in the hull with computer controllers could vary and move the particle concentrations. Particle outer layers could be ablative, anti-thermal, prismatic reflective, reactiYou could finally have force fields!A cloud of various elements with magnetically charged cores, could be extruded in space and held in place with gravity from the generators.A reverse polarity electromagnetic field would then repel the particles to the degree where they hovered over the hull. By varying the size of the magnetic cores of the particles, layers of varying particles could be created.A grid of generators embedded in the hull with computer controllers could vary and move the particle concentrations. Particle outer layers could be ablative, anti-thermal, prismatic reflective, reactive etc. to degrade fire from lasers, missiles, etc.By dropping gravities attraction, the field could serve as reactive armor and cast out a cloud of particles. Releasing new particles near each grid would replenish it.",22 followers,Tim Hill,880,4.5K,2.6M,2017,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
1,"I will make no attempt to justify or discuss the science, just assume that, somehow, we would be able to carry our own gravity field with us everywhere, so we can move and live as if we were on Earth.And the wild result would be, Elon Musk’ speculative babble on Martian colonization would suddenly become minimally credible.The hardest hurdle to Martian colonization is the planet’s reduced gravity,I will make no attempt to justify or discuss the science, just assume that, somehow, we would be able to carry our own gravity field with us everywhere, so we can move and live as if we were on Earth.And the wild result would be, Elon Musk’ speculative babble on Martian colonization would suddenly become minimally credible.The hardest hurdle to Martian colonization is the planet’s reduced gravity, which implies any Martian colonist would become crippled in a short period of time, and babies would simply not be able...",0 followers,Tamara M,2.1K,101,14.1M,2021,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
2,"Can I put one upside down on a stick and use it like a balloon to lift my car?Can I reduce the volume of effect and get many G, so that I can build gravitic pinch fusion reactors?Can I use the above to make collapsed metal plating?Can I put it on 5 walls of a cube and balance so the inside of the cube is 0.01 G and thus 3D print without supports?Can I make a room sized version for old people with bone and joint issues to be able to move around with less pain?","21,768 followers",Glyn Williams,701,9.1K,53.2M,1997,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
3,"Assuming the gravitation was directional, it would allow architecture in which ramps “felt” easier to walk upward on. If it was strong enough and directional, it would allow architecture in which people walked on walls or possibly on ceilings. Buildings could be redesigned to allow a sort of M.C. Escherian living space. You would need warning signs and markings through, so pedestrians realized gravity was about to shift by 45 degree on the ramp or 90 degrees along a wall.You could also position these devices along a conveyor belt at a diagonal angle from the horizontal, so items placed on theAssuming the gravitation was directional, it would allow architecture in which ramps “felt” easier to walk upward on. If it was strong enough and directional, it would allow architecture in which people walked on walls or possibly on ceilings. Buildings could be redesigned to allow a sort of M.C. Escherian living space. You would need warning signs and markings through, so pedestrians realized gravity was about to shift by 45 degree on the ramp or 90 degrees along a wall.You could also position these devices along a conveyor belt at a diagonal angle from the horizontal, so items placed on the conveyor built would be pulled toward one direction and roll or slide that way—making it very easy to move crates and cargo.Assuming you could put the gravitational generator on one side at the base a windmill, and hang another one upside down extended from a ramp on the top of the other side of the windmill, you would have one side of the windmill constantly pulled down and the other side constantly pushed up, allowing the windmill to spin without wind. Presumably, the power to make this happen would have to be equal to or exceed the power the windmill would generate, however—or else you would be violating the laws of conservation of mass and energy by creating endless motion.If the gravity generator was placed at the base of a birthing chair at the hospital, you could double the G of the baby, making childbirth easier if the woman was in a squatting position,If you had a number of these devices strung out along a metal bar or rail in space, you could use the gravitation to pull a satellite or space ship along the length of the metal bar or rail at up to 1 G. (The longer the metal bar or rail, the bigger the ship you could accelerate to 1 G). At the end of the bar or rail, the ship would stop speeding up, but because it would then be in zero-G, it would continue moving at that speed. So, it could be used as a kinetic accelerator to launch ships outward from earth—though these ships would need some other means to brake at their destination.If the device were reversible, and you could create contra-gravity that made aircraft lighter, you could hook these to aircraft and create jets twice the size we have today or jets the same size that used much less fuel,Reversible versions would also be very useful as “safety nets” to protect people falling off bridges or the sides of buildings. The less they weigh when they hit the ground, the less damage they would take. If these could be installed in cars, pulses of gravity could be used in the case of a collision to alter the direction of impact and redirect the inertia of the crash to reshape the crumpling of the vehicle or to deflect large fragments from hitting passengers, if the device were hooked up to sensors and a computer to calculate where and when to emit the pulses of gravity.Localized artificial gravity augmentation could be used as a security measure. If intruders or criminals entered a place they shouldn’t be in, the guards could double the local gravity in that building. Now, they weigh twice as much, move more slowly, and are at great risk of breaking bones and spraining ankles if they stay in the area. Good luck running from the police when you weigh 400 pounds but only have the muscle mass to move 200…. Alternatively, it would be useful for prison cells. You simply redirect gravity to flow horizontally, and that would turn a long corridor into the equivalent of a deep pit, and your prisoners would then have trouble “climbing” out—If the device is not limited to 1 G, you could simply store more and more gravitational force, then release this gravity in a burst as a weapon. Gravitic landmines and rockets could crush the area around them with 10G or 12G of force, bringing down buildings and pulping troops like jelly.A gravity generator would also be a potential means of communication. Gravity waves move at lightspeed, but they aren’t blocked by nebula, dust, or static and EM the way radio waves can be. So, if you had a simple gravitometer in one part of a planet, you could aim your gravity generator at it through the earth or through Jupiter and rapidly pulse your gravity generator to send digital messages to the other side, rather than bouncing radio waves off satellites or transmitting through cables to work your data around the planet.If the devices were small enough to be worn as a belt or backpack, they would revolutionize weight training. You could simply set your local gravity to be 0.1% higher each day to gently give yourself more and more of a workout. If you spent most of the day moving around and lifting objects with +30% weight, that would end up being a really good muscle-building regimen.If the device were small enough and aimable, you could use it as a plumber’s tool. Simply point at a clog and double the gravity to help force the waste through the pipe, or point at a clog and reverse the gravity to “suck” the clog upward. Plumbing and irrigation pipe would get very interesting, indeed, if these devices existed. These would more or less replace pumps as we know them.Canals and rivers could also be easily redirected by gravity, resulting in “tamed” rivers that flow upstream to take boats and ferries to higher ground, akin to how Kevin Anderson imagined it in some of his",UNKNOWN,Robert Frost,3.9K,9.4K,195.6M,2021,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
4,"It would enable perpetual motion and hence free energy. Imagine a flywheel with a horizontal axle. Put your gravity generator under it at the 3 o'clock position. The right half of the wheel now weighs more than the left, so the wheel turns and generates power. And it keeps on turning, since the right side will continue to weigh more than the left.",415 followers,Siering Lodrö Pharchin,1.2K,474,1.4M,2020,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
5,"You could use it to provide inertial dampeners, tractor beams and most importantly, the reactionless drive, making manned interstellar travel feasible. It would massively reduce space launch costs if anywhere near reasonably priced, and if lower priced would revolutionize airlines. If it was even cheaper it would be used for bridges or even buildings, or even infinite power.","3,411 followers",Louis Vaught,4.8K,1.2K,13.5M,2021,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
6,"Gravity is most accurately defined as the curvature of space and time around objects, for all intents and purposes these have to be massive objects. So the ability to accomplish something like this would require the curvature of space space time to the degree of the earths mass.Space time curvature also takes into account the relative size of the object and its density. A device able to provide earths gravity would be have to translate about 5.97 x 10^24 into its immediate sphere of influence. A device the size of the ISS would be 100 times more dense than a black hole.Basically my point is aGravity is most accurately defined as the curvature of space and time around objects, for all intents and purposes these have to be massive objects. So the ability to accomplish something like this would require the curvature of space space time to the degree of the earths mass.Space time curvature also takes into account the relative size of the object and its density. A device able to provide earths gravity would be have to translate about 5.97 x 10^24 into its immediate sphere of influence. A device the size of the ISS would be 100 times more dense than a black hole.Basically my point is a device can’t just “create gravity”, we do already use superficial methods to simulate gravity using centripetal force and things of the nature",UNKNOWN,Viktor T. Toth,1K,8.6K,115.4M,2017,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
7,"Lots. It depends on what you mean by “insignificant” and “mundane”…For example, the 1st expedition to Crimea set to test Einstein’s general relativity theory (observation of curvature of light trajectory caused by gravity of the Sun) failed simply because the WWI outbreak. You might say that this wasn’t insignificant or mundane—but since war is, sadly, a pretty common thing on Earth, I think I could disagree… :-(BTW, Einstein was pretty lucky that the expedition has failed. His calculations were wrong at that time. Should it succeeded, his theory would have been falsified. Although he could liLots. It depends on what you mean by “insignificant” and “mundane”…For example, the 1st expedition to Crimea set to test Einstein’s general relativity theory (observation of curvature of light trajectory caused by gravity of the Sun) failed simply because the WWI outbreak. You might say that this wasn’t insignificant or mundane—but since war is, sadly, a pretty common thing on Earth, I think I could disagree… :-(BTW, Einstein was pretty lucky that the expedition has failed. His calculations were wrong at that time. Should it succeeded, his theory would have been falsified. Although he could likely have improved it later, with such a blow, who knows? Perhaps he’d have given up…","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2020,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
8,"The first ever photo ever taken of a black hole. This shows that we can be certain about the existence of black holes, and it’s also very rare to even find a black hole since not even light can escape it so it would be very hard to actually take a photo of it.","30,688 followers",Noam Kaiser,1.3K,3.5K,29.6M,2019,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
9,"The vast amount of aluminum silicate in the Earth’s crust has always been an inducement to find a practical use for aluminum.In the early days the process required to refine it to pure metal was horrendously expensive, resulting in jewelry that cost more than goldWere the price pegged to mass, this would be somewhat rational; gold is very much heavier than aluminum.There is a comparatively rare mineral (cryolite) found almost exclusively in Iceland (the only known deposit was depleted in the late 1980’s) which included Aluminum and Flourine in combiThe vast amount of aluminum silicate in the Earth’s crust has always been an inducement to find a practical use for aluminum.In the early days the process required to refine it to pure metal was horrendously expensive, resulting in jewelry that cost more than goldWere the price pegged to mass, this would be somewhat rational; gold is very much heavier than aluminum.There is a comparatively rare mineral (cryolite) found almost exclusively in Iceland (the only known deposit was depleted in the late 1980’s) which included Aluminum and Flourine in combination; until only a few years later it was literally the only economical means of making all the aluminum that provided the ore that made the aerospace industry possible.The “mundane” impediment to exploiting aluminum originally was defining the cryolite process.","68,793 followers",Kanthaswamy Balasubramaniam,898,17.3K,413.6M,2020,https://www.quora.com/Sci-fying-a-bit-If-a-gravity-generator-was-somehow-invented-think-about-something-able-to-provide-1g-to-astronauts-in-microgravity-what-other-consequences-and-capabilities-revolutionary-or-not-would-that-technology
