,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Honestly, looking back 30 years, could you have picked many of the technologies that did dominate?Cell phones went from being very rare and and expensive to being very common. Who would have predicted that the most expensive way of making a phone call would be so critical to the developing world? It would be like saying, there are few cars in Africa today (relative to the population) so people will instead choose to fly where they have to go including to work, etc.Personally, I think there are some interesting things on the horizon. Still, I think that we have not managed to deploy existing teHonestly, looking back 30 years, could you have picked many of the technologies that did dominate?Cell phones went from being very rare and and expensive to being very common. Who would have predicted that the most expensive way of making a phone call would be so critical to the developing world? It would be like saying, there are few cars in Africa today (relative to the population) so people will instead choose to fly where they have to go including to work, etc.Personally, I think there are some interesting things on the horizon. Still, I think that we have not managed to deploy existing technology well. I have yet to see a company deploy mobile technologies well. I would be happy if someone just turned a paper form into an app but often the end result is worse.I think that the “basics” will be back and with a vengeance. For example, food/basic farming. The production of meat will have to change. We do not have the ability to generate enough meat to feed the world. For plant based food, I think that we will see Vertical/container farming.We will see aquaculture take off but the best countries are pretty far behind. Aquaculture right now consists of fish farming but that is a negative output. We create fish meal which is mostly made of up meat turned into a pellet and feed that to fish that we eat. Each time you go up a level, you loose about 9/10 of the total energy. So if you take 100 calories of plants and feed that to an animal you end up consuming about 10 calories. Ideally what you want to do is to have an animal that is tasty and eats something that you can’t eat or does not compete as much with what you eat. Its better if its a complement. So, in the case of wheat, you have the plant, seed portion that we eat but the rest can be eaten by cattle (for example.) We can then eat the cattle. If we ate Tigers then this would be a pretty bad calculation, because we would need 1000 plant calories to feed a cow, to get 100 calories to feed a tiger to get 10 calories.The other thing to consider is that fish like Salmon etc do not start out with the vitamins that they contain. They consume them from their environment. We will likely see underwater farming at some point soon enough and this will supplement vertical/container farming. What is holding back this alternative agriculture are archaic rules. For example, people want it to be of a higher standard than normal conventional farming. I think that because it has a lower footprint/resources/pesticide consumption it should be good enough.I know we have felt that outer space etc will be the next frontier but we still do not have a reason to go there. Sending out an exploratory fleet is expensive. Four hundred years ago, a shipment of cinnamon could set you up for life, these days you could easily buy that much cinnamon for much less. Four hundred hears ago it would take a ship, a full crew and a few years. Today, the expenditure/effort is much less.I think that we have seen communication technology come close to peaking, we will see improvements but I do not think it will be as disruptive as the past 30 years. I think that we will see a movement towards a fractured internet, the West, China/Russia and perhaps some others. We have seen this to some extent.I think that we will also see a movement away from technical skills. Programming is turning into a game and that will have issues because, … I think that IOT will exist but it will have a lot of holes and we will have a WWI/WWII situation as a result. We do not know what our weakest links are in our connected world and we may need to break down and segregate things for safety.","5,084 followers",Bobby Tatro,3.9K,2.2K,45.6M,2018,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
1,Faster elevators capable of moving sideways.Faster elevators capable of moving sideways.,UNKNOWN,Bessie J. Austin,119.2K,0,0,2021,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
2,I can only list my interests:,18 followers,Asim Qureshi,17K,996,155.9M,2018,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
3,20 years from today...20 years from today...,"68,769 followers",Kanthaswamy Balasubramaniam,898,17.3K,413.3M,2021,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
4,"What’s coming could be the most beneficial development in history, or the scariest thing we’ve ever seen… The convergence of artificial intelligence with quantum computing in a marriage I’ll callA little background…Thousands of researchers in hundreds of well-funded private and government organizations across a dozen countries are working furiously to develop quantum computers — machines that use the weird properties of the sub-atomic world to create computers that are literally millions of times more powerful than the best hardware we have today. And that’s no exaWhat’s coming could be the most beneficial development in history, or the scariest thing we’ve ever seen… The convergence of artificial intelligence with quantum computing in a marriage I’ll callA little background…Thousands of researchers in hundreds of well-funded private and government organizations across a dozen countries are working furiously to develop quantum computers — machines that use the weird properties of the sub-atomic world to create computers that are literally millions of times more powerful than the best hardware we have today. And that’s no exaggeration, viable quantum computers will literally be millions of times more potent at certain vital tasks.Quantum computing is not ready yet — it’s still in its infancy — but very serious progress is being now made. It’s advancing fast.At the same time, thousands more researchers are already making dramatic progress in artificial intelligence using recent breakthroughs in machine learning technology. Already AI can drive cars, recognize faces and diagnose medical conditions with astonishingly prescience.Artificial intelligence is also only in its childhood, but advancing very rapidly.So here’s the question…What happens when we combine the most potent AI techniques with quantum computers… what can we expect when we combine advanced machine learning with computers that are millions of times more powerful than the best we have today?The fact is, no one knows, but for the first time in technological history there is a very real chance that some sort of intelligence will emerge.It may not be independently creative like a human — or even much like a human at all — but it will certainly be able to out-think and out-plan us, able to play the game of life far better than we can.The Up Side…QI machines could be fantastically beneficial in more ways than we can count. We could ask them to work on humanity’s hardest problems and they may be able to come up with solutions no human ever though of, or even be capable of imagining.Or maybe we give the the toughest problems in mathematics and physics to solve, and maybe they can make breakthroughs all by themselves, things we can quickly put to good use.Perhaps we can even ask them to invent ever more potent generations of themselves.The convergence of AI with QC could dwarf any other technology development in human history. The possibilities are endless and the benefits could be huge.There is a down side, but it’s not what you think…Any reasonable person reading this must also ask, what happens if it goes wrong? Do we even understand what we’re doing here? It’s only natural to ask, how screwed are we if one of these things goes all psycho on us?Could it become Skynet and nuke us all? Will we see terminators ravaging the landscape? Could this lead us to a ‘rise of the machines’, completely out of control and bent on killing us?The answer is a resounding NO.You see, their very brilliance is what also makes quantum computers pathetically easy to kill… a single bullet penetrating the quantum isolation chamber will stop a QI in it’s tracks, stone cold dead. Permanently.Rogue machines aren’t a risk, instead the problem is with rogue people and nations, as usual.Quantum Wars…It’s easy to guess that the military of advanced nations like the USA, Russia, China, South Korea, Japan and members of the EU will be early and enthusiastic adopters of QI, once the money they are already pouring into research bears fruit.So the real threat isn’t a single Skynet-like machine going berserk, the danger is we get into a sort of quantumThat is what AI might be like 30 years from now.","135,501 followers",Hector Quintanilla,582,1.2K,88.5M,2018,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
5,"Q: Will there be any serious advances in technology in 30 years?Oh yes. I think the next big thing will be room temperature superconductors, which will make your batteries last longer as the most trivial example and significantly reduce world power distribution expenses. Though I doubt you see a reduction in your utility bill.","246,825 followers",Dushka Zapata,2.9K,8.5K,232.3M,2019,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
6,"Something that hasn't been invented yet, and takes a form that is unforeseen by science-fiction writers.Many of the inventions that have burst onto the market and become nearly indispensable are ones that we weren't expecting.While touchscreens have been around for a while, nobody expected them to become this reliable and portable. The early versions of touchscreens were at least six inches thick, had a wide frame around the screen, and would start malfunctioning if anyone touched it with a damp finger. Yet one of the first uses for these were in restaurants.Fifty years ago we did not have celSomething that hasn't been invented yet, and takes a form that is unforeseen by science-fiction writers.Many of the inventions that have burst onto the market and become nearly indispensable are ones that we weren't expecting.While touchscreens have been around for a while, nobody expected them to become this reliable and portable. The early versions of touchscreens were at least six inches thick, had a wide frame around the screen, and would start malfunctioning if anyone touched it with a damp finger. Yet one of the first uses for these were in restaurants.Fifty years ago we did not have cellphones. Bag phones came onto the scene in the late eighties (larger than your laptop bag). It took almost 10 years to get them down to a easily-portable size and reliable enough to actually have an intelligible conversation without screaming.The idea that we could merge touch screen technology with cellphones... I don't know of anyone who was actually specualting about that until it happened.Sure,Currently, our rate of innovation is accelerating exponentially. If it continues, or even if shifts to a more geometric rate, what happens fifty years from now is completely outside our ability to imagine.My point is that predicting what will happen, technology-wise, in fifty years is useless. It will be a surprise, it will be a shock, and it will be implemented better than anyone would have expected.",17 followers,Fabius Fairchild,1.8K,0,0,2019,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
7,"The fact that you are asking what to learn to take your Excel skills to the next level tells me that you may not have much depth to the stuff you do know. If you had truly mastered formulas and VBA, you would already know what comes next in your particular field—whether that be Power BI, SPSS, R, Python or something completely different.One year of experience repeated 10 times does not give you the same edge as having 10 years of progressive increase in responsibilities. Similarly, the checklist approach to learning Excel does not at all mean that you have mastered either formulas or VBA. RathThe fact that you are asking what to learn to take your Excel skills to the next level tells me that you may not have much depth to the stuff you do know. If you had truly mastered formulas and VBA, you would already know what comes next in your particular field—whether that be Power BI, SPSS, R, Python or something completely different.One year of experience repeated 10 times does not give you the same edge as having 10 years of progressive increase in responsibilities. Similarly, the checklist approach to learning Excel does not at all mean that you have mastered either formulas or VBA. Rather than seeking to add yet another mediocre skill level, I suggest that you instead aspire to mastering formulas and VBA. Add another skill only if you need it for a project—and then start along the path of mastering it as well.I have a friend who likes to apply the concept of “infinite resistance” to his hobbies. He lifts weights, and each time he increases the amount he lifts, the number of repetitions he is capable of drops dramatically. Over many days of lifting, he can increase the number of reps until he reaches the mid twenties. At that point, he increases the weight, and the process begins anew.Let’s take a look at your level of expertise. How many functions do you feel comfortable building formulas with? Pick one of them. Could you dictate a formula using that function to a colleague to help him solve a problem? Do you know its strengths and weaknesses? Do you know how it behaves in an array formula as opposed to a regular formula? Do you know which error values it might return and why? Have you mastered its optional parameters? I’d be hard-pressed to say that you had mastered that particular function until you could give me good answers to those questions. And I would be reluctant to say that you had mastered formulas until you were comfortable with at least a hundred different functions at that level.VBA is the same. Sure, you can record a macro and edit it to do a simple formatting or data manipulation task. But do you know how and when to use class modules? API functions? Loan objects from VBScript (such as regular expressions or dictionary)? Are you comfortable building a powerful add-in for use by people with little Excel skill? Do you know how to tackle a project that will ultimately result in 50 pages of code? Do you do unit testing?The formula and VBA skills I mentioned aren’t something you can pick up after a few months of playing around. It takes years of intensive use before you become the person everybody goes to for Excel help where you work. And if you are that person, it will take even more years before you become the person answering the tough questions on Excel help forums. It isn’t that you can’t figure out the answers to the questions—it’s that other experts post great answers much faster. And if you do become one of the people who tackle a lot of forum questions, you will probably run into Excel MVPs with even higher skill levels. There will always be somebody better than you. Just like with weightlifting, each time you master skills at one level, infinite resistance means you find another level where you have just scratched the surface.",0 followers,Joseph Anthony,698,0,0,2020,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
8,"I always recommend Python. Not only is it a relatively easy language to learn, it also comes with extensive community support and too many powerful number crunching libraries to count.Using and processing spreadsheets is also well supported through packages like Openpyxl and Pandas.Using Python you can create powerful financial models that put Excel to shame, and have the ability to export the results to Excel for easy distribution.VBA does what it does, but once you get into Python, it opens up a whole new world of possibilities.",245 followers,Rajat Kumar,2.9K,71,1.8M,2018,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
9,"As is pretty common, I'm going to disagree with just about everyone else. I'm a statistician, programmer, and data analyst. I've used just about every satistics and Analysis package there is, and I've been frustrated with all of them. The combination of VBA and Excel handles Everything I Ever Need. I also program in many different languages, including assembly, see, Java, XML, HTML, Etc. I have never programmed in Python.if all you are going to do is analyze data and do number-crunching then stick with Excel and VBA unless you are dealing with more than 100000 data elements. In that case I wouAs is pretty common, I'm going to disagree with just about everyone else. I'm a statistician, programmer, and data analyst. I've used just about every satistics and Analysis package there is, and I've been frustrated with all of them. The combination of VBA and Excel handles Everything I Ever Need. I also program in many different languages, including assembly, see, Java, XML, HTML, Etc. I have never programmed in Python.if all you are going to do is analyze data and do number-crunching then stick with Excel and VBA unless you are dealing with more than 100000 data elements. In that case I would recommend Microsoft Access and VBA.If you are planning to do other types of work, and I recommend these languages:Systems programming: Assembly, cApplication programming: c++, VB.net, c#Web Development: cscript, vbscript, java, and a plethora of other languages depending on your needs.Government: You might want to learn the Ada programming language, although it's now pretty defunct. I never saw the benefits of ADA.","8,703 followers",Mario Galindo Queralt,529,637,8.8M,2018,https://www.quora.com/What-are-the-seven-technologies-that-will-dominate-the-next-30-years
