,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Because the US knows nothing but malice; crafting malicious, scandalous fabrication to defeat China.Now in the light of UK subscribing Hawaii the US is desperate resorting to unethical, immortal, illegal conduct",18 followers,Asim Qureshi,12.7K,996,156M,2020,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
1,"Actually, your impression is created by China marketing machinery. Huawei is not the most advanced in 5G networks. But with the help of China government, they are the cheapest supplier.Huawei leads only in the patent filings to ETSI, not in granted patents. Also, despite declared so, most of their “essential” filings are not actually essential.When the filings are looked in more deeply, Ericsson, Nokia, Samsung and Qualcomm are all ahead of Huawei in essential patents and technology. This is not surprising as they have been in the game much longer and many core technologies in 5G are based onActually, your impression is created by China marketing machinery. Huawei is not the most advanced in 5G networks. But with the help of China government, they are the cheapest supplier.Huawei leads only in the patent filings to ETSI, not in granted patents. Also, despite declared so, most of their “essential” filings are not actually essential.When the filings are looked in more deeply, Ericsson, Nokia, Samsung and Qualcomm are all ahead of Huawei in essential patents and technology. This is not surprising as they have been in the game much longer and many core technologies in 5G are based on inventions of earlier generations.An other thing is political and national security. I think US and many countries are concerned and wondering why China government is investing heavily in Huawei support. They have won many 5G deals with prices with clearly negative profit. Could there be a reason related in global politics and intelligence? Combining this to the fact that some Chinese chipsets has proven to include backdoor to access the data from outside, there is clearly a risk that there is something fishy in the motives of China government to push Huawei the world leader in the networks.On the other hand at this moment US don't have much choice than rely on foreign suppliers if they want to build 5G networks. Guestion is do you trust Chinese, Finnish or Swedish more as your critical infrastructure supplier.",469 followers,Daniel Cohort,11.9K,377,1.2M,2020,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
2,"They are not ‘SO ADVANCED’, they are good and maybe even industry leading in some aspects, certainly the cheapest and most complete end to end solution. However, price aside, it is not something that western firms can’t match and exceed within 24 months or so given proper funding. Chinese government poured over 70 billion into 5G, which is why Huawei has the whole stack ready and tested.The problem is entrusting network infrastructure to Chinese companies because they can all in essence be/are controlled by the Chinese communist party. The trade off in purchasing cheaper one-stop shop 5G infraThey are not ‘SO ADVANCED’, they are good and maybe even industry leading in some aspects, certainly the cheapest and most complete end to end solution. However, price aside, it is not something that western firms can’t match and exceed within 24 months or so given proper funding. Chinese government poured over 70 billion into 5G, which is why Huawei has the whole stack ready and tested.The problem is entrusting network infrastructure to Chinese companies because they can all in essence be/are controlled by the Chinese communist party. The trade off in purchasing cheaper one-stop shop 5G infrastructure is potentially allowing China to easier spy and steal. This is not acceptable.Sadly, the world is divided ideologically, politically, even racially and run by competing power circles. The west has zero interest in empowering China by relying on its companies for such vital infrastructure and as claimed by various intelligence agencies (U.S, U.K, others), compromising own networks.","68,777 followers",Kanthaswamy Balasubramaniam,898,17.3K,413.3M,2020,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
3,"Forget 5g.It is done.If you currently do not have working equipment under trial for deployment, kiss your chances goodbye because the cellular cycle is a mere decade.No one will delay one or two years for equipment to show up, and demonstrated ability to deliver and install them rapidly.The only customers you can hope to attract are those looking for cut price bargains. In which case the 1 to 7 ..Forget 5g.It is done.If you currently do not have working equipment under trial for deployment, kiss your chances goodbye because the cellular cycle is a mere decade.No one will delay one or two years for equipment to show up, and demonstrated ability to deliver and install them rapidly.The only customers you can hope to attract are those looking for cut price bargains. In which case the 1 to 7 ...",UNKNOWN,DurgaPrasad (దుర్గా ప్రసాద్),546,183,3.5M,2020,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
4,"Thanks for request.To keep it simple, US influence in the world is not what it used to be, and that is a result of the US itself.","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2020,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
5,"Well, you’ve pretty much answered your own question. We’d be living in the dark ages. The planet would probably be healthier, but we wouldn’t be.",0 followers,Claire Jordan,927,45.6K,295.5M,2018,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
6,"I clearly wouldn’t be here:https://mpetach.tumblr.com/post/167054820049/my-never-presented-view-at-the-hoo/embedSo for me, the world would be infinitely different.",20 followers,Sasha Sychterz,543,64,155.1K,2018,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
7,"If the Dark Ages lasted this long, it seems very likely that humanity would’ve been wiped out by now. Our big evolutionary advantage is our ability to learn and reason things out. We use our advantage to stay ahead of the germs. Germs mutate and multiply rapidly, as do their carriers. If our science and understanding of how the world works hasn’t improved since the Dark Ages, there’s a good chance that we would’ve lost our war with the germs by now, and Homo sapiens would be extinct before deciding to call ourselves by that name. It seems that we humans have to surviveIf the Dark Ages lasted this long, it seems very likely that humanity would’ve been wiped out by now. Our big evolutionary advantage is our ability to learn and reason things out. We use our advantage to stay ahead of the germs. Germs mutate and multiply rapidly, as do their carriers. If our science and understanding of how the world works hasn’t improved since the Dark Ages, there’s a good chance that we would’ve lost our war with the germs by now, and Homo sapiens would be extinct before deciding to call ourselves by that name. It seems that we humans have to survive","33,148 followers",Susanna Viljanen,627,10.7K,164.8M,2018,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
8,"NoThere wereThis was due toNoThere wereThis was due toTheThis is a typical Dark Ages dwelling. This is a reconstruction of a Merovingian era house (7th century AD). You would live like this if you were a peasant. Sure beats living in a mud hut or tent, uh? Okay, I admit a couple of windows would have made the Dark Ages in this dwelling more enlightented. But the mass production of glass was still some 600 years ahead.The Dark Ages saw actually many innovations and improvements:Oh, and architecture and civil engineering? This Visigothic style church in Zamora, Spain, does not look bad at all. It was built AD 680, on the reign of King Ervigio.As you see, it wasn’t all mud huts. Note that this is theSo apparently the Dark Ages weren’t that dark - they only missed paper to write on and concrete to make concrete jungles.","33,148 followers",Susanna Viljanen,957,10.7K,164.8M,2021,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
9,"You seem to be confused. The Dark Ages are so called because after the fall of the Roman empire there was a period of some centuries when general literacy was low, so that we have few accounts to “illuminate” the period. During this time the Christian churches were the main preservers of literacy in the West, and of scientific and technological curiosity.Christianity continued to be a major sponsor and promoter of scientific research until about 1800, and the Catholic church still is. Even as recently as the last 200 years, some of our greatest scientific advances (e.g. Big Bang theory and theYou seem to be confused. The Dark Ages are so called because after the fall of the Roman empire there was a period of some centuries when general literacy was low, so that we have few accounts to “illuminate” the period. During this time the Christian churches were the main preservers of literacy in the West, and of scientific and technological curiosity.Christianity continued to be a major sponsor and promoter of scientific research until about 1800, and the Catholic church still is. Even as recently as the last 200 years, some of our greatest scientific advances (e.g. Big Bang theory and the discovery of genetic inheritance) have been made by Catholic clergy. Opposition to scientific knowledge is an Evangelical thing, not a Christian thingSomething similar happened to Islam, which was generally very science-positive until about 1600, when it got hijacked by the same anti-intellectual tendency as found in the Christian Evangelical movement, particularly in the US.","5,084 followers",Bobby Tatro,3.9K,2.2K,45.6M,2021,https://www.quora.com/Huaweis-5G-technologies-are-so-advanced-secured-and-affordable-in-the-world-Why-is-the-US-so-scared-of-the-worlds-most-advanced-technologies-developed-from-other-countries
