,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Because Ixian grand cannons and Harkonnen Air Defense platforms would make the outriders a complete turkey shoot, ultimately undermine Thor’s glorious entrance.So Wakanda’s army needs to stupidly embrace every disadvantage possible and run headfirst into the enemy in order to get beaten up to set the stage for the God of Thunder.And it was pretty epic.","18,451 followers",Nathan Stanish,12.5K,2.3K,62.5M,2018,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
1,"Because the writers are trying to make a point, not particularly make sense. This happens withWhen you do world building, you create a world out of your imagination. You are also trying to play with something that is a current issue. However, in doing so you create anomolous oddities. For example, Orwell did it withBecause the writers are trying to make a point, not particularly make sense. This happens withWhen you do world building, you create a world out of your imagination. You are also trying to play with something that is a current issue. However, in doing so you create anomolous oddities. For example, Orwell did it withWakanda is supposed to be an African nation that has maintained a Zulu warlike ethos, but has profited from the discovery of its resources instead of them being stolen by white colonists, as much of colonial Africa has. It allows us to see a noble black race that has done well.They have miraculously capitalized without access to capital. They have become a modern developed country without trade. It does not make sense. But there it is. They have not had to compromise nor have they sold their special vibranium, which is both a power source and a raw material. Again, it is magic hokum. As is their fighting squads of kickboxing martial artists with super weapons that they havent sold to make money.It allows us to see a proud and accomplished black people, noble and admirable, peaceful yet extremely fierce in battle. Their special power comes from a raw material, and from a technical prowess that is imagined but not explained. How did they get that without investment? Without universities? And how did they do it without industry? Trade? Where did this come from,So, the Zulu ethos is superimposed on a success story. It's the best of all worlds for blacks. What they might have become if we had not colonized.Its fantasy and it is never explained. As opposed to America, where we want blacks to succeed and thrive along with us, we see a black monoculture as successful as white America, and it works for his social commentary that blacks are as smart and, given different circumtances, perhaps better than white America.In an age of Obama, it served a political purpose for Hollywood to do it, just as",93 followers,Juan Paolo Tarroja,1.7K,562,919.7K,2018,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
2,"Asgard.The technology of Asgard is so advanced, to people from earth it looks like magic. To Asgardians, space travel, force fields, laser guns, etc. are all commonplace and perfectly normal technology.Just look at the Bifrost:This invention could propel multiple people through space to precise points at ridiculous speeds, to the point you could almost call it teleportation.Wakanda has nothing toAsgard.The technology of Asgard is so advanced, to people from earth it looks like magic. To Asgardians, space travel, force fields, laser guns, etc. are all commonplace and perfectly normal technology.Just look at the Bifrost:This invention could propel multiple people through space to precise points at ridiculous speeds, to the point you could almost call it teleportation.Wakanda has nothing to compare to that.Even the medical technology of Asgard is superior to Wakandan technology:The main reason Wakanda is considered so advanced is because of their vibranium, an element...","43,425 followers",Misha Firer,1.3K,1.3K,133.8M,2019,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
3,"Yves Rigaud answer is spot on.What seems to be a global (but mostly western) perception is that techological advancement equals to military power. Remember that up to recently, Wakanda stayed hidden from the world (MCU). What’s the point of having a military force the size of the United States if no one knows you exist? Sure, a military counter force should exist just in case, but there wouldn’t be any sense in spending a large amount of the GDP on a military that probably won’t ever be used to its full extent.What’s the point on spending this amount of resources, unless you are planning to haYves Rigaud answer is spot on.What seems to be a global (but mostly western) perception is that techological advancement equals to military power. Remember that up to recently, Wakanda stayed hidden from the world (MCU). What’s the point of having a military force the size of the United States if no one knows you exist? Sure, a military counter force should exist just in case, but there wouldn’t be any sense in spending a large amount of the GDP on a military that probably won’t ever be used to its full extent.What’s the point on spending this amount of resources, unless you are planning to have military leverage over the world? Wakanda is not the US, China, Russia or the EU.Now, could Wakanda have the most advanced military force in the MCU world?No one plans for a massive alien “hundreds of murderous space dogs” invasion, you know? Unless you are Tony Stark.","62,884 followers",Jay Bazzinotti,2.5K,22.2K,179.7M,2018,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
4,"Hi,Are we talking about the MCU? if the answer is a yes, then the reason is very simple, they havent needed military tactics because theyve been hiding from the outer world for centuries, they dont fight, they hide, thats why they have that awesome cloak shield around the country.Regards,","20,087 followers",Ben Kolber,11.1K,324,21.6M,2018,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
5,"WakandaTheir leader is determined literally by a duel to the deathThat's their identity. Moreover, they were isolated until they willingly opened their borders; this enabled cultural preservation and prevented culture influence from the outside world.Make no mistake, in terms of Medical capabilities, Wakanda cannot be compared and is easily decades ahead.Also, they still have projectiles as seen during theThe way they fight, mostly depends on their CQC, that's their bread andWakandaTheir leader is determined literally by a duel to the deathThat's their identity. Moreover, they were isolated until they willingly opened their borders; this enabled cultural preservation and prevented culture influence from the outside world.Make no mistake, in terms of Medical capabilities, Wakanda cannot be compared and is easily decades ahead.Also, they still have projectiles as seen during theThe way they fight, mostly depends on their CQC, that's their bread and butter. Just like the Asgardians (though, they're exponentially physically strong).Juri is capable of inventing projectile weapons as well:They have cool cape shields:And their Force Field that can potentially decapitate anyone who tries to enter it forcefully:They still have the capabilities to defend themselves, but originally,Even with their borders partially opened, who can really threaten them? Regular MCU humans cannot break that force field.If and only if they're given ample time to prepare? I'm pretty sure they can shift their resources to produce a more destructive arsenal.",0 followers,Dylan Owens,25K,271,26.9M,2021,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
6,"Thor Technology is nothing but the Asgardian Technology.Let's juxtapose both the technologies to find out which one is more advanced.We will compare how each of these achieves basic tasks. And See for yourselfTransportTough competition. But in terms of space travel, Asgardian Transport is much much faster and better. Asgard:1, Wakanda: 0CommunicationHere, we just aren’t sure about the effectiveness of Odin’s Crows. But other than that, Wakandan communication involves direct transfer but the Asgardian (confirmed) system involves a medium and thus isn’t very effective. Asgard:1, Wakanda: 1MetalsContinue ReadingThor Technology is nothing but the Asgardian Technology.Let's juxtapose both the technologies to find out which one is more advanced.We will compare how each of these achieves basic tasks. And See for yourselfTransportTough competition. But in terms of space travel, Asgardian Transport is much much faster and better. Asgard:1, Wakanda: 0CommunicationHere, we just aren’t sure about the effectiveness of Odin’s Crows. But other than that, Wakandan communication involves direct transfer but the Asgardian (confirmed) system involves a medium and thus isn’t very effective. Asgard:1, Wakanda: 1MetalsCaptain America is using Vibranium Shield which is made of Vibranium, the best metal available to Wakandans. While Thanos’ Sword is made of Uru metal, which is commonly used by Asgardians. Indirect Comparison. Asgard:2, Wakanda:1ArmorsBut Earthlings are mortal and more vulnerable. Asgardians don't need any such armors since their bodies are strong enough. Though Asgardians have the potential, Wakandans are better off. Asgard:2, Wakanda:2WeaponsIs that even a competition? Asgard:3, Wakanda:2ArchitectureSorry Wakandans but they have developed a planet and have higher skyscrapers. Asgard:4, Wakanda:2SafetyThor: The Dark World showed that Asgard has a pretty weak defense system. Wakanda wins here. Asgard:4, Wakanda:3Both have made many more feats but I can’t remember anything else. Mention in Comments if you feel like it should be included.To conclude, it can be plausibly said that Asgard is the home of Gods while Wakanda is just an advanced nation on Earth (thanks to Vibranium). Ultimately, we humans can’t even realize what these Gods are up to and what powers they possess. Asgard is much more advanced than Wakanda in any case.","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2020,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
7,"I haven't watched Black Panther, but I'm assuming that the primitive weapons were supposed to be ritualistic.As for the outdated tactics (which I have seen), I'm guessing the Wakandans are just that bound by tradition and honor in battle. Not that it's a good excuse, mind.","91,620 followers",Roland Bartetzko,1.8K,3.5K,314.7M,2018,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
8,"We don’t actually see technologies at work other than what was accomplished with them.Among them are the super dense and seemingly unbreakable stonework of Orthanc and the odd giant stone ball by which the hill people swore to Isildur their loyalty. We know of the statues of the Argonath, plus the actual work on Minas Tirith and Minas Ithil.It isn’t clear if Narsil (the sword of Elendil) was forged in Numenor or not, but it seems likely, and we know that the blades used by Merry and Pippin had spells woven into them against Angmar - likely derived from technologies of Numenor.What much of thisWe don’t actually see technologies at work other than what was accomplished with them.Among them are the super dense and seemingly unbreakable stonework of Orthanc and the odd giant stone ball by which the hill people swore to Isildur their loyalty. We know of the statues of the Argonath, plus the actual work on Minas Tirith and Minas Ithil.It isn’t clear if Narsil (the sword of Elendil) was forged in Numenor or not, but it seems likely, and we know that the blades used by Merry and Pippin had spells woven into them against Angmar - likely derived from technologies of Numenor.What much of this implies to me is that humans reached a kind of ‘old world pinnacle’ in that they possessed very advanced stone and metal work (similar to the Dwarves) and perhaps their own sort of magic, some of which could have been derived from that of the elves.Keeping in mind that they were virtually unassailable at their height of power, it seems likely that they developed other advances as well, with weapons that were particularly devastating and ships that likely incorporated some forms of weaponry and could also act as very large troop carriers.","4,881 followers",Ben Skirvin,3.4K,5.4K,29.9M,2019,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
9,"I think they were renowned for making ships and sailing until, ah, that was no longer an option. Also, those giant statues of Isildur and Anarion at the Argonath, erected in the middle of a river, bespeak good construction skills, as did the construction of Orthanc, which was just about Ent-proof.","1,920 followers",Hilário Alencar,984,1.4K,20M,2019,https://www.quora.com/Why-does-Wakanda-have-some-primitive-weapons-and-military-tactics-when-they-have-very-advanced-technology
