,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"There is a great genius now employed by Google named Ray Kurzweil who has thought most about this.  In short, it's a story about acceleration.If you have had any physics (don't worry if you haven't), you would know that of of the first concepts people try to get across is the difference between speed and acceleration.  Speed is what is known as a linear scale--it is like a radio dial that moves up and down one number at a time.  Your car (if you have the old speedometers) shows a linear change in speed.But theThere is a great genius now employed by Google named Ray Kurzweil who has thought most about this.  In short, it's a story about acceleration.If you have had any physics (don't worry if you haven't), you would know that of of the first concepts people try to get across is the difference between speed and acceleration.  Speed is what is known as a linear scale--it is like a radio dial that moves up and down one number at a time.  Your car (if you have the old speedometers) shows a linear change in speed.But theSpeed moves linearly, but if you stomp on the gas like a drag racer, you change speeds faster than if you have a sensible acceleration at a normal stop light.  The drag racer has aRates of changeNow we have computers and other tools that have made huge changes in their capability (we say exponential meaning they aren't linear, but going up by powers... like 2, 4, 8, 16, 32, 64, 128, etc. rather than 1, 2, 3, 4, 5, 6...All that leads to acceleration.  The reason economists are generally so bad at futurism is because they expect linear change--a straight line from what occurred.  What Kurzweil grasped (and others too) is that change is a power rule of some sort... it accelerates.As such, the difference in society that took 100 years to take place that occurred 200 years ago, took 10 years rather than 100 to occur, twenty years ago and may take 1, five years hence.  It is a faster",8 followers,Bernard Jacobsen,2.1K,0,0,2016,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
1,"This is a “Khrushchev” (Not much to look at today. Many are being torn down in Moscow.BUT, these humble apartment buildings represent what I think is a huge advance for ANY society. Let me explain:After WW2, Russia, although victorious, was a mess. Included in this mess were vast amounts of people who lived in substandard housing. Nikita Khrushchev helped change that by building in under 25 years over 13,000 of these modest, but solid apartment buildings that had running water, heat and electricity for a huge mass of people (I was going to say “gajillions, but thatThis is a “Khrushchev” (Not much to look at today. Many are being torn down in Moscow.BUT, these humble apartment buildings represent what I think is a huge advance for ANY society. Let me explain:After WW2, Russia, although victorious, was a mess. Included in this mess were vast amounts of people who lived in substandard housing. Nikita Khrushchev helped change that by building in under 25 years over 13,000 of these modest, but solid apartment buildings that had running water, heat and electricity for a huge mass of people (I was going to say “gajillions, but that would be an exaggeration).These were constructed cheaply, but solidly from the late ’50s to the early ’80sand in my opinion, gave the Soviet Union a huge step forward in becoming a leader/contender in the world of science, education, military technology and culture.Imagine, moving into your FIRST apartment that had real heat, and electricity, water and sewer!These apartments seem rather simple, and even banal today, but back then this was a game changer for the Soviet Union. The people had real hope; they saw concrete change for the better. I think this played a major role in the USSR being the first in space (12 April 1961). This was no small feat.This is only ONE practical example of Russia’s progression over the last hundred years. There are countless others. Yes, of course there are failures, some of them comical, some of them tragic, but every country has them to a greater or lesser extent. That is not the focus of the question asked.","5,085 followers",Bobby Tatro,3.9K,2.2K,45.6M,2018,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
2,"Capitalism and rising standards of living. But it wasn’t the last 100 years; more like the last 600. Start with, say, the invention of the printing press.The invention of banking created surpluses of cash that could be invested in searches for new technology. Higher standards of living created increased demand for new technologies. Also, once we got good at making big things out of iron, machines began to replace people at getting work done. The demand for machines to save labor costs went up, further driving innovation. This began in the late 1700s.",17 followers,Fabius Fairchild,1.8K,0,0,2020,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
3,"The growth of technology relies on advances in physics and engineering.In the 19th Century Michael Faraday and James Clerk Maxwell made big breakthroughs in physics which engineers later on found applications of in the early 20th Century that opened up a whole new world of electrical engineering.Maxwell’s Equations makes wireless light-speed communication possible.The new understanding of electricThe growth of technology relies on advances in physics and engineering.In the 19th Century Michael Faraday and James Clerk Maxwell made big breakthroughs in physics which engineers later on found applications of in the early 20th Century that opened up a whole new world of electrical engineering.Maxwell’s Equations makes wireless light-speed communication possible.The new understanding of electricity, magnetism, light (electromagnetism) primarily from Faraday and Maxwell changed the world forever…In the 1800s even sci...",18 followers,Asim Qureshi,17K,996,156.1M,2020,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
4,20 years from today...20 years from today...,"358,978 followers",Sean Kernan,3.4K,5.6K,727M,2018,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
5,"The removal of religion and dogma from scientific thinking.For centuries, science has only been allowed if it confirmed to church teaching - as we approached the 20th century, the scientific method became THE gold standard for determining the truth of something.Science was then free to build experimental knowledge that wasn't polluted with cultish or political thinking. So while two thousand years of prayer has done nothing, a hundred years of science has tripled life expectancy.","68,804 followers",Kanthaswamy Balasubramaniam,898,17.3K,413.7M,2019,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
6,"It isn’t a new phenomenon. Labor has been getting replaced with machines for centuries. What happened toPay attention to what you are doing at work. Are you upskilling to solve harder challenges each year? If not, there is cheaper and younger labor and/or machines waiting to replace you. Just like you replaced the guy who was doing your job before.Those who continuously move up the knowledge chain survive.Those who settle in their comfort zones, bid their jobs goodIt isn’t a new phenomenon. Labor has been getting replaced with machines for centuries. What happened toPay attention to what you are doing at work. Are you upskilling to solve harder challenges each year? If not, there is cheaper and younger labor and/or machines waiting to replace you. Just like you replaced the guy who was doing your job before.Those who continuously move up the knowledge chain survive.Those who settle in their comfort zones, bid their jobs goodbye.","7,067 followers",Shams Ur Rahman,1.1K,63,5.8M,2018,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
7,Become a professional hacker.Find flaws for big corps & banks and get handsome pay outs for your hard work.Good luck!,16 followers,Daniel Bourke,6.9K,178,7.7M,2018,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
8,"Here is the list of jobs having absolutely zero chance of survival:Here is the list of jobs having absolutely zero chance of survival:Whatever job you can think of is somehow at risk, some are in high end of the spectrum while other in low.Picture SourceSo, what to do?Well, Elon Musk has even started aElon Musk (smart guy) has proposed an idea ofArtificial Intelligence is one of the deadliest threats humanity are facing today. The smartest people of our planet are really worried about the possible takeover of AI over humanity.Who knows what the tide could bring tomorrow? As nobody predicted Brexit and Trump, therefore, smart folks in the tech and policy domain are also clueless about tomorrow. Honestly, it’s the uncertainty which is dangerous.UPDATE:I would recommend watching this animated video to get a clear picture of where we are heading and how AI revolution is way different than industrial or scientific revolution.Thank You.","3,905 followers",Monica Anderson,806,148,1M,2017,https://www.quora.com/How-has-technology-evolved-so-fast-during-the-last-100-years
9,"You’re asking the exact same question I was asking myself about a year ago. I was working at the Apple Store and I wanted a change. I wanted to start building the tech I was servicing.I started looking into Machine Learning (ML) and Artificial Intelligence (AI).There’s so much going on in the field.Every week it seems like Google or Facebook are releasing a new kind of AI to make things faster or improve our experience.Don’t get me started on the number of self-driving car companies. This is a good thing though. I’m not a fan of driving and roads are dangerous.Even with all this happening, theYou’re asking the exact same question I was asking myself about a year ago. I was working at the Apple Store and I wanted a change. I wanted to start building the tech I was servicing.I started looking into Machine Learning (ML) and Artificial Intelligence (AI).There’s so much going on in the field.Every week it seems like Google or Facebook are releasing a new kind of AI to make things faster or improve our experience.Don’t get me started on the number of self-driving car companies. This is a good thing though. I’m not a fan of driving and roads are dangerous.Even with all this happening, there’s still yet to be an agreed definition of what exactly artificial intelligence is.Some argue deep learning can be considered AI, others will say it’s not AI unless it passes the Turing Test.This lack of definition really stunted my progress in the beginning. It was hard to learn something which had so many different definitions.Enough with the definitions.How did I get started?My friends and I were building a web startup. It failed. We gave up due to a lack of meaning. But along the way, I was starting to hearing more and more about ML and AI.“The computer learns the things for you?” I couldn’t believe it.I stumbled across Udacity’s Deep Learning Nanodegree. A fun character called Siraj Raval was in one of the promo videos. His energy was contagious. Despite not meeting the basic requirements (I had never written a line of Python before), I signed up.Three weeks before the course start date I emailed Udacity support asking what the refund policy was. I was scared I wouldn’t be able to complete the course.I didn’t get a refund. I completed the course within the designated timeline. It was hard. Really hard at times. My first two projects were handed in four days late. But the excitement of being involved in one of the most important technologies in the world drove me forward.Finishing the Deep Learning Nanodegree, I had guaranteed acceptance into either Udacity’s AI Nanodegree, Self-Driving Car Nanodegree or Robotics Nanodegree. All great options. I was a little lost. “Where do I go next?”I needed a curriculum. I’d built a little foundation with the Deep Learning Nanodegree, now it was time to figure out where I’d head next.My Self-Created AI Masters DegreeI didn’t plan on going back to university anytime soon. I didn’t have $100,000 for a proper Masters Degree anyway.So I did what I did in the beginning. Asked my mentor, Google, for help.I’d jumped into deep learning without any prior knowledge of the field. Instead of climbing to the tip of the AI iceberg, a helicopter had dropped me off on the top.After researching a bunch of courses, I put a list of which ones interested me the most in Trello.Trello is my personal assistant/course coordinator.I knew online courses had a high drop out rate. I wasn’t going to let myself be a part of this number. I had a mission.To make myself accountable, I started sharing my learning journey online. I figured I could practice communicating what I learned plus find other people who were interested in the same things I was. My friends still think I’m an alien when I go on one of my AI escapades.I made the Trello board publicThe curriculum has changed slightly since I first wrote it but it’s still relevant and I visit the Trello board multiple times per week to track my progress.Getting a jobI bought a plane ticket to the US with no return flight. I’d been studying for a year and I figured it was about time I started putting my skills into practice.My plan was to rock up to the US and get hired.Then Ashlee messaged me on LinkedIn, “Hey I’ve seen your posts and they’re really cool, I think you should meet Mike.”I met Mike.I told him my story of learning online, how I loved healthtech and my plans to go to the US.“You may be better off staying here a year or so and seeing what you can find, I’ think you’d love to meet Cameron.”I met Cameron.We had a similar chat what Mike and I talked about. Health, tech, online learning, US.“We’re working on some health problems, why don’t you come in on Thursday?”Thursday came. I was nervous. But someone once told me being nervous is the same as being excited. I flipped to being excited.I spent the day meeting the Max Kelsen team and the problems they were working on.Two Thursday’s later, Nick, the CEO, Athon, lead machine learning engineer, and I went for coffee.“How would you like to join the team?” Asked Nick.“Sure.” I said.My US flight got pushed back a couple months, I’ve also got a return ticket.Sharing your workLearning online, I knew it was unconventional. All the roles I’d gone to apply for had Masters Degree requirements or at least some kind of technical degree.I didn’t have either of these. But I did have the skills I’d gathered from a plethora of online courses.Along the way, I was sharing my work online. My GitHub contained all the projects I’d done, my LinkedIn was stacked out and I’d practiced communicating what I learned through YouTube and articles on Medium.I never handed in a resume for Max Kelsen. “We checked you out on LinkedIn and we were impressed.” My body of work was my resume.Regardless if you’re learning online or through a Masters Degree, having a portfolio of what you’ve worked on is a great way to build skin in the game.ML and AI skills are in demand but that doesn’t mean you don’t have to showcase them. Even the best product won’t sell without any shelf space.Whether it be GitHub, Kaggle, LinkedIn or a blog, have somewhere where people can find you. Plus, having your own corner of the internet is great fun.How do you start?Where do you go to learn these skills? What courses are the best?There’s no best answer. Everyone’s path will be different. Some people learn better with books, others learn better through videos.What’s more important than how you start is why you start.Start with why.Again, no right reason. All are valid in their own way.Start with why because having a why is more important than how. Having a why means when it gets hard and itGot a why? Good. Time for some hard skills.I can only recommend what I’ve tried.I’ve completed courses from (in order):They’re all world class. I’m a visual learner. I learn better seeing things being done/explained to me on. So all of these courses reflect that.If you’re an absolute beginner, start with some introductory Python courses and when you’re a bit more confident, move into data science, machine learning and AI.How much math?The highest level of math education I’ve had was in high school. The rest I’ve learned through Khan Academy as I’ve needed it.There are many different opinions on how much math you need to know to get into machine learning and AI. I’ll share mine.If you want to apply machine learning and AI techniques to a problem, you don’t necessarily need an in-depth understanding of the math to get a good result. Libraries such as TensorFlow and PyTorch allow someone with a bit of Python experience to build state of the art models whilst the math is taken care of behind the scenes.If you’re looking to get deep into machine learning and AI research, through means of a PhD program or something similar, having an in-depth knowledge of the math is paramount.In my case, I’m not looking to dive deep into the math and improve an algorithm’s performance by 10%. I’ll leave that to people smarter than me. Instead, I’m more than happy to use the libraries available to me and manipulate them to help solve problems as I see fit.What does a machine learning engineer actually do?What a machine engineer does in practice might not be what you think.Despite the cover photos of many online articles, it doesn’t always involve working with robots that have red eyes.Here are a few questions an ML engineer has to ask themselves daily.I borrowed these from a great article by Rachel Thomas, one of the co-founders ofFor more, I made a video of what we usually get up to on Monday’s at Max KelsenNo set pathThere’s no right or wrong way to get into ML or AI.The beautiful thing about this field is we have access to some of the best technologies in the world, all we’ve got to do is learn how to use them.You could begin by learning Python code.You could begin by studying calculus and statistics.You could begin by learning about the philosophy of decision making.Machine learning and AI fascinates me because of this intersection of fields.The more I learn about it, the more I realise there’s plenty more to learn. And this hypes me up.Sometimes I get frustrated when my code doesn’t run. Or I don’t understand a concept. So I give up temporarily. I give up by letting myself walk away from the problem and take a nap. Or go for a walk. When I come back it feels like I’m looking at it with different eyes. The excitement comes back. I keep learning.There’s so much happening in the field it can be daunting to get started. Too many options lead to no options. Ignore this.Start wherever interests you most and follow it. If it leads to a dead end, great, you’ve figured out what you’re not interested in. Retrace your steps and take the other fork in the road instead.Computers are smart but they still can’t learn on their own. They need your help.",16 followers,Cory Hicks,572,0,0,2018,https://www.quora.com/Why-technologies-started-to-grow-after-1900s
