,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Possibly. I think from a technology perspective, we're already pretty much there in terms of replicating the functionality of a pen or pencil. We have keyboards, tablets, styluses, Wacom pads, and more that allow us to create literature, art, and more.The bigger issue is whether or not, we as humans, will be ready to give up the visceral feeling of writing on a piece of paper.How many times have you just wandered off into space and doodled away on a notebook, textbook, legal paper, and anything else that serves as a writing platform?Plus, if we're talking about the whole global population, tPossibly. I think from a technology perspective, we're already pretty much there in terms of replicating the functionality of a pen or pencil. We have keyboards, tablets, styluses, Wacom pads, and more that allow us to create literature, art, and more.The bigger issue is whether or not, we as humans, will be ready to give up the visceral feeling of writing on a piece of paper.How many times have you just wandered off into space and doodled away on a notebook, textbook, legal paper, and anything else that serves as a writing platform?Plus, if we're talking about the whole global population, then the task of replacing pens and pencils gets that much more difficult. There are villages where children don't even have pens and pencils; rather they rely on rudimentary writing implements to create stuff. I doubt technology, whether current or new, will be able to get to these people within the next 50 years, just like most other modern tech.","5,084 followers",Bobby Tatro,3.9K,2.2K,45.6M,2013,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
1,"Very unlikely. First, only the wealthy Western world routinely has access to digital writing tools, and handwriting is still taught as an important skill in places like India and China. Second, we’re always going to need ways of leaving notes non-electronically. Suppose you’re in a hotel room and you want to leave a note for housekeeping asking for more towels. You don’t know the maid’s electronic ID. The obvious thing is to write it on a slip of paper.","44,299 followers",Kurt Guntheroth,575,13.7K,167.3M,2018,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
2,"I'm a doodler and an occasional sketch artist wannabe. The early models of touchscreen phones made me realize that my fat fingers weren't built for artistic imaginings. Actually, those plastic pens used to interact with resistive screens have dull tips. I haven't found a writing tool other than a pencil or a fountain pen that lets me draw with minute precision and greater wrist control. The lowly pencil gives me more surfaces of varied textures to scribble my thoughts. Also, a lead pencil or a pen doesn't rely on electricity to function.","135,504 followers",Hector Quintanilla,582,1.2K,88.5M,2013,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
3,"This February my wife was diagnosed and given six months to live. When I heard the doctor tell her “six months”, it felt likeI met my wife, Jess, twenty-one years ago when she was nineteen.Our parents owned side-by-side cabins in the northern part of New York and we both happened to be along for the week-long hunting trip our fathers planned that year.Jess' father was a skilled hunter and could hit a headshot from a mile away — same as my dad.Jess and I didn't hunt with them — we hung out by the lake.The moment I saw Jess I fell in lThis February my wife was diagnosed and given six months to live. When I heard the doctor tell her “six months”, it felt likeI met my wife, Jess, twenty-one years ago when she was nineteen.Our parents owned side-by-side cabins in the northern part of New York and we both happened to be along for the week-long hunting trip our fathers planned that year.Jess' father was a skilled hunter and could hit a headshot from a mile away — same as my dad.Jess and I didn't hunt with them — we hung out by the lake.The moment I saw Jess I fell in love. We've been together ever since.But now, now that she has an expiration date, I just don't know what to do — I'm scared and lost.Monday morning at work I was telling my best friend and supervisor, Timmy, about my wife's condition. Timmy told me that I.T. or Intelligent Terrestrial just came out with their latest models.These models are different than those of yesteryear because they are 52% mechanical and 48% biological.Timmy said all you have to do is mail a sample of DNA to I.T. and upload a digital copy of your consciousness through an app. You can then purchase a custom made clone at an age of your choice. When the clone arrives it will turn on, study it's surroundings and await a consciousness download.“Oh my God Timmy, what's the catch?”“The price, Leon.”When I got home from work, Jess and I plugged in and uploaded a digital copy of our entire conscious catalog to I.T. and then mailed off DNA samples.Jess asked me what age I wanted her to be. It felt awkward to say “twenty”, but I did it — I was honest. I miss her smooth, youthful skin and I want her to be young and healthy — especially if I have to cash my entire 401K in to afford it.We told her parents that we were going to basically bring her back from the dead and her father threatened to shoot any abomination that we brought into this world.One month later, on a day that Jess was particularly ill, the doorbell rang.Jess and I dragged the box through the door and laid it on the living room floor. I gently cut along the lines and when I opened the flaps, there,she,was.The last time my heart fluttered like this was the day I met her.Jess helped me lift I.T. out of the box and sit I.T. up.I.T. was warm and soft. I.T. was mine. I paid for I.T. I own I.T.Machines like this don't have rights — even though they are part biological, the governments recognize them in the same way they would a lawnmower — so, as I said, I.T. is my possession.The science behind uploading a digital consciousness is so cutting edge, that the laws just haven't caught up yet.Jess turned I.T. on and I.T. looked right into my eyes. I was in love — with two women, but, it was the same woman. We hadn't uploaded Jess' consciousness yet, so, I.T. was running on basic programming, but I.T. was gorgeous.Jess asked me what I wanted to do, and for the first time in a very long time — I lied to her.I told her we should go shopping and buy I.T. some clothes.I.T. doesn't seem to have a personality yet.“Hello…. Smile…”Jess picked outfits for both of them and we went for a walk through the park together. It was amazing — I was so happy.We walked down a cozy little trail and found a tuck away to sit and talk.I.T. watched and studied every move Jess and I made. I.T. was learning and adapting.I.T. was becoming aware.At one point Jess and I got distracted and I.T. wandered off. When we found I.T., I.T. was gazing at the sky.I asked I.T. what it was doing. I.T. said, “Where do I come from?”“You come from Heaven. You are my angel.”That answer seemed to work for I.T. We all walked back to the car and headed home.When we got home, Jess immediately started coughing. She fell to the ground and I tried to help her, but I didn't know what to do.Jess passed away right then. It was finally over.I called her family and the police. It took an hour for them to remove the body. I had Jess 2.0 sitting in my back room waiting for them to leave.After the police left, I plugged I.T. into my laptop and downloaded Jess' consciousness.After the download was complete, we walked outside and I looked into her gigantic brown eyes. I asked her, “Is it you, Jess?”She smiled and said, “It is, silly — now kiss me.”Her head slammed back. I didn't know if she was glitching or what and then I heard a bang and saw a hole above her left eye.My beautiful Jessica died twice today. I was crushed.Over the next two decades, I fell into a deep, dark, alcohol-fueled depression. Although I had developed a serious alcohol problem, I was able to work and save every single penny I earned.After twenty years of saving, I decided I wanted both of them back — the twenty-year-old Jess and the forty-year-old Jess.I sent my entire life savings off to I.T. and in one month, my doorbell rang.I cut the box open and wept when I saw my angel(s).I turned them on.I also clothed them. The younger version of me may have left them in the nude, but at this age, I just want my companion(s) back.The ladies helped me back to my room to lay down. I was so tired from all the excitement.I've waited and worked an entire lifetime to be with the woman I love. And now, at long last — she is beside me.I died, on that very night as a happy man.One day later, the doorbell rang. It seems my beautiful Jessicas used my direct deposit life insurance benefit to make a purchase.They gently cut the box open.And turned me on.You ask where technology will be in 2050?We will be everywhere.LeonSpecial thanks:Cameron — Dear friend. Thank you so much for all your help with bringing this idea to life. You are awesome. I'm proud to call you friend.Kinsalynn — My sister and friend. Your help with makeup and photography was an absolute godsend — thank you so much. I love and appreciate you. P.S. you took over 300 pictures in an eight hour span. Thank you from the bottom of my heart:)Brooke — Even with a bullet hole in the head, you are deliciously gorgeous. You spent eight hours modeling for my Quora answer today and never once did you fail to impress or inspire me. I am honored to be friends with you.Jess —",4 followers,Leon Brennan,24.9K,693,21.5M,2019,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
4,"I think the most popular technologies that will be introduced in the next 10 years are AI, the Internet of Things (IoT), Virtual Reality (VR), and Augmented Reality (AR).AI is going to revolutionize how we do things. It will make machines smarter and more accurate. This means they can learn new tasks better than humans, which leads to a lot of job losses.The IoT will also be a big thing because it involves every single device that you have today with the ability to communicate with each other and automatically make decisions without your input.On the other hand, virtual reality allows us to exI think the most popular technologies that will be introduced in the next 10 years are AI, the Internet of Things (IoT), Virtual Reality (VR), and Augmented Reality (AR).AI is going to revolutionize how we do things. It will make machines smarter and more accurate. This means they can learn new tasks better than humans, which leads to a lot of job losses.The IoT will also be a big thing because it involves every single device that you have today with the ability to communicate with each other and automatically make decisions without your input.On the other hand, virtual reality allows us to experience something as if we were actually there. We can travel anywhere in this world or beyond our galaxy through virtual reality goggles like Oculus Rift or Google Glass. It's like a real-life video game, but for real life!Augmented reality allows us to see data overlaid on top of what we're seeing using special glasses such as Google Glass or Microsoft HoloLens. For example, if I am looking at a car from my backyard, I could see all the information about that car, like its features, mileage, price, etc. right there on my screen while still being able to see around me just like I'm not wearing any glasses at all!I hope this answers your question! Thanks for reading!","135,504 followers",Hector Quintanilla,582,1.2K,88.5M,2021,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
5,"Transfer learning in ML models.Humans are really good at generalizing. We only have to see a few dogs before we can recognize a dog when we see one.Machines are not. ML models require millions of examples before forming a reliable classifier, and that classifier is very specific to the data on which it was trained. If your training data doesn't include dogs with three legs, the model won't recognize them. A machine that plays Go is useless at checkers.Transfer learning is the ability to apply a model from one domain to a different one. It's hypothesized that the reason humans learn so quicklyTransfer learning in ML models.Humans are really good at generalizing. We only have to see a few dogs before we can recognize a dog when we see one.Machines are not. ML models require millions of examples before forming a reliable classifier, and that classifier is very specific to the data on which it was trained. If your training data doesn't include dogs with three legs, the model won't recognize them. A machine that plays Go is useless at checkers.Transfer learning is the ability to apply a model from one domain to a different one. It's hypothesized that the reason humans learn so quickly is that we are fitting new examples into our existing knowledge rather than forming entirely new categories. If we could teach machines to do the same, they would learn exponentially faster and apply that learning more effectively.Transfer learning is a very hot topic in AI research right now, so I expect major breakthroughs in the next few years. I think this may be sufficient to achieve artificial general intelligence, but even if not, it will dramatically extend the range of tasks that machines can accomplish.","1,808 followers",Alex Rogachevsky,764,595,4.9M,2018,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
6,"100 years from now:Human body100 years from now:Human bodyReproductionMortalityClasses and PopulationFamilySpaceEmotionsPlease tell me what aspect of your life you would like to think of after 100 years if its not mentioned here, and i would write more if i get 100 likes..","16,212 followers",Trausti Thor Johannsson,2K,12.9K,44M,2019,https://www.quora.com/What-are-the-future-technologies-we-will-see-by-2026
7,"The future technologies that will be available by 2026 are highly dependent on a number of factors, including the global economy, technological development, and the way that society uses technology. However, some of the more commonly predicted future technologies include:1. Virtual and augmented reality - Virtual and augmented reality will continue to grow in popularity, with more and more people using them to experience different aspects of life. This includes everything from gaming to education.2. Robotics - Robotic technology will become increasingly sophisticated and widespread, with machiThe future technologies that will be available by 2026 are highly dependent on a number of factors, including the global economy, technological development, and the way that society uses technology. However, some of the more commonly predicted future technologies include:1. Virtual and augmented reality - Virtual and augmented reality will continue to grow in popularity, with more and more people using them to experience different aspects of life. This includes everything from gaming to education.2. Robotics - Robotic technology will become increasingly sophisticated and widespread, with machines becoming able to perform complex tasks in almost any environment. This could have major implications for both manufacturing and agriculture.3. Autonomous vehicles - Autonomous vehicles will become a reality in large parts of the world, revolutionizing transportation and making it much safer for both drivers and passengers. This could lead to major reductions in traffic congestion and emissions across many sectors of the economy.4. 5G wireless technology - 5G wireless technology is expected to become mainstream by 2026, making it possible for users to download large files faster, access high-quality video streaming, and connect to other devices in a much faster manner. It has the potential to revolutionize many aspects of daily life.","16,643 followers",Lee Thé,944,10.1K,80.7M,1994,https://www.quora.com/What-are-the-future-technologies-we-will-see-by-2026
8,"This technology will create more billionaires — than any other technological revolution in history.I’m talking about Blockchain.Why?Picture this:The internet was limited to the storage and exchange of information — Blockchain, on the other hand, has the power toThis will reshape how we understand wealth as we know it.Listen, if moving data transformed our world — imagine how blockchain will take over our world when we digitizeThis is just the beginning!#BeBusinessSmart","75,027 followers",Neman Ashraf,4.5K,410,37M,2021,https://www.quora.com/What-are-the-future-technologies-we-will-see-by-2026
9,Well as seen Shopping has gone throw a few changes over the past 20 years or more. From cashers too pricing. With Self services check out. To Internet tracking in store. And root shopping carts. That not been out yet. And Stores are know using Robots to look for spills. Behind the seen Meat department about 1980 started with BOX meat. So everything is packed in box. saving on weight on shipping.,"29,923 followers",Tomaž Vargazon,5.9K,7.7K,249.7M,2022,https://www.quora.com/Will-new-technologies-render-pens-and-pencils-obsolete-in-the-next-fifty-years
