,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Technological change at the peak of the Roman Empire was at a snails pace compared to today. The Romans did make some great improvements in architecture, aqueducts, road construction, siege engines, agriculture and battle field medicine, but little really changed from century to century.I have been around for nearly seventy years and technology has snowballed in that time. I am writing this on a personal computer, something we didn’t have when I was a child. I have a cell phone, a vast change from the rotary dial phones we had when I was young. Solar panels provide my electricity, and I do myTechnological change at the peak of the Roman Empire was at a snails pace compared to today. The Romans did make some great improvements in architecture, aqueducts, road construction, siege engines, agriculture and battle field medicine, but little really changed from century to century.I have been around for nearly seventy years and technology has snowballed in that time. I am writing this on a personal computer, something we didn’t have when I was a child. I have a cell phone, a vast change from the rotary dial phones we had when I was young. Solar panels provide my electricity, and I do my reading on a tablet, to which I can download just about any book I want for a modest fee. Medicine has made profound advances as well. I have survived cancer due to chemotherapy, and at least once my life has been saved by antibiotics. I don’t have to worry about getting shingles or pneumococcal pneumonia because there are now vaccines for these things.Technology is moving forward faster and faster. It is only a pity that our social/political/economic system remains in the dark ages.","22,236 followers",Alice Twain,3.2K,29.9K,162.7M,2019,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
1,"Perhaps, but not necessarily.It’s true that this scenario would have avoided what are popularly known as the ‘Dark Ages’.However, civilisations are capable of remaining at the same level of technology for centuries.A Roman empire that had lasted for more than 1,500 years could have easily become resistant to change, and particularly to the Scientific Revolution that led in turn to the Industrial Revolution.",4 followers,Eric Wang,3K,1.1K,22M,2018,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
2,"Essentially, until about the year 1500 there was no such thing as a border. The concept just didn’t exist. The modern concept of border was created with theEurope in the XI centuryNow, get one of those maps you can see in history books, with all of those nice colors and carefully drawn kingdoms and empires. That’s a mystification. You look at itEssentially, until about the year 1500 there was no such thing as a border. The concept just didn’t exist. The modern concept of border was created with theEurope in the XI centuryNow, get one of those maps you can see in history books, with all of those nice colors and carefully drawn kingdoms and empires. That’s a mystification. You look at it with your XXI century brain and think “Here ends Hungary and starts Poland, there is a border”. No, there wasn’t. There was a limes, an area (that could have been wider or narrower) of no man’s land, where the power of both kingdoms vanished and morphed into the other. For several (sometimes several hundred kilometers) nobody was in charge.Usually this limes coincided with a physical boundary: a sea, a major river, a mountain chain, a desert, an area so barren that it could not be used for agriculture. Sometimes it was just an area over which the two states were at war on. In the X century the Byzantine Empire was split up between different empires born of a big civil war (it would be soon reunited) and it was also at war with Bulgaria over the control of the lands that constituted the limes. These were good, fertile lands that the two states both wanted.Italy in the XI centuryWhere the population was thicker, the limes was narrower. The limes also moved with alliances and small wars. Canossa was formally in the Duchy of Tuscany, but if a lord of Canossa (at the time a major fortress) would switch sides and forge a new alliance with the Kingdom of Lombardy, the whole limes would change accordingly. The limes was a far more liquid concept than a border.So, how did a Roman guy know whether he was still inside the Empire? In a sense he could not. The Empire itself was not what the maps show us. If you look at a modern map of Brazil (for instance) you know that the whole area within the border is Brazil, and that’s all. It was not so in ancient times.The pink Roman Empire was actually a composite territory made of the Pomerium, which kind of formally belonged to the city or Rome, of the colonies, that were Roman cities and whose inhabitants (often including the rustics that lived in the countryside) were Roman citizens, and of lands that were variously influenced by Rome, but sometimes retained a local power structure (that was the case, for instance, for Palestine). Even within the limes you didn’t know exactly if in a certain place you were within the Rome domains, or within an area over which Rome merely had a heavy influence.Once you neared the limes all you knew is that you were on the limes, so Roman protection was not assured. On the other hand, the limes was often so unimportant that nobody went there except for a few sheep herders, merchants going to sell Roman Goods to the “tribes” (which were not really tribes, but let’s stick with the myth for the moment being) and some bandits.",22 followers,Spencer McDaniel,2.1K,2.1K,61.5M,2019,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
3,"They didn’t know when to quit.In 387 BCE, Rome’s walls were breached by Brennus’ Gauls. Their city was burnt to the ground, and they had to pay him a massive sum of gold to get him to leave. Reportedly Brennus had the scales used to weigh the gold tampered with, and when the Romans complained of this, he threw his sword onto the scale, and said “Woe to the conquered.”Did the Romans abandon their ruined city to start a life elsewhere? Did they disperse and become citizens of another city, leaving Rome a mere footnote in history?No.They rebuilt the city, brick by brick. There were no nicely-laidThey didn’t know when to quit.In 387 BCE, Rome’s walls were breached by Brennus’ Gauls. Their city was burnt to the ground, and they had to pay him a massive sum of gold to get him to leave. Reportedly Brennus had the scales used to weigh the gold tampered with, and when the Romans complained of this, he threw his sword onto the scale, and said “Woe to the conquered.”Did the Romans abandon their ruined city to start a life elsewhere? Did they disperse and become citizens of another city, leaving Rome a mere footnote in history?No.They rebuilt the city, brick by brick. There were no nicely-laid plans. It was all very messy and disorganized, and everyone seemed to be making their own independent efforts. But they managed to recover, and fought off all attacks from opportunistic neighbors. Rome lived to fight another day.In 321 BCE, one of Rome’s main armies entered the Caudine Forks mountain pass, and were trapped inside by a Samnite army. They surrendered without a fight. Rome had gotten a large portion of their fighting men captured.The Samnite commander asked his father what he should do with the captives. His father told him “Let them all go.” He doubted this, and so sent another letter for confirmation. His father’s advice had changed to “Kill them all.” He asked his father in person about this, and he stated that if he let them go, Rome would be indebted to Samnium forever. The second best choice, he said, was to wipe out a big chunk of Rome’s fighting men, so that they wouldn’t pose a threat for at least a generation.The commander decided to let them go, but not before disarming them and forcing them to walk under the yoke.Rome was furious, and plotted revenge immediately.Once again, the Romans pulled themselves back from this dishonorable peace to win the Second Samnite War.In 216 BCE, Rome was reeling from a defeat against Carthage. They had lost 80,000 young men in a single day. Some estimate that this accounted for 20% of the adult male population of Rome. This defeat came hot on the heels of two previous defeats in 218 and 217 BCE, where the Romans lost 60,000 men total.Did the Romans surrender?Had any other nation lost 20% of its adult male population on a single day, they would have surrendered on the spot. But not Rome.They fought on.And 14 years later, they would be at the gates of Carthage itself.Rome’s determination was insurmountable. You could kill their men, destroy their armies, sack their cities, but you could never break their fighting spirit.",912 followers,Élise Petras,789,1.3K,4.8M,2017,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
4,"The Roman Empire reached its maximum size at 117 A.D during Emperor Trajan reign. It was 5 million km².The Ottoman Empire reached its maximum size at 1683 A.D during Sultan Mehmed IV. It was 5.2 million km².So, the Ottoman Empire was larger in size at its peak.",152 followers,Alex Mann,845,2K,102.8M,2017,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
5,"I think in the future, we might see Peak Oil caused by political considerations (namely, we’ve got new technology, but for whatever reason we aren’t allowed to use it, or there’s a productive region discovered….underneath a national park) or economic considerations (the oil is there, but it has a lot of sulfur in it, and is prohibitively expensive to clean up). We might also see peak oil *demand* if alternate sources of energy wind up being cheaper, that being either things like natural gas, or solar. But I don’t think either of these peaks is going to happen soon.","29,949 followers",Tomaž Vargazon,2.6K,7.7K,249.8M,2019,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
6,"Mutant/Metahuman soldiers likeBloodshotDeadpoolWeapon HCaptain AtomX-23The sym-soldiersMajor ForceThe red hulkThe USA AgentSentryDamageThat's not counting the ones made by other countries like black widowRed guardianChinese supermanBucky BarnesThe Man with no Face, Philip wingAnd many many more.Why can't the Government just use technology to produce Mutant/Metahuman soldiers? (I.E. Captain America and X-Men) ?They do, consistently. Any more would be oversaturation. Who am I kidding we passed oversaturation a long time ago ;)Au revoirMutant/Metahuman soldiers likeBloodshotDeadpoolWeapon HCaptain AtomX-23The sym-soldiersMajor ForceThe red hulkThe USA AgentSentryDamageThat's not counting the ones made by other countries like black widowRed guardianChinese supermanBucky BarnesThe Man with no Face, Philip wingAnd many many more.Why can't the Government just use technology to produce Mutant/Metahuman soldiers? (I.E. Captain America and X-Men) ?They do, consistently. Any more would be oversaturation. Who am I kidding we passed oversaturation a long time ago ;)Au revoir",UNKNOWN,"Samuel, Strange, Supreme",805,708,16.4M,2013,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
7,"An excellent question!Optics, probably. You have to pull these soldiers fromWhich was the entire reason why heroes like Wolverine exist. He had no family and was just a drifter, someone no-one would miss, until Stryker turned him into Weapon X.BAn excellent question!Optics, probably. You have to pull these soldiers fromWhich was the entire reason why heroes like Wolverine exist. He had no family and was just a drifter, someone no-one would miss, until Stryker turned him into Weapon X.But then again, perhaps the technology to create “super-soldiers” is pretty far-fetched, even in fiction a technology that transforms ordinary men into levitating demi-gods might simply be implausible.Take Jason Bourne for example: in the films, the Treadstone operatives are subjected to a rigorous regime of classical conditioning that breaks the agents down psychologically until they simply cannot disobey orders anymore; and they (for the most part) ignore Pain, Confusion, Fatigue, Doubt, and Fear — thus by eliminating a soldier's greatest weaknesses, they become Super Soldiers, invisible assassins in an international, shadowy war.In later Bourne films, the Treadstone project was updated to produce even better soldiers through a kind of gene therapy, trying to create ideal supersoldiers without all the weaknesses of the original method.Both classical conditioning as well as gene therapy are familiar sciences, and have been around for a substantial amount of time.It is much more believable to improve ordinary soldiers using these methods than wholly mutating human beings into other artificial species just to use them in combat.I hope this helps!",0 followers,Jim Hogarth,10.5K,94,5.5M,2013,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
8,"Not sure I agree with the assumption in this.Captain America is technology-produced, with the super-soldier serum. The Red Skull was the result of a prototype version of the serum. Bucky Barnes also was injected with a verison of the serum. Luke Cage, again the result of technology. Biotechnology makes Black Widow heal faster. Bioengineering gives the Midnighter his abilities.",0 followers,Nor Reza,5.5K,8.6K,50.6M,2013,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
9,"In comic book worlds there are two reasons why this wouldn’t be done. One would be that the technology doesn’t work to get militarily useful powers most of the time. Another would be that it might produce monsters or uncontrollable people.In real life the reasons for not writing supersoldiers as having frankly supernatural powers is that it makes identification with the character and suspension of disbelief harder. Suppose that your supersoldier can produce as many watts as the Diablo Canyon nuclear plant. Then his extremely non-human physical abilities make him difficult for a human to identiIn comic book worlds there are two reasons why this wouldn’t be done. One would be that the technology doesn’t work to get militarily useful powers most of the time. Another would be that it might produce monsters or uncontrollable people.In real life the reasons for not writing supersoldiers as having frankly supernatural powers is that it makes identification with the character and suspension of disbelief harder. Suppose that your supersoldier can produce as many watts as the Diablo Canyon nuclear plant. Then his extremely non-human physical abilities make him difficult for a human to identify with and will make his outlook nonhuman. Another problem is that people have some intuitive understanding of thermodynamics, making it more difficult to take such a character setiously.","18,451 followers",Nathan Stanish,5K,2.3K,62.5M,2013,https://www.quora.com/Which-kind-of-social-and-technological-advancements-could-have-made-the-Roman-empire-at-its-peak-able-to-reach-the-modern-age-as-a-single-political-entity-or-with-minor-border-changes
