,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"While the need to deal with ecological issues will inspire innovation and new technology, it will not be as rapid as that during an existential war (nation’s survival at stake).The threat is much more immediate in an existential war. It is better known the factors better understood. Success and failures are immediately identified, usually through high casualty rates.With regards to climate and ecological change, the time span is larger than the average person can grasp. While the general science and principles are known, the detail mechanisms are not and the devil is always in the details. TheWhile the need to deal with ecological issues will inspire innovation and new technology, it will not be as rapid as that during an existential war (nation’s survival at stake).The threat is much more immediate in an existential war. It is better known the factors better understood. Success and failures are immediately identified, usually through high casualty rates.With regards to climate and ecological change, the time span is larger than the average person can grasp. While the general science and principles are known, the detail mechanisms are not and the devil is always in the details. The issues are much more holistics and interwoven, resulting in much more unintended consequences than the often simply technical innovations found in war.","66,670 followers",Dima Vorobiev,1.7K,4.2K,139M,2019,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
1,"Ehm… Maybe. The difference is that war is an immediate crisis where people look to the government to protect them, one where lives are very much at stake every day. This causes a sort of controlled panic that can drive technological innovation.Global warming? Between the slow, almost unnoticeable effects it has and lobbying by the fossil fuel companies, it’s become such a nebulous and far-off issue that not enough people are having that controlled panic, many are rejecting it outright. WeEhm… Maybe. The difference is that war is an immediate crisis where people look to the government to protect them, one where lives are very much at stake every day. This causes a sort of controlled panic that can drive technological innovation.Global warming? Between the slow, almost unnoticeable effects it has and lobbying by the fossil fuel companies, it’s become such a nebulous and far-off issue that not enough people are having that controlled panic, many are rejecting it outright. We","29,921 followers",Tomaž Vargazon,7K,7.7K,249.7M,2019,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
2,"No doubt innovations have been triggered by major events. However, war related innovations happened to deal with visible challenges and on a small scale. Ecological crisis is on a much larger scale and innovations are sometimes ineffective to alter the course of the crisis. Human has been living with some ecological crisis for a long duration of time but industrial-inducted ecological crisis would definitely reduce human existence dramatically. I guess the best innovation should be the one which trigger human anatomical changes that enabling human to cope and co exist with ecological crisis, sNo doubt innovations have been triggered by major events. However, war related innovations happened to deal with visible challenges and on a small scale. Ecological crisis is on a much larger scale and innovations are sometimes ineffective to alter the course of the crisis. Human has been living with some ecological crisis for a long duration of time but industrial-inducted ecological crisis would definitely reduce human existence dramatically. I guess the best innovation should be the one which trigger human anatomical changes that enabling human to cope and co exist with ecological crisis, some has been taking placed now and then. Watch the “Water World” again to see the idea is not far-fetch somehow.",18 followers,Asim Qureshi,1K,996,155.9M,2019,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
3,"In the 50’s in Los Angeles the smog was so bad that you had trouble breathing and you literally couldn’t see across the street. Laws were passed, laws were enacted because the people of L.A. refused to put up with the status quo. Anyone who refused to be part of the solution became the problem and were quickly outed, politicians, industries and anyone else who stood in the way. Technology will not be a problem once we decide to protect ourselves. Thus far we are willing to accept the hundreds of thousands deaths that our global warming has caused. Wars, famine and diseases have not convinced uIn the 50’s in Los Angeles the smog was so bad that you had trouble breathing and you literally couldn’t see across the street. Laws were passed, laws were enacted because the people of L.A. refused to put up with the status quo. Anyone who refused to be part of the solution became the problem and were quickly outed, politicians, industries and anyone else who stood in the way. Technology will not be a problem once we decide to protect ourselves. Thus far we are willing to accept the hundreds of thousands deaths that our global warming has caused. Wars, famine and diseases have not convinced us that global warming is worth the cost to reverse it. In this country we vote for politicians who claim there is no such thing as global warming. Our energy companies run ads claiming they are doing something about the problem while continue polluting. Until the people of the world refuse to suffer from the conditions that global warming causes we will be cursed with the condition. We have our military giving their lives in the Levant and Africa because of global warming. There is a better way to rid ourselves, in this country, than new technology. Vote! Vote for those who promise to do something about the problem. Stop buying gas from energy companies that aren’t investing in renewable energy. If possible buy electric vehicles. Again, VOTE! Opinion: One of the greatest problems facing the elimination of the effects of global warming is abortion. People who are pro life tend to vote for the very people who either don’t believe there is global warming or who are on the payroll of the companies that contribute to the problem. There are not enough natural disasters, or wars or famines, or shortening of life that will stop global warming unless we, the people, put a stop to it. If you want to stop the catastrophe that lies just ahead of us, you stop contributing and then make our government pass laws to stop all of us who won’t stop contributing to the problem. After that our country will have to help other countries stop their pollution. We withdrew from the Paris Accords, if you think that helps the problem then vote that way. On the other hand if you believe that was stupid and contributes to the problem then vote that way. Voting is not a right it is an obligation.","246,825 followers",Dushka Zapata,1.5K,8.5K,232.3M,2019,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
4,"In April 2001, the then-deputy secretary of defense, Linton Wells, wrote an article that was shared as a memo to President George W. Bush. Reading it demonstrates just how difficult it is to forecast the far away future.Here isIn April 2001, the then-deputy secretary of defense, Linton Wells, wrote an article that was shared as a memo to President George W. Bush. Reading it demonstrates just how difficult it is to forecast the far away future.Here isWells concluded by acknowledging that -“I’m not sure what 2010 will look like, but I’m sure that it will be very little like (what) we expect, so we should plan accordingly.”Everybody who read this memo nodded their heads wisely, and five months later 9/11 happened, and the entire geo-political arena was overturned completely, with the US becoming involved in Iraq and Afghanistan for more than a decade.The lesson? Don’t believe anything people tell you about geo-politics the next 100 years. Every ten years nations, cultures and technologies change. Since those changes are built on each other’s back, in a few dozen","284,846 followers",James Altucher,1.8K,878,91.7M,2012,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
5,"I liked it.One of the scenarios is particularly relevant now.He predicts that a major problem that will be faced is a population crisis where countries compete for people to come and work.The reason why I think that it is relevant now is that it seems hard to believe in the current climate. But we aren't at the point where he predicts yet.But imagine how much more difficult it will be to convince people to migrate to your country if you have spent fifty years with policies like the ones we are currently developing against migrants.Another scenario involves a resurgent Turkey. I seem to remembeI liked it.One of the scenarios is particularly relevant now.He predicts that a major problem that will be faced is a population crisis where countries compete for people to come and work.The reason why I think that it is relevant now is that it seems hard to believe in the current climate. But we aren't at the point where he predicts yet.But imagine how much more difficult it will be to convince people to migrate to your country if you have spent fifty years with policies like the ones we are currently developing against migrants.Another scenario involves a resurgent Turkey. I seem to remember that it was later on in his hundred years, but given Turkey's performance now it would not require much imagination to get where mr. Friedman got.Another one I find interesting is his prediction regarding what happens in the US with its large Hispanic population.This is where a large part of the south west US has a shared sovereignty with Mexico. Us residents voting in Mexican elections.It is worth a read.","358,841 followers",Sean Kernan,2.5K,5.6K,726.3M,2017,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
6,"Books are magic. They keep me on the ground instead of flying away in my own head until I can’t get back again.They also let me suck out the life, like a vampire, of the author of the book I’m reading. The authors give up their entire lives to be swallowed by that book they write. And I get to retrieve it in just a few hours of reading.These are the books I return to when I need help, guidance, solace in my life.I’m going to cheat. I’m not going to look at my kindle to see what I’ve read. Forgive me if I get a title or an author’s name wrong.If I can remember the books, then it means they hadBooks are magic. They keep me on the ground instead of flying away in my own head until I can’t get back again.They also let me suck out the life, like a vampire, of the author of the book I’m reading. The authors give up their entire lives to be swallowed by that book they write. And I get to retrieve it in just a few hours of reading.These are the books I return to when I need help, guidance, solace in my life.I’m going to cheat. I’m not going to look at my kindle to see what I’ve read. Forgive me if I get a title or an author’s name wrong.If I can remember the books, then it means they had some impact on me. If I can’t remember them, then why would I recommend them?For each one of these books: either they made me a better person, or I felt, even as I was reading them, that my IQ was getting better. Or, in the case of fiction, I felt like my writing was getting better by reading the book.Or I simply escaped to another world. I like to travel to other worlds. To pretend to be a character in someone else’s story.I think if you can find even one takeaway in a book that you remember afterwards, then it’s a great book.Remember: It’s hard to remember more than 1% of a book.Time is the ultimate judge of wisdom. How you bounce back from misery and despair in order to thrive. I hope I learned that from these books.——-“Man’s Search for Meaning”“Antifragile”“Tiny Beautiful Things”“Master of Love”“Anything You Want”“Mindset”“Between the World and Me”“Sapiens”“The Four Agreements”“Old Man and the Sea”“Jesus’ Son”“The Rational Optimist”“Bold”“Outliers”“Peak”“The Surrender Experiment”“Confessions of a Buddhist Atheist”“Mastery”“Zero to One”“War of Art”“Post Office”“Purple Cow”“Maus”“On Writing”“How We Got to Now“Creativity, Inc”“Sick in the Head”“Born Standing Up”“The Power of Now”“5 Love Languages”“How I Found Freedom in an Unfree World”“Slaughterhouse Five”“A Million Little Pieces”“To Kill A Mockingbird”“What We Talk About When We talk about Running”“The Stranger”“The Alchemist”“The Blue Zones”“The New Evolution Diet”“Poking the Dead Frog”“Socrates”“Small Victories”“Meet Your Happy Chemicals”“Illusions”“Evil Plans”“Chronicles”“Travels”“My Life as an Experiment”“Still Writing”“An Astronauts Guide to Life on Earth”“A Curious Mind”“Do/Design”My all-fiction list would be completely different. So it depends what island you land on. The island of make-believe? Or the island of personal improvement.Thank you, authors, for giving me your soul. For giving me immortality.It’s like I’ve lived 100s of lives as well as just my own.One of these days someone will eat my soul also. I hope I have enough seasoning to taste good.Related Reading:","102,709 followers",Andrew Weill,733,24.3K,175.7M,2017,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
7,I'm currently reading the entire Far Side collection by Gary Larson.And yes that counts as reading :) Don't judge me!Larson is such a prolific comic writer. How he came up with tens of thousands of co...I'm currently reading the entire Far Side collection by Gary Larson.And yes that counts as reading :) Don't judge me!Larson is such a prolific comic writer. How he came up with tens of thousands of co...,"284,846 followers",James Altucher,1.1K,878,91.7M,2017,https://www.quora.com/Wars-are-often-a-source-of-technological-challenge-leading-to-innovation-Will-the-ecological-crisis-have-the-same-impact-over-the-next-10-years
8,"Try mine - ‘The Birth of Now’. It explains how the modern world appeared quite suddenly after 1770 and what this suggests will happen over the next period. Available on Amazon, reviews on Amazon.co.uk",21 followers,Edward Hall,1.4K,59,8.6M,2018,https://www.quora.com/Ive-just-read-The-Next-100-Years-by-George-Friedman-the-CEO-of-Stratfor-What-other-accessible-to-the-non-expert-books-are-there-covering-possible-cultural-technological-and-geopolitical-trends-for-the-next-century
9,"There is no such list.A book of deep value to one person might be utterly valueless to another.A book that was indispensable at one point in your life may be deleterious later.Don’t focus on reading someone else’s list. Develop a reading life. Read for wonder, instruction, amusement, education. Don’t read what someone else thinks you should read; read what calls to you. And perhaps reread it later, to see if you find new value.Develop a reading life, not a checklist of books read.","82,153 followers",Quincy Larson,5.7K,358,29.1M,2017,https://www.quora.com/Ive-just-read-The-Next-100-Years-by-George-Friedman-the-CEO-of-Stratfor-What-other-accessible-to-the-non-expert-books-are-there-covering-possible-cultural-technological-and-geopolitical-trends-for-the-next-century
