,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"I don’t fear technological advances. I fear abuses of technology by people with malicious intentions, and I fear fragility caused by highly interdependent networks.There used to be a rumor that the Internet was designed in such a way that it could resist a nuclear strike, because it’s decentralized. That was never quite true. The domain name servers are decentralized, and that’s good, but there are enough bottlenecks in the cabling that one idiot with a backhoe can accidentally cut off Internet service to millions of people. As emergency services become ever more dependent on the Internet, thiI don’t fear technological advances. I fear abuses of technology by people with malicious intentions, and I fear fragility caused by highly interdependent networks.There used to be a rumor that the Internet was designed in such a way that it could resist a nuclear strike, because it’s decentralized. That was never quite true. The domain name servers are decentralized, and that’s good, but there are enough bottlenecks in the cabling that one idiot with a backhoe can accidentally cut off Internet service to millions of people. As emergency services become ever more dependent on the Internet, this puts lives at risk. I’d like to see more redundancy built into the system to reduce its fragility.","135,529 followers",Hector Quintanilla,1.8K,1.2K,88.6M,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
1,"I fear Artificial Intelligence (AI) the most.Ten years?Forget about ten years! AI will start to take over thousands of jobs in the nextI closely follow exponential technologies. The advances in this new industry are starting to get scary.Here’s one example just reported by Mr. Gates:If that’s not enough, take a look at this quick video:AI will replace millions of customer service jobs sooner than we could even imagine. Call centers will soon be something of the past.If you have access to Netflix, don’t miss this fantastI fear Artificial Intelligence (AI) the most.Ten years?Forget about ten years! AI will start to take over thousands of jobs in the nextI closely follow exponential technologies. The advances in this new industry are starting to get scary.Here’s one example just reported by Mr. Gates:If that’s not enough, take a look at this quick video:AI will replace millions of customer service jobs sooner than we could even imagine. Call centers will soon be something of the past.If you have access to Netflix, don’t miss this fantastic documentary:Also a Google technology:Be informed and","5,084 followers",Bobby Tatro,3.9K,2.2K,45.6M,2018,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
2,"GeneticideGene targeted viruses.A virus could be tailored to attack only cells with a particular gene or set of genes.Target anyone from an individual to any size genetically linked group…from one to everyone.Or say, to target that rare species which is preventing exploitation of natureWhy this?Genetic engineering doesn’t require hugely expensive equipment nor a huge amount of education—and it is getting easier daily.Like many projects most parts can even be contracted out or purchased off the shelf.The combined potential risk, low entry cost and relative simplicity make it an “everyman’s planGeneticideGene targeted viruses.A virus could be tailored to attack only cells with a particular gene or set of genes.Target anyone from an individual to any size genetically linked group…from one to everyone.Or say, to target that rare species which is preventing exploitation of natureWhy this?Genetic engineering doesn’t require hugely expensive equipment nor a huge amount of education—and it is getting easier daily.Like many projects most parts can even be contracted out or purchased off the shelf.The combined potential risk, low entry cost and relative simplicity make it an “everyman’s planet buster.”",0 followers,Priyan Bopitiya,4.7K,269,7.2M,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
3,"All efforts to curb robocalls fails. Like a bacteria that just mutates into a drug-resistant form… the robocall systems evolve, adapt, improvise… overcome.By 2030, 99.9 % of all network traffic is spam.",UNKNOWN,DurgaPrasad (దుర్గా ప్రసాద్),546,183,3.5M,2020,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
4,The same technology that has been feared for decades: Nuclear Weapons.The fact that they exist speaks volumes about humanity's priorities.,18 followers,Asim Qureshi,17K,996,156M,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
5,"1. Asteroid MiningAsteroid mining is a modern day gold rush that will open a trillion-dollar industry and provide a near infinite supply of metals and water to support our growth both on this planet and off. More asteroids are discovered near earth everyday, which are easier to reach than moon and there are thousands of candidates. In the future they will be the source of near infinite supply of precious resources.2. Recording and Replaying DreamsScientis in Japan have been working on a machine that would allow this. While researchers have so far only created technology that can reproduce simp1. Asteroid MiningAsteroid mining is a modern day gold rush that will open a trillion-dollar industry and provide a near infinite supply of metals and water to support our growth both on this planet and off. More asteroids are discovered near earth everyday, which are easier to reach than moon and there are thousands of candidates. In the future they will be the source of near infinite supply of precious resources.2. Recording and Replaying DreamsScientis in Japan have been working on a machine that would allow this. While researchers have so far only created technology that can reproduce simple images from the brain, the discovery paves the way for the ability to unlock people’s dreams and other brain processes.3. Cloud CitiesFloating cities in some form on Venus is actually not the dumbest thing. It’s more appealing than Mars in some ways. While it may not be happening in our lifetime, it may well be a more serious plan in the future.","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
6,"Reading the other answers, from people of good will who can at least follow the technicalities I can't follow, I don't worry any more.",469 followers,Daniel Cohort,11.9K,377,1.2M,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
7,"Directed energy weapons going mainstream. There has been a lot of testing of microwave cannons and other types of secret squirrel things for decades, and thus far the data has not been shared or stolen. But that will change I am sure.If a roque group with money is able to point one with any accuracy at satellites and starts shutting them down it could begin a chain of wrecks out there which will effectively shut down manned space exploration for decades.Same problems with nut jobs pointing their emitters at airliners. I doubt the FCC has many detector/tracker gizmos out there that can react faDirected energy weapons going mainstream. There has been a lot of testing of microwave cannons and other types of secret squirrel things for decades, and thus far the data has not been shared or stolen. But that will change I am sure.If a roque group with money is able to point one with any accuracy at satellites and starts shutting them down it could begin a chain of wrecks out there which will effectively shut down manned space exploration for decades.Same problems with nut jobs pointing their emitters at airliners. I doubt the FCC has many detector/tracker gizmos out there that can react fast enough to catch a mobile “ray gun"".Now let's hear all the real scientist rebuttals.","75,030 followers",Neman Ashraf,4.5K,410,37.1M,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
8,Thanks for the A2A.The development of Skynet.,256 followers,Priyal Gupta,9.7K,0,0,2019,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
9,I am in fear that I maybe will be not successful in helping humanity reach superintelligence and general AI. I have invented a whole new type of science.,"5,360 followers",Valerio Cietto,677,2.4K,9.1M,2020,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
10,"What’s coming after:Cloud computing: Cloud computing will last for a while, but eventually the internet will be the computer and blockchain technologies will act as intermediaries for computation, everybody’s computers will act as part of a distributed computer.Social networks: The data generated by social networks is very valuable, people will demand to get paid for that value. As this happens some networks will perish. Networks that represent areas of interest, that are active (like Github) will become the norm.Crowd-sourcing: Crowd sourcing will accelerate and grow in many directions.ThereWhat’s coming after:Cloud computing: Cloud computing will last for a while, but eventually the internet will be the computer and blockchain technologies will act as intermediaries for computation, everybody’s computers will act as part of a distributed computer.Social networks: The data generated by social networks is very valuable, people will demand to get paid for that value. As this happens some networks will perish. Networks that represent areas of interest, that are active (like Github) will become the norm.Crowd-sourcing: Crowd sourcing will accelerate and grow in many directions.There is a set of technologies that are traveling along the hype curve that will become simultaneously more mundane, powerful, and important over the next decade.Cultured agriculture products: milk, meat, silk, and leather have all had demonstrations or are in production but I believe we’ll see horn(keratin), wood, medicines, and analogs for most items in the grocery, furniture or lumber store over the next 20 years.Energy storage: The continued advance of Solar PV (Swanson’s Law) will make Solar cheaper than all other energy types through most of the world this decade. This will make the cost effective storage of energy paramount.Automated transportation: self driving vehicles will happen soon, they will be followed by drone transport and eventually (flying) drone transport for people. This will have enormous secondary impacts on commute distances and times.Artificial intelligence: today a good model to use for AI is anything a person can do in about a second, I expect that to double every couple years so that by the end of the 2020s an AI will be able to do something it takes a (trained) person 32 seconds to do. This sounds trivial, it is not. Driving is a waterfall of 1 second decisions, organizing a schedule between multiple people or writing a real report is much more complex and the “components” of those waterfall’s of decisions are 10 or 20 seconds.Robotics: better, faster cheaper robots will do repetitive tasks and manufacturing will fall to the same level of employment that agriculture hasAdditive Manufacturing: the cycle of development to go from idea to proof of concept to manufacturer good will plumet",0 followers,Lucas Martin,6.4K,65,4.2M,2020,https://www.quora.com/What-technological-advance-do-you-fear-most-in-the-next-ten-years
