,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Spain gave the Unification of all the Islands as the country which is today, the first step to become scientific and tecnological power.Spain developed the most advanced tecnology to built biggest ships in Philippines such the Galleons to travel the Ocean all along 250 years. Philippines ships industry is leader nowaydays…Spain shown the newest instruments, methods and sky carthography for pilots and sailors to rule all the waves and the oceans. Today most valued sailors are Philippines.Spain built in Manila ,1611 the first University of all Asia.","2,640 followers",Dimitra Triantafyllidou,898,2.1K,9.4M,2020,https://www.quora.com/What-are-the-contribution-of-the-Spaniards-and-Americans-to-the-development-of-science-and-technology-in-the-Philippines
1,"A couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s techA couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s technology will be comfortably ahead of the US’s, in a very macro sense, within a decade.",18 followers,Asim Qureshi,12.7K,996,156.1M,2019,https://www.quora.com/What-are-the-contribution-of-the-Spaniards-and-Americans-to-the-development-of-science-and-technology-in-the-Philippines
2,"No. China’s technology will not surpass America’s. Instead, America’s technology will lag behind China’s.It is not the same thing. When one says that China’s technology will surpass that of America’s, it means that the Chinese are working hard to surpass American in the field of technology while America will be making normal/standard technological progress. When it is said that America’s technology will lag behind that of China’s, it means that the Chinese are making standard/normal progress and America is falling behind the standard.In other words, China is not becoming a technological giant.No. China’s technology will not surpass America’s. Instead, America’s technology will lag behind China’s.It is not the same thing. When one says that China’s technology will surpass that of America’s, it means that the Chinese are working hard to surpass American in the field of technology while America will be making normal/standard technological progress. When it is said that America’s technology will lag behind that of China’s, it means that the Chinese are making standard/normal progress and America is falling behind the standard.In other words, China is not becoming a technological giant. Instead, America is gradually reducing into a dwarf.This is a matter of preference and priorities. Technological advancement is normal preference for China but it is not the normal preference for America. Let me explain this with examples.This (above) is an aircraft carrier battle group. It is the standard military method of mobilizing a vast number of personnel and weapons across the globe. One such battle group typically consists of:The cost of building the carrier is between 11 and 14 billion USD. The cost of other ships is not public but we can safely assume that the rest of the ships (escorts) cost around 6 billion in total. This makes the cost of building one aircraft carrier around 20 billion dollars.The price of maintaining and operating a carrier group is around 6.5 million dollars per day, or 2.3 billion dollars annually.America currently has 12 aircraft carriers in its naval fleet, burdening the economy 27.6 billion dollars annually. American navy plans on building one super-carrier (an aircraft carrier running on nuclear energy) every 6 years or so.This hints at the American government’s/military’s mindset: project power across the globe and look for trouble. China so far has no aircraft carrier, but it building one for domestic defense purposes.In the last 2 decades alone, America has directly invaded Afghanistan and Iraq, and has meddled in the internal affairs of Syria, Yemen and Venezuela, to name a few. The time which American statesmen should have spent discussing initiatives for science and technology, were lost in debating whether America should “pull out” from Syria and Afghanistan or not.America was destined to lag behind China in technological development ever since the first American construction firm uprooted its production units from American soil and planted them on Chinese. This was a sign American politicians should not have taken lightly. It meant that China was more conductive for business production than America. Ever since then, capital has been escaping American coffers towards China.When your first priority is projecting your military power across the world and to interfere with other countries’ internal affairs, you do gradually start lagging behind other nations not infected with this mentality.",991 followers,Imran Roy,2.2K,841,3.6M,2019,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
3,"Will China's technology surpass America's?A2A. It depends.If you look at the Nobel Prize winners in Physicsand Medicineyou can see that the US really started dominating after WWII. Before WWII, Europe was more successful in basic research.So what happened after WWII? Well, the US government set up two agencies to provide research funding and laboratories to scientists. One is Department of Energy, which producedWill China's technology surpass America's?A2A. It depends.If you look at the Nobel Prize winners in Physicsand Medicineyou can see that the US really started dominating after WWII. Before WWII, Europe was more successful in basic research.So what happened after WWII? Well, the US government set up two agencies to provide research funding and laboratories to scientists. One is Department of Energy, which producedSo you see the most important driver here for science and technology development? Funding.The thing you have to keep in mind is that Technology doesn’t really belong to a country. It’s shared among all the people globally. You may get a first-mover advantage, but you also have to pay the first-mover cost too. You have to eat the cost of failures. It’s debatable which side of the equation is the bargain. Also, the scientific community has long enjoyed open global collaboration. Because it works. Figuring out Nature is hard enough. Figuring out Politics is impossible, because it’s neither logical nor rational.How about if we just let all people with money chip in, if they so wish, and make HUMANS the winner?",0 followers,Steven Henninger,924,512,153.3K,2018,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
4,"China is the very tempting answer but as for comparing the two COUNTRIES American would win. For how long? I don’t know, frankly it seems sometimes like not much longer. But I work in China’s “silicon valley” and live nearby in the capital city so I’m a bit biased. I know that compared to, say, New York, Beijing eclipses it easily. I went on a business trip to Hefei a couple weekends ago (lower tier 2 city) and my Chinese colleague asked me at the train station (look at how far Beijing is from Hefei on a map, consider our train tickets cost MORE than flying would have, and then talk to me abouChina is the very tempting answer but as for comparing the two COUNTRIES American would win. For how long? I don’t know, frankly it seems sometimes like not much longer. But I work in China’s “silicon valley” and live nearby in the capital city so I’m a bit biased. I know that compared to, say, New York, Beijing eclipses it easily. I went on a business trip to Hefei a couple weekends ago (lower tier 2 city) and my Chinese colleague asked me at the train station (look at how far Beijing is from Hefei on a map, consider our train tickets cost MORE than flying would have, and then talk to me about technology) and politely asked if I brought any cash. I said yes, I have a few hundred yuan, why? And she said “oh, good, I assumed you would have some, being a foreigner, I didn’t bring any cash or cards”.This is coming from a woman with a rolling suitcase as well as a very expensive purse for a 4 day trip to a “lower 2nd tier city” and she literally just assumed her cellphone would suffice to pay for everything. I asked what she would have done if I didn’t bring some cash/chinese bank cards. Her response “nothing, because we’ll never use them”. She was right, neither of us ever used cash or cards in 4 days. I’ve gotten to used to this it actually surprises ME when I have to get out my wallet. Picture going to….(I’m trying to think of an American city that wouldn’t be insulted by being not just 2nd tier but not even upper or middle 2nd tier but lower 2nd tier and failing) so….if you’re St. Paul and someone showed up with nothing but their phone and was INDIGNANT by the idea you wanted cash or even plastic how would you feel?Probably annoyed and insulted. The Chinese feel the opposite. If my colleague purchased a a bottle of coke for 25 cents from a local merchant on the street and he said “sorry but I don’t take alipay/wechat pay from your phone” HE would be the one to look foolish to everyone. My colleague wouldn’t be seen as snobbish or entitled. The merchant would be viewed as backwards for not taking e-pay for even a small purchase, in a lower 2nd tier city, at a tiny street stand. Like it or not that sounds like the march of technology to me.So why, after all that, would I still dare say America? Well because even “lower tier 2 cities” like Hefei have 8–11 million people depending on how you want to measure it. That would make Hefei ab absolute lock for being “tier 1” if we has such a system in America on it’s population alone. China’s population dwarfs the US, and a lot of that population doesn’t live in walking distance of its countries “silicon valley” or spend its time only in cities important enough to be officially ranked on a tier system. Get off that grid and China is still far behind the US. But they’re catching up, and very, very quickly.",0 followers,Ezio Yao,858,215,5.9M,2018,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
5,"I’d like to give some different output to this question based on my personal experience.First of all, the US hits the edges where China may not even get into, especially in some areas such as military, space, microprocessor and so on. In addition, the US in general is more advanced than China regarding to most aspects. However, those advanced technologies are not applied to most people’s daily life.As a normal person, I found that the general public might not even notice the technological differences between these 2 if they lived in both countries since they wouldn’t access to those cutting edI’d like to give some different output to this question based on my personal experience.First of all, the US hits the edges where China may not even get into, especially in some areas such as military, space, microprocessor and so on. In addition, the US in general is more advanced than China regarding to most aspects. However, those advanced technologies are not applied to most people’s daily life.As a normal person, I found that the general public might not even notice the technological differences between these 2 if they lived in both countries since they wouldn’t access to those cutting edge technologies anyway.On the other side, because of higher population density and economy booming, China (especially coastal cities in China) has developed pretty advanced infrastructures in recent decades. Compare to some old infrastructure systems that have been operated for maybe more than a century in the US, like New York City subway (built in 1900s), Chinese cities’ brand new infrastructures could be better in some aspects. In other words, they are the accessible advanced technologies for general public.","1,128 followers",Choi Julian,1.3K,230,2.2M,2017,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
6,"The US. This wasn’t obvious before recent events. The direct trade conflicts have illustrated that even though China manufactures a lot of leading edge electronics, they’re still dependent on the US for the most advanced components. ZTE was completely crippled without US chips. Huawei’s smartphone’s were beating Apple and Samsung in many markets but are useless without Google Android and apps. There is a Chinese internet behind the Great Firewall then there is The Internet which is dominated by US companies.China has made tremendous progress in technology over the last 20 years and is a peer oThe US. This wasn’t obvious before recent events. The direct trade conflicts have illustrated that even though China manufactures a lot of leading edge electronics, they’re still dependent on the US for the most advanced components. ZTE was completely crippled without US chips. Huawei’s smartphone’s were beating Apple and Samsung in many markets but are useless without Google Android and apps. There is a Chinese internet behind the Great Firewall then there is The Internet which is dominated by US companies.China has made tremendous progress in technology over the last 20 years and is a peer of the US but the US still has the lead on balance.Tesla is more advanced than any Chinese electric car, SpaceX is years ahead of the Chinese Space program but both of these companies are the efforts of a single entrepreneur, Elon Musk. China is very willing to work with him too.China had several recent “Sputnik moments” in realizing the US and the West still had technological advantages. ZTE was one. Alpha Go beating the world Go champion was another. China is very serious about competing and US remaining advantages may not last long. China’s greatest disadvantage is the CCP trying to assert greater control and suppressing Chinese entrepreneurial genius. China’s success was achieved by the CCP backing off of interference with markets and creative individuals but it can still spoil that.",469 followers,Daniel Cohort,11.9K,377,1.2M,2019,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
7,"You’d be surprised to know thatUSAHaving said that, China has immense economic power with its massive manufacturing capabilities. According to an article on Harvard Business Review, while China may be investing in new-generation nuclear reactors, nanotechnology, quantum physics, clean energy, and water purification, it is also forcing multiYou’d be surprised to know thatUSAHaving said that, China has immense economic power with its massive manufacturing capabilities. According to an article on Harvard Business Review, while China may be investing in new-generation nuclear reactors, nanotechnology, quantum physics, clean energy, and water purification, it is also forcing multinational companies to share their technologies with state-owned enterprises. Hence, the gap.",0 followers,Lance Chambers,660,7.6K,24.4M,2021,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
8,"I’ve worked with Chinese tech companies. Their engineers and scientists are devoted to their families, employers and country.China has the capacity to leap frog the US in many different technologies. Take your pick, they are on it.The Chinese government places a high value on a highly educated population. Engineering and scientific professionals are leading a revolution in advancing scientific innovation in China.Their current leader, Xi, was a chemical engineer before becoming involved in his political career. In fact, many Chinese politicians are former engineers, refreshing thought isn’t itI’ve worked with Chinese tech companies. Their engineers and scientists are devoted to their families, employers and country.China has the capacity to leap frog the US in many different technologies. Take your pick, they are on it.The Chinese government places a high value on a highly educated population. Engineering and scientific professionals are leading a revolution in advancing scientific innovation in China.Their current leader, Xi, was a chemical engineer before becoming involved in his political career. In fact, many Chinese politicians are former engineers, refreshing thought isn’t it?The motivations for innovation in the US and China are a key point in China leap frogging the US. Both countries reward success in innovation with financial incentives.But, the Chinese have a greater sense of pride in their country and it’s future.The US is presently extremely divided politically, current leadership is seeking short term monetary goals over the advancement of scientific innovation.China may take the lead in further technological and scientific breakthroughs in this environment.>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>I just want to say thanks for the views! I also want to say thanks for the comments, I enjoyed them all.",167 followers,Tim Brown,806,1.4K,1.7M,2019,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
9,"Compared with hard power, the US leads China in almost every aspect.I say this not only to Americans but also to China. Don't always think naively that China can challenge and confront the US. That is to beat stone with eggs.I. How powerful is the US?From the political, economic, scientific and technological, military, cultural, diplomatic, and other aspects. China can't compete with the United States in any aspect.Continue ReadingCompared with hard power, the US leads China in almost every aspect.I say this not only to Americans but also to China. Don't always think naively that China can challenge and confront the US. That is to beat stone with eggs.I. How powerful is the US?From the political, economic, scientific and technological, military, cultural, diplomatic, and other aspects. China can't compete with the United States in any aspect.A. The US political powerThe US election is the most concerned political event in the world. Any American president who takes office will influence the direction of the world.For example, Trump, an “incredible“man who could not be found for hundreds of years, became the president of the United States. If he is in other fields, it may not have any influence. But he is now the president of the United States.But it is not that he is terrible, but that the global leadership of the United States is terrible!If he is the leader of a very underdeveloped country, I don't think most newspapers will even report it.B. The strength of the US economyThe strength of the US economy can be seen all over the world. The United States has not only influence but control over the global economy!C. The US science and technologyThe US stands at the forefront of science and technology in the world. Most of the high technology in the world is in the hands of Americans or American laboratories. For example, today's China is developing its aerospace industry, which is an achievement that attracts worldwide attention. However, we all know that compared with the United States, we are inferior to the United States and the former Soviet Union at the beginning of the Cold War.But I think Leonard's genius is that a nerd can have a girlfriend like Penny.D. The US militaryThe US military ranks first in the world, and I believe no one will refute me.The largest conventional aircraft carrier in the world is the Kitty Hawk of the US Navy. This aircraft carrier has participated in many foreign operations of the US military.The United States Marine Corps, the firm executor of the national will of the United States, can basically defeat other countries with only one US Marine Corps.I don't think any country in the world would be stupid enough to challenge the United States militarily.5 steps to reshape the US military: Glean, Engage, Focus, Incentivize, and Share.The Kitty Hawk of the US NavyE. The US cultureAmerican culture is an important manifestation of American soft power. Almost everyone on earth knows Hollywood, and even some people may not know where the capital of the United States is, but they must have heard of Titanic and Rambo, an American hero who can beat hundreds of people by himself. Most written works in the world are written and recorded in English. American music is basically the trend. The American brand is basically the guarantee of quality. It can be said that where there are people, there will be American cultural influence, except for newborns in hospitals.TitanicRamboII. What are the advantages of China?China's greatest advantage is the people.From the military point of view, the PLA under the leadership of the Communist Party of China has no advantage in weapons and equipment. But the People's Liberation Army has accomplished every military operation task brilliantly. Because Chairman Mao said: ""The decisive factor in war is people, not weapons and equipment."" Is it true that China respects the US military because the US military has the most powerful weapons and equipment? No, it is because the extraordinary courage displayed by the US military on the battlefield deserves China's respect.Let me show you a couple of the examples that the power of people:A. What has the Communist Party of China done in the history of being regarded as a communist devil by the West?The first National Congress of the Communist Party of China was held secretly in this boat, Shanghai on July 23, 1921. The meeting was attended by only 12 people, announcing the founding of the Communist Party of China. Today, China has 90 million Party members.Under the military attack of the Kuomintang, the army led by the Communist Party was forced to move. The journey is more than 20,000 miles, also known as the 25,000-mile Long March. During the journey, it has traveled 25,000 miles through 11 provinces, 18 mountains, 24 rivers, deserted grassland, and rolling snow-capped mountains.After the Long March, there were only 30,000 Communist troops.In 1932, he was commissioned by the CPC Central Committee to organize the Anti-Japanese Coalition Forces in Northeast China and served as the commander and political commissar of the Anti-Japanese Coalition Forces. He led the soldiers and civilians to fight bloody battles with the Japanese aggressors in the northeast. In the extremely cold environment, under the emergency of running out of ammunition, he finally fought alone with a large number of Japanese aggressors for a few days and nights and died heroically. When the Japanese army caught him, they cut open his stomach and found that there were only bark and cotton in his stomach. He kept fighting by eating these. At that time, the Japanese army stood up and saluted, because Yang Jingyu was a very respectable fighting hero of Communist Party members.The Liberation War was a war waged by the Chinese People's Liberation Army under the leadership of the Communist Party of China from June 1946 to September 1949 to overthrow the Kuomintang rule and liberate the whole of China. It is a decisive battle concerning China's future and destiny. On October 1, 1949, the People's Republic of China was proclaimed in Beijing on the way of PLA marching to the whole country. In 1951, the PLA completed the task of liberating the mainland and offshore islands and the Communist Party of China unified the Chinese mainland.The Communist Party of China has done a lot of things. She made China independent, and at the same time, she led the Chinese people to work hard to build the motherland.Many overseas Chinese are constantly discrediting the Communist Party. It doesn't matter. More than one billion Chinese people now support the Communist Party of China. Is this party good or bad? If the Communist Party is really an extremely evil party, how can it monitor and control 1.4 billion Chinese people?Is it because China is really sinful that it keeps smearing China? Or something else?B. What are the strange characteristics of the Chinese people?Chinese people's character comes from Chinese culture. It is not deep to get in touch with the Chinese without understanding the Chinese character.China's college entrance examination is the exam with the largest number of participants in the world. The history of examinations in China has exceeded 1400 years.Every year in the college entrance examination in June, all cars in China will not whistle, so it is necessary to create a quiet environment for the candidatesParents waiting anxiously outside the examination roomExamination in ancient China. In the highest examinations in ancient China, the invigilator was the emperor. At the same time, any candidate who tries to cheat will be decapitated immediately once he is found.2. Chinese people especially like farmingChina's geographical environment determines that the people here will make a living by farming. Until today, as long as Chinese people see a good piece of land, they will not plant flowers, but grow vegetables.The picture above shows Chinese people growing vegetables in the Antarctic scientific research stations, deserts, university campuses, and space.3. Chinese people love saving money and grainWhen Americans were suffering from pneumonia in COVID-19, many people took to the streets. In fact, it is not necessarily opposed to wearing masks, but Americans do not have the habit of saving money. If the United States does not resume its economic activities, the American people will be unable to live because they have no jobs. But at the request of the Communist Party of China, 1.4 billion people stayed at home. Chinese people can stay at home for two months without going to the streets. It is because Chinese people have the habit of saving money. A country that has been poor for hundreds of years will not spend all its money once it has earned it.4. An incomparable yearning for peaceA unified and centralized country, a country with peasants as its main people, needs a peaceful environment most. Because it is impossible to fight there, I still farm here. Chinese people have always hoped to have a peaceful environment for them to cultivate their land, save some money, and then let their children receive a good education.5. Chinese people's deep love for their families and countriesChina attaches great importance to education. Therefore, Chinese culture can be preserved from generation to generation after thousands of years. In education, loyalty and justice are emphasized. This is why Chinese people have a very strong concept of territory and nationality. Every generation of Chinese will tell their children that you are a Chinese, that you are a Chinese who eat with chopsticks, and that you are a Chinese who write Chinese characters.A very famous story in China, Yue Fei, a famous general in Chinese history, had his mother tattooed his back before joining the army. There are four Chinese characters on it,Every Chinese has been fed with chopsticks in this way, which is calledEvery Chinese child will be taught to use chopsticks by his parents.When eating in China, only the elders say they can eat, and the rest can eat. This is called a6. Once oppressed too much, peaceful farmers will become fearless fightersIn Chinese history, all those who rebelled were peasants. As long as farmers have food to eat, they will not rebel. Once they are starving, Chinese farmers will rise to revolt. Therefore, Chinese people are not afraid of power in their genes. Indeed, many emperors in Chinese history were rebellious peasants. The earliest peasant uprising in Chinese history was the uprising of Chen Sheng and Wu Guang in 209 BC. At that time, the west was still the Roman Republic.What I want to say is that these characteristics of Chinese people come from China's poverty and backwardness, and also from its own understanding. Chinese people may be bullied, but it is impossible to kill all Chinese people.The US is powerful, and the American people are a symbol of freedom and independence. China cannot compete with the United States in any form.III. In the endThe US is the most developed country in the world. The US is ahead of China in every respect. China has been actively learning from the United States. Americans are Chinese teachers.But China does have its advantage, that is, its people.The national anthem of China today was created at the most dangerous time in Chinese history. Her lyrics are like this:起来！不愿做奴隶的人们！把我们的血肉，筑成我们新的长城！中华民族到了最危险的时候，每个人被迫着发出最后的吼声。起来！起来！！起来！！！我们万众一心，冒着敌人的炮火，前进！冒着敌人的炮火，前进！前进！前进进！Get up!People who do not want to be slaves!Build our flesh and blood into our new Great Wall!When the Chinese nation is at its most dangerous time,Everyone was forced to make the final roar.Get up!Get up! !Get up! ! !We are United as one, braved the enemy's fire,Forward! Braving enemy fire,Forward!Forward!Go ahead, and forward!Well, this is what I share with you as a communist devil. Have a nice day, my friends~~~",189 followers,Prashant Kumar,5.7K,428,335.3K,2020,https://www.quora.com/Who-is-more-technologically-advanced-The-USA-or-China
