,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"We can cure many kinds of cancers already, and some cancers that were regularly terminal are now treatable to the point where individuals have a normal life (CLL, for example).Type 2 Diabetes is routinely cured with bariatric surgery.The obstacles facing us are not insurmountable. We put people on the moon 50 years ago, and we had just developed powered flight 50 years before that.Medical research and technology are not inhibited by complexity as much as by inconsistent funding, profit motives, and fundamental resistance to the idea of relief from the diseases of aging.There is a very interestWe can cure many kinds of cancers already, and some cancers that were regularly terminal are now treatable to the point where individuals have a normal life (CLL, for example).Type 2 Diabetes is routinely cured with bariatric surgery.The obstacles facing us are not insurmountable. We put people on the moon 50 years ago, and we had just developed powered flight 50 years before that.Medical research and technology are not inhibited by complexity as much as by inconsistent funding, profit motives, and fundamental resistance to the idea of relief from the diseases of aging.There is a very interesting discussion of this in “The Fable of the Dragon Tyrant” on YouTube.","220,607 followers",Franklin Veaux,1.4K,47.3K,782.8M,2019,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
1,"First, cancer is notSecond, cancer is a case where we wish evolution and natural selection were not true. By the time a cancer is noticed it consists of, at least, a billion cells. That’s a billion individuals. Once a cell mutates to become a cancer cell, it doesn’t stop mutating. Thus, those billion cells are not identical. They are a population of a billiFirst, cancer is notSecond, cancer is a case where we wish evolution and natural selection were not true. By the time a cancer is noticed it consists of, at least, a billion cells. That’s a billion individuals. Once a cell mutates to become a cancer cell, it doesn’t stop mutating. Thus, those billion cells are not identical. They are a population of a billion individuals, each of which is different from the others.So we give a treatment that kills 99.99% of the cancer cells. Sounds pretty good, doesn’t it? Only 1 in 10,000 cells is left alive. But that still means there areWhat oncologists have started to do is give 2 or more therapies at once. The idea is that a cell might be resistant to one, but not to the other one or more.Even so, if just 10 or so, or even just 1 cancer stem cell, survive, the cancer stands a good chance of coming back.",28 followers,Constance Ericson,1K,0,0,2019,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
2,"Many types of cancer have been cured by surgical removal. However, cancer is a very difficult set of diseases. And I meant diseaseThe difficulty arises because each cancer is a population of billions of cells. A billion cells is about the lower limit of detection with MRI or CT. Each of those cells is different. I attended a talk where the speaker had used genomics in the form of DNAseq to map the mutations within melanoma cancers on patients, looking for some set of gene mutations common to every melanoma. Or, alternatively, he was loMany types of cancer have been cured by surgical removal. However, cancer is a very difficult set of diseases. And I meant diseaseThe difficulty arises because each cancer is a population of billions of cells. A billion cells is about the lower limit of detection with MRI or CT. Each of those cells is different. I attended a talk where the speaker had used genomics in the form of DNAseq to map the mutations within melanoma cancers on patients, looking for some set of gene mutations common to every melanoma. Or, alternatively, he was looking for “personalized therapy”. He didn’t find the common set of mutations. Instead, within a melanoma from a single patient he found overThe problem is that a treatment that kills, say, 99.999% of the cancer cells still leaves a thousand cancer cells alive. These are the ones resistant to the treatment. Now they divide. All the daughter cells inherit the resistance.Cancer and cancer treatments are natural selection in action. During my career I have been at meetings and seen 3 jaw dropping “cures”. In each case, a wide variety of cancers — lung, brain, breast, adrenal, etc. — were “cured”. However, none of these treatments ever showed up in wide-spread clinical use. Why?Today physicians are using combination therapies. If chemotherapy, then they are using 2 or more agents, under the theory that a cancer cell won’t be resistant toThe definitive cure for cancer is surgical removal. However, even if the main tumor is surgically removed, there is the chance that some cancer cells were outside the volume removed. Many cancers, of course, are not amenable to surgery. There are more and more treatments coming online exploiting the weakness of individual cancers. The treatments based on immunotherapy show promise. However, 2 of those jaw-dropping “cures” I saw were based on immunotherapy.There will be progress, particularly now that much research is focused on individual cancers, not cancer as a whole. Treatments are being devised for a particular cancer, not cancer as a whole.But as long as natural selection is true, I am pessimistic about a wholesale “cure” of cancer.","1,121 followers",Ann Silberman,971,381,2.8M,2016,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
3,"Cancer is not a disease. It’s a name for a whole family of different diseases with different causes and different biochemistries, all of which have only one thing in common: unrestrained cell growth.Some cancers already are treated. Others are not. Of the ones that are not, some will probably be treatable in the future.",6 followers,Stewart Cook,962,723,12.9M,2018,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
4,"Cancer is inherently impossible to turn into a chronic condition that can be managed long-term, because its genomic instability gives it the power of natural selection: the longer it survives, the more certain it is to find new ways to outwit the shackles that are stopping it from growing. This was somehow forgotten 50-odd years ago, when oncologists triggered the War On Cancer in the USA by convincing themselves, and then the government, that cancer could be defeated within a decade - and the WOC was certainly a good thing, so sometimes even delusions can have silver linings - but “delusion”Cancer is inherently impossible to turn into a chronic condition that can be managed long-term, because its genomic instability gives it the power of natural selection: the longer it survives, the more certain it is to find new ways to outwit the shackles that are stopping it from growing. This was somehow forgotten 50-odd years ago, when oncologists triggered the War On Cancer in the USA by convincing themselves, and then the government, that cancer could be defeated within a decade - and the WOC was certainly a good thing, so sometimes even delusions can have silver linings - but “delusion” is honestly no exaggeration.However, all that means is that we need a bona fide cure, nothing less - and that may be much less far off than most people think. First, there is the burgeoning field of cancer immunotherapy, which has already seen massive success in the past decade (after quite a few decades of not seeing any) and is continuing to progress rapidly. Then there is the one thing that all cancers have in common, namely telomere elongation; a way to kill cells that are elongating their telomeres is entering clinical trials right now. Fingers crossed.",224 followers,Natasha Kathleen,1.7K,179,1.3M,2021,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
5,"First I think we need to look at the base cause of the two and go from there. Both cancer and diabetes thrive in a high glucose/carb enviroment. The best cure is to live a healthy lifestyle from day one and maintain it.I actually know someone who got a price from M.D. Anderson to cure his pancreatic cancer. In the future when there’s some sort of world Utopia and we dont use money to live, cures will come a dime a dozen, but because we dont Big Pharma has us by the pocket book and a cure wont be available for eons",15 followers,Trevor Lance,1K,2.5K,5.6M,2019,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
6,"Several countries are currently working on Quantum Radar.This radar will change air defense and air operations over hostile terrain immensely.This system involves paired couplings which are two protons that are entangled with each other. This state has been described as “spooky action at a distance”. The two particles are “linked” regardless of physical distance between them. What happens to one particle, affects the other in the same fashion.A pair is generated and one half (the signal) is fired down range and the second (the idler) is kept and observed. If the “signal” hits something, the “iSeveral countries are currently working on Quantum Radar.This radar will change air defense and air operations over hostile terrain immensely.This system involves paired couplings which are two protons that are entangled with each other. This state has been described as “spooky action at a distance”. The two particles are “linked” regardless of physical distance between them. What happens to one particle, affects the other in the same fashion.A pair is generated and one half (the signal) is fired down range and the second (the idler) is kept and observed. If the “signal” hits something, the “idler” will indicate this. But it gets better. The information that the “idler” can provide is more than usually received with radars currently in use. A standard radar shows the object as a “blob” with a given speed, bearing and altitude. Features of the object are not visible. With quantum radar, the individual features of the object will be noticeable, so a radar operator will be able to identify whether the object is missile, fighter, etc and what type of missile or fighter based on the shape of the object. It could tell the difference between a US F-15 and a Russian Su-35.Here is an image of a B-2 bomber and a bird.(image fromThat is not all. The object being seen by the radar will not be able to detect that it has been detected. Currently, radars send out pulses that bounce off the object and return to the radar system. That signal is detectable at much greater ranges than a measurement return signal can, so a radar can be detected long before it could detect you out of the background noise of signals it receives. This is how a “fuzz buster” radar detector works. With quantum radar, there is almost noway to detect the signal from the radar.Next, the shape of the object will have little effect on the entangled particles. In other words, stealthy features on the object will have no effect on its detection. You could have radar cross section of a golf ball and still be as a detectable as billboard.Even if you detect the signal from a quantum radar (very remote chance), you will not be able to locate the radar itself. Currently, radars are easily located if they are broadcasting. It is like they are shining a flashlight in a dark room. You can see the flashlight and know where the person is, what they are looking at and judge whether they could see you. With quantum radar, you can not track the radar signal back to its sources. This will make suppression of enemy air defense (SEAD or Wild Weasel) missions a lot more difficult to execute.So you have a radar that works against stealthy and non-stealthy object equally, cannot be detected or tracked if detected.",18 followers,Asim Qureshi,12.7K,996,156M,2019,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
7,"A couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s techA couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s technology will be comfortably ahead of the US’s, in a very macro sense, within a decade.",UNKNOWN,DurgaPrasad (దుర్గా ప్రసాద్),546,183,3.5M,2019,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
8,"I think that would be the Space Fence.The above picture is the legacy space fence system that was decommissioned in 2013. It was a VHF system that could detect and track basketball sized objects in space at about 15,000 miles away.The new system became operational just last March (2020). It is an S-band radar built by Lockheed Martin for the US Air Force (now US Space Force). It can track even smaller objects at greater distances.I think that would be the Space Fence.The above picture is the legacy space fence system that was decommissioned in 2013. It was a VHF system that could detect and track basketball sized objects in space at about 15,000 miles away.The new system became operational just last March (2020). It is an S-band radar built by Lockheed Martin for the US Air Force (now US Space Force). It can track even smaller objects at greater distances.","5,360 followers",Valerio Cietto,677,2.4K,9.1M,2021,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
9,"GPS gives you a position in latitude and longitude. The Navigation software may plot that on a chart or convert it to another format like eastings and northings but it is basically just a position. A echosounder gives you the depth under your keel, though some E/S’s will look forward for a short distance, usually not far enough ahead to stop the vessel.GPS becomes less valuable as more and more landmarks are visible, such as entering a harbor. What is of far greater importance are the channel buoys.What the pilot brings to the table is a vast depth of local knowledge. He knows the currents andGPS gives you a position in latitude and longitude. The Navigation software may plot that on a chart or convert it to another format like eastings and northings but it is basically just a position. A echosounder gives you the depth under your keel, though some E/S’s will look forward for a short distance, usually not far enough ahead to stop the vessel.GPS becomes less valuable as more and more landmarks are visible, such as entering a harbor. What is of far greater importance are the channel buoys.What the pilot brings to the table is a vast depth of local knowledge. He knows the currents and how the weather and tides affect them. He knows the local conditions. Things like did that sandbar shift after the last storm or since your chart was printed. He know areas that should be avoided. The Potato Patch just outside of San Francisco harbor is a prime example.If a ship runs aground at the harbor entrance it could cripple the harbor for days. The cost of ships and their cargo could run into 100s of millions of dollars. Having to close a harbor could cost the local economy billions. The pilot, due to his knowledge of the area, lessons the chance of that occurring.","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2020,https://www.quora.com/Will-it-ever-be-possible-to-cure-chronic-disorders-such-as-cancer-and-diabetes-with-advanced-technology-in-the-future
