,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"Nanotechnology, but in a really cool way.You remember the microbots in Big Hero 6, right? Well, unfortunately, those microbots are impossible, but there is a similar technology that’s being developed in real life.The idea is to build tiny replicators that can create more of themselves, like a sort of super bacteria that never stops replicating. Such a technology would be“…the first replicator assembles a copy in one thousand seconds, the two replicators then build two more in the next thousand seconds, the four build another four . . in less than two days, theyNanotechnology, but in a really cool way.You remember the microbots in Big Hero 6, right? Well, unfortunately, those microbots are impossible, but there is a similar technology that’s being developed in real life.The idea is to build tiny replicators that can create more of themselves, like a sort of super bacteria that never stops replicating. Such a technology would be“…the first replicator assembles a copy in one thousand seconds, the two replicators then build two more in the next thousand seconds, the four build another four . . in less than two days, they would outweigh the Earth; in another four hours, they would exceed the mass of the Sun and all the planets combined …”Of course, self-replicators require materials, so they aren’t going to spread through space or anything. But they would have an abundance of material on Earth, especially of carbon, which would likely be the building blocks of such an assemblers. If you were carrying a jar of them and tripped and they spilled out, and they had no limit, they would quickly devour the entire earth with no way of stopping them.But here is where things get interesting: These tiny robots would have the ability to construct molecules from atoms, giving them the ability to produce amazing materials like graphene, cubes of apple, and even brain material.With advanced nanotechnology in the form of self-replicators, the entire world would experience a revolution. Think for a second about what wouldn’t change in the face of machines that can produceProduction jobs would cease. The price of every item ever created would be lowered massively. Supercomputers and experiments regarding brain material would become almost commonplace. Terraforming other planets would take years if not months. And all of this is actuallyThere is a lot of power contained within those tiny machines.",0 followers,Lucas Martin,6.4K,65,4.2M,2017,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
1,Let's look 5–10 years into the future. Here are some things on the horizon:Let's look 5–10 years into the future. Here are some things on the horizon:,"5,360 followers",Valerio Cietto,677,2.4K,9.1M,2019,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
2,I foresee a need and possibility of intelligent databases and data warehouses that can automatically compress and expand as needed by using some type of artificial intelligence.,0 followers,Lucas Martin,6.4K,65,4.2M,2019,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
3,"Nanotechnology, but in a really cool way.You remember the microbots in Big Hero 6, right? Well, unfortunately, those microbots are impossible, but there is a similar technology that’s being developed in real life.The idea is to build tiny replicators that can create more of themselves, like a sort of super bacteria that never stops replicating. Such a technology would be“…the first replicator assembles a copy in one thousand seconds, the two replicators then build two more in the next thousand seconds, the four build another four . . in less than two days, theyNanotechnology, but in a really cool way.You remember the microbots in Big Hero 6, right? Well, unfortunately, those microbots are impossible, but there is a similar technology that’s being developed in real life.The idea is to build tiny replicators that can create more of themselves, like a sort of super bacteria that never stops replicating. Such a technology would be“…the first replicator assembles a copy in one thousand seconds, the two replicators then build two more in the next thousand seconds, the four build another four . . in less than two days, they would outweigh the Earth; in another four hours, they would exceed the mass of the Sun and all the planets combined …”Of course, self-replicators require materials, so they aren’t going to spread through space or anything. But they would have an abundance of material on Earth, especially of carbon, which would likely be the building blocks of such an assemblers. If you were carrying a jar of them and tripped and they spilled out, and they had no limit, they would quickly devour the entire earth with no way of stopping them.But here is where things get interesting: These tiny robots would have the ability to construct molecules from atoms, giving them the ability to produce amazing materials like graphene, cubes of apple, and even brain material.With advanced nanotechnology in the form of self-replicators, the entire world would experience a revolution. Think for a second about what wouldn’t change in the face of machines that can produceProduction jobs would cease. The price of every item ever created would be lowered massively. Supercomputers and experiments regarding brain material would become almost commonplace. Terraforming other planets would take years if not months. And all of this is actuallyThere is a lot of power contained within those tiny machines.",UNKNOWN,Tim Mensch,626,3K,18.8M,2017,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
4,Zensar is second tier software company and does have good leadership however managers are not up to the mark on ground level thus they are not utilising talent to optimum level and also big client are seeking for change since tier 1 companies are giving more good services in cheap way.Also in coming days all focus will be on AI and Ml where tier 2 companies will find it difficult to survive as it will need more investment which they can't afford.I would recommend you to take a look at ICERTIS or FISERV,18 followers,Asim Qureshi,1.8K,996,156M,2019,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
5,"About Jubilant FoodWorks LtdJubilant FoodWorks Limited, part of the Jubilant Bhartia Group, is one of the largest food chain operating companies in India. JFL has exclusive rights to develop and operateAbout Jubilant FoodWorks LtdJubilant FoodWorks Limited, part of the Jubilant Bhartia Group, is one of the largest food chain operating companies in India. JFL has exclusive rights to develop and operateMarket price of Jubilant FoodWorks LimitedJubilant FoodWorks has a market capitalization ofKey strengthsManagementShyam S Bhartia is the Managing director and CEO of Jubilant FoodWorks Limited. He has held various leadership roles at Airtel, Hindustan Unilever & PepsiCo and has overNow let us look into the numbers of Jubilant FoodWorks.There are four basic and important attributes of a company:Let’s check if Jubilant FoodWorks has good numbers in all these metricsGrowthMarket price of the stock will definitely grow in the years only when sales and profits of its underlying business are growing at a similar rate.All the above numbers are in Rs. croresInferencesThese numbers show that the company has huge prospects in terms of achieving higher growth in the upcoming yearsCash FlowFree cash flow is the cash in hand which the company has after investing in Property, plant and expenditure. It is also called asThe solvency or cash position of the company is improvedSome companies post high net profits (PAT) and negative Free Cash Flows (FCF). Such PAT is of no use to shareholders of the companyLiquidityA company which can remain sufficiently liquid will continue to survive even at low growth rates and low profitability. Conversely, even a highly profitable and growing company might cease to exist if it lacks the liquidity.ProfitabilityProfitability of a company is measured by two ratios(1) Return on Equity(2) Return on Capital EmployedJubilant FoodWorks has high ROE and high ROCE, making it attractive to the investors. Generally, ROE >15 and RoCE >25 are considered to be goodFuture OutlookWith aThe company has huge growth prospects in theHowever, in the short term the company will show minimum revenue in their accounts because of the lockdown. However, in the long term this company has huge growth opportunitiesThanks for reading!Hope you liked my analysis!Hi friends, I am Dinesh. I have been writing answers on Quora on Personal Finance, Investments and Stock market analysisRequesting you all to read my answers and follow me on Quora as it is the only source of motivation which would encourage me to write more answersAssuring you all a good Return on Investment (ROI) on your time spent on my Quora answersThank youDinesh",6 followers,Ryan Burner,1.6K,0,0,2020,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
6,The best long-term cryptocurrencies areThey already have millions of users and revenue. That is why they are the coins that have the least risk and the most upside potential (10x-100x) combined.These all have more risk and a lot less upside potential (6x at maximum):,0 followers,Stock Price,878,0,0,2021,https://www.quora.com/What-are-the-upcoming-issues-in-technology
7,"Alphabet (Google).It has an insanely effective strategy - to dominate then monetise.It has been so effective that it’s been a key driver in becoming dominant in:It is also using this strategy to try to achieve dominance in:So when Alphabet goes into a new industry it thinks in decades. Very little care about revenue. 100% focus on domination.Alphabet currently has a market capAlphabet (Google).It has an insanely effective strategy - to dominate then monetise.It has been so effective that it’s been a key driver in becoming dominant in:It is also using this strategy to try to achieve dominance in:So when Alphabet goes into a new industry it thinks in decades. Very little care about revenue. 100% focus on domination.Alphabet currently has a market cap of US$950B, 30% below Apple, in line with its 30% lower revenue. But given Alphabet has tons of long-term bets and has more a software component with lower costs of sales - that 30% doesn't make any sense.You see, Wall Street doesn't think long-term - it wants to see those revenues now - and so Alphabet has been consistently undervalued.In fact, I was with two other ex Morgan Stanley colleagues a few months ago, and we were chatting and disagreeing on pretty much everything we spoke about, except one thing - that Alphabet is the world's most incredible business.It's so good it’s evil.",0 followers,Stock Price,582,0,0,2020,https://www.quora.com/What-are-the-upcoming-issues-in-technology
8,This was about what business company does and other stuff regarding it.Now let's analyze the Pros and cons of the company to get a better understanding regarding the company.PROSCONSCONCLUSIONOverall for long term investment HCL Tech is quite a good option as compared to other IT companies it is trading at attractive valuations and with limited downside risk.So one can buy this stock at current price or should accumulate in trenches.This is not any investing or trading advice one should do his/her own research before investing or trading.For more such interesting stock analysis you can follow me here✒️Do let me know in the comment box which company's stock analysis you want me cover in the next article.,0 followers,Stock Price,791,0,0,2021,https://www.quora.com/Is-it-worth-to-invest-stocks-in-Zensar-Technologies-for-the-long-term-How-is-the-growth-prospects-in-upcoming-years
9,"The Gatling gun became obsolete with the invention of the self-loading machinegun:In the 1950s General Electric produced the Vulcan rotary cannon, using the same architecture, with an electric or hydraulic motor added:The Gatling gun became obsolete with the invention of the self-loading machinegun:In the 1950s General Electric produced the Vulcan rotary cannon, using the same architecture, with an electric or hydraulic motor added:",0 followers,Robert Klaus,3.4K,1.2K,4.4M,2021,https://www.quora.com/What-are-some-upcoming-trends-of-innovative-technology
