id,link,titles,abstract,bertopic_cluster_id,cluster_Name,xmeans_labels,Related_Class,Relevance_Class,Levi_Relevance 1/0 (Technology Oriented/Other) ,"Levi_Related_Class (1,2,3,0)  by defined categories in Sheet 1 ","Levi_Detect (1,0) 1 - New Potentially emerging technology detected, 0 -no pearls in the shall",Tech_Name,Note,new_Tech_code (1-new application. 2- new subtech. 3- completely new tech),coverage,stage_assesment
eit529,https://eit.europa.eu//news-events/news/eit-health-helps-tubulis-secure-eu107-m-funding,EIT Health helps Tubulis secure €10.7 M in funding,"The EIT Health Investor Network facilitates early-stage fundraising across Europe to help accelerate promising start-ups. The network connects qualified companies seeking funding with a pool of selected European investors. In recent months Investor Network companies have raised funding with some of our members such as TeiaCare €1.1m, Wefight €1.8m and InHeart €3.7m. For Tubulis, the financing round was co-led by BioMedPartners and High-Tech Gründerfonds (HTGF) with support from Seventure Partners, Coparion, Bayern Kapital, and OCCIDENT alongside significant contributions by high net worth individuals and the founders. Tubulis was spun out in 2019 from the Leibniz Research Institute in Berlin (FMP) and the Ludwig Maximilians University (LMU) in Munich with the aim of expanding the therapeutic potential of ADCs for cancer and other disease indications. Tubulis’ objective is to use our dual platform approach to generate uniquely matched and disease-specific ADCs that combine selective antibodies with effective payloads. The funding committed by this experienced syndicate represents a validation of our technology and reflects the recent renaissance in ADC development in our industry. These proceeds will enable us to continue validating our platforms and to move our first two selected ADC candidates towards the clinic -Dominik Schumacher, CEO and Co-founder of Tubulis. Tubulis is tackling the limitations of current ADCs head-on and is helping to shape the future of ADCs for the treatment of a broad range of diseases. We look forward to supporting the team at Tubulis as they continue to build the company in a growing field with a high need for innovative solutions. -Michael Wacker, Partner at BioMed Partners ",,,,,,,,,,,,,
eit530,https://eit.europa.eu//news-events/news/eit-innoenergy-worlds-first-zero-carbon-lithium-extraction-project-start-germany,EIT InnoEnergy: World’s first zero carbon lithium extraction project to start in Germany,"Vulcan’s “Zero Carbon Lithium” project will be realised in the German part of the so-called Upper Rhine Rift, in the states of Baden-Wuertemberg and Rhineland-Palatinate.  The region contains Europe’s largest lithium resource and one of the largest worldwide. Batteries are a key technology of our time. Driven particularly by the demand of the e-mobility sector, Europe’s share of global battery cell production is forecast to reach almost 15% by 2024, overtaking the US and Asia excluding China. By using that momentum to accelerate the development of the European battery value chain, we are making our economy more resilient to future crises. The CO2-neutral development of our own lithium deposits is a crucial building block for a sustainable and strong European battery industry and will bring us significantly closer to meeting our 2030 climate goals. By further investing in Vulcan, and the other lithium mining projects, Europe could cover most of its anticipated lithium demand from regional resources.  -Christian Müller, CEO of EIT InnoEnergy, Germany, EIT InnoEnergy will be supporting Vulcan Energy Resources in bringing this strategic project to fruition. In addition to direct financial support in the six figure range, EIT InnoEnergy will be assisting Vulcan in raising further capital, helping to establish connections to companies in Europe’s battery supply chain as well as relevant political actors, and assisting them in building their management team and selecting qualified employees through its vital growth phase. Horst Kreuter, co-founder of Vulcan Energy Resources, said: “Our goal is to play an integral role in enabling a zero-carbon future by decarbonizing the currently high carbon production footprint of lithium-ion batteries used in electric vehicles. We have therefore carried out a very thorough global search for the perfect location – and found it. Not only does the Upper Rhine region contain one of the largest lithium reservoirs globally, it is also within a few hours reach to many of the World’s leading auto manufacturers, and many other industrial players, all of whom have a hugely growing demand for emission-free lithium. We see a massive chance for the region to become one of the key centres of the European battery industry itself, which would result in the creation of thousands of secure and highly qualified jobs.” Vulcan will pump hot lithium-rich brine up to the surface, then use the renewable electricity and heat to drive lithium extraction using its proprietary technique, with excess renewable energy as a saleable by-product that can be fed back into the grid. As a result, the carbon footprint of the production process could even be negative.  The resulting lithium shall then be used in a number of ways, most notably in the production of lithium-ion batteries to meet the massive demand from the automotive and other sectors. Commercial operations are targeted to start to produce lithium hydroxide in time for the large increase in expected industry demand in Europe during the first half of the decade. Over time, production volumes are expected to massively increase. Europe is already the fastest growing lithium-ion battery production centre in the world, with zero local supply of lithium hydroxide.",,,,,,,,,,,,,
eit531,https://eit.europa.eu//news-events/news/eit-climate-kic-participated-circular-economy-online-event-un-high-level-political,EIT Climate-KIC participated in the circular economy online event at UN High Level Political Forum on Sustainable Development,"The HLPF annual meeting is the core United Nations platform for follow-up and review of the 2030 Agenda for Sustainable Development and its 17 Sustainable Development Goals (SDGs). Usually hosted in New York City, it was held online this year due to the COVID-19 pandemic. Cliona Howie presented examples on how EIT Climate-KIC is working to leverage collective knowledge and expertise to ensure that the post-COVID-19 recovery is aligned with climate and SDG commitments. ''What we are offering on the ground is system innovation as a service to help Europe deliver a transformative green recovery'' said Howie. Systemic change, she added, is “a shift from ‘singular interventions’ – which might provide amazing solutions in a single place, at a single time, for a single thing – to something that is really addressing the complexity of the global climate challenge.”
	“As we plan an economic recovery, it is critical that we look beyond the easier, carbon-intensive options. The answer lies in circular, systemic solutions that will transform our society in an unprecedented way,” said Howie. In practice, EIT Climate-KIC designs cross-cutting holistic programmes (so called Deep Demonstrations) based on the needs, demands, and contexts of a certain ecosystem. The aim of the “Circular, Regenerative Economies Deep Demonstration” is to help challenge owners – which can be public authorities at the national, regional or city scale, but also entire value chains – “understand what a circular transition looks like, how they would implement it, how they would even start pulling it together, how they would meet objectives that really help them to design a resilient sustainable future, all while meeting very pressing climate targets,” explained the expert. The approach aims to identify the scenarios, pathways and available options for system change consistent with a 1.5-degree future. It is already being tested in many places around the EU including in Slovenia, where nine ministries are working together with EIT Climate-KIC, EIT Raw Materials and the EU’s Joint Research Centre on 17 inter-connected programmes across multiple levers of change from education to policy, consumer behaviour, innovation support and capacity building. “Slovenia has been an incredibly exciting journey thus far and we’re really looking to implementing on the ground very quickly,” said Howie. Listen to the full recording of the webinar with Cliona Howie as well as Peter Schmidt (Sustainable Development Observatory of the European Economic and Social Committee EESC), William Neale (European Commission Directorate General Environment), Meta Gorišek (State Secretary from Ministry of Environment and Spatial Planning of the Republic of Slovenia), Janja Kreitmayer McKenzie (EU Coordination and International Affairs Service, Ministry of Environment and Spatial Planning of the Republic of Slovenia), Hatty Cooper (Circle Economy, Coordination Group of the European Circular Economy Stakeholder Platform), Mark Hidson (ICLEI – Local Governments for Sustainability) and Stefan Back (EESC).  ",,,,,,,,,,,,,
eit532,https://eit.europa.eu//news-events/news/twenty-scaleups-join-risingfoodstars-association,Twenty scaleups to join the RisingFoodStars Association,"This year’s companies were selected from a record number of applications, with close to 130 startups from over 33 countries evaluated. The Advisory Committee members were particularly focused on supporting the companies with technological solutions to key issues in the food system, to ensure it can be healthier, more sustainable and more transparent in the future. We’re thrilled to welcome 20 outstanding agrifood scaleups to the RisingFoodStars network. We believe these companies are the gamechangers of the future and the fact that they are on the edge of scaling internationally makes them the perfect addition to our EIT Food community. Now the fun begins, in learning to know them better, seeing where they need to progress and connecting them to partners and opportunities within and outside of the EIT Food network.  said Dr. Annick Verween, RisingFoodStars Manager. RisingFoodStars will benefit from: For more information, please contact: Anne-Marie Banescu
	RisingFoodStars Business Support Manager
	T: +32 497 73 20 45
	E: A-m.banescu@eitfood.eu Below are the companies that have been awarded a place on RisingFoodStars, separated into EIT Food Focus Areas for a healthier, more sustainable and more transparent food system. Alternative Proteins Circular Food Systems Digital Transformation of Traceability Sustainable Agriculture Sustainable Aquaculture Targeted Nutrition",,,,,,,,,,,,,
eit533,https://eit.europa.eu//news-events/news/back-office-digitisation-company-oriana-joins-eit-digital-accelerator,Back-office digitisation company Oriana joins EIT Digital Accelerator,"Hungarian digital workflow platform provider, Oriana, joins the EIT Digital Accelerator as they set their sights on international growth opportunities. Oriana provides a low-code solution to help businesses take control of their digital workflows and business application needs reducing the dependency on IT experts. Founded in 2002, Oriana has been accelerating project timelines and empowering collaboration between businesses and IT teams for almost two decades. Their streamlined approach focuses on reducing IT backlogs that can cause delays and budget issues for many digital initiatives. Many IT departments struggle to balance a breadth of technical issues, which can delay project timelines and limit how quickly operations teams can embrace digital processes and improve customer journeys. Oriana’s digital workflows support dynamic process capabilities and extend legacy systems to help customers test, develop and implement new business applications in months. Their low-code, flexible architecture provides a secure and intuitive platform for shaping digital processes and tailoring business applications to suit customers’ specific needs. Oriana chose SQL as the programming language of the platform as data is a key element of client problems, and as a Microsoft- partner, the platform can also integrate seamlessly with the Microsoft Product Portfolio. Crucially, IT teams can also adopt Oriana to retain control of their systems while simultaneously providing direct access and visibility to internal business analysts, consultants and employees to ensure the right governance and support integrated solutions. Oriana’s enrolment onto the EIT Digital Accelerator is a key step to deliver their innovative back-office management products to organisations across the world. Business Developer at EIT Digital, Barnabas Malnay, describes the partnership as “an opportunity for Oriana to take its international market-entry efforts to the next level in a fast growing market.” Barnabas continued by explaining that after Oriana became “Hungary’s go-to company for business app development”, they’re eager to “rev their engines for a period of robust international growth”. He is “thrilled to have the opportunity to support the company along this exciting journey."" Oriana tailors its products towards large and medium-sized enterprises that require heavy workflows to negotiate highly-regulated processes and maintain efficiency in service-focused environments. Not only does Oriana serve end-users directly from their Centre of Excellence in Budapest, but they also licence their platform to larger partners with a network of enterprise customers across the globe. From finance to manufacturing, telecommunications, HR and even public sector work, Oriana partners with a network of digital transformation consultants, custom software developers, system integrators and independent software vendors (ISVs) to deliver their innovative take on digital workflow management. With past projects including a bespoke compliance management system for the National Bank and a customised CRM for a global utilities company, Oriana has extensive experience with high-stake clients and the technical capacity to expand its operations. Oriana’s CEO and Co-Founder, Richárd Basa, explains how “The EIT Digital network offers a unique opportunity to accelerate access to key accounts across the European region. Their reach within corporates and partners fits well with Oriana’s scale-up strategy to establish a solid footprint of partners and clients throughout the EU region as a first step. We look forward to leveraging the networks of EIT Digital professionals as we strive to serve organisations needing to modernise and digitalise their workflow processes to drive operational excellence.”",,,,,,,,,,,,,
eit534,https://eit.europa.eu//news-events/news/eit-rawmaterials-booster-grant-aquainsilico-commercialise-wastewater-treatment,EIT RawMaterials Booster grant for AquaInSilico to commercialise wastewater treatment software,"AquaInSilico Lda has been granted EUR 60 000 EIT RawMaterials Booster funding to develop further its software tools to optimise wastewater treatment. The grant from EIT RawMaterials Booster will allow AquaInSilico to build on its collaboration with a leading European environmental, water and waste management group to commercialise its software tools to remove phosphorus from wastewater in a more environmentally friendly and effective way than existing methods. The recovered phosphorus can then be sold for use in fertilisers. AquaInSilico Lda is a portfolio company of Frontier IP, a specialist in commercialising intellectual property. AquaInSilico’s technology is attracting interest because several European countries, including Germany, Switzerland, Sweden and Austria, are introducing stricter regulations that require large treatment plans to recover at least 50% of the phosphorus for use as a biofertiliser. This is causing utility problems because current methods use expensive and environmentally unfriendly chemicals to bind the phosphorus or biological processes that, although cheaper and more sustainable, do not work more than 45% of the time properly. AquaInSilico’s wastewater treatment software uses a mathematically-modelled biological approach to improve phosphorus removal, based on understanding and controlling the operating variables that result from biological and chemical processes. As a result, the process reduces the use of chemicals and energy and the risk of environmental harm from phosphorus leaching into waterways from wastewater sludge. AquaInSilico is a spin-out from Portugal’s NOVA University, NOVA School of Science and Technology (“FCT NOVA”) and is the fourth spin-out resulting from Frontier IP’s growing presence in Portugal. As the sophisticated algorithms the company is developing are based on a deep knowledge of biological and chemical processes and are able to understand and predict how they unfold in different conditions, they can detect possible problems, often before they can be diagnosed by humans. As a result, the technology has broad applicability, with the potential to allow companies, such as oil groups, brewers, pulp, paper, steel makers, food processing and waste recovery businesses and municipal wastewater treatment plants, to tune and adapt their treatment systems more effectively. It is expected to save them up to 25% of their operating costs. AquaInSilico’s software also supports the improved recovery of other valuable and recyclable products in addition to phosphorus, such as ammonia, biogas, and fine chemicals that can be used in biofertilisers, bioplastics and biofuels. The company believes this could result in new sustainable technologies in future. AquaInSilico was established to develop and commercialise the research of Dr Jorge Santos, Dr Mariana Matos and Professor Maria Ascensão Reis of FCT NOVA. This team had developed several research projects in environmental and industrial bioengineering in collaboration with several worldwide industry players.   We are very happy for this EIT RawMaterials Booster grant, which offers us the opportunity to speed up our technology readiness level and reach the market with a solution that recovers critical raw materials from waste to new bio-based products. Dr Jorge Santos, Co-Founder at AquaInSilico AquaInSilico has been making good progress in collaboration with its industry partners, progress reflected and validated by the award of this grant to commercialise the technology. Neil Crabb, Chief Executive Officer at Frontier IP",,,,,,,,,,,,,
eit535,https://eit.europa.eu//news-events/news/eit-health-million-each-ilof-wild-card-winner-restorative-neurotechnologies,EIT Health: A million euros each for iLoF and Restorative Neurotechnologies,"EIT Health Wild Card winner, iLoF, said it secured USD 1 million in investment from a partnership of Microsoft’s Venture Fund, M12, and the Mayfield Fund. Meanwhile, Restorative Neurotechnologies, which was accelerated through EIT Health Headstart support, announced that they would be receiving EUR 1 million from a group of four investors that includes CDP Venture Capital Sgr. Following the team’s entry into the EIT Health open innovation Wild Card programme in 2019, iLoF (Intelligent Lab on a Fibre) was formed and €2 million in investment in addition to a mentoring package was provided to develop the company and solution. Honing in on the repeated clinical trial failures in neurogenerative diseases such as Alzheimer’s, the solution aims to improve the process of clinical trial screening and speed up drug discovery in diseases with little, or no, treatment options. In addition to the recent boost from M12 and Mayfield, iLof has attracted the attention of the biotech world, with its cofounders being named in the 2020 Forbes 30 under 30 Europe list in the science and healthcare category. Additionally, the team are finalists in the M12 Female Founders Competition. It is fantastic to see iLoF go from strength to strength following their formation as part of the EIT Health Wild Card programme. Wild Card was created to discover and develop highly talented individuals who can come together to form new companies that break ground in areas where solutions to challenges remain undiscovered. Effective treatments for neurodegenerative diseases are desperately needed yet continue to evade us – innovation in the research process to find new strategies in tackling such diseases will have significant impact, not to mention scientific value. We look forward to continuing working with iLoF and supporting them as they advance in their journey Jorge Juan Fernández García, Director of Innovation, EIT Health Challenges surrounding current clinical trial processes are significantly hindering the discovery of potential treatments in diseases such as Alzheimer’s, including difficulties in recruiting and retaining participants. iLoF’s solution uses biophotonics (the use of light-based technologies for the purpose of studying biological tissue, cells and cellular processes) and AI to develop non-invasive methods of screening patients for clinical trials, and aims to accelerate the drug discovery process and make it more economically viable. This investment will be crucial to our mission of accelerating personalised treatments for patients all around the world. Our platform technology is growing rapidly and is already being deployed with leading hospitals and biotechs around the globe, expediting the discovery and development of new therapeutics for neurogenerative diseases. By 2021, we aim to enrol a large-scale clinical trial as a precise, non-invasive pre-screening tool for Alzheimer’s, bringing us one step closer to our goal of making the patient’s journey much more humane and convenient, while drastically transforming the whole process into a more efficient and flexible experience for the industry Luis Valente, CEO of iLoF Restorative Neurotechnologies, a start-up based in Italy, develops ground-breaking treatments for stroke survivors and other patients with neurological disorders. According to the World Health Organization, around 1 billion patients suffer from neurological disorders worldwide. This problem has an impact on the quality of life, health systems and income capacity of patients and their caregivers. Restorative Neurotechnologies addresses this challenge with a wearable device and accompanying software that allows cognitive stimulation through digital rehabilitation exercises. At the core of the solution is Mindlenses, a pair of special glasses equipped with prismatic lenses that deviate the visual field to the right or left. The research team found that the deviation induced by the prismatic lenses is detected by the brain, which puts in place a compensatory mechanism capable of stimulating the rehabilitation process. The Restorative Neurotechnologies team was granted EUR 40 000 and networking support through EIT Health’s 2019 Headstart programme. Prof. Massimo Oliveri, head of the team, noted the importance of that support: “Access to a competition such as the acceleration programmes of EIT Health, specifically designed for biomedical businesses, allowed us to complete the development of our product.” The team also closed a EUR 110 000 SocialFare seed funding round in 2019. Now, one of the new investors, CDP Venture Capital Sgr – National Innovation Fund, will provide further support for all phases of product development and scale-out. The fund, 70% owned by CDP Equity (Cassa Depositi e Prestiti Group) and 30% by Invitalia, aims to support and promote Italian innovative start-ups in the Southern part of the country through the Southern Business Fund. We are amazed by the pace of the development of the team coming from Palermo. This is yet another great example of a start-up from more progressing regions that is highly skilled, motivated and successful Chiara Maiorino, EIT Health InnoStars Regional Manager for Italy Consorzio ARCA, the coordinators of the EIT Health Regional Innovation Scheme Hub in Italy, have been collaborating with Prof. Oliveri and his team for several years. 'We supported the group as a tutor for the preparation of their business plan, and supported them in participating in the EIT Health InnoStars Awards in 2017 and then in the selection process of the SocialFare Accelerator which, in 2018, led them to start a second spin-off, namely Restorative Technologies,' said Fiammetta Panto of Consorzio ARCA.",,,,,,,,,,,,,
eit536,https://eit.europa.eu//news-events/news/eur-98-million-eit-rawmaterials-booster-granted-60-innovators,EUR 9.8 million from EIT RawMaterials Booster granted to 60 innovators,"Over 170 innovators from 25 countries applied for the EIT RawMaterials Booster Call in response to the COVID-19 crisis. As part of the EIT’s Crisis Response Initiative, this activity directly contributes to the European Union’s response to the COVID-19 pandemic. The Booster Call in response to the COVID-19 crisis was launched in May 2020 to provide targeted support to high-impact and growth potential start-ups, scale-ups and SMEs during the crisis with up to EUR 200 000 in funding. Moreover, the Booster Call aims to help adapt and accelerate business in the post-crisis economy. Start-ups, scale-ups and SMEs affected by the economic consequences of the COVID-19 pandemic, as well as the businesses directly or indirectly contributing to mitigate technological, market and value chain challenges connected to the crisis were encouraged to apply for the call.",,,,,,,,,,,,,
eit537,https://eit.europa.eu//news-events/news/eit-food-announces-recipients-6.17-million-covid-19-innovation-fund,EIT Food announces recipients of €6.17 million COVID-19 Innovation Fund,"EIT Food has announced the final list of initiatives that will be awarded EUR 6.17 million of funding as part of the COVID-19 Rapid Response Call for Innovation projects. The Call was designed to fast-track product or service solutions that could have a significant and immediate impact to the challenges brought about by COVID-19 on the agrifood sector. The funding is being awarded to 13 projects in total, made up from consortia representing 52 global organisations. Lead organisations include the Technical University of Munich (TUM) from Germany, INL from Portugal, SwissDeCode from Switzerland, Wasteless from Israel, UNIBO from Italy, Matis from Iceland, Rikolto from Belgium, UCSC from Italy, Queen's University Belfast from Northern Ireland, and SmartRetail from Belgium. As part of the European Institute of Innovation & Technology (EIT)’s Crisis Response Initiative, this activity directly contributes to the European Union’s response to the COVID-19 pandemic. Under the leadership of the EIT, EIT Food and its other Knowledge Innovation Communities (KICs) have been able to deploy these COVID-19 Response Calls at an unprecedented speed, ensuring that industries across Europe are being supported in their time of need. The COVID-19 Rapid Response Call for Innovation was launched in May 2020 alongside the COVID-19 Bridge Fund, which was designed to support startups that have been adversely affected by the pandemic. The total available amount awarded to EIT Food is EUR 10.25 million for both funding opportunities. Implementation of projects started in early July 2020, a mere 6 weeks after the call was launched. The COVID-19 Rapid Response Call for Innovation focuses on supporting three food system specific challenges that EIT Food is currently tackling: Further details on all of the fund recipient projects are available on the dedicated COVID-19 pages on the EIT Food website here. An impressive number of high-quality applications were assessed as part of EIT Food’s COVID-19 Rapid Response Call for Innovation, and we are very pleased with the final 13 that were chosen. They demonstrate the ingenuity and dedication of the agritech community in a time of great uncertainty and disruption, and we are as committed as ever before to supporting their resilience - as well as that of the wider European Food System. We look forward to the implementation of these urgently needed innovations to help the sector collectively respond to the pandemic and rebuild our economy sustainably Andy Zynga, CEO of EIT Food In August 2020, EIT Food will also announce the recipients of the COVID-19 Bridge Fund, which will help ventures adapt to the crisis and continue critical innovation activities whilst bridging the gap so they can secure follow-on funding. The aim is to provide timely financial support of between EUR 200 000 and EUR 500 000 to a select number of agricultural and food ventures that address one of EIT Food’s key focus areas. By deploying a rapid response mechanism, all EIT Crisis Response activities will be completed by the end of 2020 to help Europe recover. These funding initiatives come on top of already-launched initiatives from across the whole EIT Food partner community to support the European food system through the challenges brought about by the COVID-19 pandemic. This has included the launch of ‘Robin Food’, a soup brand in Belgium with EIT Food partners (and now a COVID-19 Rapid Response Call for Innovation recipient) that is using fresh surplus vegetables from farmers, and aims to distribute 20 000 litres to vulnerable families through food banks and social grocers. With learnings from the Robin Food program, similar initiatives are already being rolled out across other regions in Europe. In Spain for example, EIT Food has announced the ‘Los Salvacomidas’ (The Food Savers) initiative to provide over 60,000 healthy lunch boxes to children in need affected by the COVID crisis. EIT Food is also helping to improve the knowledge of the public by launching a free online course that is exploring how agrifood supply chains are coping during the COVID-19 pandemic. Further information on the EIT Food COVID-19 response calls and the fund recipients can be found on the dedicated COVID-19 pages on the EIT Food website here. If you’d like to join the EIT Food Community and help make the food system more sustainable, healthy and trusted then please see our Get Involved web pages.",,,,,,,,,,,,,
eit538,https://eit.europa.eu//news-events/news/eit-rawmaterials-closing-material-loops-petrit-t-turning-industrial-side-streams,EIT RawMaterials: Closing material loops with Petrit-T – turning industrial side streams into acoustic panels and cement,"To move society toward a circular economy and reduce society’s use of virgin raw materials, industry by-products (side streams) have to be treated as products as well. This has been the objective in the Min-Pet project (2016­–2019) where the use of a mineral side stream, Petrit-T, has been upscaled as a raw material for acoustic panels and cement. We have been successful in defining a method for scaling up the use of geopolymer Petrit-T as a raw material in acoustic panels. Currently, we are collaborating with a company developing a process for using Petrit-T in producing acoustic panels. Björn Haase, Manager Non-metal Products at Höganäs AB Björn Haase is responsible for Höganäs’ work with side streams and has been occupied with developing and producing environmentally friendly geopolymer materials for nearly ten years. However, finding potential applications for side streams has not always been simple. Björn is a pioneer in the field, and his insistent efforts and cooperation with other companies are one of the main reasons why Höganäs manages to use so much of its side streams. When I visited the University of Oulu in Finland a handful years ago and heard what they were doing there I got the idea of using Petrit-T as a raw material for inorganic polymers. Björn Haase In the Min-Pet project, the main focus has been to scale-up the use of the inorganic binder raw material to yield geopolymer-based materials as well as cement. Both the ceramic-like geopolymeric material and the cement has multiple uses in many applications including concrete elements, foamed concrete, thermal insulation material, and as a low-temperature ceramic. EIT RawMaterials and the partners involved have played a major role in supporting this development. It was difficult to gain support for the use of side streams ten years ago, but nowadays circular economy and industrial symbiosis are a frequent topic of conversation. We have been able to evaluate, compare and develop the geopolymer as a new raw material thanks to EIT RawMaterials. Björn Haase At the world’s biggest metal powder manufacturer Höganäs AB’s production plants all over the world  vast quantities of byproducts (side streams) are produced. The company tries to ensure that as much as possible of this material is used as a new raw material in its own production processes or by other industries. In 2019, approximately 80 per cent of Höganäs’ side streams were used. The company aims at increasing usage of side streams to 85 per cent by 2020 and 95 per cent by 2026. By successful commercialization of the Petrit-T foam geopolymer, up to 20 000 tonnes of side stream can be used in Höganäs alone. Side streams from Höganäs can replace materials that are otherwise blasted out of rock for use in roadbuilding, for example. Höganäs is part of the circular economy in that we provide industries with raw materials from our side streams and largely use scrap as a raw material in our own production processes. The more side streams we can use in society, the less virgin material is needed. Björn Haase The Min-Pet project has brought together key players in the European raw materials sector; four research units (University of Oulu, KU-Leuven, VTT and ZAG), two companies specialized in the circular economy and waste valorization (Dansk jordstabilisering and Destamatic) and large industry (Höganäs). The consortium covers the whole value chain from the producer to the end-users, complemented with research institutions. We are successful in pursuing technical development and projects that the entire steel industry can benefit from thanks to cooperation with companies in the steel industry and other industries. We also link together industries that do not normally come into contact with one another. Slag asphalt for the asphalt industry and water treatment with slag for the water treatment industry are just a couple of examples of successful projects of this kind. Björn Haase Despite the simple manufacturing process of geopolymer materials, careful science and engineering is required in designing the reactions. Alkali-activation for several waste streams has been commercialized in several countries worldwide highlighting the technical feasibility of the concept and the core technology. Being a platform technology, alkali-activation can be applied to a wide range of different markets starting from sustainable concrete, to railroad sleepers, and high-end fiber composites One challenge involves assessing which side stream materials are suitable for which customers. Extensive analysis work is required in this regard. We have a number of products from our side streams, but we have to come up with new options the whole time. This is why we carry out extensive sampling procedures in order to analyse and control the qualities of our material and work out the industries for which the material might be useful. We have to be innovative and constantly think along new lines. Björn Haase The technology upscaled in the Min-Pet project can be used to valorise other similar industrial side streams as well, such as fly ashes and slags. There are roughly 60 million tons of inorganic industrial side streams that are landfilled in EU per annum, highlighting the need for these kind of upscaling projects. Björn Haase As the concept of utilizing industrial side streams using alkali-activation will be applied to an ever-widening number of applications, for example, molding, extrusion and fiber reinforcing, it will enable ever-higher returns to the European raw material sector.",,,,,,,,,,,,,
eit539,https://eit.europa.eu//news-events/news/eit-health-virtual-wild-card-hackathon-kicks,EIT Health Virtual Wild Card Hackathon kicks off,"The EIT Health Wild Card Hackathon began on 1 July with a packed agenda for the 45 participants who came together online to find new solutions in women’s health and digital therapeutics. Now in its third year, the EIT Health Wild Card programme builds game-changing life science companies to break new ground in health by challenging the status quo in areas of high unmet need. Beginning with two challenges set by EIT Health, the annual Wild Card programme invites talented innovators from across Europe to respond with their ideas. Successful applicants start their journey with a hackathon; putting them through their paces on everything from team formation, critical thinking, business model development and pitching. Finally, participants pitch their solution to a panel of industry leaders to secure a spot in the finals, at which point they pitch for EIT Health investment to incorporate their company and bring their solution to market. 'The Hackathon is a very exciting phase of the Wild Card programme – it’s where we see highly talented individuals come together with complementary skill sets, where initial ideas are transformed into game-changing and viable business ventures, and where participants go from entrepreneur to CEO-in-waiting,' said Jorge Juan Fernández García, Director of Innovation, EIT Health. 'Beyond the excitement, we are also reminded that we are here with a serious purpose – we simply must do more to drive advancements in women’s health and take advantage of the possibilities afforded to us by digital therapeutics. We look forward to discovering and developing the very best talent that can help us to improve the lives of patients and citizens in Europe.' Women’s Health: Women’s health has historically been under-recognised, and understanding of women’s health conditions and solutions to treat them have been slow. Women in Europe live, on average, 10 years in ill health with cardiovascular disease, cancer and mental health conditions being the main causes of morbidity and mortality. Women are generally underrepresented in medical research, and are significantly more likely to have an adverse reaction to medication than men. Digital Therapeutics: Although a relatively new field of healthcare, digital therapeutics hold great promise in revolutionising current medical practice, particularly in therapeutic areas where traditional medicine has fallen short. With an ageing population in Europe and many healthcare systems under strain from the demand caused by aging and non-communicable diseases, new ways of treating and managing patients must be found. Defined as evidence-based therapeutic interventions to treat, manage or prevent a disease or condition using software programmes, digital therapeutics can be used independently, or combined with existing interventions to optimise patient care and improve outcomes. The participants will be coached by 20 leading mentors from Europe and beyond, pitching their final solution on the 10th July to the judging panel. Selected teams will be incubated by EIT Health and awarded up to two million euros each of EIT Health investment at the end of October to develop their company and solution. Past winners include Abtrace and Smart4Diagnostics, who were named winners in 2018 and have since launched their products onto the market; and iLoF and PIPRA, who were winners in 2019 and continue to develop their products. EIT Health is in the process of finalising the challenges that will be posed to Europe’s innovators as part of the 2021 Wild Card programme. To find out more about the EIT Health Wild Card programme, please visit wildcard.eithealth.eu.",,,,,,,,,,,,,
eit540,https://eit.europa.eu//news-events/news/eit-climate-kic-receives-eu84-million-innovation-projects-stimulate-job-creation,EIT Climate-KIC receives €8.4 million for innovation projects that stimulate job creation and support a post COVID-19 green recovery,"The EIT Climate-KIC team chose the projects with the highest potential for job creation and economic regeneration to contribute to the European Union’s response to the COVID-19 pandemic. Selected from among 137 applicants, the 11 successful proposals from nine countries respond to emergence from the pandemic’s impact and propose climate solutions in line with the need for green regeneration. They are innovation activities in circular economy, built environment and the financial system, three areas that were prioritised due to their high potential impact on economic growth, job creation and wellbeing. They also align with EIT Climate-KIC’s systemic approach to innovation and have clear objectives to support a just and people-centred transition towards a net-zero-carbon, circular economy. The range of innovation projects receiving support include: We learned from this crisis that we cannot afford to go back to business-as-usual. That’s why climate action through innovation is at the heart of the European recovery plan. I was very impressed by the quality of the submissions we received and I am convinced that the successful projects have a great potential to not only mitigate the socio-economic impact of COVID-19 by supporting job creation, but also to unlock opportunities to help create systems resilience in the European Union and advance the green recovery Kirsten Dunlop, CEO of EIT Climate-KIC The Post-COVID-19 Regeneration Call 2020 was designed to attract the most ambitious and innovative climate solutions to support European economic recovery. It is part of the EIT Crisis Response Initiative, a €60 million initiative launched on 14 May 2020 with two main tracks of activities to be implemented by the EIT’s Knowledge and Innovation Communities. EIT Climate-KIC will receive a total of EUR 8.4 million, which will be split between the ‘Pandemic Response Projects’ described above and ‘The Venture Support’ instrument which will back climate innovation start-ups, scale-ups and SMEs that have been enormously impacted by the COVID-19 crisis. The successful companies for this second call will be announced on 7 August. Find the full list of ‘Pandemic Response Projects’ selected by EIT Climate-KIC here Learn more about the EIT Crisis Response Initiative",,,,,,,,,,,,,
