,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"You’re kidding, right?So, several decades ago I was in a car accident that wasn’t my fault. I started having migraines and seizures after. GEICO was the insurance company of the guy who hit me - and they refused to pay insisting I was at fault. Turns out, their basis was a speeding ticket I received two weeks before - in a different state. That’s GEICO.When I started having migraines and seizures, I went from doctor to doctor and nothing could help. It got to the point I had to quit a really good job because I was having daily migraines. Finally, insurance grudgingly referred me to a neurologiYou’re kidding, right?So, several decades ago I was in a car accident that wasn’t my fault. I started having migraines and seizures after. GEICO was the insurance company of the guy who hit me - and they refused to pay insisting I was at fault. Turns out, their basis was a speeding ticket I received two weeks before - in a different state. That’s GEICO.When I started having migraines and seizures, I went from doctor to doctor and nothing could help. It got to the point I had to quit a really good job because I was having daily migraines. Finally, insurance grudgingly referred me to a neurologist.The MRI showed pronounced bruising on the brain and evidence of previous bleeding.When the doctor prescribed some really expensive medication - it was denied by the insurance company as a “PREEXISTING CONDITION”. Never mind that TBI was pretty damn hard to diagnose in those days before MRI’s were commonly used.For the next three years, all my neurological care and prescriptions were out of my own pocket because PREEXISTING CONDITION. This went on until Obama was elected and got ACA in that eliminated pre existing condition traps which basically mean whatever the insurance industry decides it should mean that day.But there’s another trick they continue to use: prescription drug formularies. Your employer negotiates a set of covered drugs, called a formulary, for your health insurance. Most of your drugs will have a set copay - but it’s completely legal to add a drug by name and specific purpose - but it’s not covered at all by insurance. It’s still on the formulary.I was getting 34 botox injections in my head and neck every 3 months because it’s the only treatment that worked to prevent migraines. I went from 30 migraines a month to maybe 1 or 2. It was a miracle. My expensive insurance which I pay quite a lot for through my employer doesn’t cover it. So, that was about $1200 every time I went in, or nearly $5000 a year out of pocket.That’s where more fun occurs. Theoretically, you have an out of pocket maximum. The exception is drugs on your formulary for which there is no coverage. So, that $5000 a year out of pocket doesn’t count against my max out of pocket per year. It’s a double trap.That’s been some $50K out of my own pocket over the years where I’ve been denied healthcare that’s covered by insurance except that it isn’t because health insurance is a corrupt racket.",UNKNOWN,Another Former Republican for Democracy (AntiRu),897,2.1K,4.2M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
1,"My son managed to almost cut off his finger with a saw. Since he had no insurance he was told he would have to pay $1,200 up front before the Dr. would even begin to take a serious look at it. He went home and splinted it and bandaged it himself. It ain’t pretty, but somehow it healed well enough that he can still work! So not exactly a denial of healthcare, since he would have been treated if he could pay up front. Just standard treatment ( or is that no treatment? ) for the “essential” but uninsured or underinsured workers of the USA.",567 followers,Rachel Casale,7.5K,124,885.8K,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
2,"Propaganda scare tactic? How about a daily reality.When I was 22, I started a new job, and I had to wait 30 days until my new insurance kicked in. One day I walked up a flight of stairs and keeled over, suddenly unable to breathe. I went to the local ER, where the triage nurse took one look at me, realized that I was in crisis, and immediately sent me back. Unfortunately for me, they then came to ask for my insurance information. The new nurse asked me why I even bothered to come in. My lips were blue…Propaganda scare tactic? How about a daily reality.When I was 22, I started a new job, and I had to wait 30 days until my new insurance kicked in. One day I walked up a flight of stairs and keeled over, suddenly unable to breathe. I went to the local ER, where the triage nurse took one look at me, realized that I was in crisis, and immediately sent me back. Unfortunately for me, they then came to ask for my insurance information. The new nurse asked me why I even bothered to come in. My lips were blue…On Monday I was able to see my primary care doctor. She walked in the room, took one look at me, and asked me why I wasn't in the hospital. I explained the insurance issue, and she told me that I had to go to a different ER and lie so I could be treated. It turns out that I had 3 blood clots in my lungs. They asked me who they could call, because they didn't think I would make it through the night. Obviously, I survived, butWhen my husband became a federal agent, I started being ignored and treated rudely at the hospital. I finally realized that our insurance card, which said government on it, was being mistaken for Medicaid. So I had to start telling them immediately that my husband was a federal agent, or they basically would have left me to die. I also started noticing how often they did this to other people. I am a former paramedic, so I know when something is a medical emergency, and when it is not. I would start up conversations with people who were being ignored, and I discovered that they were ALWAYS people who were either uninsured or insured through Medicaid. These people were critically ill, yet were the last ones seen. After 7 hours of waiting, many simply gave up and left. Meanwhile, young white people were being rushed back with minor injuries. Yes, these people were literally dying in the ER.Healthcare in the US is a joke. We are the only first world country that simply allows people to die because half of us are too stupid to realize that a single payer system would be cheaper than what we have now, and the other half is too selfish to care about other people.",0 followers,Gina Creedon,6.4K,5K,6.2M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
3,"Yes.My newborn premature child and I were turned out of a hospital in the late fall, three hours after delivering a child, because Medicaid only allowed twelve hours of time in the hospital at that time for a birth, and it had taken me nine hours to deliver a preemie. I had no car, no coat, and nobody. It is a wonder neither of us died. Really.My daughter cut her hand in college, in another state where she was uninsured, and went to the emergency room. They offered to remove the fingers normally operated the cut tendons. She gave them a credit card that had a $250 limit instead, and before theYes.My newborn premature child and I were turned out of a hospital in the late fall, three hours after delivering a child, because Medicaid only allowed twelve hours of time in the hospital at that time for a birth, and it had taken me nine hours to deliver a preemie. I had no car, no coat, and nobody. It is a wonder neither of us died. Really.My daughter cut her hand in college, in another state where she was uninsured, and went to the emergency room. They offered to remove the fingers normally operated the cut tendons. She gave them a credit card that had a $250 limit instead, and before they found out they couldn’t charge the bill to that card, a surgeon had re-attached the tendons for three fingers of her right hand. Eventually that debt was written off, but if she had not lied, she would have fewer fingers now.A friend recently resolved a problem for which he did not get proper medical care. He went to the hospital in intense pain, vomiting up even water. They did a scan, found nothing, and recommended a bunch of tests he could not pay for, and they would not do in the emergency room. Over the four month course of his illness, in constant excruciating pain and unable to eat solid food, he lost 50lbs and his job, and became effectively homeless, converting from an employed independent person to a couch surfer. He lost almost everything he owned, because he had no place to keep it. He finally passed a hardened mass from his intestines. He is still experiencing a lot of pain from the damage this mass did, working its way through the pipes, but he can eat solid food now, and is getting better. Intestinal blockage is a serious life-threatening problem, but without the tests he could not pay for, it was not a problem the hospital would address. He is a 6′3″ man who weighs 150lbs, but a month after passing this mass, he is back to working part-time every other day, and hoping to once again live on his own.My son is deaf in one ear from a burst eardrum, from an untreated ear infection, because he could not pay cash at the doctor’s office, and was not seen at the ER until it was ready to burst, which it did, while he was waiting there.The neighbor across the street died of a treatable cancer of the eye, because while he was selling everything he owned, including his home, to pay for treatment, it invaded his brain and gave him a stroke that killed him. Fortunately for the hospital where he died, he had a lot of cash on hand from the too-late sale of everything he owned, so they got paid for his three days of coma dying there.My mother got breast cancer when she was 45. She continued to work full time so her insurance did not lapse, but had to make the choice to sell everything SHE owned, and live on the streets for a year - while undergoing chemo, in order to pay the as-you-go deductible for the care that saved her life. Imagine that one: Enduring chemo on a park bench, and making it to work every single day anyway. She didn’t tell anyone in the family what was going on until it was over, out of shame.That is health care in America.",44 followers,Adam Strukel,2.2K,165,132.6K,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
4,"Oh, certainly. I’ll just use myself as an example. And it happens all the time, but with a little twist: I regularly deny myself health care because of the American “system.”1999: I changed jobs, and so the insurance changed. Gone was my nice dental insurance from my former job, and in was the crappy, almost nonexistent dental insurance of the new job. I needed to have a crown redone, but I didn’t have it done because the cost was prohibitive. I suffered for several years while saving up the money.c. 2010 - present: I have GERD. I also have coronary artery disease, which resulted in a stent beOh, certainly. I’ll just use myself as an example. And it happens all the time, but with a little twist: I regularly deny myself health care because of the American “system.”1999: I changed jobs, and so the insurance changed. Gone was my nice dental insurance from my former job, and in was the crappy, almost nonexistent dental insurance of the new job. I needed to have a crown redone, but I didn’t have it done because the cost was prohibitive. I suffered for several years while saving up the money.c. 2010 - present: I have GERD. I also have coronary artery disease, which resulted in a stent being put in a couple of years ago. The recovery room nurse from that procedure told me that people in my condition usually were admitted to the ER, and as often as not didn’t make it out. Anyway, with the GERD, I frequently have symptoms that mimic those of heart attacks. And I lie there at night, wondering if tonight is just another GERD/reflux attack or a heart attack. But I have always been afraid to go to the ER because it would be so expensive. When am I going to make the wrong call to stay home and hope? I have no idea.That happens nowhere else in the civilized world.And that’s just me: there are innumerable cases of insurance refusing to pay for shit, and even more innumerable cases of insurance paying for shit but it being bankruptcy-inducing expensive anyway.Something tells me that you’re going to ignore this answer—am I right?",126 followers,Laura Lake,4K,169,1M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
5,"Sure, happens every day. Matter of fact just last week I got a call from my doctors office about the medication I’ve been receiving for the last year or so. Well, it turns out my insurance has not been paying for my medication since the start of the year, even though I was told by my doctor and the insurance company that it would be approved, it was approved and we were “good to go” so to speak, etc etc. So as of right now it’s looking more and more like I’ll be on the hook for the medication costs despite having what is considered fairly good insurance with a wide ranging and comprehensive seSure, happens every day. Matter of fact just last week I got a call from my doctors office about the medication I’ve been receiving for the last year or so. Well, it turns out my insurance has not been paying for my medication since the start of the year, even though I was told by my doctor and the insurance company that it would be approved, it was approved and we were “good to go” so to speak, etc etc. So as of right now it’s looking more and more like I’ll be on the hook for the medication costs despite having what is considered fairly good insurance with a wide ranging and comprehensive set of coverage. We pay a LOT of money in premiums specifically to have that type of coverage because a few folks in our family and company have some frequent medical issues.LUCKILY the manufacturer offers one of those copayment cards and I had that set up from the start. So on the bright side roughly $800 per month was covered right off the bat by the manufacturer, reducing my side of the bill to ONLY $1800. Per month. For the last 7 months.I’m sure my toddler will be thrilled to learn our yearly Christmas visit to her grandparents will be canceled this year since daddy just got hit with a bill for more than a quarter of his yearly salary.God bless America eh?EDIT: 1.4K upvotes? Holy cow this has FAR surpassed any of my other answers on Quora in upvotes, not to mention it did so VERY quickly. Sorry I don’t have time to respond to very many comments but I do appreciate the support that has been offered in them. Thanks folks!","3,038 followers",Rik Elswit,2.9K,12.4K,16.8M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
6,"Yes. Millions are. I am.I have extreme gastroparesis. It takes days for medications or food to move into my intestines. Only liquid and water solubles can move through normally. Taking non watersoluble medication has one of two results. Overdoes when my stomach randomly empties, or the medication has no effect on my system at all.Compounding medications to fit a patients needs is common, but very expensive. It is done every day for those who can afford it, or who have premium insurance.I am disabled, and used up every resource I had earned and saved and built during the 19 year fight with SociYes. Millions are. I am.I have extreme gastroparesis. It takes days for medications or food to move into my intestines. Only liquid and water solubles can move through normally. Taking non watersoluble medication has one of two results. Overdoes when my stomach randomly empties, or the medication has no effect on my system at all.Compounding medications to fit a patients needs is common, but very expensive. It is done every day for those who can afford it, or who have premium insurance.I am disabled, and used up every resource I had earned and saved and built during the 19 year fight with Social Security Disability. Now I have Medicare, and Medicaid to pick up deductables and all the medicare “parts. Medicaid picks up the cost of prescriptions. They will not do a blanket approval for compounded medications. The approval process takes months.So if I need a medication to say, fight an infection, it takes months to get an approval for an off formulary water soluble form. In the mean time, the infection is growing. I have gone septic and required hospitalization twice because they would not give pay for antibiotics that I could make use of.I have high cholestoral. I should be taking statins. They are all made in a nonwatersoluble form. So my high cholesteral cannot be treated. I have a seizure disorder. No antiepileptic or anticonvulsants are made in watersoluble form. So I have no medical control for my daily seizures, each and every one of which is a potentially life threatening event. I cant even take Tylanol or Motrin without paying over $2 per dose for childrens liquid syrup, compared with about $0.23 per dose for adult medication.I am poor, only because the government fought me for 19 years over a valid disability claim. Because I am poor, I do not deserve real medical care.Yes, American citizens are denied needed health care every day. And yes, there are death panels that decide who gets saved by medicine and who does not. They are made up of bean counters with no medical training. They gave me a death sentence, with an open date for execution.This is America, the “Greatest Nation on Earth”! And one day, likely sooner than later, I will die, because I am denied the medicine that I need.","2,068 followers",Sara Kopper,587,3.9K,4M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
7,"Right now. My teenage child was diagnosed with a rare illness six years ago. We have insurance. We pay for it. We add extra money to a health savings account because we always use it. We frequently reach our out of pocket maximum for individuals in our home sometimes even the household out of pocket maximum. Without insurance, we would be on the street with medical debt but we always paid, even when it was almost half our income.Right now, my teen was recommended to a pain rehab program because of the toll his body has taken because of six years of illness. Our insurance says they won’t coverRight now. My teenage child was diagnosed with a rare illness six years ago. We have insurance. We pay for it. We add extra money to a health savings account because we always use it. We frequently reach our out of pocket maximum for individuals in our home sometimes even the household out of pocket maximum. Without insurance, we would be on the street with medical debt but we always paid, even when it was almost half our income.Right now, my teen was recommended to a pain rehab program because of the toll his body has taken because of six years of illness. Our insurance says they won’t cover it. We have a choice to pay tens of thousands of dollars out of pocket or let my child remain in pain. What would you do?Mayo Clinic has given us two options. Pay it all up front or walk away. We are doing what we can to appeal the insurance decision. I was told 3 other patients with our insurance were turned away this week from the pain program.Yes, real people are being denied.",UNKNOWN,Tessa E. Tea,2K,1.7K,9.6M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
8,"Well, I'm a nurse. I have cared for so many people…..a woman who had a bad cold, then, pneumonia, finally taken to ER because she collapsed at her desk at work. No coverage, didn't qualify for any aid. Spent weeks in ICU, lost part of a lung, home fully disabled, unable to walk more than a few steps, oxygen dependent for life. Don't know how long she lived, because she lost her house while she was sick, kids went to an aunt or someone in another state….Guy who owned a landscaping business got a toothache, no dental, ignored it, got meningitis, ICU stay after 911 to ER, no health insurance…..DiWell, I'm a nurse. I have cared for so many people…..a woman who had a bad cold, then, pneumonia, finally taken to ER because she collapsed at her desk at work. No coverage, didn't qualify for any aid. Spent weeks in ICU, lost part of a lung, home fully disabled, unable to walk more than a few steps, oxygen dependent for life. Don't know how long she lived, because she lost her house while she was sick, kids went to an aunt or someone in another state….Guy who owned a landscaping business got a toothache, no dental, ignored it, got meningitis, ICU stay after 911 to ER, no health insurance…..Diabetics coming in with foot ulcers, mostly working men, losing toes or feet, unable to go back to their physical labor jobs, no idea what happened to them. A lot of them never knew they had diabetes, though it was clear it had been years. No insurance, but they supported families, even though they hadn't felt well for some timeWhen I was 21, had no insurance. Broke my wrist when my purse was stolen. Went to ER, refused to see me, because they only saw uninsured if it was life and death or active labor. A week later the pain was so bad, I went to another ER, where they saw me after I gave them my credit card. The bill was greater than the c.f. limit, and it took years to pay it off. My wrist is still not right 30 years later.I can't even count how many young people became old because of no care. After the ACA, passed, it became so much easier to work as a nurse. People were sick, but we stopped seeing, after the first year, the kind of heartbreaking neglect I described above. The first rush of people getting care was intense, but after that, like I said, people still got sick, but didn't rise to the same level of heartbreak.We used to discharge heart patients with scripts they couldn't fill, or diabetics same with insulin, all the time. Now, people can usually get the medicine they need to live and stay healthy.",4 followers,Lisa Shields,10.3K,2.7K,12.3M,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
9,"Me, personally. I beat cancer when I was 25 and after that no one would insure me. The only way I made it into my 70s was by way of insurance attached to jobs I hated (when I could have made more freelancing, like I am now that I have Medicare.)My roomate in the hospital where I was being prepped for surgery, a guy who was being treated for brain tumors was actually sent home because insurance company “abandoned” him. That’s exactly the term they used.US health care is cruel and brutal, and every industrial nation does it better for less money. The WHO outcome statistics bear this out.",51 followers,Carolynn Luescher,1.6K,0,0,https://www.quora.com/Have-any-American-citizens-ever-been-personally-denied-healthcare-in-the-USA
