,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"NOTE : This is an updated answer in order to correct the inaccuracies pointed out in the comments.In 1977, moviegoers were treated to Star Wars. In the final battle, Luke Skywalker flies his X-wing fighter at extremely low level through a trench on the powerful Death Star, in order to fire missiles at the space stations core. His super space fighter is equipped with a navigation and targeting compNOTE : This is an updated answer in order to correct the inaccuracies pointed out in the comments.In 1977, moviegoers were treated to Star Wars. In the final battle, Luke Skywalker flies his X-wing fighter at extremely low level through a trench on the powerful Death Star, in order to fire missiles at the space stations core. His super space fighter is equipped with a navigation and targeting computer. The cockpit display looks like this :This system presumably helps Skywalker to fly as low as possible without hitting the surface. It also acts as a bombing computer, basically telling the pilot when to push the fire button to hit its target. This was 1977 Sci-Fi level technology.Now, twelve years earlier, in 1965, very real US naval aviators, flying the very real A-6 Intruder bomber, were flying bombing missions over North Vietnam. The A-6 had what was called DIANE (Digital Integrated Attack/Navigation Equipment). The pilot’s display looked like this :Instead of looking outside (and seeing nothing, since the A-6s flew at night in bad weather), the pilot watched this screen that clearly - for a trained eye - showed relief and distances. It also conveniently provided navigation hints.This picture actually shows what the late 80s A-6E Intruder Vertical Display Indicator looked like. The Vietnam era VDI was more crude, and at one point orange, I think, instead of green. That being said, it was still an impressive piece of technology for its time :> Kaiser Aircraft & Electronics (now Kaiser Electronics) built the first instrumentation system in the late 1950s. The original operational display presented ground and sky texture to the pilot with a well-defined horizon for attitude, “highway in the sky” for steering and numerous other symbols for execution of various attack maneuvers.“Life of the Intruder”, Naval Aviation News, 1997 [ https://www.history.navy.mil/content/dam/nhhc/research/histories/naval-aviation/Naval%20Aviation%20News/1990/1997/september-october/intruder.pdf ]Here is how Brian Bryans, former A-6 pilot and author of Flying Low, describes the VDI as he discovered it in the mid 60s :> An A-6 pilot had the world’s largest attitude indicator centered on the instrument panel right in front of his face. It was similar in size and appearance to the early TV screens and was called a VDI. It had a pale orange glow and showed an artificial horizon across the middle of its screen with puffy white clouds over it. […] When it got real black outside, you turned up the rosy glow on the VDI and it looked like you were over Kansas on a sunny day. […] The computer generated a curved path on the VDI, so all the pilot had to do was to follow the yellow brick road across “Kansas”.The Terrain Clearance Mode (using the data from the Terrain Following Radar) allowed the pilot to fly low and follow the relief to avoid radar detection and Surface to Air Missile. (The A-6 autopilot could not, as I had first written, do terrain following.)The A-6 also did its own bombing. Once over its target, it told the pilot how it ...",88 followers,Guillaume Lavallée,1.6K,114,711.2K,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
1,"Certain high tech is better to publicize in order to intimidate your enemies such as what putin does by putting his missiles on parade.US gov does similar publicity campaigns for its airplanes and missiles giving some flight parameters but not all.Certain tech is only put out in wartime. Norden bombsight by us, radar by uk, v1 and v2 rockets by nazis, and t34 and katyusha mass rocket launchers by Soviets.Some tech is kept completely in can and only exposed during wartime.Speculative tech ssto single stage to orbit. Both us russia may have SSTO.Russian subs used untech. Even though they have doCertain high tech is better to publicize in order to intimidate your enemies such as what putin does by putting his missiles on parade.US gov does similar publicity campaigns for its airplanes and missiles giving some flight parameters but not all.Certain tech is only put out in wartime. Norden bombsight by us, radar by uk, v1 and v2 rockets by nazis, and t34 and katyusha mass rocket launchers by Soviets.Some tech is kept completely in can and only exposed during wartime.Speculative tech ssto single stage to orbit. Both us russia may have SSTO.Russian subs used untech. Even though they have double hulls Soviet subs were extra noisy. This was done deliberately so the noise would be shut down during actual war. US submariners were very happy at how noisy soviets were. But when the balloon went up the clanging pots sound would disappear and so would soviet subs. Some us admirals figured out the soviet ruse.The flying saucer tech could also be part of sstso which both powers may have (sstso single stage to sub orbital).",2 followers,Rui Silva,3.4K,9.2K,44.3M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
2,"Well what do you consider Sci-Fi?Are you referring to laser's? Well... those already exist.Laser Weapon System - WikipediaWell then… if not lasers, then what? How about nuclear weapons capable of causing destruction within 300 km. Or even just a bomb capable of destroying an entire city. Like, maybe a bomb that could wipe out Paris.Turns out we had one of those in the 60's. *cough* the Tsar Bomba *cough*Tsar Bomba - WikipediaSo….. if not either of these… well what could be worse?My friend, the question is not so much ‘what does the US have’ as it is ‘what is the US capable of producing’But, IWell what do you consider Sci-Fi?Are you referring to laser's? Well... those already exist.Laser Weapon System - WikipediaWell then… if not lasers, then what? How about nuclear weapons capable of causing destruction within 300 km. Or even just a bomb capable of destroying an entire city. Like, maybe a bomb that could wipe out Paris.Turns out we had one of those in the 60's. *cough* the Tsar Bomba *cough*Tsar Bomba - WikipediaSo….. if not either of these… well what could be worse?My friend, the question is not so much ‘what does the US have’ as it is ‘what is the US capable of producing’But, I shall continue to show you some things that exist nowadays that might show you just how close these ‘sci-fi’ things are. And if these things are all being produced publicly, one can only imagine what is being produced in secret.Another example of not so far off sci-fi technology:The ZH-05 (made by the Chinese)ZH-05 - Modern FirearmsNotice the eyepiece that the soldier is wearing…This gun is equipped with camera’s and comes with an eyepiece attachment, so that the soldier can see what the gun is pointing at, without looking down the sights. Now that’s some weird Call of Duty type stuff going on.Also, this is my rebuttal to the person who said China doesn’t have the money to invest in some weird stuff.Well, if that isn’t enough for you, how about remote controlled soldiers?Noringo UGVAirshow China 2014: Norinco debuts Battle Robot UGVA little scary huh?But all of this means nothing really. What I should point you too is such events as the Manhattan project, or the moon landing, where some of science’s greatest minds came together to do some pretty insane stuff.The world wasn’t ready for the revealing and use of the nuclear bomb.I guarantee that if something more powerful exists, the US would NOT let the public know anything about it because of the fear that would result.The US is home to some of the smartest people on the planet, and if you look at some of the weird things presidents have requested researched and built, you’d probably be more amazed to see what does exist.EDIT: Yes I know, the Soviets were the ones who created the Tsar Bomba.",0 followers,Mike David,764,212,391.4K,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
3,"It’s very, very likely. In fact, given the fact that the US military expense for many years have been about equal to the rest of the world military expenses combined, it would be very surprising that they’d be so inept as to be unable to do as well as the Russians for instance.I mention the Russian because in March this Year, President Putin presented a new complete array of “Sci-Fi” weapons: nuclear powered cruise missile that can fly basically forever, hypersonic missiles that “bounce” upon the top of the atmosphere, etc. You must know that the RussiansIt’s very, very likely. In fact, given the fact that the US military expense for many years have been about equal to the rest of the world military expenses combined, it would be very surprising that they’d be so inept as to be unable to do as well as the Russians for instance.I mention the Russian because in March this Year, President Putin presented a new complete array of “Sci-Fi” weapons: nuclear powered cruise missile that can fly basically forever, hypersonic missiles that “bounce” upon the top of the atmosphere, etc. You must know that the RussiansAs a side note, the Russians have probably usedAnyway, I’m pretty sure that the US have these sort of things, too :)More details about the “Sci-Fi” Russian missile here.",2 followers,Sean Emory,1K,195,361.5K,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
4,"They have a laser gun which can destroy any target 15–20 miles away at 99.9% precision rate.There is no sound like a gun shot, or any visible thing moving towards the target. Just a blip of high energy waves goes through the air and hits the target with such a deadly impact. It gets blown to smithereens.Where rest of the world is fighting with each other with bullets that barely cross speed of 1 Mach. US Navy possess a gun which shoots high energy light particles at 3,00,00,00,00 meters/sec . Conclusively, Their democracy is better protected than others.They have a laser gun which can destroy any target 15–20 miles away at 99.9% precision rate.There is no sound like a gun shot, or any visible thing moving towards the target. Just a blip of high energy waves goes through the air and hits the target with such a deadly impact. It gets blown to smithereens.Where rest of the world is fighting with each other with bullets that barely cross speed of 1 Mach. US Navy possess a gun which shoots high energy light particles at 3,00,00,00,00 meters/sec . Conclusively, Their democracy is better protected than others.",0 followers,Syed Asghar,1K,137,1.3M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
5,"The government has the bulk of the ISS. They've also got F-22s, nuclear submarines that sound like fishing boats when they move, and an aircraft carrier that launches planes into the sky via magnets that only need to be refueled every decade or so. They have a 747 with a freaking spinal laser cannon built into it that has successfully shot down missiles. And they've got a ton of cutting edge research projects into things like sonic weapons, hypersonic ramjets, and artificial intelligence. Most of that is already on the verge of science fiction.And this is all the stuff that's public.I have noThe government has the bulk of the ISS. They've also got F-22s, nuclear submarines that sound like fishing boats when they move, and an aircraft carrier that launches planes into the sky via magnets that only need to be refueled every decade or so. They have a 747 with a freaking spinal laser cannon built into it that has successfully shot down missiles. And they've got a ton of cutting edge research projects into things like sonic weapons, hypersonic ramjets, and artificial intelligence. Most of that is already on the verge of science fiction.And this is all the stuff that's public.I have no doubt that there are some even cooler (or weirder) technologies that are kept secret. But I highly doubt that many are going to come across as much more “sci-fi” than the stuff we know about. Projects that huge and complicated require too much help from too many different people to bring to fruition to maintain perfect security. And if you've spent any time around researchers you'll know that very few of them are that good at shutting up about the really cool thing they got to work on.","1,449 followers",Jacob Baumgardner,3.4K,295,9.1M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
6,"There is some possiblity. Do you remember the ‘UFO’ video released by the Pentagon at the end of 2017? Well, the pilot was interviewed by several news channels.So, what are the possiblities?If you think about it, considering it to be a secret US tech is more sensible than treating it as an extraterreThere is some possiblity. Do you remember the ‘UFO’ video released by the Pentagon at the end of 2017? Well, the pilot was interviewed by several news channels.So, what are the possiblities?If you think about it, considering it to be a secret US tech is more sensible than treating it as an extraterrestrial vehicle.So, yes, it could be.Also: it is inevitable that at some point technology will change from jet/rocket propulsion to something else. Probably something that is currently not very well known or not known at all.Naturally, it could still be anything.",811 followers,Michael Emra,902,256,2.7M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
7,"The preamble to GPS started in the 1950s. After a plane was shot down “in Soviet airspace” gps was available to the public in 86. It's accuracy increased in the 90s. The military always has tech 2,3,4 possibly even 5 decades beyond the civilian world. Now whether or not that translates into flying saucers and such depends on how you feel about what they fly from southern Nevada. F-117 certainly looked like an alien craft in the dead of night when no known plane before had faceted fuselage. B-2 anyone? Looked pretty radical to the public as well. Still does I suppose, but it's 40+ year old techThe preamble to GPS started in the 1950s. After a plane was shot down “in Soviet airspace” gps was available to the public in 86. It's accuracy increased in the 90s. The military always has tech 2,3,4 possibly even 5 decades beyond the civilian world. Now whether or not that translates into flying saucers and such depends on how you feel about what they fly from southern Nevada. F-117 certainly looked like an alien craft in the dead of night when no known plane before had faceted fuselage. B-2 anyone? Looked pretty radical to the public as well. Still does I suppose, but it's 40+ year old tech, from an 80 year old design concept.They might have next gen smart bullets. They might be experimental. The difference in operational, and experimental is simply all out war. They might not acknowledge such a thing, for decades, but bet your ass if we were at war with a near-peer state tomorrow, and such a thing was “experimental” it would find it's way to “operational” quite quickly.My point isn't that they have such a thing, I know people have and will research it. I don't know how well it is (would be) going. My point is rather, if you can think of it, and it lives in the world of scientific possibility, someone else has too. The US military has shown countless times that they can, will, and do produce things beyond our grasp. But these things that seem so far fetched, when released are almost normal here in the States, because on some level Americans expect that kind of thing from history. They will absolutely reveal something akin to the f-117/Manhattan project/ precision munitions/etc. but there's also no telling that its going to be some world-eater weapon. I'd say GPS, among other tech, has just as much profound impact on warfare as the bullets, bombs, and planes. They researched heat and sound weapons for less-lethal options. You never hear about that much. How about the Boomerang (sniper finder)? That's pretty impressive as well.When you field an arsenal of one-off tech, simply because you can, you will undoutably be researching all kinds of “sci-fi” stuff. I guarantee if the military needed lasers as weapons now, they'd have a card up their sleeve. Same goes in any realm - be it weapon, comms, transport, detection, evasion, nutrition, it wouldn't matter. The US stays at the top because we have the resources, ability, and desire to spend what ever it takes for next gen enemy equipment to look outdated.",434 followers,Desiree Arceneaux,617,1.8K,3.6M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
8,"Very, very likely (thank goodness). I can say that “Black Programs” are among the best expenditures of our tax dollars since they do not have to go through the bureaucracy. They can produce something in a fraction of the time and cost of standard stuff. It is also good that we do not know about what is in the works, because as soon as it is exposed, those who would do us harm develop ways to counteract the capability, and we have to start over.","68,552 followers",Kanthaswamy Balasubramaniam,897,17.3K,410.9M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
9,"LLNL uses a local re-spin is RHEL called TOSS (Tri-lab System Stack) for capacity clusters. Capability clusters tend to rely on specialized operating systems provided by the vendor.My guess would be that SuSE and RHEL variants predominate, but I don’t have any hard data for that.",38 followers,Scott Rainey,2.3K,2.5K,6.3M,https://www.quora.com/How-likely-is-it-that-the-US-government-has-highly-advanced-technology-that-the-public-does-not-know-about-When-I-say-highly-advanced-I-mean-technology-that-is-almost-at-the-level-of-Sci-Fi
