,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Yes. I was alive in 1969. There is no question at all: the US had the technology to land on the Moon and it sent astronauts to the Moon and they landed on the Moon, walked and drove on the Moon, brought back rocks from the Moon, and left devices and spacecraft on the Moon which are still there today.I don’t just think this - I know it to be true.I watched Neil Anderson and Buzz Aldrin walk on the Moon, July 20 1969, on television. I saw the original footage live.I had a friend whose father worked in those days at Grumman helping to design the LEM. I have seen the Saturn V rockets that were useYes. I was alive in 1969. There is no question at all: the US had the technology to land on the Moon and it sent astronauts to the Moon and they landed on the Moon, walked and drove on the Moon, brought back rocks from the Moon, and left devices and spacecraft on the Moon which are still there today.I don’t just think this - I know it to be true.I watched Neil Anderson and Buzz Aldrin walk on the Moon, July 20 1969, on television. I saw the original footage live.I had a friend whose father worked in those days at Grumman helping to design the LEM. I have seen the Saturn V rockets that were used myself though I never saw a launch. I have seen some of the space capsules that were actually used in the Mercury, Gemini and Apollo programs.But, hundreds of thousands of people did actually see those rockets launch from Cape Canaveral, that carried men to the Moon. Over 400,000 people and 20,000 companies were working directly on the Apollo Program. It was all completely real. You would have been laughed to derision had you suggested at the time that it was fake, and in fact no one ever did suggest that, because it was so obviously a real effort that was being closely watched by everyone.We didn’t doubt it in the US when Yuri Gagarin orbited the Earth. Well, actually I was very little then, and my family hadn’t yet moved to the US to live, but NOBODY doubted that Yuri Gagarin had orbited the Earth. It was because of that that President Kennedy launched the effort to reach the Moon. He wanted the US to be first at something in the space race. It was well known that the Russians had an active effort under way to reach the Moon first, and actually, when Apollo 11 landed there was already a Russian unmanned probe on the lunar surface. It was an enormous international competition.Now what technology exactly do you think it was that the US lacked in 1969?Do you think John Glenn never replicated Yuri Gagarin’s accomplishment?The whole “the moon landings were faked” conspiracy theory was invented in order to sell a book written by an English major and a former member of the US Navy: a man employed as a technical writer, and a man who knew bugger all about rockets or aerospace technology. He simply wanted to make a buck. He started out by writing a small pamphlet but quickly found that there was a market of nut jobs willing to pay for his nonsense. And that is the beginning of this whole utterly idiotic theory, that it appears millions of people buy into.The book was calledDo the people who buy into this also think that World War II was a hoax? I mean, where is the actualHere’s a far, far better question to ask:The answer is obviously no, for anyone who has any knowledge of how films and special effects were being made in those days.And no, Stanley Kubrick himself could not have done it. There are details in that footage of astronauts moving around on the Moon that would be very, very hard to fake even today.",UNKNOWN,Ernest W. Adams,689,44.1K,248.1M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
1,"Since anybody who has objectively considered the case of Apollo 11 knows, in 1969 the US landed two men on the moon and successfully returned the whole mission to earth. That would indicate that beyond a shadow of reasonable doubt, the USA had the technology to land on the moon in 1969.If you want to talk about unreasonable doubt, we could say that the Apollo 11 mission was a fake because they didn’t find a rabbit pounding magic medicine. But I prefer to deal with logic and facts.","35,112 followers",C Stuart Hardwick,706,12.3K,142.4M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
2,"Think? Everyone who’s capable of objectively considering the available genuine evidence KNOWS without a shadow of a doubt that the USA had the technology to land two astronauts on the Moon in 1969 — because it DID, and it repeated that technological feat FIVE more times in the period to 1972, until idiots in power cancelled Project Apollo, the most audacious and spectacular human accomplishment since the invention of the flint axe.The two main idiots were a bumbling crook called Tricky Dicky (a.k.a. Richard Milhous Nixon, 37th president of the USA) and Tom Otten Paine (3rd administrator of NASThink? Everyone who’s capable of objectively considering the available genuine evidence KNOWS without a shadow of a doubt that the USA had the technology to land two astronauts on the Moon in 1969 — because it DID, and it repeated that technological feat FIVE more times in the period to 1972, until idiots in power cancelled Project Apollo, the most audacious and spectacular human accomplishment since the invention of the flint axe.The two main idiots were a bumbling crook called Tricky Dicky (a.k.a. Richard Milhous Nixon, 37th president of the USA) and Tom Otten Paine (3rd administrator of NASA), who thought it was a good idea to free up money for the development of two white elephants called ‘space shuttle’ and ‘space station’. Both those projects turned out to be enormously cash-guzzling and effectively killed the USA’s manned exploration of space beyond low Earth orbit. Apart from the amazing Hubble Space Telescope, all that humanity seems to have gained from humans in space since that idiotic decision is videosYour question is like asking whether France had the technology to build the Eiffel Tower in 1887-1889. The only rational response is to objectively consider the available evidence: (1) The tower exists; (2) We have plenty of photographs and first-hand testimony of the building process.Now, Eiffel Tower hoaxnuts who have never been to Paris — because they spend the greatest part of their meaningless lives staring at computer screens in dimly lit basements in Small Town USA — might claim that that impressive edifice as well as all the photographs and testimony thereof are “fake”. They might also claim that anyone who claims the contrary is a “shill” paid by the evil French government to deceive the “sheeple”.How are we to deal with such people, who are so determined to be and remain hoaxnuts? Should we ignore them as irrelevant distractions, should we try to change their minds by presenting them with cogent arguments for and compelling evidence of the tower’s reality, or should we send them to Paris to see for themselves? Even if we did that, they might stand between those four imposing iron feet and continue to whine “it’s fake”, so attached are they to their ludicrous delusion.Back to Project Apollo:Those six Apollo lunar exploration missions landed 12 astronauts on the Moon, who brought a total of 382 kg of Moon rock and regolith to Earth. Since then, independent interdisciplinary teams of scientists in numerous countries have analysed Apollo lunar samples generously provided by NASA and have found them to be authentically of lunar origin.Now, the hoaxnuts — who are NOT capable of objectively considering the available genuine evidence — claim that NASA didn’t get those rocks directly from the lunar surface but from the Antarctic ice-sheet.That’s nonsense for two reasons: (1) the total mass of all Antarctic lunar meteorites ever collected is far less than 382 kg, and (2) lunar meteorites have ‘fusion crusts’ (i.e. the outer layer is melted and charred due to frictional and ram-pressure heating during the rocks’ fall through Earth’s atmosphere) whereas no Apollo Moon rock has a fusion crust, for obvious reasons.This is just one example of how the ludicrous and risible claims of the ignorant and deluded — or, in some cases, delusional — hoaxnuts can easily be demolished by applying simple logic and science.Those who find the hoaxnuts’ claims compelling and themselves become hoaxnuts achieve Triple F status: they are fools fooled by fools.","4,807 followers",Steve Dutch,2.2K,22.7K,26.7M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
3,"Yes, obviously, since it happened six times, and would have happened a seventh if there hadn't been an accident. It wasn't the Dark Ages, you know. I lived through it.We had computers and rockets and television. We had advanced mathematics and metallurgy, chemistry for rocket fuel and physics for orbital calculations.Don’t be a techno-snob just because you've got a smartphone now. The Vikings crossed the Atlantic without a compass, and the Polynesians crossed the Pacific with only observation of the sea, stars, and birds to guide them.",UNKNOWN,Ernest W. Adams,11.8K,44.1K,248.1M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
4,"I have basically answered this question before. While Apollo was active, I had tracking data for the spacecraft and through my Planetarium’s large telescope I was able to see sunlight glinting off the various surfaces of the hardware and tracked it to considerable distance on a lunar trajectory.I witnessed the launch of Apollo 15 from the VIP stand as NASA’s guest and knew three of the astronauts: Alden, Mitchell and Irwin and gleaned a measure of the nobility of their character, having done so.Hundreds of thousands of men and women labored for countless hours over years of time to engineer, dI have basically answered this question before. While Apollo was active, I had tracking data for the spacecraft and through my Planetarium’s large telescope I was able to see sunlight glinting off the various surfaces of the hardware and tracked it to considerable distance on a lunar trajectory.I witnessed the launch of Apollo 15 from the VIP stand as NASA’s guest and knew three of the astronauts: Alden, Mitchell and Irwin and gleaned a measure of the nobility of their character, having done so.Hundreds of thousands of men and women labored for countless hours over years of time to engineer, design, purchase the parts, build the rockets and train the astronauts.Amateur radio operators intercepted transmissions directly from the astronaut’s spacesuit radios on the moon using antennas pointed directly at the moon.Corner reflector arrays left on the moon had to be properly oriented to be usable by astronomers who bounce lasers off of them to measure the earth-moon distance, improve the accuracy of lunar orbital elements and confirm more narrowly the speed of light.I could go on, but to what end.We had the technology because we did it. To believe otherwise is a crime against the intellect.",UNKNOWN,Robert Frost,3.1K,9.4K,195.4M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
5,"Considering we landed twice on the Moon in 1969, I’d say yes.I’d also include Apollo 10 which was a dress rehearsal.If you’re suggesting the Moon landings were faked, you’re wrong.",442 followers,Dave Lindbergh,819,1.4K,2M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
6,"Q: Do you think the USA had the technology to land on the moon in 1969?A: This is the Atlas rocket family.It started off as satellite launchers and missiles, was used for the Mercury program as well as Agena for the Gemini program, and is still used today for heavy space launches and deep space launches, including the Lunar Reconnaissance Orbiter which among other things photographed the Apollo mission landing sites.This is the Delta rocket family.It started off as the Thor ballistic missile, evolved into Thor-Delta, and then just became Delta. Today it’s the heavy lift workhorse in the UnitedQ: Do you think the USA had the technology to land on the moon in 1969?A: This is the Atlas rocket family.It started off as satellite launchers and missiles, was used for the Mercury program as well as Agena for the Gemini program, and is still used today for heavy space launches and deep space launches, including the Lunar Reconnaissance Orbiter which among other things photographed the Apollo mission landing sites.This is the Delta rocket family.It started off as the Thor ballistic missile, evolved into Thor-Delta, and then just became Delta. Today it’s the heavy lift workhorse in the United States.This is the Soyuz rocket family.It’s still in use today, and for at least half a year or so, probably a few years, is the only way of transporting crew to and from the International Space Station.Do you know what all of these rocket systems have in common?They started as 1950s technology, they are still operating, and they still have consequences from the design choices made then.Do you know what we didn’t have in the 1960s? The film and special effects technology to make a convincing two-hour long continuous shot of a moonwalk. Today, with digital photography, CGI, digital compositing and digital projectors, we can just barely do it, and it would cost about an Apollo mission to do it and probably look dated and faked in half a decade.",UNKNOWN,Ernest W. Adams,4.1K,44.1K,248.1M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
7,"Do you think the USA had the technology to land on the moon in 1969?It was so close that the answer is. “Not at the beginning of 1969 but they did by August of 1969.I was 13 in 1969 and an avid follower of the space race. I watch all the TV coverage including the landing and Armstrong’s first steps. I had watched all the previous Apollo launches. I read and the newspaper coverage and magazine articles. Since then I have read numerous books about the whole space program. Written by either people who were there or by people who studied the space race in detail. Millions of printed words told byDo you think the USA had the technology to land on the moon in 1969?It was so close that the answer is. “Not at the beginning of 1969 but they did by August of 1969.I was 13 in 1969 and an avid follower of the space race. I watch all the TV coverage including the landing and Armstrong’s first steps. I had watched all the previous Apollo launches. I read and the newspaper coverage and magazine articles. Since then I have read numerous books about the whole space program. Written by either people who were there or by people who studied the space race in detail. Millions of printed words told by tens of thousands of different people.There is one story of a group of “rocket scientists” who were watching the famous Kennedy speech and when he announced they were not only going to the moon but they were going that decade they were all cheering wildly. Then they stopped and the room grew quiet. Each scientist and engineer seemed lost in his/her own thought. Finally someone asked, “Can we really do this in that time line?”The answers were either no, or Hell no.But humans are an amazing thing to see when they put their mind to something. When they unite in a common goal there is nothing they can’t accomplish.I lived through the space race, moon landings and then watched it all go down the toilet when the political will was lost to go further. The sixties were the most exciting years I’ve witness and it wasn’t the free love and LSD for me (I was 13 eh?). It was the promise of space, we were going somewhere.Instead I sit in my sixties watching the only country on this planet to put a man on another planet allowing themselves to be led by a small tribe of very loud science deniers. To quote their leader “Sad”.And now some idiots want me to believe every one of those people lied, kept their silence and in many cases died without once letting it slip? (If this question isn’t based on the conspiracy fallacy, there is no need for the question.)But look at the question. It isn’t “Did the USA have the technology” it is “Do you think……”I don’t think they had the technology, I know they did. And I don’t allow thinking to replace real research.",5 followers,Jake Williams,9.9K,3.2K,76.5M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
8,"I know that the US had the technology to land on the moon and return to earth. I am privileged to have personally known some of the people who built components for project Apollo. We built the powerful rockets needed for the job, computers sophisticated enough to steer the rockets, and the men and women needed to manage the enterprise. And we had a motive. Beat the Russians to the moon. And we did.What hoaxers habitually overlook is the fact that, while we had the requisite technology to make the grand, adventurous trip, we lacked the technology to fake a moon landing. Film and video machinesI know that the US had the technology to land on the moon and return to earth. I am privileged to have personally known some of the people who built components for project Apollo. We built the powerful rockets needed for the job, computers sophisticated enough to steer the rockets, and the men and women needed to manage the enterprise. And we had a motive. Beat the Russians to the moon. And we did.What hoaxers habitually overlook is the fact that, while we had the requisite technology to make the grand, adventurous trip, we lacked the technology to fake a moon landing. Film and video machines of the late 1960s just wouldn’t have worked. Not even a film director the caliber of Stanley Kubrick could have pulled it off. Watch his masterpiece 2001 a Space Odyssey, and you will see a great movie, and you will see just how far his special effects in the film were from actual footage shot in earth orbit and on the surface of the moon. Enjoy!",3 followers,Steve Baker,4.5K,27.3K,162.3M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
9,"I think I am qualified to offer an answer as I was one of them back in 1982-83.No, we didn't write good games. I would not even call them mediocre. But we were there in the beginning, using hand-crafted assembler code to implement things like a 3D slab of ice wobbling in the arctic ocean or even the moving horizon of a flight simulation game. Our first tool of the trade was an inline assembler that was really just a debugging tool from Commodore; the promised macro assembler has not yet shipped.How skilled were we? Less skilled than we thought! Everything was new. We were learning on the job.I think I am qualified to offer an answer as I was one of them back in 1982-83.No, we didn't write good games. I would not even call them mediocre. But we were there in the beginning, using hand-crafted assembler code to implement things like a 3D slab of ice wobbling in the arctic ocean or even the moving horizon of a flight simulation game. Our first tool of the trade was an inline assembler that was really just a debugging tool from Commodore; the promised macro assembler has not yet shipped.How skilled were we? Less skilled than we thought! Everything was new. We were learning on the job. For instance, I learned from fellow team members with industrial automation experience that there exist incredible algorithms (Bresenham's algorithm and variants) that allow us to draw, e.g., that slab of ice or that moving horizon in real time with a reasonable refresh rate. I learned from another team member, good friend (who, sadly, passed away many years ago) the art of handling a soldering iron and using an oscilloscope, making sense of the timings of a system bus when a processor accesses DRAM or the memory is being refreshed. And I taught myself the basic concepts of time slice scheduling, writing an interrupt-driven kernel that would play back (with accurate timing) a music score through the C64's sound chip while executing different parts of the game in a round robin process.There is something to be said about programming a computer with so little memory, you can have a decent mental model of its entire physical address space. (A comparable present-day experience would be programming low-end microcontrollers like a PIC.) Back then, an assembler program of a few hundred lines was considered ""large"" (all uncommented of course. Comments are so lame, a waste of precious RAM or floppy disk space.) Debugging misbehaving code often involved dumping ALL the contents of the RAM and then searching for clues by visually inspecting the dump.We had loads of fun! But skilled? I am looking at what people have accomplished since those early days using the same 8-bit hardware. A graphical operating system with a mouse. A text-based browser and an HTTP server using a network adapter attached to the C64 extension port. Animation that puts our early attempts at 3D visuals to shame. Even freaking video playback with sound; low quality of course, but still. Talk about skilled.Of course it's always easier to do things in hindsight. Once you know what computers are capable of, once you learn extremely efficient algorithms, you can push them to the limit as you backport them to ancient hardware. Back then we didn't know what was possible. We were exploring limits even as we were dreaming about a future when these wonderful computers might have more storage (for instance, we calculated that when used as a data storage medium, a VHS cassette, for instance, could have stored several MEGABYTES!) or even be interconnected through the telephone network using these newfangled acoustic couplers, modems, at the blazing speed of 300 bits a second...",UNKNOWN,Viktor T. Toth,567,8.6K,115.1M,https://www.quora.com/Do-you-think-the-USA-had-the-technology-to-land-on-the-moon-in-1969
