,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Rent-A-European.Meet Balazs. Balazs is a Hungarian exchange student in Shanghai. He’s tall, white and has a beard.This makes him very desirable in a mainly Asian city, because he’s, well, a foreigner. Every weekend, club owners pay Balazs $35/hr to hang out. Access to the VIP lounge, food and drinks are free.The idea is simple: Places where Europeans hang out must be good, so Balazs and his fellowRent-A-European.Meet Balazs. Balazs is a Hungarian exchange student in Shanghai. He’s tall, white and has a beard.This makes him very desirable in a mainly Asian city, because he’s, well, a foreigner. Every weekend, club owners pay Balazs $35/hr to hang out. Access to the VIP lounge, food and drinks are free.The idea is simple: Places where Europeans hang out must be good, so Balazs and his fellow foreigners-for-rent act as social proof to attract more Chinese customers.The women flirt with him, the men spend more money. The club owner’s happy and so is Balazs, because it’s the best student j...","66,019 followers",Niklas Göke,8.2K,235,32.2M,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
1,"The Official NoPhone StoreThe NoPhone is a technology free alternative to constant need of hand to phone contact. The idea is to combat the rapid decline of real social engagement that has been caused by chronic smartphone usage.For founder Van Gould the NoPhone is a satirical comment on our device-obsessed culture.We want to become the largest fake phone company in the world.That’s kind of the goal.They are selling three variationThe Official NoPhone StoreThe NoPhone is a technology free alternative to constant need of hand to phone contact. The idea is to combat the rapid decline of real social engagement that has been caused by chronic smartphone usage.For founder Van Gould the NoPhone is a satirical comment on our device-obsessed culture.We want to become the largest fake phone company in the world.That’s kind of the goal.They are selling three variations of the NoPhone on their website and through Amazon Prime.They recently launched a new product, NoPhone Air, as if it was already not weird. NoPhone Air is nothing but air in a package.I couldn’t find their financial to assess the success but they have managed to garner lot of media attention recently.",258 followers,Rajesh Tak,1.6K,0,0,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
2,"SnapchatPhoto is taken from Google photos showing Snapchat co-founders Evan Spiegel (left) and Bobby Murphy, photographed in Venice, Calif.Here’s how it started.""In April 2011 Evan Spiegel stood up in a Stanford product design class to present an idea for his final project. It would be a mobile app, he explained, where friends could share photos that would disappear—forever—in a matter of seconds.“Everyone said, ‘That is a terrible idea,’” Spiegel remembers. “Not only is nobody going to use it, tSnapchatPhoto is taken from Google photos showing Snapchat co-founders Evan Spiegel (left) and Bobby Murphy, photographed in Venice, Calif.Here’s how it started.""In April 2011 Evan Spiegel stood up in a Stanford product design class to present an idea for his final project. It would be a mobile app, he explained, where friends could share photos that would disappear—forever—in a matter of seconds.“Everyone said, ‘That is a terrible idea,’” Spiegel remembers. “Not only is nobody going to use it, they said, but the only people who do, will use it for sexting.” A venture capitalist sitting in on the class said it could be interesting, if he made the photos permanent and partnered with Best Buy. Spiegel nearly gagged.""",UNKNOWN,Maged M. Youssef,5.4K,0,0,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
3,"Kansas woman named Linda Katz wanted to learn html and how to make a website. She made a mock website that advertised tumbleweeds for sale as a joke.Not sure if it's still in business here is the website URLPrairieTumbleweedFarm . comPeople began emailing the site wanting more information on the tumbleweeds. Linda initially didn't believe she would sell enough to make a decent living. That is until she began receiving an average of 15 orders per week, making her annual income around $40,000.She even sold some tumbleweeds to NASA to build and test obstacles for Mars Rover.Fake Web Site Turns ReKansas woman named Linda Katz wanted to learn html and how to make a website. She made a mock website that advertised tumbleweeds for sale as a joke.Not sure if it's still in business here is the website URLPrairieTumbleweedFarm . comPeople began emailing the site wanting more information on the tumbleweeds. Linda initially didn't believe she would sell enough to make a decent living. That is until she began receiving an average of 15 orders per week, making her annual income around $40,000.She even sold some tumbleweeds to NASA to build and test obstacles for Mars Rover.Fake Web Site Turns Real Profit",130 followers,Kiran Pallachulla,11.7K,0,0,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
4,"Sell makeup to male soldiers.This product is contradictory on so many levels it’s difficult to pick where to start. First off, why would a soldier wear makeup? Looking beautiful isn’t necessarily part of their core competence. Secondly, why would men buy this stuff? Korean men are just as stupid as any other men and so we don’t spend money on things that makes us better human beings.So how on God’s green earth did this contradictory product help launch aSell makeup to male soldiers.This product is contradictory on so many levels it’s difficult to pick where to start. First off, why would a soldier wear makeup? Looking beautiful isn’t necessarily part of their core competence. Secondly, why would men buy this stuff? Korean men are just as stupid as any other men and so we don’t spend money on things that makes us better human beings.So how on God’s green earth did this contradictory product help launch aWhy South Korea's men are buying tons of cosmeticsLet me give you my two cents by explaining how a cosmetics company solved the two issues in a brilliant way.The story start in 2010 with a company called Innisfree that launched the following product. Its camouflage creme with sunblock.All able bodied Korean men must serve in the military for about 2 years. Anyone who’s ever had to put on military grade camo creme will testify that it’sBut what if it’s just for training?Countless Korean men hate this stuff because it’s so difficult to wash off after training. It certainly doesn’t help that the sun bakes our skin during the day and so it’s really quite agonizing cometh night time.Innisfree recognized this need and made good camo creme that looked exactly the same but was easier to wash off with special soap. It also doubled as a sun block.So now we arrive at the second issue. Men are stupid and wouldn’t buy this stuff even though it makes perfect sense to do so. So how did Innisfree overcome this barrier? They didn’t have to.There is a long standing tradition of throwing a party for our male youngsters before they enter bootcamp. What follows is usually a set of gifts given by loved ones such as letters or practical items such as strong wrist watches.This product was very strategically important for the same reason Apple/Microsoft/Google want to get their operating systems into the hands of students even at an economic loss. The reason being that those kids will grow accustomed to their products andApplying this type of makeup is one of the first kinds that kids get to experience when young. But the fact that it’s an entry point is precisely the reason it’s so powerful. All cosmetics companies bundle different kinds of male cosmetics and don’t even worry about marketing it to men because it’s the women that buy them for men that primarily drive sales. As a by-product, men become conditioned into a default choice of cosmetics brand when and if they are in a position to choose.",330 followers,Sky Chon,883,87,690.8K,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
5,"MeetIt all started when, after leaving a conference,So even though he certainly reached home that day, he hasn't remove his nametag evMeetIt all started when, after leaving a conference,So even though he certainly reached home that day, he hasn't remove his nametag ever since. He chose toHis nametag mania eventually","4,070 followers",Teymour Bourial,3.9K,111,5.3M,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
6,"Steve Shubin’sFor those of you who are unfamiliar with what a fleshlight is, it is a male sex toy that has a sleek design to make it look like flashlight from the outside. It can also be referred to as a pocket pussy. Some of the molds are exact replicas of various porn stars’ vaginas, which I personally think is a genius marketing tactic.Shubin’s idea for this product came to him when his wife was pregnant.Steve Shubin’sFor those of you who are unfamiliar with what a fleshlight is, it is a male sex toy that has a sleek design to make it look like flashlight from the outside. It can also be referred to as a pocket pussy. Some of the molds are exact replicas of various porn stars’ vaginas, which I personally think is a genius marketing tactic.Shubin’s idea for this product came to him when his wife was pregnant.The Fleshlight is now theStick to and believe in your ideas. Steve Shubin probably encountered a lot of resistance from his friends and family when he said he was going to revolutionize the male sex toy industry. However, he still executed his vision and made it. Look how happy he is:",36 followers,Adam Ambrozy,2.4K,0,0,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
7,"If you live in the United States, you have most likely seen or heard the ad: ""Hi, this is Mike Lindell, founder of MyPillow!!!"" I have always found the ads odd; an entire business revolving around a single pillow? I assumed it was a tiny company attempting to penetrate a saturated market.But perhaps even more surprising than the product, is how the founder got started:""As so many great entrepreneurial success stories do,If you live in the United States, you have most likely seen or heard the ad: ""Hi, this is Mike Lindell, founder of MyPillow!!!"" I have always found the ads odd; an entire business revolving around a single pillow? I assumed it was a tiny company attempting to penetrate a saturated market.But perhaps even more surprising than the product, is how the founder got started:""As so many great entrepreneurial success stories do,Several failed attempts later:""Eight-plus years later, Lindell is sober and phenomenally successful. He quit everything—alcohol, powdered cocaine, and crack—after one final party on Jan. 16, 2009, and presides over an empire that’s still growing precipitously.Source:",3 followers,David Patrick,1.9K,2.8K,31.2M,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
8,"15 years ago or so a kid named Alex Tew was looking for a way to make money for college. He came up with the idea of selling 1 million pixels on his webpage for $1 each and the idea got massive publicity, some people even bought 10,000 pixel blocks to point to their own pixel advertising websites. His website still stands, he sold all his pixels and made 1M in a very short period of time. His total cost for hosting and building the site was likely under $2k…The Million Dollar Homepage",0 followers,Larry Golden,520,0,0,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
9,"1. Bed Bug Barrierbed bug barrierIf you’ve ever been to a hostel or hotel infested with bed bugs, then you know how terrible those little mites can be.Well, Tony Abrams made a fortune by inventing barriers to keep the bedbugs from biting. His business, Bed Bug Barriers, creates and sells barriers that go underneath the legs of a bed. These barriers trap the bedbugs as they attempt to crawl into the bed to bite sleepers.Think it’s crazy? He’s made millions with this idea.2. Rent-A-ChickenI know what you’re asking: why on earth would someone want to rent a chicken?Well, some people who are inter1. Bed Bug Barrierbed bug barrierIf you’ve ever been to a hostel or hotel infested with bed bugs, then you know how terrible those little mites can be.Well, Tony Abrams made a fortune by inventing barriers to keep the bedbugs from biting. His business, Bed Bug Barriers, creates and sells barriers that go underneath the legs of a bed. These barriers trap the bedbugs as they attempt to crawl into the bed to bite sleepers.Think it’s crazy? He’s made millions with this idea.2. Rent-A-ChickenI know what you’re asking: why on earth would someone want to rent a chicken?Well, some people who are interested in urban farming want to get chickens. However, that’s a big step. What if they don’t like caring for chickens? Then, they’re stuck with a coop and several chickens they don’t want.This is where Rent-A-Chicken comes in. This husband and wife team in Traverse City, MI will bring you everything you need to care for a brood of hens for the summer. For $250, you can see whether or not you really want to try raising chickens on your own. In fact, there’s another business just like this in Australia called Rent-A-Chook.Wacky? Yes. Useful? You bet.chicken coup3. Hangover HelpersHere’s the situation: You and your friends were up all night partying. Now, you’re suffering from a horrendous hangover, you’re dehydrated, and your apartment is trashed. The thought of having to make yourself something to eat and then clean up that colossal mess is just too much to handle.So what do you do? You call the Hangover Helpers. These two college guys in Boulder, CO help their hung over clients crawl back into the land of the living with as little pain as possible. The guys show up at your house armed with a breakfast burrito and Gatorade for you. They then clean every room where the party happened. This includes cleaning dishes, pots, and pans, and recycling all of your beer bottles.Think this idea is too crazy to actually work? These guys have already been featured in Forbes Magazine, on CBS, and on the talk show, Regis and Kelly. They have enough business to keep them busy as long as they want.hangover helpers4. The Smashing PlaceHave you ever intentionally broken a plate? I’m talking about when you’re stressed or angry, and you just hurl the thing across the room and watch with a real sense of pleasure as it smashes against the wall. Feels pretty good, right? You might even feel the stress or anger leak right out of you.Well, that’s the whole idea behind The Smashing Place. This business, located in Tokyo, allows clients to come in, buy a plate or a cup of their choice, and smash it against a concrete wall. They can swear, stomp their feet, or do anything else they want to relieve stress. I have a feeling a business like this would really take off in a place like New York.broken blue plate5. I Do, Now I Don’tWhen Josh Opperman’s fiancée left him after a three-month engagement, he was crushed. All she left him was the fancy engagement ring he’d worked so hard to save up for. However, when he took the ring back to the jeweler to return it, he got a nasty shock. They only offered him $3,500 for the ring he paid over $10,000 for. Yikes.So he started I Do, Now I Don’t to get even. I Do, Now I Don’t is a website that allows people to sell their engagement rings (or any other fancy jewelry) to other users for way less than going to a jewelry store. Think of it as the Craigslist for fine jewelry.The site has been an incredible success and has been featured on CNN, The Today Show, Fox News, and in The New York Times.i do now i don't6. The Pet LooIf you’ve ever had a pet while living in an apartment, then you know how painful it can be to take them out for potty when it’s 10 degrees with a fierce wind. Or maybe you work long hours and always have to rush home to let them out. Or maybe you’re a senior citizen and it’s hard to make multiple trips in and out of your home.Well, all these reasons are why The Pet Loo was invented. The Pet Loo is a square of fake grass, which sits atop a simple waste containment system that you put inside your home or apartment. It’s just like a mini-backyard where your dog can relieve himself. Although The Pet Loo is based in Australia, similar businesses have sprung up here in the States. Good idea? No doubt.In fact, people are putting their Pet Loos in their laundry rooms, their basements, on balconies, and even in their grass-less backyards.the pet loo","135,261 followers",Hector Quintanilla,5.1K,1.2K,88.3M,https://www.quora.com/What-are-some-of-the-weird-and-bizarre-business-ideas-that-proved-to-be-successful
