,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"Before JIO —After Jio —Although I have never used Jio, I thank Jio for helping consumers across India to fight monopolistic business practices of telecom companies.","2,058 followers",Harshajyoti Das,30.6K,582,1.9M,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
1,"Impacts of Reliance Jio""Just one year back, India was ranked 150th in the world for mobile broadband. Now it is number one, after the launch of Jio,"" Mukesh Ambani said.People forgot what isIndians learned a new word calledA bigImpacts of Reliance Jio""Just one year back, India was ranked 150th in the world for mobile broadband. Now it is number one, after the launch of Jio,"" Mukesh Ambani said.People forgot what isIndians learned a new word calledA big",39 followers,Barun Bagchi,24.3K,0,0,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
2,"Before jio-Me( To Airtel customer care, Lets say him ACC)- Sir, would you please tell me any internet offer. These plans are very costly.ACC- Sorry sir, there are no offers available at this time.Me- But sir other companies are offering cheaper plans. I will port out to any other operator.ACC- Sir, we are India’s largest service provider, our networks are everywhere. But sir if you want to changeBefore jio-Me( To Airtel customer care, Lets say him ACC)- Sir, would you please tell me any internet offer. These plans are very costly.ACC- Sorry sir, there are no offers available at this time.Me- But sir other companies are offering cheaper plans. I will port out to any other operator.ACC- Sir, we are India’s largest service provider, our networks are everywhere. But sir if you want to change you can port out by sending a message to 1900 with your mobile number.Me-Something like that. Cut the phone off and recharged with 259 - 1 GB and this went on 4 times in a month. because after all they are best service provider.After Jio-Received a message from Airtel-Dear customer, now get 28 GB data with ...",19 followers,Ashutosh Dwivedi,5.3K,0,0,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
3,Before Reliance Jio :AirtelAfter Reliance Jio :India’s biggest telecom operatorAll thanks to Mukesh Ambani..!!Pic fromBefore Reliance Jio :AirtelAfter Reliance Jio :India’s biggest telecom operatorAll thanks to Mukesh Ambani..!!Pic from,22 followers,Shabeeb Rahman,23.9K,0,0,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
4,Before Jio :After Jio :Just taken a screenshot:Before Jio :After Jio :Just taken a screenshot:,UNKNOWN,Anonymous,6K,0,0,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
5,Awara Hoon,8 followers,Awara Hoon,5.6K,61,484K,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
6,"Few days ago while waiting for my snack to arrive at a nearby cafe, I took out my phone and saw a notification like this oneI simply turned my WiFi off.Now,All thanks to the richest man in India.People become famous on internet,He made internet famous in India.Postscript- I have never used jio, I'm using Airtel and other telecom operators are now on right track because of jio. I'm planning to buy a jio WiFi router soon.Love JIO or hate it ,but u can't simply ignore it.Have a nice day!!Few days ago while waiting for my snack to arrive at a nearby cafe, I took out my phone and saw a notification like this oneI simply turned my WiFi off.Now,All thanks to the richest man in India.People become famous on internet,He made internet famous in India.Postscript- I have never used jio, I'm using Airtel and other telecom operators are now on right track because of jio. I'm planning to buy a jio WiFi router soon.Love JIO or hate it ,but u can't simply ignore it.Have a nice day!!","3,179 followers",Vaishnav Shrivastava,3.2K,96,2.3M,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
7,"All thanks to this legend :)Thank you JIO for making our last few months awesomeJUG JUG JIOEdit : Thank you folks for such an awesome response! Overwhelmed toAll thanks to this legend :)Thank you JIO for making our last few months awesomeJUG JUG JIOEdit : Thank you folks for such an awesome response! Overwhelmed to know that you loved it. However I see that few people are not able to get the understand of what I meant to convey through this answer, particularly in the last point on the pretext thatHope that helps! CHEERS!",0 followers,Sanchit Chugh,20.3K,137,903.9K,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
8,"I've been using Reliance Jio since July, 2016. I bought a Lyf 4g handset at a mere Rs 3000 and started using Jio's free services.Now, before Jio's arrival, my monthly expense for Internet and voice calling was around Rs 2000 (349+data packs+ high-speed internet cafe bills) and sometimes even more. But thanks to the legend Mukesh Ambani, I spent only that Rs 3000 till 15th April,2017. I saved almost Rs 20600 just by using Reliance Jio's services.(12 x 2000= 2400024000-3000-99-303 = 20598)And trust me, this is not only my story. There are millions of students like me who saved such amounts simplI've been using Reliance Jio since July, 2016. I bought a Lyf 4g handset at a mere Rs 3000 and started using Jio's free services.Now, before Jio's arrival, my monthly expense for Internet and voice calling was around Rs 2000 (349+data packs+ high-speed internet cafe bills) and sometimes even more. But thanks to the legend Mukesh Ambani, I spent only that Rs 3000 till 15th April,2017. I saved almost Rs 20600 just by using Reliance Jio's services.(12 x 2000= 2400024000-3000-99-303 = 20598)And trust me, this is not only my story. There are millions of students like me who saved such amounts simply using Reliance Jio.I am a loyal Jio customer and will remain the same. A big thank you to Mukesh Ambani from all the students like me.Edit.",0 followers,Hrishikesh Das,10.9K,0,0,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
9,"The other day, I came across an interesting little boy in a village near Pondicherry. His mother was a fruit seller outside a temple.This boy was extremely engrossed in his phone, making animated actions all the while looking at the screen. This piqued my interest so I went and sat next to him.Turns out, he was learning nursery rhymes from YouTube. The video had cartoons reciting the alphabet in an entertaining fashion. He was repeating the alphabet and writing it with his finger on the rock behind him.He seemed to be having a blast, and pulled me in his little game, even though we didn't undeThe other day, I came across an interesting little boy in a village near Pondicherry. His mother was a fruit seller outside a temple.This boy was extremely engrossed in his phone, making animated actions all the while looking at the screen. This piqued my interest so I went and sat next to him.Turns out, he was learning nursery rhymes from YouTube. The video had cartoons reciting the alphabet in an entertaining fashion. He was repeating the alphabet and writing it with his finger on the rock behind him.He seemed to be having a blast, and pulled me in his little game, even though we didn't understand each other's language. I sat next to him for the next ten minutes.This boy who must not be older than 5, had learned on his own to navigate the phone, open YouTube and select videos from the recommendations. He had kick-started his education on his own. He was also watching videos of how cars are manufactured, looking at the process in awe.I could not help but get inspired at how something as simple as access to an internet connection can expand someone's world. Despite coming from underprivileged background, I could sense he was going places. All because he had the curiosity to learn, and now he also had the means to learn. The success of Jio lies in how it has transformed our lives from grassroots. Almost everyone now has an internet connection. It is up to us how we utilise it.",241 followers,Prachi S,3K,51,4.8M,https://www.quora.com/What-is-the-impact-of-Reliance-Jio-on-Indian-citizens
